"Temperature (C) ","Detuning (GHz) ","Laser Power (uW) ","G(1D)","C(1D)","A(1D)","By(1D)","Error G(1D)","Error C(1D)","Error A(1D)","Error By(1D)","G1(2D)","G2(2D)","C(2D)","A(2D)","Bx(2D)","Bz(2D)","Error G1(2D)","Error G2(2D)","Error C(2D)","Error A(2D)","Error Bx(2D)","Error Bz(2D)","Hanle (V/nT)","Demod (V/nT)","Sensitivity (T/sqrt(Hz)","Error Sensitivity","Run Number"
100.062541,2,8000,99.068143862596,0.180609689832963,5.82035783525466,-8.29832465005442,0.422396211719036,0.010324691064078,0.0114313143772712,0.156021378970061,67.8268122011421,375.545790803794,-7.08517498535953,-3.05122463492051,9.7739897811059,356.665463967799,2.783895998728,7.17951841033342,0.067833658797011,0.081842834135967,1.70004501134311,5.30764076384256,0.0587510536517903,0.0136207744767084,3.4908761e-13,1.172218e-13,1
129.816739,4.847172,9530.79989,59.4642417425846,0.193992364128422,4.30116683090457,-8.04622833642427,0.583363325099828,0.0113275467231918,0.0214582851687591,0.287399933050436,58.8915867632058,500.504406575451,-6.21797281207575,-3.72763084645948,6.94218044239061,392.540018048711,2.57941400798755,14.0799785432599,0.157270892569762,0.163965685365166,1.96553802627246,8.09493185356351,0.0723319881807951,0.0172598796035046,2.8573028e-13,7.217847e-14,2
138.384844,14.863076,13304.925508,82.1285805111175,6.07540466109451,3.26548379241547,-5.87822136363382,1.28817516322939,0.0180119054255179,0.0239506003584599,0.539931686074091,48.6453855124251,348.759290394736,-9.52154469478378,-1.43939353329268,11.915018335182,381.910720414934,2.63287026255009,8.99078712321687,0.045296840089521,0.0549691281577588,1.98471459719309,7.14407161117368,0.0397606262289342,0.00790432613553723,5.2540919e-13,1.2828863e-13,3
110.194534,-7.489594,3707.524617,70.7721556205621,0.00588748811216067,1.13773580814531,-11.8275576438354,0.183744815370611,0.00124662280564618,0.00223516547170941,0.147508810512067,757.572249438676,21582.0139828073,-1752.72382290755,-1752.17249150658,2.97679691711641,278.310625530527,4766.18936533886,135756.736640418,22041.8399118152,22041.8400839597,2.43209643455182,28.3395021439418,0.0160760372235257,0.00409143353260525,3.7101448e-13,7.919232e-14,4
115.951928,-3.639263,5947.11422,82.3878636505905,0.157497347406833,3.76563659939266,-10.8666052518563,0.264479393203584,0.00585569857095976,0.00873961933788552,0.194016737584471,41.7947575974762,557.823249098087,-6.62433182532167,-4.41968924099023,6.02227552232283,509.020792473538,2.07059295954472,21.1112424429974,0.279337295636184,0.284879320707791,1.85948153286102,11.8958722641945,0.0457062051683102,0.0105611765257288,2.3390892e-13,8.005612e-14,5
117.63965,20.889227,8480.489601,55.4817852714919,8.09950876475159,0.726110580496132,-6.79974654365407,0.732136844555415,0.00243562428317936,0.00497010643805914,0.370605498472798,123.86357777263,345.822974991176,-8.92221038743744,-0.36169935987502,9.07366429023184,215.469818921343,7.90353087790969,8.6390673504334,0.00780984487794744,0.0115660138170241,2.63255725069593,5.71481538516709,0.0130873687092623,0.00197472307838691,1.00081566e-12,3.5309074e-13,6
129.816739,-19.316146,8930.668711,74.626855797136,0.480418566656893,3.12913573262097,-10.761444453432,0.534460196827222,0.00725287785560534,0.0107070756088264,0.236743755598721,55.0990862038878,499.497038930793,-4.86984673188217,-2.67637756566027,3.80557243811181,-419.807386099541,2.45989064687094,14.4231756309314,0.116953993893901,0.121820105452901,1.96011980750164,8.53776371141499,0.0419304243652868,0.00918333730347012,4.4983466e-13,8.107333e-14,7
143.287477,-7.338607,13735.5916,52.0173241314759,0.00520591586357841,0.264468110545494,-21.184687576027,0.313061951303867,0.000528193279340861,0.00127322296773181,0.276445707768561,74.6694778609506,10370.4870266495,-45.8574716168337,-45.7883557889653,-1.3291034379413,1087.36295678173,12016.148068472,1667722.21015067,14724.8987449554,14724.9002622112,5.05707613557615,693.11049160681,0.00508423135871119,0.000799597273207383,1.01179619e-12,2.1332714e-13,8
147.368221,-20.784046,8375.536685,74.5435942592027,0.780320054455633,2.84264108057044,-11.8859081940897,0.577050143750239,0.00711444691387367,0.0105183286750143,0.255813261274716,73.4943283269204,600.417875794366,-5.71994726715846,-3.35200192489026,4.22014273322297,-333.090509699176,3.23508795005054,19.9852506168826,0.178414168749955,0.181600560744005,2.05249215889763,7.94286468026686,0.0381339417399975,0.00805049003411365,4.5511308e-13,7.576633e-14,9
103.063931,-10.095089,2107.346522,24.1538286094484,0.00170679218216423,0.159402321668814,-7.35469234503926,0.0683345962200835,9.17286301796707e-05,0.000379628065259081,0.0654463907136723,3550.58859923447,58561.2315710911,-1307.56958708072,-1307.52536928555,5.35412142592592,-332.582518125739,8180.35770923891,134852.407560961,6021.59049403374,6021.59049472029,4.23980627725581,30.3811826440638,0.00659946397096067,0.000965173581182054,7.4514051e-13,1.8342824e-13,10
