"G1","G2","C","A","Bx","By","Bz","Error_G1","Error_G2","Error_C","Error_A","Error_Bx","Error_By","Error_Bz","MSE","Laser_Power","Laser_Detuning","Temp","PP"
165.43,274.2,0.068428,0.005147,6.0129,5.8146,-151.99,56.767,81.359,9.7692e-10,3.3097e-09,21.955,21.955,23.956,1.0028e-06,208.924228,1.511688,71.635417,0.1459
397.17,505.83,0.19776,0.015681,2.8558,1.3149,-384.43,38.377,19.27,3.9866e-09,3.8386e-09,3.2987,3.2987,7.8274,1.213e-06,750.508248,6.133174,72.869477,0.10051
136.91,513.59,0.11661,0.0047748,14.284,2.7191,488.19,42.698,272.18,1.0516e-09,4.0935e-09,26.815,26.812,188.6,1.0786e-06,383.34824,-13.633908,73.068606,0.09294
318.67,405.49,0.14901,0.014233,4.5455,0.76355,-307.37,24.558,14.312,2.2846e-09,2.9548e-09,3.3578,3.3577,5.1342,1.0703e-06,548.041099,5.17224,73.631785,0.12623
132.12,553.59,0.08207,0.0044944,6.678,-0.56992,241.84,41.004,325.27,8.7065e-10,4.3755e-09,25.53,25.53,117.52,9.3441e-07,249.470334,-10.601555,74.126066,0.12055
355.15,727.04,0.14571,0.018871,2.7482,1.3812,-230.74,21.408,27.932,4.0776e-09,3.5582e-09,1.9019,1.9019,8.1425,1.0755e-06,584.389487,-0.286196,74.144764,0.15065
343.63,1210.8,0.19686,0.019114,8.2889,-5.6935,61.007,29.641,172.64,7.2725e-09,5.0255e-09,2.0356,2.0355,24.394,1.142e-06,788.312141,-4.410975,74.544385,0.10843
214.85,556.72,0.22599,0.0086481,15.224,15.368,330.11,64.76,166.47,3.5394e-09,7.0641e-09,17.483,17.483,68.792,2.241e-06,777.204794,-18.357137,76.106447,0.079034
218.89,841.88,0.10816,0.013429,5.8507,-3.227,144.37,13.716,87.474,2.0279e-09,3.079e-09,3.0488,3.0488,20.623,9.5358e-07,386.391725,-5.279764,76.733698,0.16137
64.47,66.779,0.062944,0.0026628,-5.6681,23.504,-64.446,247.42,248.77,5.9693e-10,2.5387e-09,77.138,80.519,36.114,9.3286e-07,161.734194,9.548393,76.811145,0.12878
93.981,102.28,0.062215,0.0032107,1.726,4.5485,-92.837,164.48,168.09,7.1722e-10,2.7975e-09,57.824,57.867,30.122,1.0023e-06,161.697446,8.132325,77.265731,0.14413
322.57,655.56,0.12643,0.019561,2.4242,3.1488,-236.86,13.937,18.328,2.9428e-09,3.017e-09,1.5828,1.5828,5.7005,9.8339e-07,494.008569,0.709602,77.382014,0.1752
124.35,191.37,0.059118,0.0063334,1.604,3.5239,-128.85,26.368,42.027,6.8541e-10,2.968e-09,12.7,12.701,10.63,8.8152e-07,167.214842,1.769834,77.555853,0.19336
170.57,205.29,0.12276,0.0086103,1.6891,3.9464,-221.12,23.927,21.536,9.4869e-10,2.6383e-09,7.8866,7.8868,6.0071,9.6372e-07,391.328434,9.030897,77.664345,0.11566
99.357,312.02,0.058586,0.004611,6.008,-5.5557,189.83,28.408,157.36,6.4333e-10,5.1013e-09,25.529,25.529,50.209,9.8684e-07,154.262988,-7.697034,78.62514,0.18147
290.74,346.94,0.1779,0.019889,1.7543,1.8684,-353.5,11.828,6.9629,2.2008e-09,3.2231e-09,1.9931,1.9931,2.5998,1.231e-06,645.36369,6.988602,78.903691,0.13481
305.55,894.22,0.13259,0.022098,4.2133,0.93936,-135.43,13.789,44.655,4.428e-09,3.9118e-09,1.5129,1.5129,9.7004,1.2082e-06,520.488857,-1.65446,78.909087,0.18353
147.36,211.08,0.071419,0.011151,3.3717,3.5898,-176.25,10.517,13.481,7.9957e-10,2.8245e-09,4.3078,4.3078,3.676,9.113e-07,224.384768,3.254874,80.012686,0.227
116.91,396.01,0.080656,0.0050243,7.306,-6.2131,309.29,26.205,151.13,7.0534e-10,4.2383e-09,20.318,20.318,62.119,9.2328e-07,223.60752,-13.596754,80.914618,0.13487
159.75,579.57,0.087975,0.011148,7.3151,-0.61382,249.55,9.3408,52.077,1.0687e-09,3.6962e-09,4.1758,4.1757,18.622,9.2698e-07,265.929128,-8.596706,81.179071,0.18484
148.34,448.88,0.14419,0.0087644,13.171,-4.3273,487.18,14.585,61.724,1.0905e-09,3.7647e-09,8.1732,8.1725,39.818,1.0898e-06,443.675694,-16.301618,81.377209,0.10184
100.84,285.15,0.083032,0.004041,12.291,0.56901,256.98,37.976,180.7,6.3698e-10,4.498e-09,32.957,32.937,60.864,9.6839e-07,226.728445,-16.621986,81.886451,0.10559
122.9,173.29,0.061552,0.0083593,1.8775,2.3954,-115.81,17.661,24.742,7.4237e-10,3.0684e-09,7.9497,7.9498,5.9568,9.5383e-07,184.286202,3.888155,82.110258,0.22692
445.26,713.3,0.18797,0.045584,0.77946,3.6022,-403.79,10.495,7.6108,9.7121e-09,7.5963e-09,0.59511,0.59513,3.1724,1.7968e-06,786.82298,0.623091,82.438478,0.2391
93.678,200.08,0.087843,0.0041874,24.659,-3.7424,134.34,42.04,133.44,6.2211e-10,4.2097e-09,31.322,31.106,34.015,9.7886e-07,232.640342,-17.780638,83.262622,0.11325
221.36,355.6,0.091359,0.02104,4.7851,5.9889,-240.84,6.3066,6.9225,1.6335e-09,3.581e-09,1.6323,1.6324,2.3216,1.2134e-06,327.955197,0.652502,84.057759,0.27865
247.27,293.47,0.12263,0.023638,4.2893,2.957,-293.53,6.6733,4.41,1.8363e-09,3.3558e-09,1.4371,1.4371,1.4762,1.2842e-06,464.624415,4.71385,84.171377,0.22459
222.86,592.53,0.092045,0.023475,6.6553,4.2831,-139.02,5.142,13.289,1.9855e-09,3.8377e-09,1.2212,1.2212,3.817,1.1691e-06,344.004383,-2.337292,84.17973,0.29044
208.08,797.77,0.10208,0.022126,7.5159,-1.0818,98.227,5.9515,37.234,2.4216e-09,4.2706e-09,1.4866,1.4866,8.5926,1.2743e-06,364.754724,-5.656207,84.295253,0.24961
113.95,358.11,0.093304,0.0073783,12.362,3.0544,289.09,14.036,72.638,7.9558e-10,4.9497e-09,11.055,11.053,27.9,1.0822e-06,259.681916,-14.192904,84.332593,0.13035
92.935,213.23,0.072792,0.0026749,13.225,-1.4895,90.658,102.15,361.57,6.472e-10,4.7249e-09,79.781,79.62,92.549,1.0285e-06,181.609615,-19.607169,84.342064,0.10411
151.95,565.38,0.12996,0.013028,14.271,1.6897,494.03,6.9969,41.82,1.2063e-09,3.8243e-09,3.6009,3.6006,29.487,1.0707e-06,409.560402,-13.199273,85.24929,0.13373
120.72,172.31,0.063199,0.010551,3.5396,3.5182,-147.02,11.974,17.359,8.1192e-10,3.3844e-09,5.5309,5.5309,4.2186,1.0565e-06,195.864567,4.577936,85.39681,0.25101
187.45,734.59,0.090216,0.019756,7.8489,0.52087,115.92,5.5486,36.221,1.8839e-09,4.3427e-09,1.7338,1.7338,9.1109,1.1997e-06,305.638303,-6.74476,85.462822,0.26463
174.9,678.19,0.086509,0.019548,7.838,-1.3081,144.11,4.404,27.946,1.4997e-09,4.1714e-09,1.5979,1.5979,7.7022,1.0893e-06,291.864637,-6.618324,85.785768,0.266
113.94,354.32,0.058072,0.0074067,13.415,3.3717,109.66,13.008,63.391,7.0406e-10,4.8536e-09,9.6556,9.6536,19.189,9.6243e-07,155.328606,-9.586722,85.812616,0.21597
118.27,394.05,0.069697,0.0094094,7.001,2.7084,142.95,9.0536,48.464,8.0315e-10,5.2595e-09,6.5157,6.5155,15.274,1.0484e-06,197.72647,-10.424844,86.357807,0.19472
351.52,647.94,0.13171,0.047968,3.2621,3.6077,-324.27,5.5853,5.886,6.6505e-09,6.2636e-09,0.54432,0.54432,2.1634,1.9722e-06,607.964757,0.094757,87.47257,0.35798
180.85,477.14,0.21342,0.015142,19.21,0.22939,564.84,7.619,22.51,1.4932e-09,3.4803e-09,3.0555,3.0548,18.026,1.1737e-06,694.071337,-18.864934,87.885758,0.094299
119.94,342.67,0.12131,0.0091522,7.9367,2.2543,374.14,9.0195,39.796,7.6476e-10,4.0001e-09,6.7269,6.7264,17.668,9.9766e-07,351.112524,-17.961818,88.064947,0.11451
212.45,762.44,0.14331,0.024459,13.287,-1.0875,430.45,4.77,24.872,2.3747e-09,3.7645e-09,1.1881,1.1879,13.062,1.2128e-06,505.924701,-11.396129,88.77864,0.18956
338.26,526.69,0.13859,0.050344,2.3965,4.3811,-373.29,4.0847,3.225,5.1114e-09,5.5558e-09,0.47559,0.47559,1.3362,1.8853e-06,641.882427,3.060407,88.870902,0.36582
112.45,364.5,0.067687,0.009591,11.566,-0.45907,255.25,6.4899,35.263,6.2528e-10,4.1047e-09,5.1696,5.1687,12.847,8.5902e-07,192.543459,-11.597281,89.071367,0.20177
99.882,272.01,0.059949,0.0070374,12.634,3.7326,191.22,13.026,57.903,6.3915e-10,4.6733e-09,10.951,10.943,17.633,9.7906e-07,158.993457,-12.560758,89.537764,0.20716
160.54,510.56,0.068014,0.024338,6.6408,5.1833,-113.03,2.5979,10.835,1.314e-09,4.9673e-09,1.1319,1.1319,3.2145,1.2024e-06,266.206299,-2.079483,90.073488,0.41486
179.42,755.5,0.090909,0.028644,9.6929,-1.2637,189.45,2.6641,20.838,1.9981e-09,4.81e-09,0.90115,0.9011,5.8428,1.3126e-06,348.514617,-6.712237,90.994649,0.34408
232.58,959.29,0.11329,0.038575,9.4804,1.0758,147.37,3.3148,26.198,4.0557e-09,4.8822e-09,0.61321,0.61317,5.5169,1.5593e-06,476.607965,-6.712033,91.157487,0.34914
291.04,357.06,0.15851,0.046778,1.6302,2.6998,-383.71,4.2543,2.637,4.4684e-09,6.4512e-09,0.72497,0.72497,1.0415,2.4673e-06,718.714335,6.725834,91.533376,0.31704
406.53,745.33,0.14233,0.078256,6.12,10.202,-142.51,80.818,78.296,2.382e-07,1.8547e-07,5.2349,5.2354,19.371,4.9535e-05,787.05283,-2.95346,91.568242,0.58794
231.74,806.6,0.10966,0.040746,11.745,6.6295,98.783,2.8684,14.133,3.6738e-09,5.2835e-09,0.57891,0.57887,3.2236,1.6589e-06,473.162012,-6.841018,92.494006,0.3882
90.327,177.99,0.065698,0.0080176,16.9,-0.75579,173.63,21.126,60.688,1.0752e-09,6.8558e-09,14.986,14.907,14.937,1.708e-06,176.122051,-14.999925,93.555401,0.23022
92.435,297.95,0.04437,0.016387,4.9425,2.1288,-78.956,2.6482,15.749,7.6949e-10,7.0492e-09,2.5327,2.5325,4.5127,1.2459e-06,173.073362,-0.206044,94.730397,0.48728
108.19,395.11,0.047626,0.021059,4.5279,3.2431,-86.45,1.564,10.239,7.4041e-10,5.7762e-09,1.2825,1.2825,3.0774,1.0411e-06,200.982289,-2.98693,95.495459,0.53394
118.6,519.67,0.053943,0.020264,10.454,2.5395,161.34,2.1667,19.255,9.7881e-10,6.3493e-09,1.5906,1.5905,6.1196,1.194e-06,206.833084,-7.127521,95.738795,0.46734
178.75,410.42,0.20095,0.027689,23.272,-11.777,490.82,16.293,39.287,1.006e-08,2.5964e-08,6.7403,6.7388,23.426,8.6849e-06,689.913896,-19.567985,96.745956,0.21694
233.01,331.51,0.14684,0.04346,-2.6372,-1.5678,-318.31,4.9904,4.5289,5.2224e-09,1.028e-08,1.2188,1.2188,1.6363,3.7594e-06,767.691292,9.638491,97.828237,0.33864
79.591,290.59,0.039066,0.015905,2.0833,3.1003,-85.305,1.8772,15.023,5.7331e-10,6.5841e-09,2.2051,2.2052,4.279,1.03e-06,160.385446,-1.54596,97.955361,0.52611
107.82,364.7,0.055085,0.012332,14.361,1.338,232.76,4.9903,29.686,8.1695e-10,5.849e-09,4.2105,4.2093,10.46,1.1617e-06,176.469071,-11.70484,98.077471,0.33137
180.54,241.26,0.098997,0.038136,0.79751,2.2091,-266.85,2.5084,2.5465,2.0952e-09,5.6419e-09,0.83942,0.83942,0.78668,2.0214e-06,518.670689,7.220492,98.159065,0.44419
177.8,695.1,0.11102,0.03947,18.851,0.63947,427.68,1.8736,12.067,2.7136e-09,6.2611e-09,0.67751,0.67738,6.6538,1.8423e-06,472.46343,-12.02429,98.984367,0.39309
57.312,55.524,0.075939,0.1126,6.3038,23.212,-382.1,71.678,64.825,2.7028e-07,8.9597e-07,21.12,22.175,10.011,0.00042819,657.072575,9.264866,99.791249,1.7115
130.89,494.16,0.079224,0.02588,16.456,0.98396,338.45,1.8769,12.334,1.3254e-09,6.4635e-09,1.2309,1.2308,5.5918,1.4804e-06,307.73656,-12.243217,100.425713,0.38743
143.12,704.69,0.060517,0.039449,10.322,-0.45183,146.27,1.1522,13.066,1.8812e-09,7.5452e-09,0.59411,0.59409,3.5703,1.6758e-06,340.956541,-6.630033,101.036609,0.7168
56.321,56.63,0.047251,0.01556,26.328,32.722,-149.55,156.57,151.38,1.0886e-08,4.4476e-08,42.939,44.357,19.168,1.7271e-05,161.289629,-15.3576,101.198269,0.67489
93.547,229.13,0.064223,0.0071429,20.224,-0.62286,205.44,14.146,56.295,6.8154e-10,4.9024e-09,11.881,11.837,16.162,1.0867e-06,180.207258,-19.44657,101.601056,0.19589
177.41,546.87,0.18348,0.047395,24.414,0.58362,637.08,2.1369,7.9511,4.3457e-09,9.383e-09,0.84026,0.83996,8.7207,3.1605e-06,755.03171,-17.807452,102.717721,0.29305
115.64,176.62,0.068138,0.027022,-1.6319,-1.4263,-167.46,2.8362,4.7096,1.3372e-09,5.9678e-09,1.4258,1.4258,1.1662,1.7984e-06,365.266927,7.721903,103.798779,0.49201
135.1,622.48,0.06124,0.038056,15.379,0.0054676,306.33,1.0897,10.602,1.7159e-09,7.6105e-09,0.65148,0.65142,4.3693,1.7037e-06,348.495878,-9.172013,104.477233,0.71865
175.81,960.13,0.064117,0.067842,10.509,0.24928,152.06,1.1937,18.976,5.4627e-09,1.0929e-08,0.37849,0.37847,4.0779,3.0847e-06,565.103707,-4.958052,105.214201,1.0633
121.85,538.02,0.047051,0.05329,2.0001,4.1793,-168.71,0.58152,5.2121,1.8011e-09,1.1001e-08,0.40846,0.40847,1.6611,2.1181e-06,437.618117,-0.23785,105.779391,1.1358
204.85,390.69,0.082804,0.089869,-1.7086,5.2884,-356.59,1.4154,2.2339,7.6851e-09,1.7826e-08,0.44087,0.44087,0.92579,5.9907e-06,785.706091,5.882404,106.091103,1.0922
238.77,563.24,0.071772,0.10088,-1.3719,2.5994,-377.81,1.3567,2.7944,9.404e-09,1.5414e-08,0.30358,0.30358,1.2704,5.182e-06,797.100634,2.750209,106.108127,1.2791
234.46,476.78,0.080861,0.090367,-2.0177,3.1828,-367.25,1.6905,2.6882,8.9559e-09,1.6231e-08,0.40658,0.40658,1.1708,5.5445e-06,782.07,3.78,106.388442,1.0815
210.68,987.11,0.098312,0.081373,21.979,-0.78992,516.44,1.823,18.038,1.0578e-08,1.3058e-08,0.38192,0.38177,11.175,4.2622e-06,760.683397,-9.847831,107.377927,0.81916
196.96,881.46,0.058298,0.084941,7.9224,6.5767,-36.646,3.8258,36.111,2.4711e-08,4.4109e-08,1.0208,1.0208,7.249,1.2951e-05,683.874371,-4.002916,107.487322,1.388
106.47,169.87,0.077838,0.079238,-3.8668,15.816,-278.82,10.025,19.161,4.2643e-08,1.9315e-07,5.6235,5.6407,5.0486,6.0597e-05,657.072575,9.264866,107.547383,1.1817
199.63,932.35,0.083114,0.0786,20.146,-1.0912,438.79,1.3376,13.471,7.5145e-09,1.1059e-08,0.33169,0.33159,6.7057,3.5161e-06,707.038622,-9.362653,108.297941,0.92395
122.47,230.67,0.072553,0.057786,-2.533,4.2054,-252.69,1.3077,2.9378,3.3586e-09,1.5637e-08,0.7603,0.76033,0.88568,4.422e-06,571.331871,8.314373,108.44252,0.88519
57.317,258.56,0.03427,0.031621,5.4305,22.261,-143,3.3928,47.208,5.0675e-09,8.7938e-08,5.9212,6.0031,13.45,1.1135e-05,268.965967,-2.862556,108.639989,1.3909
190.2,871.17,0.083174,0.070969,21.112,-0.57717,432.7,1.2729,12.073,5.9626e-09,1.0194e-08,0.36209,0.36198,6.1732,3.1562e-06,658.476778,-10.012391,108.765536,0.84295
48.466,117.83,0.035775,0.013125,-2.8078,-0.91748,-59.276,4.6054,24.065,6.7045e-10,7.408e-09,4.4165,4.4132,4.4064,1.4079e-06,179.797418,8.188194,108.866301,0.52434
91.97,287.46,0.035723,0.010854,16.777,0.36013,167.86,5.2301,30.25,6.6871e-10,5.8367e-09,5.0665,5.0589,9.1869,1.0874e-06,152.382128,-10.517996,109.191932,0.50077
100.39,319.44,0.038814,0.012386,16.938,-3.496,204.87,4.4092,24.852,7.2521e-10,5.6655e-09,3.96,3.957,8.1381,1.1032e-06,170.29356,-12.181608,109.241061,0.48599
125.1,244.54,0.080363,0.071101,-4.519,3.9722,-274.9,1.317,3.1,5.2584e-09,2.4138e-08,0.77467,0.77465,0.98523,6.8193e-06,657.072575,9.264866,109.503976,0.9694
155.13,244.53,0.04911,0.14477,15.474,33.143,-271.93,45.545,66.336,6.2884e-07,2.1088e-06,19.43,19.449,20.856,0.00068995,778.460973,-5.639122,109.642444,3.8752
124.36,241.15,0.080091,0.070876,-4.6338,3.6393,-279.91,1.229,2.8757,4.863e-09,2.2263e-08,0.72508,0.72506,0.91355,6.3348e-06,657.072575,9.264866,109.659595,0.97261
142.98,511.46,0.085085,0.037773,26.826,-1.664,437.24,1.3804,7.9404,2.0172e-09,7.688e-09,0.79968,0.79943,4.6645,2.0156e-06,483.313546,-15.111955,110.107597,0.52119
102.21,207.21,0.036848,0.14178,5.6985,31.584,-342.74,18.452,53.794,3.1321e-07,1.6482e-06,13.346,13.442,17.269,0.00046733,753.866972,-2.074607,110.207628,4.4417
95.373,498.83,0.038701,0.039677,11.808,5.2374,67.012,1.3085,17.667,2.6165e-09,2.6118e-08,1.3444,1.3443,5.1337,3.914e-06,333.2868,-5.034141,110.215623,1.26
74.729,301.08,0.032323,0.013004,16.272,1.3846,139.56,2.7898,27.415,6.1594e-10,7.8179e-09,3.7,3.6902,8.2309,1.156e-06,159.697239,-9.657351,110.28031,0.63287
171.44,303.17,0.046414,0.13584,14.019,33.992,-234.37,48.357,75.673,6.0228e-07,1.922e-06,18.748,18.759,24.646,0.00059409,778.460984,-5.639122,110.381568,3.7619
56.109,257.05,0.035755,0.041556,-1.3171,2.172,-182.89,0.40387,5.8549,1.0628e-09,1.8503e-08,0.72733,0.72741,1.7341,2.3567e-06,338.115831,2.625996,112.172282,1.2955
0.12182,0.23262,0.027708,0.039744,11.473,68.674,-384.24,482170,1757500,4.2102e-08,3.7523e-07,32.338,36.008,25.323,8.8447e-05,229.530494,-9.277642,112.86345,2.4367
80.489,331.86,0.042056,0.071846,-2.6453,2.0547,-253.45,0.44475,4.4279,3.0484e-09,3.3448e-08,0.57047,0.57046,1.5969,5.416e-06,520.416517,4.261961,113.32521,1.7132
98.761,279.39,0.03763,0.011262,21.623,0.97499,181.17,6.0567,28.702,7.7773e-10,5.9184e-09,5.2412,5.2308,8.743,1.2022e-06,170.06978,-13.908312,113.423107,0.48239
122.15,549.55,0.042963,0.12513,-2.5377,3.4728,-369.95,0.46065,4.3669,8.3691e-09,4.4163e-08,0.33782,0.33782,2.1953,9.5539e-06,793.091482,2.418879,114.238946,2.4323
107.82,222.47,0.049753,0.0082183,24.325,-3.0039,203.03,13.625,37.917,7.5842e-10,4.3212e-09,9.1768,9.146,10.723,1.0943e-06,198.044515,-19.242628,114.871934,0.28055
167.4,262.9,0.04123,0.13051,25.544,28.698,-375.03,16.153,22.881,1.828e-07,5.2714e-07,6.6312,6.6322,8.4739,0.00018723,781.812829,-8.999794,114.939879,4.0071
126.27,1072.3,0.042706,0.10672,13.916,0.84009,259.36,0.40885,19.517,5.7609e-09,1.9185e-08,0.21519,0.21517,5.0645,4.4374e-06,739.582479,-6.289941,115.574382,2.0999
152.62,258.45,0.039599,0.13074,23.702,28.371,-302.32,18.382,30.428,2.1895e-07,7.5513e-07,8.3577,8.3598,10.174,0.00024283,781.812829,-8.999794,116.193955,4.3108
17.21,140.02,0.028704,0.019582,-2.4982,12.18,-180.29,1.2203,76.184,1.122e-09,5.9966e-08,5.2814,5.4949,16.674,3.9169e-06,239.366888,-3.341301,117.28291,1.2669
157.9,282.04,0.041054,0.12776,26.395,30.21,-203.93,27.169,45.747,3.0713e-07,1.1062e-06,11.64,11.641,14.178,0.0003285,781.812829,-8.999794,117.612565,4.2475
52.25,356.78,0.034906,0.029894,21.574,-6.7719,199.47,0.56345,16.435,9.6145e-10,2.2734e-08,1.3542,1.3427,5.6422,2.2629e-06,287.933219,-9.20154,117.634433,1.1672
113.91,293.46,0.051699,0.018056,32.9,-0.092786,299.82,3.6157,13.875,1.1266e-09,6.4427e-09,2.7036,2.6981,5.0162,1.5634e-06,270.052857,-18.370075,118.007317,0.49347
170.55,401.38,0.040736,0.11372,24.921,16.622,-119.3,10.342,24.336,9.9576e-08,3.4862e-07,4.0635,4.0629,7.4335,9.2877e-05,781.812829,-8.999794,118.414891,3.201
52.334,534.27,0.033898,0.092954,-1.5959,3.0819,-308.53,0.17645,11.026,3.3821e-09,8.1522e-08,0.46925,0.46928,5.0914,7.6133e-06,668.663507,1.62565,119.350698,2.475
55.675,701.77,0.033999,0.10163,-1.1428,3.6248,-284.89,0.16966,17.27,3.801e-09,8.1372e-08,0.40104,0.40105,6.9454,7.7628e-06,747.061314,-1.250907,119.638764,2.5534
