"Temperature (C) ","Detuning (GHz) ","Laser Power (uW) ","Cost filtered (V/nT)","Cost unfiltered (V/nT)","Loop","Run_number","C(1D)","A(1D)","G(1D)","By(1D)","Error C(1D)","Error A(1D)","Error G(1D)","Error By(1D)","G1(2D)","G2(2D)","C(2D)","A(2D)","Bx(2D)","Bz(2D)","Error G1(2D)","Error G2(2D)","Error C(2D)","Error A(2D)","Error Bx(2D)","Error Bz(2D)","NA"
"98.875000","5.000000","500.000000","0.003133","0.003133","1.000000","22.000000","1.269654","0.794523","253.574488","-12.793802","0.004124","0.006051","4.049710","1.788024","893.306148","1081.994824","-2.529725","-0.761323","-3.055441","-282.604484","86.164860","74.743494","0.084385","0.086878","7.894696","13.171562",NA
"100.250000","5.000000","500.000000","0.003344","0.003344","1.000000","23.000000","1.184135","0.844253","252.440595","-12.698471","0.002722","0.004014","2.513877","1.112611","1061.782044","1157.722932","-2.608401","-0.901467","-6.074437","-304.938153","90.450649","71.708567","0.089265","0.091171","7.772071","12.245252",NA
"101.625000","5.000000","500.000000","0.003515","0.003515","1.000000","24.000000","1.122309","0.868976","247.190332","-14.709126","0.004071","0.006144","3.641193","1.629716","1227.338768","1286.313871","-2.761980","-1.126152","-7.792584","-299.865054","104.703014","86.155179","0.123772","0.125242","8.054543","12.310226",NA
"103.000000","5.000000","500.000000","0.003790","0.003790","1.000000","25.000000","1.044487","0.898200","236.969457","-9.685296","0.002873","0.004542","2.469430","1.129321","1192.060186","1254.247378","-2.665965","-1.098945","-0.455349","-289.739439","108.884683","88.744848","0.126995","0.128790","8.485241","12.880473",NA
"104.375000","5.000000","500.000000","0.003918","0.003918","1.000000","26.000000","0.954487","0.918889","234.501718","-11.576079","0.002942","0.004706","2.467763","1.134457","1429.128334","1373.355141","-2.824089","-1.340883","-2.648476","-303.597326","117.911498","90.787645","0.145808","0.146857","8.314668","11.907510",NA
"105.750000","5.000000","500.000000","0.004006","0.004006","1.000000","27.000000","0.889783","0.904351","225.743511","-15.070669","0.003202","0.005343","2.711337","1.269541","1593.381068","1583.577909","-3.139502","-1.739148","-4.359065","-293.711403","141.395471","127.096101","0.240439","0.241030","8.362356","12.209541",NA
"107.125000","5.000000","500.000000","0.004227","0.004227","1.000000","28.000000","0.801924","0.907063","214.604013","-15.840189","0.002565","0.004526","2.145700","1.028165","1808.392542","1618.585813","-3.123454","-1.819805","-5.217175","-294.348310","152.854448","121.542130","0.232822","0.233049","8.664065","11.571312",NA
"108.500000","5.000000","500.000000","0.004242","0.004242","1.000000","29.000000","0.717410","0.893763","210.691715","-16.333464","0.002746","0.004945","2.323433","1.122335","1779.735255","1581.359753","-2.958754","-1.741948","-2.509354","-298.339117","154.050710","119.023747","0.221557","0.221844","9.027877","12.040804",NA
"109.875000","5.000000","500.000000","0.004553","0.004553","1.000000","30.000000","0.649646","0.900655","197.828359","-14.392182","0.002290","0.004416","1.898536","0.941454","1894.081753","1746.003827","-3.200604","-2.070561","-2.095695","-286.749813","175.108042","152.392055","0.315488","0.315570","8.825252","11.973936",NA
"111.250000","5.000000","500.000000","0.004519","0.004519","1.000000","31.000000","0.571291","0.879688","194.674571","-18.024304","0.002865","0.005621","2.423695","1.209621","1898.897794","1578.163366","-2.757923","-1.713058","-2.433334","-307.595366","163.202395","113.792782","0.205662","0.205721","9.517542","12.114953",NA
"112.625000","5.000000","500.000000","0.005074","0.005074","1.000000","32.000000","0.509062","0.895474","176.496274","-13.928185","0.001904","0.004144","1.547770","0.801045","1686.143949","1579.412569","-2.623885","-1.655017","1.540165","-279.374682","173.429130","145.072670","0.260000","0.260629","10.002562","13.675998",NA
"114.000000","5.000000","500.000000","0.004964","0.004964","1.000000","33.000000","0.460834","0.854808","172.210887","-17.553697","0.005019","0.011208","4.250172","2.218451","1898.396897","1622.763728","-2.661683","-1.760943","-3.300310","-303.923513","175.913222","130.775761","0.239583","0.239611","9.966798","12.933107",NA
"115.375000","5.000000","500.000000","0.005421","0.005421","1.000000","34.000000","0.408250","0.887582","163.743924","-23.413385","0.002992","0.007037","2.410448","1.279328","1918.706044","1800.228716","-2.951964","-2.113492","0.435206","-299.094192","203.213597","183.328068","0.378453","0.378379","9.967147","13.931238",NA
"116.750000","5.000000","500.000000","0.005626","0.005626","1.000000","35.000000","0.365288","0.891149","158.406134","-20.013681","0.002107","0.005122","1.675885","0.898722","1962.109875","1931.940105","-3.195233","-2.410395","-1.821549","-299.968227","237.471462","234.754091","0.525466","0.525315","10.265083","15.000369",NA
"118.125000","5.000000","500.000000","0.006055","0.006055","1.000000","36.000000","0.321713","0.892559","147.397002","-20.242418","0.003361","0.008773","2.618633","1.434414","2087.234525","2059.323388","-3.429133","-2.698217","-4.201761","-302.607431","278.339706","282.427379","0.671482","0.671113","10.676516","15.692356",NA
"119.500000","5.000000","500.000000","0.006864","0.006864","1.000000","37.000000","0.285546","0.923438","134.536375","-20.495020","0.002720","0.007746","1.996074","1.120438","2046.282418","2178.659152","-3.607185","-2.922896","4.548500","-303.515923","353.886038","395.086812","0.977110","0.976889","11.788133","18.631075",NA
"120.875000","5.000000","500.000000","0.006956","0.006956","1.000000","38.000000","0.252365","0.897352","128.998237","-16.092806","0.004145","0.012274","3.091854","1.753625","2408.691410","2744.313918","-5.216891","-4.573387","2.745077","-311.394269","629.084940","767.812084","2.433361","2.432921","11.730795","20.120984",NA
"122.250000","5.000000","500.000000","0.007589","0.007589","1.000000","39.000000","0.229764","0.909669","119.874109","-16.919776","0.004008","0.012683","2.883470","1.663399","2801.783434","3272.173100","-7.037767","-6.426803","-1.996613","-326.535729","1023.438077","1277.910282","4.842394","4.841694","12.092951","21.885624",NA
"123.625000","5.000000","500.000000","0.007800","0.007800","1.000000","40.000000","0.206764","0.887810","113.828680","-21.157215","0.003988","0.013210","2.891916","1.686884","46168.745582","54771.537332","-1696.596118","-1696.036988","-3.985390","-337.819968","1427401.165459","1694037.944018","104899.821171","104899.820779","12.506270","23.770828",NA
"125.000000","5.000000","500.000000","0.008051","0.008051","1.000000","41.000000","0.187279","0.860010","106.823424","-25.577435","0.003418","0.011956","2.505553","1.480272","108993.278527","133749.696475","-9825.575398","-9825.059015","3.736778","-350.490497","NaN","NaN","NaN","NaN","13.706145","27.565622",NA
"125.000000","-20.000000","500.000000","0.001974","0.001974","2.000000","42.000000","0.827093","0.521345","264.073463","7.575017","0.003528","0.004952","5.310591","2.292345","339.296552","1106.244811","-1.653122","-0.497101","-6.321986","431.953987","60.960970","150.764590","0.121584","0.123889","7.438330","36.261485",NA
"125.000000","-19.250000","500.000000","0.001809","0.001809","2.000000","43.000000","0.795143","0.525495","290.478647","-26.293311","0.004610","0.005853","6.968928","2.841979","510.443828","1054.816893","-1.629458","-0.472529","-3.408927","134.626013","95.278323","144.440069","0.113353","0.116502","7.567165","16.841080",NA
"125.000000","-18.500000","500.000000","0.001889","0.001889","2.000000","44.000000","0.760164","0.555609","294.110395","-32.251882","0.004875","0.006113","6.980352","2.825035","556.770283","1143.332185","-1.718547","-0.578971","-3.540210","99.143083","111.763584","176.260607","0.159115","0.162454","7.500825","16.320075",NA
"125.000000","-17.750000","500.000000","0.002144","0.002144","2.000000","45.000000","0.704606","0.599334","279.575349","-28.146304","0.006157","0.008135","8.122848","3.392654","466.644527","1061.932207","-1.648562","-0.538020","-4.339301","152.706301","92.787466","154.497250","0.138577","0.142115","7.471170","18.205976",NA
"125.000000","-17.000000","500.000000","0.002215","0.002215","2.000000","46.000000","0.655235","0.634367","286.379171","-28.776422","0.005836","0.007520","7.296261","3.002668","500.073028","1108.671470","-1.709254","-0.618157","-3.922469","121.967736","104.236775","173.431141","0.172482","0.176337","7.529041","17.634576",NA
"125.000000","-16.250000","500.000000","0.002450","0.002450","2.000000","47.000000","0.612537","0.677510","276.512172","-22.152222","0.005580","0.007457","6.502838","2.733443","474.156548","1144.485530","-1.769569","-0.702407","-5.060275","152.795648","104.936336","192.462039","0.213236","0.217239","7.508916","19.424919",NA
"125.000000","-15.500000","500.000000","0.002514","0.002514","2.000000","48.000000","0.565526","0.697502","277.474308","-24.891372","0.006540","0.008710","7.407335","3.107493","511.180938","1205.157101","-1.859311","-0.819762","-4.173529","139.031512","116.442235","214.598588","0.265460","0.269650","7.489909","18.899901",NA
"125.000000","-14.750000","500.000000","0.002773","0.002773","2.000000","49.000000","0.504508","0.747777","269.650749","-19.800970","0.004731","0.006495","4.979320","2.124203","487.345624","1209.526927","-1.855791","-0.856647","-3.659020","128.260119","122.239822","236.109926","0.305695","0.310331","7.645828","19.941573",NA
"125.000000","-14.000000","500.000000","0.003036","0.003036","2.000000","50.000000","0.460113","0.790723","260.489649","-18.777904","0.004555","0.006491","4.511972","1.963119","559.333743","1399.183070","-2.122271","-1.166511","-3.719040","127.037711","161.580780","335.897136","0.522667","0.527232","7.652266","20.401496",NA
"125.000000","-13.250000","500.000000","0.003174","0.003174","2.000000","51.000000","0.399422","0.804823","253.593649","-18.633885","0.004147","0.006087","4.021116","1.775553","491.072328","1357.247991","-2.050979","-1.135127","-3.423604","151.450873","151.937970","342.136191","0.534866","0.539779","7.868817","23.401071",NA
"125.000000","-12.500000","500.000000","0.003189","0.003189","2.000000","52.000000","0.365849","0.814122","255.254219","-15.189326","0.004078","0.005942","3.912683","1.721417","623.424773","1683.741406","-2.665683","-1.784939","-2.876907","144.981186","246.434635","586.736073","1.187426","1.192265","7.970282","23.606052",NA
"125.000000","-11.750000","500.000000","0.003415","0.003415","2.000000","53.000000","0.325839","0.838753","245.594614","-17.976588","0.004378","0.006655","4.053231","1.820412","757.488220","2052.725491","-3.514824","-2.671655","-3.826882","109.473739","426.699296","1063.534145","2.682870","2.687972","8.027669","23.152124",NA
"125.000000","-11.000000","500.000000","0.003486","0.003486","2.000000","54.000000","0.282542","0.842089","241.592983","-16.625745","0.004514","0.006988","4.152230","1.880680","1219.771452","3400.221932","-8.115710","-7.312724","-3.217624","88.599391","1779.151775","4819.505797","20.495361","20.500601","8.220193","24.097846",NA
"125.000000","-10.250000","500.000000","0.003559","0.003559","2.000000","55.000000","0.251521","0.840188","236.056388","-17.432216","0.003061","0.004861","2.811163","1.288233","5285.852752","14138.977066","-125.845296","-125.088072","-2.827361","54.933505","124763.470656","333227.895073","5892.089776","5892.095042","8.329303","22.801170",NA
"125.000000","-9.500000","500.000000","0.003742","0.003742","2.000000","56.000000","0.220715","0.858745","229.516539","-16.803710","0.003315","0.005431","2.964470","1.377222","7218.771869","19921.281661","-252.760269","-252.031326","-2.994623","42.620882","336496.551290","927874.650945","23469.860719","23469.865961","8.536295","23.883799",NA
"125.000000","-8.750000","500.000000","0.004099","0.004099","2.000000","57.000000","0.194804","0.885890","216.117808","-14.985039","0.002660","0.004657","2.281162","1.089654","20372.661794","61393.483170","-2392.610189","-2391.915485","-3.185459","56.481085","NaN","NaN","NaN","NaN","8.874993","27.315873",NA
"125.000000","-8.000000","500.000000","0.004268","0.004268","2.000000","58.000000","0.180398","0.883533","207.019999","-12.807828","0.002434","0.004467","2.075701","1.010198","24656.276949","75241.307801","-3565.318724","-3564.654745","-3.038598","20.751235","NaN","NaN","NaN","NaN","9.197306","28.147339",NA
"125.000000","-7.250000","500.000000","0.004275","0.004275","2.000000","59.000000","0.166562","0.841459","196.854863","-16.741145","0.002816","0.005458","2.495952","1.240181","33286.523633","104092.820483","-6625.437812","-6624.811986","-3.404206","23.093709","206198.926139","644675.303417","82057.323596","82057.323618","9.519581","29.875846",NA
"125.000000","-6.500000","500.000000","0.004421","0.004421","2.000000","60.000000","0.158861","0.810674","183.364249","-15.107654","0.002700","0.005647","2.446405","1.248966","24614.760258","78952.034879","-3681.713880","-3681.121941","-2.477729","-3.019256","NaN","NaN","NaN","NaN","10.030068","32.171605",NA
"125.000000","-5.750000","500.000000","0.004733","0.004733","2.000000","61.000000","0.142938","0.867022","183.175114","-11.943770","0.003579","0.007493","3.031485","1.548210","24240.571674","81381.070830","-3787.357287","-3786.791337","-1.471890","-38.684837","483855.105899","1624275.100963","151157.661906","151157.662015","10.402492","35.279553",NA
"125.000000","-5.000000","500.000000","0.004427","0.004427","2.000000","62.000000","0.144186","0.778548","175.847060","-14.605121","0.003345","0.007308","3.125051","1.619454","24117.408654","75998.831902","-3228.272772","-3227.729813","-2.906473","-52.052621","297194.705760","936403.661189","79537.872793","79537.872870","10.711091","34.372324",NA
"125.000000","-4.250000","500.000000","0.004900","0.004900","2.000000","63.000000","0.140372","0.812206","165.767096","-11.261481","0.003728","0.008656","3.291127","1.739669","32399.859939","104059.922145","-5758.618647","-5758.101803","-1.926913","-102.213590","220245.953102","707189.662009","78262.739360","78262.739383","11.131874","38.229899",NA
"125.000000","-3.500000","500.000000","0.004633","0.004633","2.000000","64.000000","0.143532","0.732118","158.038340","-14.818238","0.003474","0.008466","3.361917","1.804102","43014.076102","130406.430844","-8532.370528","-8531.882390","-1.806782","-110.070495","NaN","NaN","NaN","NaN","11.634405","38.091440",NA
"125.000000","-2.750000","500.000000","0.005359","0.005359","2.000000","65.000000","0.141488","0.786674","146.794930","-15.069162","0.003511","0.009201","3.100162","1.700084","34742.077387","104545.391324","-5319.231881","-5318.758674","-1.363469","-156.435316","NaN","NaN","NaN","NaN","11.946439","41.550209",NA
"125.000000","-2.000000","500.000000","0.005486","0.005486","2.000000","66.000000","0.142324","0.762252","138.945423","-13.789360","0.003760","0.010387","3.374168","1.878211","36194.397703","108396.975686","-5740.589644","-5740.118591","-1.761633","-183.275356","NaN","NaN","NaN","NaN","12.180588","44.092987",NA
"125.000000","-1.250000","500.000000","0.005492","0.005492","2.000000","67.000000","0.144877","0.738381","134.442939","-14.423770","0.003421","0.009748","3.138986","1.762238","47308.237617","141287.835213","-9828.060773","-9827.589126","-1.295384","-194.789119","248329.539072","741330.401735","103128.078661","103128.078667","12.329934","45.410513",NA
"125.000000","-0.500000","500.000000","0.006083","0.006083","2.000000","68.000000","0.143560","0.785346","129.097121","-16.537930","0.004111","0.012163","3.503901","1.986963","41308.284758","115874.353858","-6610.750907","-6610.284272","-0.848430","-228.628583","318941.342569","894497.253425","102055.173609","102055.173627","12.524764","46.044113",NA
"125.000000","0.250000","500.000000","0.006419","0.006419","2.000000","69.000000","0.145230","0.795970","124.007229","-16.227291","0.003974","0.012197","3.301594","1.890087","47166.116498","122231.381369","-7508.489014","-7508.020204","-1.140111","-252.473578","321796.297502","833767.291636","102426.003259","102426.003274","12.522225","44.435935",NA
"125.000000","1.000000","500.000000","0.006806","0.006806","2.000000","70.000000","0.145953","0.819746","120.441133","-13.430620","0.004609","0.014522","3.684576","2.123324","52689.065917","133736.910823","-9314.009973","-9313.531839","-0.378802","-258.493060","NaN","NaN","NaN","NaN","12.600841","44.277055",NA
"125.000000","1.750000","500.000000","0.007925","0.007925","2.000000","71.000000","0.147346","0.887266","111.958688","-15.384601","0.004142","0.013917","2.988931","1.749430","64354.479981","162832.037256","-14369.080593","-14368.589723","-0.413928","-271.387489","194761.253004","492299.417506","86879.605412","86879.605416","12.598613","45.206831",NA
"125.000000","2.500000","500.000000","0.008432","0.008432","2.000000","72.000000","0.150430","0.909929","107.907403","-19.283733","0.004010","0.013909","2.788135","1.643837","40359.712254","95999.164214","-5101.046541","-5100.550993","-0.085914","-273.130177","343954.135164","818037.833580","86924.596752","86924.596783","12.506016","42.324174",NA
"125.000000","3.250000","500.000000","0.008540","0.008540","2.000000","73.000000","0.155136","0.887106","103.873437","-21.306040","0.004095","0.014670","2.883700","1.712448","52916.604567","118271.159055","-7717.990262","-7717.496524","-0.323882","-274.091861","NaN","NaN","NaN","NaN","12.439982","39.630047",NA
"125.000000","4.000000","500.000000","0.008701","0.008701","2.000000","74.000000","0.155964","0.893271","102.659863","-12.406161","0.003735","0.013510","2.600974","1.548232","84442.159866","181507.168705","-18599.033647","-18598.530355","-0.837082","-275.323426","NaN","NaN","NaN","NaN","12.247752","37.606901",NA
"125.000000","4.750000","500.000000","0.009632","0.009632","2.000000","75.000000","0.157942","0.971578","100.871728","-15.256753","0.004457","0.016361","2.837016","1.693803","84304.369278","170706.294454","-16874.541596","-16874.026872","-0.613057","-275.144541","NaN","NaN","NaN","NaN","12.056189","34.862675",NA
"125.000000","5.500000","500.000000","0.009678","0.009678","2.000000","76.000000","0.166991","0.961510","99.347868","-15.544070","0.003998","0.014862","2.558209","1.531388","70808.698756","132539.839115","-10287.126807","-10286.603759","-0.670926","-271.016073","507540.119182","949929.194456","147447.998027","147447.998042","11.929595","31.644822",NA
"125.000000","6.250000","500.000000","0.009599","0.009599","2.000000","77.000000","0.179347","0.925246","96.390807","-15.226204","0.003292","0.012546","2.166458","1.303539","101514.778931","178887.915591","-18692.585500","-18692.055048","-0.706382","-264.908767","NaN","NaN","NaN","NaN","11.639135","28.741473",NA
"125.000000","7.000000","500.000000","0.000000","NaN","2.000000","78.000000","0.000000","0.000000","0.000000","0.000000","NaN","NaN","NaN","NaN","101235.043406","181241.495597","-19315.120788","-19314.571873","-0.766856","-250.443024","383691.695783","686703.707139","146358.098393","146358.098399","11.517562","28.126520",NA
"125.000000","7.750000","500.000000","0.009576","0.009576","2.000000","79.000000","0.210522","0.922354","96.323398","-16.117047","0.003233","0.012328","2.133889","1.283986","97370.309592","165919.086042","-16544.516892","-16543.940056","-1.957583","-239.664679","NaN","NaN","NaN","NaN","11.242647","25.620236",NA
"125.000000","8.500000","500.000000","0.000000","NaN","2.000000","80.000000","0.000000","0.000000","0.000000","0.000000","NaN","NaN","NaN","NaN","103258.414174","169950.012743","-17401.627151","-17401.025611","-0.905572","-232.417731","NaN","NaN","NaN","NaN","11.045023","23.990347",NA
"125.000000","9.250000","500.000000","0.009673","0.009673","2.000000","81.000000","0.263006","0.912949","94.377503","-17.774132","0.002768","0.010731","1.832724","1.106232","67574.483194","102180.350258","-6106.533844","-6105.917635","-1.384699","-235.807053","389595.826430","589073.496184","70399.369238","70399.369249","10.884714","21.856055",NA
"125.000000","10.000000","500.000000","0.009738","0.009738","2.000000","82.000000","0.294878","0.916252","94.090418","-16.031912","0.002576","0.010014","1.698049","1.025586","107100.173760","162698.382627","-15077.964799","-15077.320314","-0.450969","-227.837634","NaN","NaN","NaN","NaN","10.860097","21.584913",NA
"125.000000","10.000000","400.000000","0.006962","0.006962","3.000000","83.000000","0.236046","0.575717","82.695646","-20.200936","0.002323","0.010006","2.330403","1.430766","274633.729832","217964.293489","-15071.198880","-15070.808347","3.273331","-229.736756","NaN","NaN","NaN","NaN","15.460561","16.113245",NA
"125.000000","10.000000","412.500000","0.000000","NaN","3.000000","84.000000","0.000000","0.000000","0.000000","0.000000","NaN","NaN","NaN","NaN","351532.826452","272266.382014","-26344.381468","-26343.960564","-13.927652","-254.459578","NaN","NaN","NaN","NaN","15.217218","16.177552",NA
"125.000000","10.000000","425.000000","0.006742","0.006742","3.000000","85.000000","0.255969","0.598374","88.748759","-21.495823","0.002725","0.011100","2.694801","1.641050","241127.882454","197361.727242","-14248.997836","-14248.556810","11.608982","-234.313548","NaN","NaN","NaN","NaN","15.671391","16.971339",NA
"125.000000","10.000000","437.500000","0.000000","NaN","3.000000","86.000000","0.000000","0.000000","0.000000","0.000000","NaN","NaN","NaN","NaN","318006.837111","256935.921541","-26822.809511","-26822.340942","-12.024462","-251.988631","565468.283469","456331.343294","95264.038104","95264.038101","14.505685","16.018764",NA
"125.000000","10.000000","450.000000","0.007342","0.007342","3.000000","87.000000","0.274753","0.663635","90.391633","-22.446660","0.002823","0.011334","2.533695","1.539221","366570.017048","298002.336743","-37427.073797","-37426.583222","16.007432","-237.966489","479199.195222","388661.779802","97603.263070","97603.263068","14.782826","15.994020",NA
"125.000000","10.000000","462.500000","0.007868","0.007868","3.000000","88.000000","0.281758","0.717857","91.240218","-21.495832","0.003198","0.012745","2.662367","1.615099","276020.006204","245025.670431","-26837.805387","-26837.282500","9.930010","-244.964054","NaN","NaN","NaN","NaN","14.705325","17.617523",NA
"125.000000","10.000000","475.000000","0.008409","0.008409","3.000000","89.000000","0.292825","0.779939","92.753066","-21.003751","0.003231","0.012705","2.489529","1.506579","260210.448967","240621.302746","-28374.666258","-28374.110068","4.553970","-252.244616","636257.399586","588014.368172","138669.070412","138669.070408","13.587604","17.195654",NA
"125.000000","10.000000","487.500000","0.008332","0.008332","3.000000","90.000000","0.300092","0.796644","95.617524","-19.097038","0.002915","0.011182","2.221939","1.338337","240201.231357","216038.850429","-22790.131054","-22789.558090","10.564898","-242.616804","NaN","NaN","NaN","NaN","14.608727","17.654734",NA
"125.000000","10.000000","500.000000","0.000000","NaN","3.000000","91.000000","0.000000","0.000000","0.000000","0.000000","NaN","NaN","NaN","NaN","267071.761808","248063.091248","-33812.485021","-33811.868927","-1.983018","-263.955253","402671.906381","373487.423453","101801.841979","101801.841977","12.819742","16.656051",NA
"125.000000","10.000000","512.500000","0.008885","0.008885","3.000000","92.000000","0.317485","0.882557","99.327043","-18.294012","0.003087","0.011479","2.152228","1.288247","187606.648722","174326.475514","-15968.489885","-15967.870185","9.436387","-254.556556","NaN","NaN","NaN","NaN","14.630783","18.677288",NA
"125.000000","10.000000","525.000000","0.000000","NaN","3.000000","93.000000","0.000000","0.000000","0.000000","0.000000","NaN","NaN","NaN","NaN","209440.497070","200686.410863","-23925.873417","-23925.215258","-2.314001","-261.257496","649271.708371","621938.122355","148285.044534","148285.044534","12.821914","17.099699",NA
