"Temperature (C) ","Detuning (GHz) ","Laser Power (uW) ","G(1D)","C(1D)","A(1D)","By(1D)","Error G(1D)","Error C(1D)","Error A(1D)","Error By(1D)","G1(2D)","G2(2D)","C(2D)","A(2D)","Bx(2D)","Bz(2D)","Error G1(2D)","Error G2(2D)","Error C(2D)","Error A(2D)","Error Bx(2D)","Error Bz(2D)","Sensitivity (T/sqrt(Hz)","Run Number"
134.58021,15,1993.351683,258.27,0.58342,3.4451,-13.965,9.1188,0.0001798,0.00036418,1.7238,-1202.3,59.189,2.1038,-0.077173,-2503.4,566.24,400680,971,0.00056346,2.8187e-06,8.8824,0.070199,67.588,111
134.58021,1.171609,1602.719351,657.39,2.7353,1.7446,1.8394,123.08,0.00055104,0.0004571,3.5708,27095,-2.3493,3.9253,2.876,-466.15,2.1448,8.5543e-08,11.352,0.0003835,0.0003996,0.89243,2.3647,50.005,112
98.920285,15,1993.351683,268.34,0.56258,3.2651,-20.927,10.653,0.00018671,0.0003483,1.9283,113990000,-6700700,3.3034,1.5933,39033000,5676700,3.4108e-10,1.0962e-07,127090,54157,1.1033e-08,2.7641e-07,67.597,113
134.58021,15,1993.351683,260.47,0.57573,3.358,-17.002,14.576,0.0002724,0.00054173,2.7295,425.85,54.681,2.7308,2.6403,-5.8414,-0.31943,78555,1227,0.0010366,0.0015467,182.83,25.467,67.551,114
134.58021,15,1993.351683,269.02,0.5619,3.3316,-17.303,14.436,0.00026327,0.0004883,2.6045,-2949.7,157.7,1.1123,-0.07642,-2557.9,646.66,1445100,4192,0.0009255,3.66e-05,310.69,10.77,67.611,115
134.58021,15,1993.351683,267.08,0.56867,3.3843,-18.589,10.489,0.00019776,0.0003726,1.9088,1735.7,-7.2816,1.2912,0.61134,666.72,-13.548,93325000,1641.9,0.00093744,0.00090888,1.0515,0.0055376,67.602,116
134.58021,-8.577657,1095.711364,658.04,2.2192,1.0767,6.624,354.35,0.00060407,0.00050121,10.255,100420,-4.4068,2.9939,2.4223,-159.56,0.44637,2.5568e-07,173.28,0.00012205,0.001117,4.1821,0.45419,48.333,117
95.546114,15,1993.351683,270.64,0.54152,3.2994,-17.574,10.799,0.00019287,0.00035314,1.9347,21.268,4.1388,2.8104,2.7231,-66.076,-2.1229,1922.5,69.698,0.0011094,0.0031063,112.53,13.333,67.588,118
134.58021,15,1993.351683,272.5,0.53224,3.3453,-18.099,13.49,0.00024723,0.00044613,2.3973,35538,-3.1546,2.2283,0.88961,-433.3,3.1479,2.3146e-06,293.8,0.00050965,0.00071826,5.8645,73.205,67.588,119
134.58021,15,1993.351683,265.01,0.55881,3.4075,-18.29,9.7733,0.00018719,0.00035863,1.7946,-235.13,-28.696,2.6888,2.5929,-6.4088,-0.16163,286690,4186.5,0.0010213,0.001566,186.78,26.945,67.611,120
134.58021,15,1993.351683,267.47,0.56485,3.3819,-18.366,11.659,0.00021942,0.00041209,2.118,-3334.2,173.7,0.92232,-0.031799,-2352.1,630.89,5134300,14240,0.00079797,6.6878e-05,404.01,0.57413,67.649,121
134.58021,-0.392983,1305.67395,246.31,-0.069642,1.7768,-11.541,19.555,0.00010399,0.00023367,3.8919,-9.8162,-19.625,1.4586,1.4195,-8.0505,-0.84435,16.908,67.445,0.00041771,0.00044473,18.628,23.536,65.637,122
130.478649,15,1993.351683,264.22,0.56092,3.3875,-21.388,11.91,0.00022561,0.00043513,2.1949,311.83,27.341,2.5957,2.5059,-8.1456,-0.07984,1095900,8330.7,0.00094891,0.00143,258.41,28.779,67.621,123
134.58021,15,1993.351683,265.48,0.5626,3.3855,-17.628,12.781,0.00024154,0.00046094,2.3419,-72.571,0.19867,1.9824,0.83458,-293.69,11.203,1465500,10.982,0.00072042,0.00047892,8.7441,0.011466,9.834,124
134.58021,15,1993.351683,264.31,0.56768,3.3692,-15.503,13.594,0.00025473,0.00049072,2.5033,2768.8,-12.897,1.4505,0.82662,-211.04,4.6203,14972000,323.89,0.00078406,0.00066922,11.234,0.01013,67.597,125
134.58021,15,1993.351683,265.45,0.56469,3.4241,-18.225,11.269,0.00021783,0.00041583,2.0651,96.328,9.4991,2.6619,2.5748,3.5856,-0.0090799,5323500,51705,0.00098442,0.0019564,220.9,25.166,67.658,126
134.58021,-3.287929,1371.735833,604.03,1.3213,1.9761,1.9876,154.98,0.00089925,0.00073313,5.7992,4788.8,1.9369,2.7616,3.0169,-654.67,-4.3498,2.448e-08,0.15003,0.00016169,0.0044326,284.61,0.34216,53.354,127
106.117125,15,1993.351683,267.06,0.5555,3.3093,-20.586,11.185,0.00020163,0.00037999,2.0358,-379.42,-51.423,2.7023,2.6124,-6.4342,-0.21477,70690,1233.4,0.0010193,0.0017457,172.75,23.858,67.63,128
134.58021,15,1993.351683,267.82,0.55003,3.3391,-16.519,10.831,0.00019865,0.00037199,1.9643,2683.7,-12.816,1.5806,0.70361,-159.8,6.9245,5731400,130.57,0.00075738,0.00041567,0.63257,0.0072816,67.663,129
134.58021,15,1993.351683,264.71,0.56702,3.3638,-18.543,10.685,0.0001995,0.00038316,1.9647,-292.38,88.197,0.92543,-0.044648,194.51,-145.15,230.06,19.618,0.00069519,3.1152e-05,1.0337,0.20078,67.611,130
134.58021,15,1993.351683,264.34,0.56881,3.3776,-18.938,9.4114,0.00017722,0.00034139,1.7332,1507.9,-5.5894,2.2897,-0.34479,0.31541,-0.36563,16686000,226.85,0.0004372,0.0097276,197.94,0.95917,67.574,131
134.58021,-4.870312,1690.450202,718.48,1.9421,2.1673,1.178,249.52,0.0016991,0.0014425,5.4273,2423.7,0.64074,3.597,3.9308,-691.32,3.7217,1.5983e-09,0.022985,0.00021834,0.006047,249.18,0.28468,53.602,132
106.173568,15,1993.351683,269.23,0.54779,3.2782,-20.534,12.164,0.00021472,0.00039768,2.193,1763.3,-12.564,1.4552,0.94316,-358.13,5.6784,57826000,2929.3,0.00073269,0.00075065,57.695,0.018589,67.602,133
134.58021,15,1993.351683,266.94,0.54951,3.3249,-17.15,10.065,0.0001832,0.00034549,1.8325,208.44,20.858,2.6156,2.5264,-7.6604,-0.052719,1094100,10878,0.0009577,0.0014932,222.67,27.68,67.597,134
134.58021,15,1993.351683,268.47,0.54755,3.3587,-17.141,13.282,0.00024631,0.00045883,2.4021,4449.9,-10.212,1.296,0.53937,793.53,-17.651,1928800000,10167,0.0010465,0.00090606,63.969,0.013984,67.602,135
134.58021,15,1993.351683,264.46,0.56156,3.4344,-17.048,11.381,0.00022155,0.00042631,2.0945,166.88,-4.6463,2.2834,0.001203,-126.11,21.051,3.5163,0.0051597,0.00044357,0.00016103,615.59,14.159,67.597,136
134.58021,0.614041,1110.32553,415.93,0.075363,2.6689,1.0016,9.137,9.9578e-05,8.9989e-05,0.84136,251.63,-11.206,0.74259,0.11821,-247.14,23.473,320880,636.34,0.0003734,7.8809e-05,1.6762,0.055727,58.306,137
115.981153,15,1993.351683,267.5,0.54832,3.3555,-20.344,11.084,0.00020535,0.00038562,2.0135,2128.8,-12.571,1.3886,0.83934,569.25,-5.1169,164230000,5733.8,0.00076608,0.00075268,158.66,0.019155,67.56,138
134.58021,15,1993.351683,263.31,0.56065,3.3758,-17.523,9.3256,0.0001756,0.00034113,1.725,58.798,8.3008,2.7376,2.6395,-10.26,-0.035824,1786900,35591,0.0010852,0.0024692,158.89,21.131,67.602,139
134.58021,15,1993.351683,267.03,0.55348,3.415,-17.507,8.4041,0.00016135,0.00030406,1.5295,-3135.1,197.87,1.2377,-0.16867,-2359.5,670.1,20047000,82255,0.0007469,4.0187e-05,3244.2,19.87,67.588,140
134.58021,15,1993.351683,268.16,0.5625,3.3684,-21.88,14.545,0.00027135,0.00050696,2.635,167.57,-3.9265,1.0086,0.21141,-587.12,-5.175,8095400,4442.8,0.00096909,0.00090229,7.7713,0.056624,67.644,141
134.58021,-2.167731,1809.97888,372.57,-0.24745,2.6595,-8.7384,18.229,0.0001995,0.00020407,2.0579,-45.794,-30.724,1.7403,1.6562,-10.792,-0.26701,710.98,315.82,0.00071841,0.00081433,60.999,36.344,66.528,142
132.537018,15,1993.351683,264.69,0.55851,3.403,-19.562,14.156,0.00027049,0.00051963,2.6031,-40.142,-3.6746,2.6131,2.5246,7.3886,-0.00436,48396000,405350,0.00097091,0.0020277,243.88,25.801,67.663,143
134.58021,15,1993.351683,263.45,0.5515,3.4363,-17.456,9.2051,0.00017959,0.00034847,1.7017,74.666,-2.9857,2.287,-0.00023272,-234.5,46.899,53.977,0.078225,0.00045442,6.3662e-07,10.384,0.39977,67.565,144
134.58021,15,1993.351683,258.16,0.57369,3.4207,-17.197,10.634,0.00020673,0.0004192,2.0114,-4.2928,-1.307,3.1245,3.0165,-66.125,-1.8509,378.98,34.794,0.0014028,0.0024702,74.05,18.735,67.527,145
134.58021,15,1993.351683,261.68,0.56165,3.4394,-17.285,10.599,0.00020753,0.0004086,1.9744,-28096,0.58783,2.1677,0.78591,-1101.7,3.9768,0.00037889,42.054,0.00065358,0.0093097,21434,467.75,67.555,146
134.58021,-2.486493,1242.665827,565.23,0.57179,2.3845,-3.6315,105.94,0.0009006,0.00072872,4.7754,-2023000,0.3516,2.2478,2.2073,-266.66,-0.00038146,6.0714e-12,13928,0.00018142,0.00064629,0.59535,0.036899,55.711,147
110.564955,15,1993.351683,266.2,0.55616,3.316,-19.852,10.943,0.00019823,0.00037616,1.999,3142.3,-78.863,0.85836,-0.012047,409.81,-240.88,3242500,2320.2,0.00063632,0.00017562,607.21,0.99813,67.588,148
134.58021,15,1993.351683,263.56,0.53957,3.3928,-18.151,10.073,0.00019155,0.00037134,1.8613,1954.2,-9.2625,1.3623,0.80056,-135.57,0.007244,2722600000,61182,0.0011399,0.0016857,115.85,0.011564,67.565,149
134.58021,15,1993.351683,264.88,0.54952,3.403,-17.41,9.8415,0.00018802,0.00036056,1.808,13821,-0.58835,2.2804,0.2866,-147.83,-0.90175,2.0398e-06,1090.3,0.00049083,0.011006,62.131,640.26,67.56,150
134.58021,15,1993.351683,267.58,0.54923,3.4167,-18.066,10.746,0.00020639,0.00038726,1.9511,-240.14,-22.531,2.6255,2.5355,0.14241,-0.032841,1197800,10477,0.00095717,0.0013053,236.46,28.833,67.574,151
134.58021,7.378262,813.166288,288.02,0.80187,1.4449,-2.4171,4.9004,1.6537e-05,2.6546e-05,0.81273,18015,-3.8709,1.6383,0.17578,-74.413,1.0319,3.9882e-05,858.76,8.3225e-05,0.0023094,13.078,15.457,55.38,152
109.995309,15,1993.351683,266.65,0.56702,3.2727,-19.321,13.278,0.0002342,0.00044278,2.4208,241.28,22.973,2.5736,2.4857,-7.0181,-0.037679,1074600,9678.7,0.00090732,0.0012735,229.77,28.151,67.583,153
134.58021,15,1993.351683,264.46,0.56054,3.3893,-17.483,10.149,0.00019242,0.00037029,1.868,5.6973,1.7509,3.0811,2.9677,-15.732,-0.053223,1945200,183680,0.0014165,0.0022193,72.913,20.663,67.597,154
134.58021,15,1993.351683,266.61,0.5607,3.3873,-19.372,10.467,0.00019778,0.00037406,1.9087,-615950,0.20615,2.2813,2.1751,-300.42,0.029622,2.9495e-09,27445,0.00054769,0.00095646,8.3881,141.57,67.607,155
134.58021,15,1993.351683,266.12,0.56383,3.4144,-17.741,10.879,0.00020896,0.00039671,1.9877,-343.35,-38.164,2.6876,2.5939,-5.0382,-0.059973,238670,2886.7,0.0010068,0.0012301,204.95,28.706,67.63,156
120.067915,15,1993.351683,269.48,0.5415,3.2689,-19.735,11.484,0.00020153,0.00037248,2.0682,279.91,18.336,2.4501,2.3698,-8.4409,0.0043214,6857000,29225,0.0007989,0.0016673,323.31,26.238,67.593,157
134.58021,15,1993.351683,269.04,0.54,3.3332,-16.287,10.074,0.0001839,0.000341,1.8173,-3255.7,181.79,0.97906,-0.05893,-2449.4,661.13,1982700,6309.9,0.00077825,5.0215e-05,323.06,6.1985,67.63,158
134.58021,15,1993.351683,273.03,0.5384,3.3679,-13.287,18.435,0.0003423,0.00061493,3.2675,128.49,11.834,2.5969,2.5028,-11.991,-0.030307,4546800,38502,0.0009426,0.0020433,240.18,25.034,67.555,159
134.58021,15,1993.351683,268.06,0.559,3.3374,-14.421,14.993,0.00027466,0.00051325,2.7161,316.03,27.68,2.6054,2.5135,-6.72,-0.082098,1051900,7979.2,0.00093443,0.001391,253.29,28.26,67.569,160
134.58021,12.081538,1238.854829,346.56,1.5859,1.8016,-2.9779,5.4675,2.7725e-05,3.1551e-05,0.69594,2299.2,0.94003,2.7503,2.9919,-658.28,4.2998,7.0205e-09,0.042192,0.00019445,0.004974,342.26,0.4073,56.647,161
112.651546,15,1993.351683,267.42,0.57351,3.3168,-19.666,11.571,0.00020946,0.00039356,2.1025,320.82,-3.6074,1.7751,0.58232,-233.98,19.333,7244400,916.03,0.00080788,0.00026304,0.6205,0.0096674,67.569,162
134.58021,15,1993.351683,267.96,0.56241,3.3455,-15.526,11.413,0.0002101,0.00039295,2.0685,404.62,-5.687,1.9137,0.57764,267.29,-25.725,6128600,1210.3,0.00073012,0.00021586,0.66513,0.0099251,67.602,163
134.58021,15,1993.351683,266,0.56281,3.4063,-17.25,8.1586,0.000156,0.00029645,1.4915,-944.85,104.32,1.0062,0.14119,-838.45,156.87,15700,205.45,0.00076719,0.00013504,40.478,0.5278,67.513,164
134.58021,15,1993.351683,267.18,0.57133,3.375,-17.478,9.9276,0.00018614,0.00035038,1.8057,-24.338,-4.1334,2.8403,2.7345,-12.377,-0.0088429,3475800,100230,0.0011542,0.0017105,130.76,25.879,67.63,165
134.58021,-0.756165,1491.83295,494.18,-0.1579,3.4622,-2.9954,25.271,0.00045747,0.00037468,1.6026,2679.5,-8.1795,0.79755,0.0074877,-159.69,-168.07,1.3244e-05,0.52801,0.00051468,0.0037185,3651.9,14.831,60.358,166
119.923479,15,1993.351683,270.27,0.55412,3.3832,-17.293,13.541,0.00025435,0.00046709,2.4298,3818.1,-227.52,0.88471,-0.035397,780.56,-335.8,38431,145.12,0.00067393,0.00011509,83.029,0.24601,67.635,167
134.58021,15,1993.351683,265.61,0.5499,3.4193,-15.522,10.275,0.00019805,0.0003775,1.8814,1708,-2.5276,1.438,0.76207,594.94,-9.1693,328430000,719.19,0.0010689,0.0012003,32.47,0.030265,67.565,168
134.58021,15,1993.351683,268.54,0.55299,3.4218,-15.488,12.391,0.00023849,0.00044399,2.24,-1262.5,49.695,0.96125,0.11609,-1217.1,-86.196,11589000,18138,0.00073381,0.00014031,325.36,0.34623,67.602,169
134.58021,15,1993.351683,265.53,0.56526,3.4285,-18.144,8.5327,0.00016536,0.00031547,1.5632,250.58,-6.2618,2.2973,4.0599e-05,-78.152,12.394,1.2012e-06,0.00081711,0.00044828,2.9734e-05,4.6163e-07,4.4114e-06,67.649,170
134.58021,7.421824,1637.478365,574.97,3.6366,1.2177,5.7682,73.682,0.0001631,0.00013214,3.1703,89898,-0.37472,4.5119,4.0828,-332.83,0.18712,1.601e-09,92.175,0.00032986,0.00054076,1.4918,5.7477,48.552,171
96.114505,15,1993.351683,270.85,0.56706,3.258,-20.369,12.127,0.00021112,0.00038603,2.1711,2959.2,-93.677,0.85676,-0.030198,515.31,-226.06,55867,107.39,0.00062719,0.00028571,286.5,0.90653,67.583,172
134.58021,15,1993.351683,268.69,0.55935,3.3062,-17.372,12.739,0.00022888,0.00042563,2.3018,112.68,12.179,2.655,2.5612,-11.45,-0.039206,2284900,26650,0.00098055,0.0021769,202.14,23.25,67.536,173
134.58021,15,1993.351683,264.78,0.56846,3.3858,-18.001,8.7463,0.00016542,0.00031751,1.6076,210.8,20.269,2.6403,2.5482,-11.258,-0.037416,1318100,12125,0.00095548,0.0014171,227.22,27.771,67.565,174
134.58021,15,1993.351683,266.3,0.56454,3.3889,-17.937,11.772,0.00022272,0.00042223,2.1493,3901.5,-40.301,2.2945,0.012599,-98.248,10.763,0.00014481,0.9504,0.0004426,0.00051415,20.533,0.13818,67.607,175
134.58021,-1.961425,1570.488815,556.89,-0.013009,3.5953,0.70256,76.437,0.0014792,0.001196,3.586,49.398,1.4246,2.6442,2.5835,16.143,-0.0059856,1.3537e+10,11256000,0.00050304,0.00067766,380.43,16.94,59.505,176
118.448552,15,1993.351683,266.99,0.55526,3.3688,-20.579,10.629,0.00019857,0.00037443,1.9352,9928.9,-6.873,2.1916,0.3118,1231.9,29.953,0.0017138,16.29,0.00050679,0.0080514,138440,0.9695,67.644,177
134.58021,15,1993.351683,265.99,0.559,3.4189,-17.351,9.351,0.00018013,0.00034234,1.7096,-3221.2,149.12,1.6869,-0.096,-2805.4,625.9,426610,921.54,0.0008483,7.1564e-06,832.24,35.887,67.611,178
134.58021,15,1993.351683,262.43,0.58175,3.3823,-16.235,13.343,0.00025245,0.00049391,2.4773,355.85,-34.369,1.4917,0.22246,-166.12,46.362,15019,137.6,0.0010174,0.00015659,0.086015,0.016611,67.597,179
134.58021,15,1993.351683,266.43,0.56314,3.4113,-17.074,8.8154,0.00016898,0.00031998,1.6085,-10665,13.146,1.3416,0.67126,-812.34,-8.8994,1.1908e+10,18093,0.0011015,0.0015291,881.75,0.53541,67.63,180
134.58021,-4.686706,1201.585559,516.09,-0.042692,2.7729,7.709,47.929,0.00055478,0.00045039,2.7372,365.35,12.358,1.5846,1.4237,-31.571,0.011805,237430000,271540,0.00036151,0.00061939,781.05,38.598,58.984,181
117.143519,15,1993.351683,269.65,0.5525,3.3491,-19.829,14.948,0.00027529,0.00050813,2.6899,40956,-79161,44.617,27.327,1358.2,67427,2330700000,5199300000,100240,76555,74730000,966470000,67.644,182
134.58021,15,1993.351683,267.01,0.54671,3.4116,-17.35,9.9465,0.00019059,0.00035924,1.8104,-1836400,-0.029845,2.2948,2.4903,-486.03,-0.01983,2.6779e-11,101990,0.00054413,0.016634,973.67,11194,67.597,183
134.58021,15,1993.351683,263.18,0.55672,3.4486,-18.561,8.3099,0.00016332,0.00031764,1.5381,3084.8,-106.27,0.88155,-8.0257e-05,450.89,-233.98,387.76,24455,0.00067366,0.00042155,2069000,27661,67.597,184
134.58021,15,1993.351683,263.98,0.56191,3.4367,-16.702,10.058,0.00019617,0.00037897,1.855,2212.3,-13.861,1.4782,0.94934,-310.36,-2.6426,4029400,153.17,0.00078626,0.00081021,46.425,0.01362,67.597,185
134.58021,11.507867,1260.196198,383.64,2.398,1.0855,3.156,11.443,2.0794e-05,2.0481e-05,1.2264,-5754800,0.04106,3.116,3.0578,-199.86,5.1669e-05,3.228e-11,510430,0.00016531,0.0012132,49152,0.20797,51.311,186
101.82717,15,1993.351683,264.14,0.57794,3.2892,-17.352,10.527,0.00018804,0.00036279,1.9401,-287.11,-23.433,2.5356,2.4528,-2.9503,-0.04784,1820500,12019,0.00085403,0.0013554,259.87,27.057,67.551,187
134.58021,15,1993.351683,265.38,0.5697,3.3644,-17.278,9.7567,0.00018211,0.00034781,1.7885,8677.2,-8.1281,2.0627,0.54649,1054.5,-27.304,1.0572e+10,9253.3,0.00062629,0.0061162,26883,0.81378,67.597,188
134.58021,15,1993.351683,264.78,0.57831,3.3767,-15.948,10.854,0.00020419,0.00039187,1.9947,209.9,-12.897,0.98854,0.17591,-648.88,0.3447,5593600,21107,0.00078765,0.00031791,35.403,0.40531,67.602,189
134.58021,15,1993.351683,265.34,0.5678,3.413,-19.409,9.6879,0.00018608,0.00035556,1.7764,410830,-8.7149,2.2428,0.98204,-654.68,2.2417,7.6193e-06,18520,0.0005572,0.0017394,817.75,307.28,67.579,190
134.58021,14.466199,1603.82999,377.95,1.7067,1.8128,-5.0461,10.241,5.1988e-05,5.2181e-05,1.1273,-719.54,-0.26197,2.9328,3.1921,-669.41,4.1359,4.758e-10,0.0036104,0.00021108,0.0054069,335.79,0.38934,60.316,191
119.75151,15,1993.351683,267.52,0.57485,3.3403,-19.018,11.634,0.00021359,0.00040098,2.1131,-0.053884,40.356,1.6077,-0.41882,17.816,-1370.5,1.9648e-05,62.881,0.0063244,0.0063112,0.79003,77123,67.597,192
134.58021,15,1993.351683,264.22,0.57959,3.3526,-16.197,12.359,0.00022934,0.00044217,2.2769,1835.9,-8.0503,0.88215,0.0098523,21.278,-174.81,1.2587e-05,0.58493,0.0006691,0.0050541,10650,42.692,67.597,193
134.58021,15,1993.351683,267.82,0.57418,3.366,-18.551,12.49,0.00023278,0.00043593,2.2655,-11421,74.098,1.4826,0.91838,-426.11,-8.0503,801750,29.313,0.00078082,0.00074363,47.461,0.019169,67.635,194
134.58021,15,1993.351683,267.85,0.5802,3.3637,-17.232,13.926,0.00025919,0.00048524,2.5255,1878,-10.589,0.88576,-0.0024939,63.865,-192.92,0.0009875,41.001,0.00067332,0.0025392,6046.3,98.563,67.635,195
134.58021,1.102941,1102.544742,436.91,0.19329,2.5731,-2.2237,10.314,0.00010405,9.039e-05,0.85987,1903.7,-23.812,0.7018,-0.0030497,-47.536,-179.61,370030000,59091,0.00038562,0.00065409,26625,331.36,57.538,196
114.151086,15,1993.351683,268.85,0.55827,3.3404,-17.798,13.598,0.00024934,0.00046312,2.4553,1954.6,-26.148,0.86873,0.0010982,46.805,-182.02,0.53478,918.02,0.00065014,0.001163,32797,54.406,67.579,197
134.58021,15,1993.351683,268.34,0.55797,3.3901,-17.918,9.7244,0.00018375,0.00034267,1.7598,6555.4,-1.9046,2.1662,1.3064,600.95,6.2394,1.5032e-07,1.7687,0.00058697,0.000407,2.888,4.7316,67.616,198
134.58021,15,1993.351683,266.78,0.55623,3.4302,-17.141,8.1127,0.00015719,0.00029684,1.4781,29.715,6.3948,2.9345,2.8256,-12.829,-0.03406,587990,27223,0.0012546,0.0015964,104.5,27.006,67.583,199
134.58021,15,1993.351683,269.06,0.56809,3.3843,-19.521,10.613,0.0001997,0.00037032,1.9147,0.0055407,-1.615,0.77499,-0.33678,-19.625,-1045.7,0.0025207,214.85,0.00071388,0.0008106,0.016228,297.22,67.63,200
134.58021,9.36993,1915.658972,497.1,1.055,3.2803,-9.601,31.059,0.00050441,0.00041255,1.9435,2829.2,-0.043324,3.3688,0.16271,107.1,0.40886,2.3904e-08,94.713,0.0002909,0.0073947,34.186,2108.2,60.866,201
120.914672,15,1993.351683,263.56,0.57746,3.3503,-20.07,14.661,0.00027183,0.00052704,2.7093,16183,-36.358,0.88289,-0.058629,-2295.9,-295.17,0.0022927,79.138,0.00066815,0.00048012,68375,0.39834,67.588,202
134.58021,15,1993.351683,266.71,0.57059,3.3994,-17.782,11.034,0.00020998,0.00039674,2.011,218870,-0.13285,2.2924,1.9934,-266.92,-0.070432,1.6556e-09,4631.6,0.00054884,0.0011039,8.8404,325.37,67.644,203
134.58021,15,1993.351683,265.22,0.58193,3.3559,-16.922,11.939,0.00022174,0.00042404,2.1899,250.6,-1.4782,1.8245,0.6503,395.08,22.984,10878000,378.54,0.00084134,0.00028774,4.7528,0.012803,67.597,204
134.58021,15,1993.351683,267.87,0.56954,3.3929,-17.257,10.575,0.00020026,0.00037484,1.9176,1880.3,-8.913,1.3858,0.81529,-135.59,0.0070451,2517100000,56519,0.0011674,0.001725,116.28,0.011431,67.611,205
134.58021,13.08315,1359.977039,267.24,0.7874,1.6905,-6.1524,2.6694,1.2559e-05,2.3614e-05,0.48515,89869,181.89,1.139,0.7029,-40.444,0.014386,0.056404,17606,0.00045738,0.00079323,90370,749.53,62.731,206
125.119715,15,1993.351683,263.24,0.58584,3.3828,-20.242,11.929,0.00022556,0.00043853,2.2076,-792.69,16.134,0.87851,-0.013586,-244.01,-271.6,345600000,143260,0.00066612,0.0024391,1827.8,3.6748,67.597,207
134.58021,15,1993.351683,266.58,0.56671,3.3983,-18.027,10.532,0.00020031,0.00037891,1.9206,3440.3,-203.08,0.89569,-0.027259,934.58,-349.15,7610.4,24.285,0.0006889,6.6056e-05,39.181,0.070435,67.583,208
134.58021,15,1993.351683,263.47,0.57668,3.4039,-18.619,10.7,0.00020481,0.00039737,1.9779,-270.92,-23.875,2.6278,2.5376,-7.4388,-0.029366,1358600,10461,0.00095351,0.0017231,250.45,26.706,67.616,209
134.58021,15,1993.351683,261.46,0.58185,3.4034,-15.403,10.612,0.00020351,0.00040138,1.9786,-222.1,-16.797,2.5968,2.5118,1.5749,0.0059856,4751000,27006,0.00091259,0.0018262,284.02,26.17,67.602,210
134.58021,1.146108,1656.253628,651.14,1.3638,3.0042,1.2175,91.47,0.0012159,0.0010063,2.7336,532.67,1.219,3.6154,3.5408,-133.21,-0.1988,39108000,203.39,0.0003307,0.0057363,2326.2,4.4697,54.759,211
108.827182,15,1993.351683,270.47,0.55547,3.2981,-16.258,11.278,0.0002013,0.00036904,2.0218,-3251.3,147.68,1.5704,-0.1064,-2761,615.5,602490,1263.2,0.00080299,9.8745e-06,47.274,0.63817,67.588,212
134.58021,15,1993.351683,266.42,0.5571,3.4052,-18.338,8.7421,0.00016698,0.00031627,1.5954,722.81,-5.3722,1.4356,0.52232,398.63,-22.065,108010000,5963.9,0.00088612,0.00038852,1.036,0.0081531,67.621,213
134.58021,15,1993.351683,265.79,0.56436,3.3946,-15.584,10.497,0.00019939,0.00037951,1.9206,-6.2369,-0.46149,2.5657,2.4789,-16.856,-0.015235,5838900000,31879000,0.00099417,0.001609,291.24,28.117,67.597,214
124.643455,7.5,1631.366023,370.45,0.19438,3.1326,-8.5136,6.8883,0.00010466,0.00010789,0.78528,-1873.3,154.38,0.91682,0.079129,-1103.2,238.76,186970,1384.9,0.00060279,4.2038e-05,163.92,0.12636,62.614,215
124.643455,6.759063,1197.37408,419.61,1.1009,1.9454,-5.1308,12.671,7.3314e-05,6.5745e-05,1.1469,2452.7,1.4286,2.4083,2.6248,-621.25,-4.8926,2.5903e-08,0.076594,0.00017579,0.004681,372.44,0.50355,55.559,216
110.074071,0.920454,1484.67797,555.08,0.51516,3.108,3.1956,51.533,0.00074539,0.00060267,2.439,2689.3,2.8983,2.7278,2.9482,-508.87,-5.2249,2.4393e+11,282460,0.00028495,0.0090381,356.06,0.80332,56.825,217
132.061294,12.366994,1417.420313,245.51,0.39871,1.9452,-12.452,4.2111,2.6865e-05,6.0809e-05,0.84106,-61066,1.3601,1.358,0.19296,12.758,-0.056075,1.0125e-05,19552,0.00016593,0.0054107,35119,9.1184,65.028,218
129.786997,-0.270585,1895.126678,668.73,1.1476,3.6785,-5.4221,182.35,0.0036203,0.0030157,5.0151,36945,-0.1981,3.8639,3.0957,-299.08,-0.29612,1.1257e-09,39.143,0.00042601,0.00079891,2.3067,21.852,57.184,219
113.77711,4.848341,1678.23234,593.61,1.5623,2.6984,-5.3738,112.46,0.0012189,0.00099115,4.425,1198.7,0.41749,3.5846,3.9105,-667.63,-4.0894,1.0775e-09,0.0089369,0.00028764,0.0077439,309,0.35963,55.157,220
109.562181,1.431863,1684.05431,623.67,0.91153,3.2758,-2.3699,83.649,0.0013292,0.0010899,2.8497,4042.5,2.0435,3.3486,3.6577,-627.5,-4.6623,4.4738e-08,0.17557,0.00032127,0.0089049,361.34,0.46596,56.539,221
112.416204,13.46149,1627.283513,290.85,0.6577,2.2223,-14.341,7.1268,5.676e-05,8.9345e-05,1.1677,2.5802e-06,0.60604,-0.2165,-2.0598,-6.5544e-05,-768.47,1.2818e-12,1.112e-08,0.013372,0.013503,4.3748e-15,3.8534e-11,64.802,222
128.774116,5.959523,1696.40474,549.35,0.84948,3.8139,-3.6946,27.073,0.00059016,0.00047709,1.3171,378.87,0.2247,3.626,3.9528,-600.81,-4.7865,7.8088e-10,0.0022371,0.0004607,0.01258,413.81,0.56788,58.417,223
116.175904,14.014762,1325.329911,283,0.94908,1.6126,-6.3158,7.9036,3.3356e-05,5.5539e-05,1.3404,-154.7,-1.5848,1.9636,1.9314,-132.79,-0.59121,1069900,110.99,0.00016214,0.0013548,654.44,7.407,62.162,224
