"Temperature (C) ","Detuning (GHz) ","Laser Power (uW) ","Cost filtered (V/nT)","Cost unfiltered (V/nT)","Loop","Run_number","C(1D)","A(1D)","G(1D)","By(1D)","Error C(1D)","Error A(1D)","Error G(1D)","Error By(1D)","G1(2D)","G2(2D)","C(2D)","A(2D)","Bx(2D)","Bz(2D)","Error G1(2D)","Error G2(2D)","Error C(2D)","Error A(2D)","Error Bx(2D)","Error Bz(2D)","NA"
"101.00000000000000000000","-3.00000000000000000000","1221.00000000000000000000","0.00285095050082126694","0.00285095050082126694","1.00000000000000000000","1.00000000000000000000","1.98459836605109552000","1.85336636706766034000","650.08717848091896400000","9.47833674429313077000","0.03111588322535243850","0.02830255192507920640","13.83385558273786660000","2.39903439241884087000","70.65279771680702930000","646.03214259192770800000","-4.20852756556200447000","-0.51811068248783875800","-7.98865325671940507000","-361.27280207248594400000","10.88422273316682440000","50.30147109429946540000","0.07296922414002512960","0.07664196202461137640","2.34625119406003391000","19.15916159347182200000",NA
"122.00000000000000000000","-5.00000000000000000000","1049.00000000000000000000","0.00580876660606816781","0.00580876660606816781","1.00000000000000000000","2.00000000000000000000","-0.05486534700347044800","2.17351133648433992000","374.17777023676012500000","-0.84439729937912877400","0.01114284001907070440","0.01123650242503638870","4.12225407072611283000","1.37966267314183799000","236.21125821111380100000","1756.08069002917955000000","-7.15211813688559239000","-5.51920498789571567000","-2.68515610815664152000","-251.79859667355751200000","115.02056756935208200000","724.34222507644813000000","4.47363234507127849000","4.48105201193249947000","3.66340252985774040000","34.02989932267927030000",NA
"101.00000000000000000000","10.00000000000000000000","1267.00000000000000000000","0.00237983618668255676","0.00237983618668255676","1.00000000000000000000","3.00000000000000000000","2.89954801702020592000","1.04813198805849383000","440.42190547559010800000","9.75571215297878602000","0.00860509245882224404","0.00799903059440469459","6.65367666043849226000","1.90571236453685855000","234.87079050560046700000","673.59000018649999200000","-4.11190081484892289000","-0.37751157491053777300","-5.22357217510435401000","-529.55503214317729900000","16.35432525176585370000","25.36971037875636620000","0.02180802200988911370","0.02425596489891819470","3.43622993322418235000","13.04818021749706780000",NA
"94.99999999999999990000","13.00000000000000000000","905.99999999999999900000","0.00152712876356519956","0.00152712876356519956","1.00000000000000000000","4.00000000000000000000","2.70692621051553450000","0.44481559205758225400","291.27576054498905400000","-4.40851560359260208000","0.00224192212116479557","0.00280799310510282266","3.96919215714818074000","1.60481837625745638000","453.10944993702713600000","823.28821093128613000000","-3.28218375930453909000","-0.25632381885162486300","-4.42010990027536810000","-417.76001173408081900000","30.79988279278869350000","33.59303934092460510000","0.01618004744467035560","0.01729632241869560190","4.44800574951708416000","11.02437424785939870000",NA
"111.00000000000000000000","0.50000000000000000000","1028.00000000000000000000","0.00427308607356601325","0.00427308607356601325","1.00000000000000000000","5.00000000000000000000","0.63331337195965709000","1.94129120601251581000","454.30660009908302700000","-9.54378634224065791000","0.01506497560067651500","0.01387090344224035930","6.29666010786243824000","1.74481273492459565000","150.13423891540080000000","695.22553950591452500000","-3.01521215879008109000","-0.76263787830980267500","-4.00293230276421852000","-462.11341385646318200000","14.41945877927377320000","37.07484599550254950000","0.06867633776497514280","0.07359559321832867540","3.11268151508211144000","16.85836626960244900000",NA
"122.00000000000000000000","13.50000000000000000000","1845.00000000000000000000","0.00686090767295667332","0.00686090767295667332","1.00000000000000000000","6.00000000000000000000","1.55588768903101693000","3.45978920624700592000","504.27572723129611600000","-5.46637059183446450000","0.03658589829818178350","0.03303120505275065210","8.61122922299281512000","2.11679761725121906000","153.92165676131458000000","539.39745052622185900000","-5.27466335231624850000","-0.80531982448971706200","-4.45265941825034250000","-641.02848419761608000000","11.26389600160935340000","18.85694659113371330000","0.04016778219315764180","0.04851686014614482040","3.01788278052325154000","13.47362614125869310000",NA
"138.00000000000000000000","-2.00000000000000000000","1963.00000000000000000000","0.00923747963644138207","0.00923747963644138207","1.00000000000000000000","7.00000000000000000000","-0.24017266163349015900","2.86042787975668977000","309.65458028967651600000","-10.77983121054779220000","0.02390541324950204090","0.02818076620567636080","6.62351642677191332000","2.57042964415429598000","3546.00399360335586000000","37781.05281491763880000000","-3333.00901441525820000000","-3331.23395623360829000000","-1.33534403201532004000","-694.94770804350309800000","57818.44786914104030000000","615925.10742081352400000000","108608.79211406751700000000","108608.79351279059500000000","4.46413458615366654000","132.93401317447504100000",NA
"127.00000000000000000000","7.00000000000000000000","1384.00000000000000000000","0.00951473065989678554","0.00951473065989678554","1.00000000000000000000","8.00000000000000000000","0.13707679768339489600","2.86117699795061409000","300.71024606193651600000","-9.86064427406616950000","0.01448414829706612390","0.01756989302118603170","4.00036688773472626000","1.58387770909740011000","271.32106582445828700000","932.76840892739517000000","-4.24273754171684736000","-2.10070125084338022000","-2.72681557713874634000","-516.70575210059587300000","25.63247078561877140000","60.63676744319031540000","0.23565869919437917900","0.24407926901361404200","4.36448923928155796000","24.13660015102401960000",NA
"116.00000000000000000000","6.00000000000000000000","1766.00000000000000000000","0.00624847588963549274","0.00624847588963549274","1.00000000000000000000","9.00000000000000000000","0.66739816081144842600","4.29535879697118883000","687.42504137625155600000","-0.47846839298504245700","0.06139589005983266120","0.05623419601393560290","11.82493972365378630000","1.87589527448850379000","76.64402922788816850000","446.95557585311473700000","-5.19993488096995193000","-0.58026326823269969100","-4.52528428048955611000","-660.22635405305766100000","6.24810821440791830000","16.26084614527338700000","0.03085976164293570410","0.03816838190711765310","2.21106430181505331000","12.90807581251865340000",NA
"130.00000000000000000000","10.50000000000000000000","1082.00000000000000000000","0.00862040039770030353","0.00862040039770030353","1.00000000000000000000","10.00000000000000000000","0.29147020462682660100","1.67831416406164724000","194.69097566620888500000","-8.79431000691819164000","0.00520246819582899714","0.01009932907962625940","2.28918306206589417000","1.13798828613133196000","562.51453300739603900000","1398.18834481654835000000","-3.83334898581300987000","-2.59188581702252962000","-3.58951693040616204000","-380.56286485076935800000","72.54775507965766220000","159.90337012147790600000","0.54413393662504661000","0.54830231186440658800","5.60006794362454307000","21.27245314561510620000",NA
