"Temperature (C) ","Detuning (GHz) ","Laser Power (uW) ","Cost filtered (V/nT)","Cost unfiltered (V/nT)","Loop","Run_number","C(1D)","A(1D)","G(1D)","By(1D)","Error C(1D)","Error A(1D)","Error G(1D)","Error By(1D)","G2(2D)"
"115.000000","7.000000","556.000000","0.006423","0.006423","9.000000","161.000000","0.524145","1.035644","161.242261","-13.224490","0.003534","0.008440","2.430020","1.295910","161.242261"
"115.000000","-12.000000","796.000000","0.003567","0.003567","9.000000","162.000000","1.026675","1.323489","371.056043","6.574036","0.013610","0.013894","8.340310","2.835078","371.056043"
"115.000000","7.000000","796.000000","0.007423","0.007423","9.000000","163.000000","0.657600","1.612106","217.187820","-14.413157","0.004593","0.007998","2.166655","1.032663","217.187820"
"115.000000","7.000000","796.000000","0.006985","0.006985","9.000000","164.000000","0.683673","1.571335","224.953815","-16.648375","0.007347","0.012309","3.578792","1.678515","224.953815"
"115.000000","7.000000","612.000000","0.006577","0.006577","9.000000","165.000000","0.542851","1.173233","178.389222","-12.830393","0.003060","0.006586","1.903495","0.981449","178.389222"
"115.000000","7.000000","796.000000","0.006986","0.006986","9.000000","166.000000","0.691241","1.549525","221.803849","-14.917959","0.004778","0.008130","2.354258","1.111410","221.803849"
"115.000000","5.500000","796.000000","0.007149","0.007149","9.000000","167.000000","0.577453","1.656020","231.637545","-10.997891","0.003871","0.006277","1.797868","0.831474","231.637545"
"122.000000","-11.000000","796.000000","0.004520","0.004520","9.000000","168.000000","0.420576","1.531503","338.850196","3.649522","0.010999","0.012050","5.787717","2.117334","338.850196"
"116.000000","-11.500000","796.000000","0.003518","0.003518","9.000000","169.000000","0.926468","1.341109","381.246783","-15.057597","0.015526","0.015567","9.405511","3.124075","381.246783"
"115.000000","7.000000","796.000000","0.007393","0.007393","9.000000","170.000000","0.660180","1.611230","217.945614","-11.940466","0.005088","0.008826","2.403035","1.143497","217.945614"
"116.000000","7.000000","501.000000","0.007315","0.007315","9.000000","171.000000","0.388545","1.005650","137.472331","-9.836344","0.002393","0.006677","1.622471","0.905652","137.472331"
"115.000000","7.000000","796.000000","0.007119","0.007119","9.000000","172.000000","0.677341","1.582707","222.314115","-14.051371","0.005143","0.008729","2.481988","1.170454","222.314115"
"118.000000","9.000000","754.000000","0.009520","0.009520","9.000000","173.000000","0.634875","1.622168","170.394841","-12.519976","0.005163","0.011656","2.297904","1.203682","170.394841"
"116.000000","7.000000","796.000000","0.008115","0.008115","9.000000","174.000000","0.640047","1.673798","206.254181","-12.735182","0.005076","0.009354","2.283520","1.113081","206.254181"
"124.000000","-0.500000","874.000000","0.000000","NaN","9.000000","175.000000","0.000000","0.000000","0.000000","0.000000","NaN","NaN","NaN","NaN","0.000000"
"82.000000","7.000000","796.000000","0.001176","0.001176","9.000000","176.000000","2.880463","0.457789","389.198107","-11.044308","0.002848","0.002819","5.060645","1.649961","389.198107"
"120.000000","6.500000","796.000000","0.010288","0.010288","9.000000","177.000000","0.392682","1.782733","173.274859","-13.740357","0.007094","0.015741","2.884683","1.502504","173.274859"
"116.000000","7.000000","796.000000","0.010973","0.010973","9.000000","178.000000","0.328782","1.712012","156.024506","-22.419886","0.010069","0.024855","4.153031","2.237486","156.024506"
"121.000000","9.000000","748.000000","0.010663","0.010663","9.000000","179.000000","0.503625","1.613136","151.276538","-13.505842","0.005564","0.014160","2.415783","1.313421","151.276538"
"116.000000","7.000000","873.000000","0.007386","0.007386","9.000000","180.000000","0.726365","1.697048","229.777404","-15.597800","0.010041","0.016431","4.545183","2.110387","229.777404"
"115.000000","5.500000","796.000000","0.006480","0.006480","10.000000","181.000000","0.607036","1.539600","237.580384","-13.941504","0.005731","0.009037","2.875337","1.313338","237.580384"
"116.000000","5.500000","501.000000","0.006639","0.006639","10.000000","182.000000","0.343081","0.947436","142.698601","-15.376184","0.002755","0.007420","2.004071","1.107635","142.698601"
"116.000000","7.000000","642.000000","0.008893","0.008893","10.000000","183.000000","0.309874","1.299881","146.163449","-23.821103","0.008430","0.022187","4.499856","2.470792","146.163449"
"115.000000","7.000000","796.000000","0.007449","0.007449","10.000000","184.000000","0.708680","1.601292","214.969864","-11.743338","0.004548","0.008010","2.156005","1.032270","214.969864"
"116.000000","7.000000","873.000000","0.008207","0.008207","10.000000","185.000000","0.695892","1.818689","221.602744","-11.147291","0.004240","0.007221","1.779477","0.840374","221.602744"
"116.000000","7.000000","873.000000","0.008132","0.008132","10.000000","186.000000","0.703424","1.821966","224.043939","-13.008839","0.005100","0.008581","2.140627","1.005838","224.043939"
"115.000000","7.000000","796.000000","0.007123","0.007123","10.000000","187.000000","0.708586","1.540517","216.282557","-12.816307","0.005297","0.009267","2.613129","1.247766","216.282557"
"124.000000","-16.500000","501.000000","0.002773","0.002773","10.000000","188.000000","0.563489","0.747984","269.698985","7.076921","0.004395","0.006031","4.624390","1.972036","269.698985"
"115.000000","7.000000","796.000000","0.007464","0.007464","10.000000","189.000000","0.642193","1.629815","218.346714","-14.149449","0.004290","0.007427","2.003733","0.952723","218.346714"
"115.000000","7.000000","796.000000","0.007319","0.007319","10.000000","190.000000","0.668206","1.596945","218.184663","-12.427180","0.004719","0.008175","2.249001","1.069677","218.184663"
"116.000000","7.000000","583.000000","0.007570","0.007570","10.000000","191.000000","0.452706","1.207842","159.551460","-10.397767","0.002664","0.006429","1.566167","0.837964","159.551460"
"116.000000","7.000000","873.000000","0.007888","0.007888","10.000000","192.000000","0.678239","1.820138","230.745273","-14.421483","0.005086","0.008284","2.148260","0.995428","230.745273"
"118.000000","9.000000","754.000000","0.009421","0.009421","10.000000","193.000000","0.640094","1.616777","171.617875","-12.316527","0.005022","0.011254","2.246583","1.173965","171.617875"
"115.000000","7.000000","861.000000","0.007625","0.007625","10.000000","194.000000","0.751159","1.756477","230.369264","-13.709232","0.004886","0.007972","2.137675","0.991292","230.369264"
"120.000000","6.500000","796.000000","0.010826","0.010826","10.000000","195.000000","0.397202","1.895325","175.079307","-14.346769","0.008224","0.018053","3.153203","1.636524","175.079307"
"115.000000","7.000000","796.000000","0.006993","0.006993","10.000000","196.000000","0.689597","1.546179","221.110313","-16.171550","0.008218","0.014032","4.055682","1.917421","221.110313"
"121.000000","9.000000","748.000000","0.011401","0.011401","10.000000","197.000000","0.486881","1.728732","151.625867","-11.761485","0.006089","0.015460","2.468300","1.341060","151.625867"
"116.000000","7.000000","796.000000","0.007960","0.007960","10.000000","198.000000","0.641955","1.656592","208.122387","-13.184918","0.005494","0.010026","2.501952","1.214905","208.122387"
"116.000000","7.000000","796.000000","0.008155","0.008155","10.000000","199.000000","0.643953","1.680086","206.020319","-9.996758","0.004146","0.007650","1.857909","0.906030","206.020319"
"115.000000","7.000000","796.000000","0.006923","0.006923","10.000000","200.000000","0.711848","1.541533","222.668298","-12.192493","0.007785","0.013188","3.858058","1.817997","222.668298"
"107.000000","7.000000","861.000000","0.004384","0.004384","11.000000","201.000000","1.427678","1.353460","308.758425","-9.827158","0.004629","0.005523","2.733403","1.069942","308.758425"
"116.000000","7.000000","832.000000","0.008424","0.008424","11.000000","202.000000","0.655731","1.769531","210.062961","-11.232017","0.005434","0.009815","2.320688","1.122388","210.062961"
"116.000000","7.000000","873.000000","0.008247","0.008247","11.000000","203.000000","0.688786","1.850358","224.372143","-12.392424","0.005401","0.009073","2.232862","1.048452","224.372143"
"115.000000","7.000000","861.000000","0.007618","0.007618","11.000000","204.000000","0.755323","1.723919","226.301933","-11.880968","0.007125","0.011856","3.166466","1.480857","226.301933"
"116.000000","7.000000","796.000000","0.008341","0.008341","11.000000","205.000000","0.629783","1.708398","204.827132","-11.385668","0.005046","0.009370","2.221203","1.085853","204.827132"
"116.000000","7.000000","848.000000","0.008147","0.008147","11.000000","206.000000","0.648150","1.810201","222.205320","-10.792665","0.009282","0.015760","3.915658","1.846885","222.205320"
"116.000000","7.000000","873.000000","0.008161","0.008161","11.000000","207.000000","0.697388","1.841417","225.623677","-12.278965","0.006432","0.010739","2.674812","1.252702","225.623677"
"116.000000","7.000000","873.000000","0.007983","0.007983","11.000000","208.000000","0.696944","1.820838","228.076320","-11.734215","0.005501","0.009075","2.317674","1.079896","228.076320"
"116.000000","7.000000","796.000000","0.008012","0.008012","11.000000","209.000000","0.644493","1.673416","208.857870","-12.337923","0.004932","0.008964","2.224638","1.078610","208.857870"
"116.000000","7.000000","796.000000","0.008310","0.008310","11.000000","210.000000","0.629107","1.689479","203.309549","-11.911658","0.005506","0.010307","2.447167","1.200033","203.309549"
"116.000000","7.000000","873.000000","0.008263","0.008263","11.000000","211.000000","0.686429","1.847385","223.572657","-13.854713","0.005375","0.009065","2.224380","1.046228","223.572657"
"116.000000","7.000000","873.000000","0.007984","0.007984","11.000000","212.000000","0.709539","1.791363","224.375122","-14.596368","0.006514","0.010943","2.781923","1.306299","224.375122"
"116.000000","7.000000","890.000000","0.008398","0.008398","11.000000","213.000000","0.719289","1.885984","224.572753","-15.976480","0.005258","0.008825","2.133226","1.001302","224.572753"
"116.000000","7.000000","873.000000","0.008241","0.008241","11.000000","214.000000","0.708845","1.849957","224.485997","-11.473369","0.005246","0.008807","2.169318","1.018362","224.485997"
"118.000000","9.000000","754.000000","0.009572","0.009572","11.000000","215.000000","0.648339","1.596423","166.773564","-11.648220","0.004622","0.010668","2.079546","1.097072","166.773564"
"116.000000","7.000000","796.000000","0.007777","0.007777","11.000000","216.000000","0.627146","1.633133","209.992751","-11.605538","0.008076","0.014593","3.737009","1.807651","209.992751"
"120.000000","6.500000","796.000000","0.010344","0.010344","11.000000","217.000000","0.410271","1.850630","178.906819","-15.182325","0.007534","0.016168","2.973325","1.531512","178.906819"
"116.000000","7.000000","461.000000","0.006804","0.006804","11.000000","218.000000","0.373948","0.845341","124.240931","-12.085221","0.002426","0.007435","1.899297","1.086832","124.240931"
"121.000000","9.000000","748.000000","0.009590","0.009590","11.000000","219.000000","0.320052","1.275178","132.964817","-26.965011","0.009141","0.026320","4.841109","2.725601","132.964817"
"116.000000","7.000000","796.000000","0.008153","0.008153","11.000000","220.000000","0.667950","1.663740","204.066705","-12.922588","0.004209","0.007847","1.900991","0.930772","204.066705"
"116.000000","7.000000","422.000000","0.006285","0.006285","12.000000","221.000000","0.348749","0.741286","117.940904","-13.105227","0.001496","0.004802","1.313865","0.760648","117.940904"
"116.000000","7.000000","873.000000","0.008093","0.008093","12.000000","222.000000","0.712723","1.816076","224.396420","-14.390300","0.005839","0.009808","2.459707","1.154942","224.396420"
"116.000000","7.000000","873.000000","0.008313","0.008313","12.000000","223.000000","0.709524","1.856728","223.351550","-13.944597","0.004634","0.007825","1.907927","0.897800","223.351550"
"116.000000","7.000000","873.000000","0.008226","0.008226","12.000000","224.000000","0.714088","1.844335","224.219131","-12.405562","0.005064","0.008513","2.100023","0.986391","224.219131"
"94.000000","7.000000","873.000000","0.002361","0.002361","12.000000","225.000000","2.670032","0.956074","404.879484","-15.218114","0.004873","0.004717","4.154526","1.306420","404.879484"
"116.000000","-17.500000","873.000000","0.003352","0.003352","12.000000","226.000000","1.779375","1.130962","337.374015","13.892517","0.010627","0.011688","7.570277","2.779431","337.374015"
"112.000000","7.000000","796.000000","0.005871","0.005871","12.000000","227.000000","0.845793","1.455588","247.926569","-15.219736","0.004231","0.006364","2.260255","1.010069","247.926569"
"116.000000","7.000000","873.000000","0.008272","0.008272","12.000000","228.000000","0.627325","1.872112","226.331027","-14.342219","0.006077","0.010112","2.487199","1.163154","226.331027"
"116.000000","7.000000","796.000000","0.008081","0.008081","12.000000","229.000000","0.592488","1.691114","209.276992","-12.570685","0.004947","0.008972","2.208937","1.070079","209.276992"
"83.000000","7.000000","873.000000","0.001215","0.001215","12.000000","230.000000","3.114705","0.527216","434.001116","-8.565370","0.003444","0.003229","5.339564","1.567916","434.001116"
"116.000000","0.500000","890.000000","0.006411","0.006411","12.000000","231.000000","0.316218","2.008927","313.347788","-9.087311","0.010785","0.012686","4.297206","1.664936","313.347788"
"116.000000","7.000000","796.000000","0.008169","0.008169","12.000000","232.000000","0.590980","1.694030","207.362863","-9.954707","0.004785","0.008766","2.129196","1.035478","207.362863"
"89.000000","7.000000","832.000000","0.001776","0.001776","12.000000","233.000000","2.786711","0.725614","408.641741","-10.683613","0.004718","0.004544","5.301428","1.652084","408.641741"
"116.000000","7.000000","796.000000","0.007938","0.007938","12.000000","234.000000","0.593955","1.626576","204.912917","-12.552077","0.004868","0.009034","2.250557","1.100022","204.912917"
"121.000000","9.000000","754.000000","0.011106","0.011106","12.000000","235.000000","0.481658","1.675965","150.909542","-13.807395","0.006475","0.016516","2.703886","1.471099","150.909542"
"116.000000","7.000000","796.000000","0.007258","0.007258","12.000000","236.000000","0.662574","1.551017","213.693902","-16.065770","0.005683","0.010075","2.778268","1.333779","213.693902"
"121.000000","9.000000","748.000000","0.010798","0.010798","12.000000","237.000000","0.490808","1.642214","152.082942","-12.794634","0.006194","0.015679","2.645065","1.435841","152.082942"
"116.000000","7.000000","890.000000","0.008024","0.008024","12.000000","238.000000","0.714566","1.835362","228.724992","-13.634649","0.005832","0.009591","2.438916","1.134879","228.724992"
"120.000000","6.500000","796.000000","0.010244","0.010244","12.000000","239.000000","0.409439","1.826212","178.275382","-14.881858","0.006820","0.014691","2.725335","1.405534","178.275382"
"105.000000","7.000000","796.000000","0.003879","0.003879","12.000000","240.000000","1.531735","1.197861","308.836416","-13.173193","0.005195","0.006198","3.466581","1.356816","308.836416"
"116.000000","7.000000","890.000000","0.008169","0.008169","13.000000","241.000000","0.672282","1.882053","230.400038","-14.809385","0.007070","0.011535","2.887157","1.338782","230.400038"
"116.000000","7.000000","796.000000","0.008146","0.008146","13.000000","242.000000","0.626781","1.657826","203.515425","-10.107139","0.006786","0.012688","3.073953","1.506738","203.515425"
"116.000000","7.000000","539.000000","0.007570","0.007570","13.000000","243.000000","0.439993","1.101866","145.554630","-9.364376","0.002223","0.005874","1.398191","0.768551","145.554630"
"116.000000","7.000000","890.000000","0.008322","0.008322","13.000000","244.000000","0.689909","1.895577","227.779893","-11.719680","0.005259","0.008689","2.128071","0.992167","227.779893"
"116.000000","7.000000","873.000000","0.008431","0.008431","13.000000","245.000000","0.679999","1.867230","221.464144","-11.219040","0.005521","0.009409","2.256618","1.066015","221.464144"
"116.000000","7.000000","873.000000","0.008302","0.008302","13.000000","246.000000","0.681536","1.856338","223.597664","-13.206849","0.005963","0.010055","2.455790","1.155001","223.597664"
"116.000000","7.000000","796.000000","0.007614","0.007614","13.000000","247.000000","0.642687","1.613733","211.947121","-15.821811","0.006668","0.011928","3.128112","1.507132","211.947121"
"116.000000","7.000000","796.000000","0.008238","0.008238","13.000000","248.000000","0.630911","1.692591","205.458192","-12.167294","0.004142","0.007666","1.841547","0.899102","205.458192"
"92.000000","-16.500000","873.000000","0.001357","0.001357","13.000000","249.000000","3.637766","0.547064","403.169470","12.855748","0.003908","0.003791","5.821357","1.837591","403.169470"
"116.000000","7.000000","873.000000","0.007808","0.007808","13.000000","250.000000","0.633561","1.780681","228.063498","-13.815812","0.006238","0.010292","2.687675","1.252364","228.063498"
"116.000000","7.000000","873.000000","0.008208","0.008208","13.000000","251.000000","0.621501","1.853971","225.861338","-12.057585","0.005645","0.009414","2.332084","1.091648","225.861338"
"116.000000","7.000000","796.000000","0.007773","0.007773","13.000000","252.000000","0.597077","1.626125","209.196352","-13.255400","0.005008","0.009088","2.325794","1.126884","209.196352"
"116.000000","7.000000","899.000000","0.007798","0.007798","13.000000","253.000000","0.661729","1.856667","238.100273","-10.580173","0.007599","0.011953","3.162747","1.442963","238.100273"
"116.000000","7.000000","796.000000","0.007783","0.007783","13.000000","254.000000","0.617942","1.630928","209.561496","-11.378454","0.004018","0.007276","1.860764","0.900876","209.561496"
"120.000000","6.500000","796.000000","0.010369","0.010369","13.000000","255.000000","0.372522","1.830755","176.558412","-11.136710","0.007703","0.016761","3.063717","1.585394","176.558412"
"116.000000","3.000000","884.000000","0.007229","0.007229","13.000000","256.000000","0.405346","1.969744","272.466020","-13.912132","0.007831","0.010629","3.133103","1.328263","272.466020"
"121.000000","9.000000","748.000000","0.010858","0.010858","13.000000","257.000000","0.482108","1.662459","153.104123","-14.780450","0.005567","0.014001","2.352918","1.274755","153.104123"
"116.000000","7.000000","873.000000","0.007767","0.007767","13.000000","258.000000","0.704389","1.765960","227.357690","-15.746673","0.006244","0.010339","2.711391","1.265315","227.357690"
"121.000000","9.000000","754.000000","0.011435","0.011435","13.000000","259.000000","0.487399","1.734020","151.642674","-12.009301","0.006140","0.015588","2.481471","1.348174","151.642674"
"116.000000","7.000000","873.000000","0.007688","0.007688","13.000000","260.000000","0.707164","1.759656","228.883549","-15.512498","0.007548","0.012404","3.292852","1.531770","228.883549"
"116.000000","7.000000","796.000000","0.008047","0.008047","14.000000","261.000000","0.640747","1.639229","203.705683","-12.383549","0.004891","0.009136","2.241270","1.098184","203.705683"
"116.000000","7.000000","890.000000","0.008000","0.008000","14.000000","262.000000","0.720490","1.838329","229.793920","-13.795470","0.005080","0.008312","2.122837","0.985598","229.793920"
"116.000000","7.000000","563.000000","0.007346","0.007346","14.000000","263.000000","0.468369","1.130997","153.957605","-11.269232","0.002735","0.006839","1.701228","0.920151","153.957605"
"116.000000","7.000000","796.000000","0.007740","0.007740","14.000000","264.000000","0.642348","1.618549","209.127467","-13.894253","0.004202","0.007627","1.960125","0.949853","209.127467"
"116.000000","7.000000","873.000000","0.007908","0.007908","14.000000","265.000000","0.698649","1.804521","228.200602","-16.128476","0.005931","0.009780","2.521902","1.174826","228.200602"
"116.000000","7.000000","890.000000","0.008645","0.008645","14.000000","266.000000","0.695260","1.917163","221.774582","-10.378167","0.005166","0.008790","2.056933","0.971050","221.774582"
"116.000000","7.000000","796.000000","0.007940","0.007940","14.000000","267.000000","0.635090","1.625727","204.763680","-14.559736","0.005348","0.009934","2.473633","1.209453","204.763680"
"84.000000","7.000000","873.000000","0.001311","0.001311","14.000000","268.000000","3.121977","0.547226","417.282075","-10.176332","0.002945","0.002808","4.391923","1.341289","417.282075"
"116.000000","7.000000","873.000000","0.008438","0.008438","14.000000","269.000000","0.648526","1.829180","216.775136","-12.547317","0.005895","0.010287","2.450075","1.168715","216.775136"
"116.000000","7.000000","796.000000","0.007750","0.007750","14.000000","270.000000","0.623501","1.605927","207.210803","-10.305525","0.006087","0.011160","2.856688","1.389711","207.210803"
"116.000000","7.000000","890.000000","0.008411","0.008411","14.000000","271.000000","0.681759","1.888663","224.533513","-12.460497","0.005080","0.008527","2.057813","0.965934","224.533513"
"116.000000","7.000000","873.000000","0.008139","0.008139","14.000000","272.000000","0.686951","1.813219","222.781578","-12.327413","0.005832","0.009875","2.457582","1.157793","222.781578"
"116.000000","7.000000","873.000000","0.008051","0.008051","14.000000","273.000000","0.698636","1.796389","223.137839","-12.079320","0.005023","0.008490","2.137136","1.006079","223.137839"
"116.000000","7.000000","796.000000","0.007775","0.007775","14.000000","274.000000","0.625162","1.628450","209.440127","-10.622849","0.007000","0.012685","3.246690","1.572243","209.440127"
"120.000000","-1.500000","796.000000","0.006760","0.006760","14.000000","275.000000","0.202854","1.666911","246.582870","-15.761235","0.009165","0.013871","4.272397","1.914736","246.582870"
"116.000000","7.000000","873.000000","0.007959","0.007959","14.000000","276.000000","0.679972","1.801731","226.369803","-15.425686","0.006389","0.010629","2.716967","1.270526","226.369803"
"121.000000","9.000000","748.000000","0.011065","0.011065","14.000000","277.000000","0.485611","1.658652","149.897540","-16.733040","0.006484","0.016649","2.730987","1.488763","149.897540"
"116.000000","7.000000","890.000000","0.007623","0.007623","14.000000","278.000000","0.726039","1.769607","232.145942","-12.584289","0.007995","0.012934","3.476700","1.606218","232.145942"
"121.000000","9.000000","754.000000","0.011133","0.011133","14.000000","279.000000","0.486137","1.698105","152.524816","-12.978772","0.006718","0.016958","2.776787","1.506063","152.524816"
"116.000000","7.000000","873.000000","0.007924","0.007924","14.000000","280.000000","0.710668","1.778846","224.498562","-15.566447","0.006863","0.011523","2.951905","1.385781","224.498562"
"116.000000","7.000000","873.000000","0.007749","0.007749","15.000000","281.000000","0.717962","1.754215","226.391211","-14.468348","0.004056","0.006746","1.771411","0.828309","226.391211"
"116.000000","7.000000","890.000000","0.011243","0.011243","15.000000","282.000000","0.405129","2.032540","180.790111","-21.810716","0.012634","0.026821","4.551135","2.335625","180.790111"
"116.000000","7.000000","579.000000","0.007342","0.007342","15.000000","283.000000","0.501547","1.146769","156.199168","-11.676038","0.002665","0.006571","1.641574","0.884046","156.199168"
"116.000000","7.000000","873.000000","0.008075","0.008075","15.000000","284.000000","0.702944","1.819345","225.299971","-11.269643","0.005662","0.009468","2.382513","1.116548","225.299971"
"116.000000","7.000000","796.000000","0.007848","0.007848","15.000000","285.000000","0.647563","1.623809","206.918633","-12.854462","0.003808","0.006993","1.766975","0.860127","206.918633"
"116.000000","7.000000","796.000000","0.008001","0.008001","15.000000","286.000000","0.641493","1.638334","204.777944","-11.824374","0.005172","0.009606","2.373750","1.160548","204.777944"
"116.000000","7.000000","873.000000","0.008094","0.008094","15.000000","287.000000","0.695699","1.821575","225.062315","-12.261275","0.005467","0.009153","2.297232","1.077127","225.062315"
"117.000000","7.000000","890.000000","0.009100","0.009100","15.000000","288.000000","0.628677","1.949972","214.283522","-13.208601","0.006494","0.011478","2.526576","1.211428","214.283522"
"116.000000","7.000000","645.000000","0.007326","0.007326","15.000000","289.000000","0.530389","1.264577","172.607271","-14.442685","0.004471","0.009959","2.560332","1.335330","172.607271"
"116.000000","7.000000","873.000000","0.008085","0.008085","15.000000","290.000000","0.708608","1.794901","221.993795","-16.686226","0.005477","0.009311","2.329977","1.099544","221.993795"
"120.000000","7.000000","890.000000","0.011100","0.011100","15.000000","291.000000","0.470971","2.092874","188.552005","-16.421190","0.008440","0.017136","2.980636","1.506005","188.552005"
"116.000000","7.000000","796.000000","0.007725","0.007725","15.000000","292.000000","0.655761","1.612678","208.757020","-14.870969","0.005371","0.009769","2.514096","1.219241","208.757020"
"116.000000","7.000000","873.000000","0.008020","0.008020","15.000000","293.000000","0.693411","1.825012","227.544193","-12.871286","0.005651","0.009346","2.374479","1.107610","227.544193"
"116.000000","7.000000","873.000000","0.008148","0.008148","15.000000","294.000000","0.699405","1.820078","223.366320","-12.805322","0.005513","0.009307","2.315192","1.089393","223.366320"
"116.000000","7.000000","890.000000","0.007953","0.007953","15.000000","295.000000","0.678917","1.852238","232.903102","-11.875789","0.011583","0.018671","4.814872","2.220896","232.903102"
"116.000000","7.000000","873.000000","0.007785","0.007785","15.000000","296.000000","0.707359","1.781857","228.893758","-13.160663","0.006004","0.009867","2.586823","1.203270","228.893758"
"121.000000","9.000000","748.000000","0.011195","0.011195","15.000000","297.000000","0.479483","1.679539","150.031449","-13.526279","0.006319","0.016211","2.629085","1.432818","150.031449"
"116.000000","7.000000","873.000000","0.007751","0.007751","15.000000","298.000000","0.705173","1.770931","228.464097","-16.983084","0.008480","0.013965","3.674958","1.711061","228.464097"
"121.000000","9.000000","754.000000","0.010811","0.010811","15.000000","299.000000","0.502185","1.641686","151.859711","-13.250080","0.006053","0.015345","2.584752","1.403708","151.859711"
"116.000000","7.000000","890.000000","0.007891","0.007891","15.000000","300.000000","0.732368","1.823721","231.116832","-13.515143","0.005849","0.009509","2.465974","1.141741","231.116832"
"116.000000","7.000000","873.000000","0.008594","0.008594","16.000000","301.000000","0.714120","1.864936","217.001460","-13.588897","0.006245","0.010885","2.546382","1.214102","217.001460"
"116.000000","7.000000","873.000000","0.008074","0.008074","16.000000","302.000000","0.707402","1.801053","223.058962","-12.492010","0.006391","0.010807","2.711935","1.276888","223.058962"
"117.000000","7.000000","873.000000","0.008956","0.008956","16.000000","303.000000","0.634361","1.905311","212.751847","-14.075689","0.005531","0.009852","2.199174","1.057791","212.751847"
"116.000000","7.000000","873.000000","0.008020","0.008020","16.000000","304.000000","0.700506","1.801219","224.600350","-12.651691","0.005477","0.009190","2.326543","1.091926","224.600350"
"116.000000","7.000000","873.000000","0.008193","0.008193","16.000000","305.000000","0.713566","1.810375","220.973985","-13.768281","0.004306","0.007357","1.814670","0.858141","220.973985"
"116.000000","7.000000","873.000000","0.007777","0.007777","16.000000","306.000000","0.728333","1.753617","225.483515","-14.123430","0.005924","0.009898","2.586691","1.211816","225.483515"
"116.000000","7.000000","888.000000","0.007984","0.007984","16.000000","307.000000","0.717879","1.837705","230.170607","-16.415990","0.007301","0.011925","3.053024","1.416413","230.170607"
"116.000000","7.000000","873.000000","0.011320","0.011320","16.000000","308.000000","0.412376","1.986985","175.523348","-21.889853","0.011524","0.025232","4.217265","2.187023","175.523348"
"116.000000","7.000000","717.000000","0.007743","0.007743","16.000000","309.000000","0.604847","1.457782","188.267172","-12.793783","0.003486","0.007088","1.766546","0.893049","188.267172"
"116.000000","7.000000","873.000000","0.007833","0.007833","16.000000","310.000000","0.705223","1.765920","225.436615","-13.273065","0.006799","0.011362","2.947868","1.381139","225.436615"
"117.000000","7.000000","705.000000","0.008557","0.008557","16.000000","311.000000","0.507237","1.491785","174.328493","-14.040585","0.005018","0.011064","2.441917","1.269245","174.328493"
"116.000000","7.000000","873.000000","0.008024","0.008024","16.000000","312.000000","0.694989","1.790348","223.111902","-14.077204","0.006074","0.010268","2.592740","1.220658","223.111902"
"121.000000","9.000000","604.000000","0.010124","0.010124","16.000000","313.000000","0.394089","1.256274","124.088086","-12.708462","0.004256","0.013057","2.241041","1.282751","124.088086"
"116.000000","7.000000","873.000000","0.008498","0.008498","16.000000","314.000000","0.704341","1.851248","217.840167","-13.309256","0.005793","0.010054","2.380965","1.133261","217.840167"
"120.000000","7.000000","890.000000","0.010725","0.010725","16.000000","315.000000","0.477070","2.063864","192.428150","-15.993531","0.008667","0.017218","3.117493","1.562912","192.428150"
"116.000000","7.000000","873.000000","0.008153","0.008153","16.000000","316.000000","0.705507","1.804304","221.296639","-15.287978","0.006388","0.010897","2.701795","1.276827","221.296639"
"121.000000","9.000000","748.000000","0.011099","0.011099","16.000000","317.000000","0.485359","1.670688","150.525272","-11.448010","0.006702","0.017139","2.805718","1.527614","150.525272"
"116.000000","7.000000","873.000000","0.008301","0.008301","16.000000","318.000000","0.708647","1.823715","219.697054","-9.999182","0.007422","0.012761","3.101439","1.470465","219.697054"
"116.000000","7.000000","890.000000","0.008255","0.008255","16.000000","319.000000","0.730867","1.846838","223.734809","-12.634960","0.005433","0.009156","2.249415","1.057630","223.734809"
"117.000000","7.000000","890.000000","0.009122","0.009122","16.000000","320.000000","0.636312","1.975248","216.528138","-12.292202","0.005280","0.009225","2.031761","0.969666","216.528138"
"116.000000","7.000000","873.000000","0.008176","0.008176","17.000000","321.000000","0.702135","1.812241","221.657104","-14.148203","0.006213","0.010578","2.616894","1.235759","221.657104"
"116.000000","7.000000","873.000000","0.007895","0.007895","17.000000","322.000000","0.708468","1.786044","226.212644","-11.402949","0.004401","0.007327","1.887845","0.883045","226.212644"
"116.000000","7.000000","873.000000","0.008234","0.008234","17.000000","323.000000","0.705018","1.822077","221.282448","-11.957020","0.005824","0.009935","2.439218","1.152719","221.282448"
"116.000000","7.000000","873.000000","0.007885","0.007885","17.000000","324.000000","0.713106","1.785422","226.428415","-13.693501","0.004412","0.007338","1.893540","0.885338","226.428415"
"117.000000","7.000000","705.000000","0.009099","0.009099","17.000000","325.000000","0.517478","1.555042","170.908809","-11.210654","0.004074","0.009168","1.892660","0.990397","170.908809"
"117.000000","7.000000","705.000000","0.008422","0.008422","17.000000","326.000000","0.525511","1.487202","176.584505","-14.405172","0.004558","0.009916","2.231569","1.154746","176.584505"
"116.000000","7.000000","873.000000","0.008079","0.008079","17.000000","327.000000","0.708808","1.796852","222.419655","-13.580549","0.005432","0.009214","2.309029","1.088644","222.419655"
