"Temperature (C) ","Detuning (GHz) ","Laser Power (uW) ","C(1D)","A(1D)","G(1D)","By(1D)","Error C(1D)","Error A(1D)","Error G(1D)","Error By(1D)","G1(2D)","G2(2D)","C(2D)","A(2D)","Bx(2D)","Bz(2D)","Error G1(2D)","Error G2(2D)","Error C(2D)","Error A(2D)","Error Bx(2D)","Error Bz(2D)","Hanle (V/nT)","Demod (V/nT)","Sensitivity (T/sqrt(Hz)","Error Sensitivity","Run Number"
130,-20,5000,86.99964467,1.35169138,1.879102272,-0.846451934,0.916374257,0.007324784,0.009168366,0.37035784,52.97491637,362.2539534,-3.319049616,-0.875703586,-4.155223014,-329.9992279,2.344824269,7.621536128,0.022115411,0.026682294,1.716864413,6.02051362,0.021598965,0.004179301,4.85881e-13,1.03187e-13,85
130,-20,6000,94.46981692,1.663203582,2.482903647,0.578215054,1.072325101,0.011232015,0.012968263,0.409735122,48.56179367,366.2675456,-4.32189464,-1.193868487,-4.22282803,-395.9685065,2.104126256,7.591142548,0.030415683,0.036126689,1.678242522,6.296667635,0.026282507,0.005077538,5.37145e-13,1.18165e-13,86
130,-20,7000,102.540763,2.014910293,3.154654854,1.850036052,1.189514508,0.015723081,0.016893846,0.427388937,44.77998212,367.9373411,-5.446190864,-1.54061768,-4.330162624,-467.1259735,1.892849095,7.417028149,0.038710568,0.045542451,1.633309594,6.557936367,0.030764886,0.006082819,4.7301e-13,1.17947e-13,87
130,-20,8000,110.3247581,2.358592539,3.792005288,3.139952692,1.280690252,0.020246936,0.020590787,0.433320344,41.40159105,367.0882093,-6.513139184,-1.85014405,-4.432299531,-532.8967204,1.713921173,7.201767849,0.04561181,0.053399175,1.588626521,6.824003376,0.034371299,0.006971582,4.81276e-13,1.15103e-13,88
130,-20,9000,118.2015058,2.714333713,4.422665571,4.273073457,1.329128758,0.024411613,0.02379117,0.422935367,38.21806067,364.2818403,-7.574309759,-2.132523695,-4.491344159,-596.6594465,1.55521978,6.968768662,0.051494887,0.060187895,1.544262216,7.125877955,0.037416322,0.007932954,4.67629e-13,9.2642e-14,89
130,-20,10000,126.7237586,3.122526559,5.076890989,5.271579145,1.338455085,0.028125671,0.026512815,0.398318982,34.83425439,359.574488,-8.709008452,-2.400213881,-4.577757688,-663.3093046,1.399366663,6.735623023,0.056946901,0.066602438,1.498254161,7.537766389,0.040062661,0.008931072,5.32826e-13,1.41622e-13,90
130,-20,11000,134.0645059,3.545306017,5.675284507,6.438413243,1.295514971,0.030358832,0.028056667,0.363876614,31.72234648,353.9072936,-9.780161195,-2.619369331,-4.647201805,-725.141433,1.263898849,6.530783661,0.061360075,0.071955544,1.455360304,8.028678877,0.042332491,0.009817702,5.00126e-13,1.28435e-13,91
130,-20,12000,155.9470094,3.760219246,6.236189628,6.756246425,1.804860421,0.046219526,0.041624792,0.425667241,29.77746819,342.9800738,-10.67427432,-2.694549991,-4.927716129,-782.3212177,1.144609112,5.952721524,0.058283888,0.069568421,1.368022167,7.954772754,0.039989158,-0.009720069,5.32025e-13,9.01631e-14,92
130,-20,13000,141.7921724,5.234732887,4.831838536,6.846346945,2.451942733,0.075723868,0.069111101,0.760909729,26.30431085,288.0251982,-10.51904951,-1.955084808,-6.506975768,-832.0974859,1.089527956,4.874934913,0.036934713,0.050057681,1.257328501,6.516978923,0.034076906,0.011221749,4.89368e-13,9.1681e-14,93
130,-20,14000,217.7012553,3.836506816,6.219517998,4.790681208,10.99003373,0.428531741,0.414749237,1.028097303,18.4429697,229.6420344,-10.28964369,-1.234671791,-7.946028265,-882.9834732,0.916832525,4.415090655,0.024494568,0.038334961,1.135541824,5.60988331,0.02856905,0.008295151,6.01731e-13,1.18582e-13,94
130,-20,15000,31494.19355,-33045.85816,33055.8915,6.906376271,134238.7412,281767.7417,281767.7415,1.23125454,9.083593596,164.6251172,-10.10793094,-0.603714652,-9.469695789,-939.2646463,0.662357639,4.427822226,0.01576402,0.02865216,0.987412407,4.771363498,1.049586853,0,NA,0,95
130,-18,1000,63.49672933,0.021534335,0.038675215,13.07871264,0.381135075,6.56795e-05,0.00011591,0.182706803,192.6653232,1252.067676,-0.175159621,-0.136585806,-2.371226233,-156.196526,13.28993261,90.98732928,0.0183197,0.018309146,2.286502587,6.060850465,0.00060909,-7.77784e-05,6.08329e-12,1.70018e-12,96
130,-18,2000,46.14165814,0.04909624,0.292320391,-4.648267328,0.426474284,0.000597201,0.001473408,0.229728576,49.23058467,462.3911489,-0.355155623,-0.176303648,-2.696671979,-164.0740342,2.55895219,15.8191114,0.009079294,0.009638237,1.998561132,8.193946042,0.006335281,0.000688316,1.06454e-12,2.52086e-13,97
130,-18,3000,52.78242514,0.078513431,0.727784979,-2.796038259,0.590130525,0.001990185,0.004279808,0.304172915,46.58804298,508.9144151,-0.992951567,-0.569850414,-2.106481347,-247.6090225,2.484836216,19.36180219,0.034530105,0.035826714,2.002756234,9.290297428,0.013788396,-0.002114693,5.89096e-13,1.0865e-13,98
130,-18,4000,62.54858707,0.112273306,1.337678864,-0.596202414,0.669459338,0.004003172,0.007173238,0.322758593,43.03121431,509.4440223,-1.871530303,-1.094143674,-1.841529114,-341.1139529,2.211372462,18.47099798,0.063482695,0.065681834,1.955584653,10.02404949,0.021386236,-0.00418186,4.65023e-13,9.74472e-14,99
130,-18,5000,74.97777715,0.141274604,2.059675714,1.007863634,0.744331825,0.006646665,0.009750217,0.328577225,38.68902859,490.5625482,-2.829113274,-1.607428253,-1.962358771,-435.8909509,1.89694476,16.25486421,0.084244383,0.087469753,1.889258167,10.69171227,0.027470482,0.005834911,4.14008e-13,7.70913e-14,100
130,-18,6000,87.57821711,0.16142112,2.807809972,2.511178062,0.828964944,0.009893481,0.012301221,0.333610936,34.69192053,471.459796,-3.76414234,-2.057436683,-2.136140459,-521.2744125,1.639576666,14.4639927,0.098635112,0.10291864,1.8171514,11.3895119,0.032060598,0.007260278,4.47507e-13,1.11288e-13,101
130,-18,7000,101.7136711,0.169630093,3.627468291,3.896351552,0.911604109,0.013863015,0.014997413,0.329690218,30.79330625,451.1273935,-4.738102917,-2.466187832,-2.348160092,-604.4021202,1.413768326,12.91929679,0.108932658,0.114473266,1.738668563,12.19524948,0.035663527,0.008317196,3.84885e-13,1.3536e-13,102
130,-18,8000,115.7283095,0.167149798,4.452913785,5.234491198,0.982454955,0.018186516,0.017942333,0.318813789,27.26100111,431.0600311,-5.658975172,-2.787788732,-2.576249316,-680.029409,1.22622824,11.65871943,0.11480425,0.121754831,1.660016944,13.05068958,0.038477308,0.009045424,4.61611e-13,9.62389e-14,103
130,-18,9000,129.8940317,0.15566042,5.265944754,6.524377946,1.065874295,0.023204563,0.021670512,0.309470521,24.13691187,412.1914403,-6.540483968,-3.039474365,-2.753719079,-750.0352,1.069034084,10.62602386,0.117843475,0.126347888,1.5826185,13.96103071,0.040540313,-0.009549376,4.68779e-13,1.17783e-13,104
130,-18,10000,145.4129908,0.141642809,6.161935503,7.847904474,1.155104086,0.029295658,0.02658364,0.296597678,21.06921518,392.3319857,-7.474172003,-3.242611377,-2.904674932,-821.8998547,0.919604495,9.653411308,0.118429863,0.128794819,1.495604306,14.98462131,0.042375413,0.010012781,4.86622e-13,1.23024e-13,105
130,-18,11000,159.0647012,0.171273101,6.971678551,9.208934807,1.316796944,0.037650308,0.033885911,0.303503522,18.43538334,373.7093844,-8.327105722,-3.361493831,-3.039556905,-886.7122804,0.796737211,8.851914096,0.11669698,0.128979091,1.414582532,15.99166815,0.0438292,-0.0103996,5.21655e-13,1.3616e-13,106
130,-18,12000,170.9286435,0.281295206,7.71337485,10.30865235,1.419192087,0.04474718,0.040289506,0.297937251,16.17982204,356.8147664,-9.175265164,-3.439249986,-3.104982583,-948.2655475,0.691461489,8.1592472,0.113866886,0.128092026,1.334651103,16.99479627,0.045126286,-0.010918664,5.03753e-13,1.17948e-13,107
130,-18,13000,179.7626619,0.566915784,8.358914983,11.83152397,1.501260415,0.051142931,0.046187697,0.294473726,13.99868121,339.3228974,-10.05035689,-3.457131138,-3.205097845,-1010.571604,0.593663991,7.527528308,0.109650885,0.125970091,1.253062045,18.10016416,0.046499729,-0.011409163,4.74159e-13,8.59292e-14,108
130,-18,14000,185.6462122,0.923987678,8.820009358,12.65434805,1.472133675,0.052804199,0.047820477,0.276059958,12.50434452,326.9914169,-10.83558205,-3.473089761,-3.236924837,-1062.223175,0.523156288,7.050770383,0.105999267,0.123982369,1.184532428,19.01837299,0.047509773,-0.01178262,5.39399e-13,8.67565e-14,109
130,-18,15000,145.6612668,3.226495441,6.778663488,12.50588409,1.310691989,0.056901972,0.052023588,0.387038418,11.3460882,296.2690219,-11.03423279,-2.983964733,-3.727933106,-1082.104292,0.452164376,5.719733538,0.078041067,0.095475043,1.05194175,15.86284083,0.046537172,-0.013043042,5.57822e-13,8.30314e-14,110
130,-18,16000,186.3888605,2.437183258,7.669566741,10.08336725,4.246088337,0.210442818,0.199293037,0.640868357,9.657215469,252.0621538,-10.77746716,-2.195455016,-4.579064711,-1087.427469,0.404252524,4.693661065,0.051706347,0.06850513,0.949732189,12.22690662,0.041148203,-0.012491685,6.0433e-13,1.63147e-13,111
130,-16,1000,54.48398636,0.003152831,0.009965173,18.38206194,0.496819149,2.27639e-05,4.74289e-05,0.253459978,15392.04024,102549.486,-236.6355802,-236.6287804,-5.008755185,-189.3998186,NA,NA,NA,NA,2.565063967,6.37560358,0.000182901,-1.76101e-05,2.2806e-11,3.23244e-12,112
130,-16,2000,34.47412102,0.005545475,0.162010042,-2.827514189,0.314992009,0.000266127,0.000862827,0.182810337,59.64338717,859.3638521,-0.347515718,-0.282181821,-1.919223095,-187.4356354,6.922698726,95.03479505,0.057973324,0.058200961,2.261160898,12.51773601,0.004699468,-0.000406849,1.64071e-12,3.44683e-13,113
130,-16,3000,41.84650303,0.003396952,0.544746294,-0.80671678,0.428042532,0.001147123,0.003112975,0.23708241,64.23724465,1047.344888,-1.798764436,-1.571426314,0.273391403,-299.5863293,9.743069781,157.5025483,0.450125427,0.45078324,2.269949324,15.4799857,0.013017726,-0.001840895,6.5839e-13,1.52812e-13,114
130,-16,4000,53.10988893,-0.007564113,1.105268248,1.086703597,0.519289055,0.002655843,0.005674184,0.267064184,51.25840871,901.6698425,-3.022062157,-2.532086182,0.924814546,-417.1178681,5.576060118,96.33501451,0.507120402,0.5083595,2.184752691,17.77795939,0.020810969,-0.004069679,4.36295e-13,9.12924e-14,115
130,-16,5000,67.16951785,-0.033976003,1.799854313,2.844105703,0.643679334,0.005111833,0.008468202,0.300455775,39.88394259,749.6466606,-3.83408565,-2.98905783,0.789524532,-533.3894672,3.100775987,54.84202968,0.398845357,0.400939284,2.069988784,19.74877168,0.026795701,0.005923578,4.30033e-13,1.29534e-13,116
130,-16,6000,81.07085958,-0.076004639,2.494929106,4.33431443,0.769056522,0.008229794,0.011093253,0.324809498,32.79654788,653.6420919,-4.480750561,-3.25225337,0.449865125,-626.0301873,2.10465912,37.036739,0.327426397,0.330628897,1.96170574,21.22936541,0.030774672,0.007376537,3.97803e-13,1.07607e-13,117
130,-16,7000,97.05096939,-0.146317113,3.29365849,5.659222743,0.868043303,0.012030242,0.013556915,0.325400522,27.23727006,576.7812409,-5.145175675,-3.441416077,-0.073485257,-714.6353749,1.536812234,26.4276031,0.272243471,0.277017304,1.845083319,22.46675456,0.033937409,0.008418105,3.75928e-13,9.95745e-14,118
130,-16,8000,113.2832128,-0.243651997,4.11947907,6.838961273,0.926141251,0.015876705,0.015874879,0.306469747,22.95785377,517.7342584,-5.758817831,-3.536599869,-0.494707682,-790.5653422,1.204090445,20.23935685,0.232248648,0.238908082,1.733389832,23.39911835,0.036364427,0.009082706,4.2306e-13,8.06348e-14,119
130,-16,9000,129.3573138,-0.362419311,4.913735371,8.078540361,0.958455862,0.019469283,0.01821485,0.279666415,19.83041933,473.6243959,-6.323255568,-3.577171939,-0.858220828,-853.3420319,0.994924352,16.44586364,0.203608746,0.212206004,1.632401191,23.96816644,0.037985756,-0.009537867,4.58654e-13,1.05353e-13,120
130,-16,10000,147.7884225,-0.51152772,5.82765653,9.29629971,0.973899487,0.023339424,0.021133402,0.245630501,16.86462717,432.388945,-6.954699844,-3.571761264,-1.217408716,-919.5972116,0.817261312,13.47364958,0.177775784,0.188680053,1.518671805,24.48274862,0.039432429,-0.009952392,4.83493e-13,1.0317e-13,121
130,-16,11000,163.8123405,-0.613526765,6.65321677,10.62150003,1.012011387,0.027571095,0.024805612,0.224920808,14.45994899,398.7613965,-7.53461713,-3.50973518,-1.476017464,-976.2056926,0.687059345,11.47105135,0.157620865,0.170722222,1.417454181,24.84249322,0.040614869,-0.010255564,4.86835e-13,9.92289e-14,122
130,-16,12000,177.3301624,-0.618092782,7.391465386,11.92232836,1.124698498,0.033903248,0.030589207,0.224925763,12.48004122,371.6525994,-8.147510828,-3.448341314,-1.727312153,-1034.023217,0.581250658,9.99228721,0.141785668,0.156995692,1.31880844,25.32189785,0.041681941,-0.010516824,5.03616e-13,1.03014e-13,123
130,-16,13000,187.5922158,-0.459161656,8.030676008,13.11016646,1.283593808,0.041886548,0.037972119,0.237255423,10.64271121,346.624889,-8.791888032,-3.348371114,-1.939995696,-1091.853265,0.4902596,8.843187336,0.128126362,0.145455955,1.225061376,25.96233,0.042809218,-0.010786556,5.49141e-13,1.15261e-13,124
130,-16,14000,193.9104142,-0.18400849,8.474903989,14.12929698,1.334602102,0.045839372,0.041702676,0.23529134,9.311698092,328.3753659,-9.39544152,-3.26466512,-2.066771161,-1141.606237,0.4257069,8.079562914,0.118658309,0.137725206,1.151266994,26.65661317,0.043705254,-0.011230475,5.9811e-13,8.43609e-14,125
130,-16,15000,199.3340711,0.186893435,8.88983557,14.81906839,1.349836236,0.048518233,0.044282584,0.228531131,8.164061584,312.702063,-10.08011202,-3.191829208,-2.170020075,-1193.684537,0.370964651,7.471768023,0.111071148,0.131893926,1.083919983,27.61991912,0.044597672,-0.011445315,5.79999e-13,1.22462e-13,126
130,-16,16000,206.2489138,0.485739568,9.308163505,15.33463755,1.284434958,0.048193026,0.044173674,0.206443217,7.319813798,301.1325697,-10.72399874,-3.129547524,-2.268549541,-1236.199578,0.330831689,7.042957005,0.105472351,0.12762409,1.029492854,28.45732395,0.045130727,-0.011851613,6.14739e-13,1.05795e-13,127
130,-14,1000,43.72619845,0.000863093,0.000333555,25.41999121,1.051365781,1.70325e-06,4.43961e-06,0.576092451,14011.46249,90657.1108,-8.108613107,-8.107652317,-14.89344269,-227.260324,14372.17506,92904.44265,16.61534541,16.61534541,3.812637069,9.545219446,7.62827e-06,-1.2095e-06,4.11815e-10,1.17761e-10,128
130,-14,2000,22.00202103,0.000724494,0.042764537,2.532348751,0.24645587,6.44048e-05,0.000300099,0.154255174,1238.958364,28371.86788,-62.89366699,-62.8817332,-1.350654636,-291.2782545,7675.396959,175753.119,779.0163865,779.0163886,3.202519747,30.77497031,0.001943664,-0.000130291,3.94674e-12,8.67986e-13,129
130,-14,3000,30.54255096,0.004835565,0.262713535,2.032819385,0.205317897,0.000413084,0.001472607,0.193759552,2960.485961,72392.59588,-3510.071237,-3509.98042,2.418282198,-432.1899236,NA,NA,NA,NA,2.976565061,36.26962589,0.008601558,-0.001235155,7.32775e-13,1.68197e-13,130
130,-14,4000,41.26985875,0.012453632,0.646382735,3.669593685,0.266087796,0.001179362,0.003411087,0.24384992,1744.335914,46300.1873,-3974.390913,-3974.134867,3.43366251,-568.4879403,5207.813997,138205.9783,23724.93368,23724.93369,2.652684954,41.16111042,0.015662344,-0.003136285,5.1425e-13,1.02046e-13,131
130,-14,5000,52.25555733,0.028498134,1.096405221,5.072748215,0.327383061,0.002286983,0.005491567,0.28882165,1780.115217,52712.84746,-9376.193061,-9375.710317,3.532608867,-708.4410476,NA,NA,NA,NA,2.39107439,48.12592973,0.0209816,0.004781929,4.50333e-13,1.12298e-13,132
130,-14,6000,74.38531387,-0.129364657,1.839258423,7.091780668,0.720559247,0.005751577,0.008515355,0.319569142,1132.275426,38207.87193,-7442.870682,-7442.1141,3.342946189,-866.9449595,5596.561164,188857.1987,73568.47884,73568.47893,2.184171041,58.40247004,0.024726096,0.00614302,4.4541e-13,1.23699e-13,133
130,-14,7000,91.80026943,-0.200698703,2.449436751,9.365170994,0.796018495,0.008244025,0.009793355,0.310709964,211.6972178,8268.00091,-477.5253693,-476.4569529,2.947069292,-1050.063136,1926.25685,75458.49,8690.248754,8690.256121,2.01173847,78.78479497,0.026682239,-0.00692896,4.70423e-13,8.19691e-14,134
130,-14,8000,82.49915334,0.157244386,2.570822352,10.14986674,0.384694605,0.005814582,0.008662317,0.281897906,27.19521443,1061.132568,-11.82643463,-10.38826326,2.337674846,-1068.501099,3.982205071,164.9109905,3.092784057,3.101744974,1.867846947,69.6374325,0.031161803,0.007731393,5.48081e-13,1.22706e-13,135
130,-14,9000,91.02268829,0.195130695,3.066379331,9.594185231,0.345851752,0.006240021,0.00814369,0.232512735,18.79967723,734.1457412,-8.051137046,-6.217773746,1.785023504,-1070.45343,1.605209625,59.54483861,0.928479373,0.9388984,1.739162045,60.82424506,0.033688077,0.008282698,5.65101e-13,1.74498e-13,136
130,-14,10000,101.1764064,0.25086071,3.593564502,9.87457193,0.380530019,0.008131602,0.009208866,0.225981119,14.56649626,578.8970122,-7.064166178,-4.755171165,1.207286791,-1085.508226,0.99334128,32.15417592,0.467534527,0.479644536,1.603025486,53.74561375,0.035517811,0.008740474,6.29769e-13,1.46612e-13,137
130,-14,11000,157.8144047,-0.846331501,5.339692094,10.45637368,0.803117314,0.017587167,0.015836278,0.187194432,11.9042714,490.3829288,-6.83729961,-4.033242106,0.696201211,-1103.53471,0.733036279,21.66967016,0.305147332,0.318787651,1.477385264,48.51052231,0.033835264,-0.008938443,5.98159e-13,1.28697e-13,138
130,-14,12000,173.1638576,-0.951514454,5.987290499,12.9337035,0.720637302,0.017610395,0.015869066,0.149179628,9.936140846,432.4100824,-6.893727311,-3.589095443,0.262484907,-1133.09314,0.579548319,16.46192377,0.227444225,0.242587806,1.365323052,45.39515113,0.034575867,-0.008991828,6.5879e-13,1.53062e-13,139
130,-14,13000,185.4950765,-0.944327707,6.603008857,14.04088858,0.8515078,0.022853126,0.020696468,0.160288327,8.253550614,385.9581976,-7.125029814,-3.242327476,-0.097747868,-1170.573786,0.465427465,13.12247714,0.178605652,0.195312232,1.257107991,43.14313003,0.03559668,-0.009124032,6.74763e-13,1.00991e-13,140
130,-14,14000,193.0439276,-0.815288482,7.03737663,14.86272212,0.977158417,0.027868168,0.025341461,0.17372367,7.018839058,354.4566376,-7.420562471,-3.005022148,-0.413026091,-1212.869478,0.390038162,11.24909466,0.151272217,0.169380111,1.172849346,42.41057258,0.036454794,-0.009449747,7.96869e-13,1.15883e-13,141
130,-14,15000,199.3539227,-0.598448827,7.411022614,15.6034329,1.009040478,0.030222923,0.027585334,0.171140673,6.039806176,330.2758784,-7.826021868,-2.835840397,-0.651047887,-1258.384167,0.332024658,9.951632538,0.133068898,0.152511005,1.096673136,42.25496978,0.037175203,-0.009737862,8.16947e-13,1.69467e-13,142
130,-14,16000,205.2406524,-0.384914747,7.750028149,16.07572266,1.184485803,0.037003829,0.033896631,0.192245459,5.231965397,311.3371934,-8.212188351,-2.683309564,-0.777302512,-1297.146818,0.289819566,9.157356571,0.121281879,0.14179459,1.038350526,42.69251592,0.037760688,-0.009981141,8.89971e-13,1.50132e-13,143
130,-12,1000,100,0.000849795,1.17422e-05,4.88915e-08,43.39579855,2.13876e-06,2.34742e-06,7.104106812,99.99999936,100.0000049,-0.000846901,-3.28567e-07,-3.57086e-09,-1.75874e-08,821.9810235,275.2665975,2.83093e-07,1.70025e-06,716561432.9,845738627,1.17422e-07,1.75353e-06,2.62555e-10,6.68056e-11,144
130,-12,2000,8.884388712,0.001371929,0.001559646,3.698051881,0.137583047,1.92483e-06,1.6287e-05,0.092772331,100.0000059,100.0000996,-0.001421793,-4.90314e-06,1.80956e-07,-3.44369e-07,352.5303032,118.0601415,1.81203e-06,1.08819e-05,20.43127775,15.51921059,0.000175549,-3.05854e-06,1.19096e-10,3.24023e-11,145
130,-12,3000,20.91042567,0.001901207,0.055949208,5.294074523,0.040787556,2.04282e-05,9.22784e-05,0.039332475,798.3496868,32006.65185,-91.79877225,-91.78531304,2.365948404,-590.2387202,NA,NA,NA,NA,4.73951628,113.8403526,0.002675661,-0.00023996,2.02369e-12,4.82252e-13,146
130,-12,4000,30.93864099,0.002319085,0.242055633,4.743089791,0.055486367,0.000102341,0.000361753,0.052311754,1947.52875,73384.26321,-2782.619469,-2782.549912,3.030539621,-607.4026237,NA,NA,NA,NA,3.761497533,86.54012729,0.007823732,0.001225494,8.33146e-13,1.68145e-13,147
130,-12,5000,41.24080907,0.002859864,0.495847817,5.478629108,0.069504791,0.000236374,0.000684024,0.063701679,1874.293584,74493.07115,-6882.745494,-6882.577687,3.280004481,-679.7591925,NA,NA,NA,NA,3.192676492,83.7310439,0.012023232,0.002311619,6.85174e-13,8.85915e-14,148
130,-12,6000,51.22367204,0.003957685,0.772293597,6.421767715,0.072349494,0.000358007,0.000874199,0.064084018,1578.645568,67632.07722,-9884.874145,-9884.575878,3.331272885,-763.2620507,10699.65882,458347.8497,133975.9016,133975.9016,2.805236633,86.31761934,0.015076889,-0.00318085,7.66898e-13,1.32884e-13,149
130,-12,7000,61.31813105,0.005785044,1.08451287,7.194478708,0.091295991,0.000606134,0.001260226,0.077370794,1378.541845,64238.22434,-13433.31698,-13432.85593,3.287964131,-850.1467295,2048.517213,95259.003,39838.06682,39838.06682,2.502970755,91.00841702,0.017686659,0.003958971,8.23273e-13,1.63921e-13,150
130,-12,8000,70.67146561,0.009887853,1.380004498,8.196833604,0.121492863,0.001000001,0.001795711,0.097592787,1104.213492,56039.76202,-13822.04903,-13821.40981,3.115198624,-942.7007281,NA,NA,NA,NA,2.269478431,97.6189479,0.019527039,0.004540067,8.02716e-13,1.37189e-13,151
130,-12,9000,79.75756144,0.015610794,1.675850662,8.986612093,0.141601646,0.001397485,0.002173995,0.106280285,898.3430799,49396.01075,-13572.7847,-13571.95479,2.919824364,-1023.393509,NA,NA,NA,NA,2.079384623,103.694517,0.021011809,0.005018737,8.82186e-13,1.67799e-13,152
130,-12,10000,88.69751201,0.029962274,2.011945907,10.21780944,0.198775363,0.002350669,0.003178799,0.137061429,303.6691256,18420.948,-2334.575588,-2333.518088,2.685181125,-1128.098587,NA,NA,NA,NA,1.900594172,111.0094833,0.022683228,0.005421872,1.0103e-12,1.48048e-13,153
130,-12,11000,97.09098048,0.051715103,2.311851839,11.44892447,0.253928687,0.003472016,0.004152824,0.159061578,200.6778758,13349.42929,-1449.245124,-1447.958727,2.440752374,-1232.107157,4515.89607,300602.9721,65196.88624,65196.8934,1.754804192,127.2757539,0.023811191,0.005782737,9.69241e-13,1.65115e-13,154
130,-12,12000,147.4073483,-0.615383682,3.354433593,11.02648229,0.736987007,0.01016284,0.009208372,0.186722419,16.30119508,1097.931524,-13.13113235,-11.57477599,2.011905969,-1196.913548,3.796427417,252.876822,5.18669761,5.197251554,1.625389233,111.9243073,0.022756217,-0.006114617,9.51715e-13,1.36768e-13,155
130,-12,13000,160.7532682,-0.687092706,3.776100394,12.83647052,0.580085679,0.008970029,0.008074827,0.132460133,10.11797149,695.1448308,-7.317622676,-5.447866192,1.582220985,-1157.815643,1.272184225,73.09393267,1.078480275,1.089523759,1.495987718,93.12502738,0.023490038,-0.006132835,1.0484e-12,1.32003e-13,156
130,-12,14000,171.6287861,-0.715387037,4.118575725,13.19455089,0.591301121,0.009943014,0.008956621,0.123950209,7.710361245,551.1781089,-6.052953867,-3.883882698,1.2345397,-1141.697488,0.800581838,41.37106169,0.535052184,0.54665485,1.391661112,81.66922812,0.023996999,-0.006278061,1.0914e-12,1.96949e-13,157
130,-12,15000,179.4880709,-0.675436814,4.422999517,13.39681984,0.792235854,0.01427315,0.012890376,0.156143695,6.131702664,463.2889072,-5.565513609,-3.07259327,0.792044766,-1137.589226,0.579007842,28.14795669,0.33487436,0.347070444,1.295252521,73.13544053,0.024642303,-0.0061475,1.17409e-12,1.89069e-13,158
130,-12,16000,185.8736348,-0.613499577,4.68447555,13.78755322,0.870986364,0.016583775,0.015021343,0.163387856,5.048023677,408.8055658,-5.415730798,-2.61666408,0.454778748,-1144.726134,0.458607371,22.01773072,0.248416132,0.26115308,1.215405388,68.11095564,0.025202475,-0.006458756,1.41012e-12,2.1833e-13,159
130,-10,1000,100,0.00084621,-6.01602e-07,1.3867e-09,NA,NA,NA,NA,99.99999939,100.0000051,-0.000824323,-1.35072e-06,1.51593e-08,-7.27462e-08,332.6153693,111.3783713,4.70852e-07,2.82814e-06,5.685835005,9.373409588,-6.01602e-09,-4.83822e-06,8.60271e-11,2.55201e-11,160
130,-10,2000,100,0.001369521,3.25633e-05,3.90081e-09,18.70135984,2.55549e-06,2.80631e-06,1.669781717,99.99999842,100.0000088,-0.00138638,-1.19873e-06,-4.63853e-08,5.20649e-08,240.5638214,80.57693236,3.01755e-07,1.81533e-06,3.949006226,3.608613606,3.25633e-07,3.67576e-06,1.21177e-10,4.15509e-11,161
130,-10,3000,100,0.001878887,5.59176e-05,1.03941e-07,8.840620565,2.07635e-06,2.28012e-06,2.731479555,99.99999702,100.0000163,-0.001905506,-2.71487e-06,7.6345e-08,1.14558e-07,154.0399651,51.57042591,4.38339e-07,2.63227e-06,4.558980057,4.878019265,5.59176e-07,6.23977e-07,6.91248e-10,1.75733e-10,162
130,-10,4000,6.638287953,0.002446721,0.003768883,2.628384299,0.032191598,1.84153e-06,1.57206e-05,0.031863107,100.0000314,100.0004076,-0.002480115,-6.87454e-06,-3.72417e-07,-1.62427e-06,348.7743074,116.798568,2.5135e-06,1.50944e-05,21.08137964,15.84525529,0.000567749,6.65087e-07,6.63735e-10,1.40715e-10,163
130,-10,5000,19.79664827,0.002955254,0.031974181,0.5430995,0.099279868,2.90964e-05,0.000135785,0.095955294,113.2452538,7355.657265,-1.833971609,-1.826169845,0.524527116,-289.6809987,9533.284556,617930.6916,306.7422848,306.7423912,6.111811356,166.1696278,0.001615131,-0.000147486,3.62431e-12,6.81118e-13,164
130,-10,6000,28.10221242,0.003289931,0.098411348,0.280332963,0.120438877,9.38122e-05,0.000353007,0.11432512,837.8444416,43250.23311,-271.1240209,-271.100218,0.770753127,-284.1599235,NA,NA,NA,NA,4.958793063,106.4982913,0.003501907,0.00036076,1.94464e-12,3.06742e-13,165
130,-10,7000,36.94659596,0.003395506,0.182107048,0.552407607,0.150700599,0.00019563,0.000612808,0.139857201,795.6658093,41247.11124,-566.7124633,-566.661494,0.783160058,-303.859539,2504.649836,129615.302,3561.27841,3561.278412,4.289231429,94.7363406,0.004928926,-0.000645836,1.65822e-12,2.97071e-13,166
130,-10,8000,44.7960531,0.003440718,0.280347201,1.108031647,0.150405068,0.000281393,0.000765065,0.136302264,218.4808903,11707.04196,-80.34752902,-80.25956866,0.745838123,-316.6730337,NA,NA,NA,NA,3.815343638,88.29476773,0.006258301,0.000900668,1.55093e-12,2.48237e-13,167
130,-10,9000,51.77670754,0.003452108,0.375775435,1.49146608,0.136829622,0.000328445,0.000794824,0.120939158,369.3622344,20754.98588,-374.2680707,-374.1380099,0.731179554,-339.2504174,7570.763518,425303.5542,15332.77784,15332.77793,3.478828882,86.95264939,0.007257615,0.00111944,1.65273e-12,3.7238e-13,168
130,-10,10000,59.98352668,0.003028618,0.483878943,1.478987676,0.14578109,0.000433961,0.00092137,0.124356403,311.209368,18525.74454,-422.7045817,-422.5191229,0.618748583,-339.8714354,NA,NA,NA,NA,3.173524059,84.09221115,0.008066864,0.00138016,1.61581e-12,3.13279e-13,169
