"Temperature (C) ","Detuning (GHz) ","Laser Power (uW) ","C(1D)","A(1D)","G(1D)","By(1D)","Error C(1D)","Error A(1D)","Error G(1D)","Error By(1D)","G1(2D)","G2(2D)","C(2D)","A(2D)","Bx(2D)","Bz(2D)","Error G1(2D)","Error G2(2D)","Error C(2D)","Error A(2D)","Error Bx(2D)","Error Bz(2D)","Hanle (V/nT)","Demod (V/nT)","Sensitivity (T/sqrt(Hz)","Error Sensitivity","Run Number"
130,-30,11000,205.8139316,7.250830517,2.661498207,3.584727698,8.700274263,0.147404359,0.141693057,0.959162773,32.7025121,213.4772133,-9.960848124,-0.48603746,-6.638471842,-631.8998191,1.777758452,4.27773404,0.008257192,0.015759807,1.179028134,3.509391653,0.012931575,0.003700072,9.58877e-13,2.06721e-13,11
130,-30,12000,59300.86221,-25318.07215,25327.95209,5.616416052,135252.6415,115529.7508,115529.7508,2.577984379,0.322094446,34.84207841,-9.84120737,-0.009385481,-9.341912431,-686.0158109,0.423497296,15.34861499,0.00298283,0.00821263,0.961911786,2.462458825,0.42710934,0,NA,0,12
130,-30,13000,140.7139263,9.796061116,-0.012514516,12.14451487,1.982740757,0.000102148,9.33414e-05,0.53028954,0.000182951,2.094195339,-9.806686158,-1.20528e-05,-18.3055545,-748.3626263,0.115287088,439.8922049,0.00135112,0.005063326,1.857083301,2.927842234,-8.89359e-05,1.92885e-05,2.26011e-10,3.87921e-11,13
130,-30,14000,147.3598122,9.793197539,-0.012463334,10.14869509,1.226261834,6.2843e-05,5.69341e-05,0.310557259,33.44073928,325.2407459,-9.780316528,0.004760534,9.980282637,-810.3293973,3.192852771,12.95217228,0.000216136,0.00027526,3.348281207,16.83885806,-8.45776e-05,1.70045e-05,2.57678e-10,4.5662e-11,14
130,-30,15000,146.8003919,9.789364016,-0.009237303,8.259032994,2.378277904,0.000141171,0.000129017,0.679735594,18.41487685,214.7304554,-9.780418689,0.002275025,-5.813769379,-846.4319965,1.166701567,5.156883018,5.3895e-05,8.97005e-05,1.325432624,5.793869975,-6.29242e-05,-2.55422e-05,2.00017e-10,3.34683e-11,15
130,-30,16000,100.0000007,9.780454103,-7.04098e-05,0,NA,NA,NA,NA,-0.067748151,294.6207679,-9.778985598,0.000422592,-7.843685124,16608.14701,0.153222087,18.1469376,0.000224391,0.000437981,2.39454463,20893.06031,-7.04098e-07,4.46271e-06,9.64279e-11,6.24386e-11,16
130,-28,1000,47.22012785,0.511729723,0.107084456,1.673516159,0.113876767,5.80678e-05,0.000139983,0.060906415,107.6728468,397.025162,-0.607741387,-0.046230254,-1.200580599,-78.71407539,4.704687188,7.717769283,0.000932397,0.00115469,2.010971762,4.969542239,0.002267771,0.000193342,2.94165e-12,1.04412e-12,17
130,-28,2000,53.73782732,1.109202458,0.392788312,-1.292705933,0.231353467,0.000419363,0.000884963,0.118480323,88.52455325,339.8625733,-1.460837746,-0.147347203,-1.945548508,-126.124532,4.23666128,6.800256153,0.002845766,0.003960869,1.893519045,4.833683383,0.007309345,-0.000887403,1.09715e-12,6.10059e-13,18
130,-28,3000,66.18189344,1.645592505,0.720246905,-0.838621415,0.332111963,0.001058213,0.001781865,0.156098659,85.05386325,342.5545538,-2.337197551,-0.291835168,-2.523164651,-187.3665609,3.912693957,6.615582687,0.005524938,0.007591397,1.827488994,4.786031306,0.010882839,-0.001903853,7.19996e-13,2.37422e-13,19
130,-28,4000,77.81189696,2.200855266,1.111813116,0.150690454,0.436748107,0.00209421,0.002949938,0.188873767,78.44267456,344.0751835,-3.311611525,-0.467677452,-2.966188749,-251.0820206,3.475907282,6.453181993,0.008822769,0.011919089,1.754089796,4.809178891,0.014288472,0.002781366,5.89426e-13,1.6405e-13,20
130,-28,5000,89.34561263,2.767050311,1.555779811,1.209592642,0.543744943,0.0035882,0.004372409,0.215942261,71.59579186,344.1265248,-4.358433594,-0.664809538,-3.324058041,-314.9216106,3.086015429,6.305330306,0.012536414,0.016716429,1.6918254,4.879708264,0.017413052,0.003688509,5.18208e-13,1.21071e-13,21
130,-28,6000,99.81280171,3.30882164,2.010398584,2.216604902,0.679948573,0.005739492,0.006307828,0.249473201,64.97765292,344.164838,-5.403819253,-0.86475762,-3.550022198,-375.218295,2.733823478,6.179565043,0.016359681,0.02152072,1.636107673,4.99016651,0.020141691,0.004433225,5.17456e-13,8.93165e-14,22
130,-28,7000,110.3185301,3.872603479,2.50102618,3.157118619,0.845266409,0.00881372,0.008963764,0.2860096,58.96978788,344.3555239,-6.522265676,-1.081365265,-3.726219981,-437.8877441,2.426757038,6.056759721,0.020473581,0.026585915,1.586762026,5.137342471,0.022670953,0.005024413,5.34766e-13,8.13054e-14,23
130,-28,8000,120.2601019,4.433845599,3.00772177,4.209979418,1.051646426,0.013124496,0.012673594,0.329261219,53.60194309,343.6902039,-7.649180279,-1.293693697,-3.88419571,-499.2155473,2.167420447,5.935294104,0.024479554,0.031463404,1.543305614,5.313257429,0.025010138,0.005499736,5.80581e-13,7.44467e-14,24
130,-28,9000,128.8095634,4.955154104,3.471976078,5.155231162,1.241169509,0.017824493,0.016694429,0.363298172,49.00127866,343.2222193,-8.697609667,-1.486484373,-3.980265956,-554.8916002,1.948675687,5.83177145,0.028146474,0.035804508,1.503877226,5.514426023,0.026954335,0.005856481,6.29865e-13,1.36003e-13,25
130,-28,10000,137.9730373,5.55731865,3.987134676,6.184804933,1.504147018,0.0247374,0.022681595,0.409479686,44.5587866,342.4852173,-9.885726687,-1.697291966,-4.062927642,-617.2500165,1.743010824,5.72126075,0.032100988,0.040431556,1.464557835,5.786501809,0.028897926,0.006188309,7.07199e-13,1.07158e-13,26
130,-28,11000,132.710173,6.688703343,3.241143007,5.423634957,1.234030634,0.025229586,0.023156445,0.446234666,41.63059858,295.5919066,-10.20173845,-1.318353836,-5.500102604,-673.9973753,1.661115914,4.643981305,0.0209235,0.030172226,1.301566284,4.733357356,0.024422717,-0.006562753,1.01824e-12,1.845e-13,27
130,-28,12000,310.7505116,3.355972731,6.601572354,2.739049188,32.05799674,1.120788165,1.110958618,1.011197084,24.09231128,203.8318866,-10.01366794,-0.599587896,-7.580354315,-729.2233692,1.355607908,4.233011588,0.011048618,0.0205713,1.121082792,3.763727129,0.021243963,0.003511713,1.17502e-12,2.0766e-13,28
130,-28,13000,52750.59581,-41351.79227,41361.75022,11.52000491,NA,NA,NA,2.140392745,3.809443254,91.98149727,-9.891607962,-0.103470412,-10.14437292,-778.7455168,0.747756045,6.220951344,0.005596993,0.013380686,0.950007129,2.915311403,0.784100153,0,NA,0,29
130,-28,14000,53578.70154,-18596.35823,18606.19934,23.00849307,232690.4276,161605.3279,161605.3279,5.920497716,0.000327841,3.449255545,-9.852101067,-9.9156e-05,-13.99956077,-818.7635577,0.048311771,169.4397202,0.003415813,0.009741129,1.085721799,2.724410413,0.347268575,0,NA,0,30
130,-28,15000,201.299788,9.798501044,-0.016906656,17.14943697,2.057666169,0.00014037,0.000128275,0.345239875,0.000198636,2.307598436,-9.814811836,-2.08145e-05,-22.40060403,-860.4565009,0.107000284,414.3554964,0.002104694,0.007474713,1.921396596,3.335048029,-8.39875e-05,1.86067e-05,2.9343e-10,4.66273e-11,31
130,-28,16000,41957.72124,69.20105267,-59.42032947,9.194459267,72901.00833,206.47224,206.4722399,1.388030646,-0.051117669,216.4296907,-9.793363103,-0.004919642,-56.34711998,3.940401608,4.954805048,8328.625605,0.380235131,0.37903367,13.1927111,4841.241102,-0.001416195,0,NA,0,32
130,-26,1000,39.67625367,0.473922316,0.11251055,5.083129216,0.210582927,0.000118355,0.000337788,0.118274937,84.12681274,315.7119228,-0.548404007,-0.029459383,-2.617337948,-38.13686274,4.590634388,7.033311011,0.000607317,0.000902367,2.000616985,5.025518786,0.002835715,-0.00021658,2.65625e-12,9.04549e-13,33
130,-26,2000,53.45861955,1.02485658,0.383061119,-1.954600373,0.314011441,0.000555756,0.001179249,0.161115104,83.88724666,338.2521427,-1.358793591,-0.139674347,-1.903693486,-120.1597711,4.063081256,6.932499042,0.002815955,0.003883768,1.896106537,4.960614365,0.007165563,-0.000928495,1.01341e-12,2.3946e-13,34
130,-26,3000,64.33816617,1.539319491,0.718391107,-1.151993454,0.3854551,0.001231291,0.002138976,0.183530512,79.10520335,342.6320047,-2.216956259,-0.287549227,-2.588520929,-178.192559,3.678169076,6.831955146,0.005802463,0.007823138,1.830683475,4.973937888,0.011165862,-0.001868919,6.91354e-13,9.60545e-14,35
130,-26,4000,75.28125787,2.071669324,1.114164612,-0.173110417,0.483533959,0.00233432,0.003409108,0.212981498,74.58536312,343.5748873,-3.16895542,-0.46561768,-3.024116778,-241.3221916,3.357426372,6.643313629,0.009249281,0.012351908,1.76727809,4.96716988,0.014800027,-0.003093776,5.12418e-13,8.46361e-14,36
130,-26,5000,85.92952094,2.617836403,1.561210991,0.788208941,0.550519744,0.003661052,0.004641045,0.224274005,69.60909402,344.9692565,-4.198814929,-0.669016873,-3.459398243,-306.5971971,3.024933078,6.444921243,0.013062411,0.017246768,1.701922819,4.986509503,0.018168506,0.003878614,4.74297e-13,1.20207e-13,37
130,-26,6000,96.24356045,3.139151439,2.017041472,1.709495524,0.642690425,0.00545958,0.006196503,0.242299445,63.79890148,343.1532625,-5.210567072,-0.863100169,-3.718064856,-366.3637091,2.717747525,6.274531136,0.016741545,0.021969793,1.646985948,5.060151542,0.020957677,0.00474161,4.76648e-13,7.84023e-14,38
130,-26,7000,106.6322448,3.681567205,2.515196121,2.630567003,0.720963447,0.007576851,0.007895837,0.251010841,58.36074591,342.2787346,-6.299647903,-1.073482545,-3.932294906,-428.9306285,2.434654513,6.115866461,0.020671348,0.026901634,1.596621856,5.172623825,0.023587575,0.005477604,5.67407e-13,9.66162e-14,39
130,-26,8000,116.902356,4.216576819,3.019896159,3.621632358,0.830520226,0.010422063,0.010219702,0.266950545,53.20645653,340.9495316,-7.394255178,-1.278371479,-4.070437894,-490.0916081,2.180733728,5.970186037,0.024491125,0.031622,1.550698802,5.321954925,0.025832637,0.006025594,5.98761e-13,1.41628e-13,40
130,-26,9000,126.2986306,4.711831338,3.50385881,4.604449347,0.971830915,0.014097061,0.013306007,0.290131743,49.03056578,339.9127247,-8.423923328,-1.46708006,-4.193438487,-545.8640051,1.978467218,5.844216571,0.027945759,0.035823446,1.512406457,5.488686924,0.027742651,0.006501544,5.91226e-13,8.85831e-14,41
130,-26,10000,136.8082284,5.266903354,4.049819279,5.519311942,1.174695198,0.019630728,0.018036718,0.322685389,44.511034,338.2055308,-9.591813195,-1.669171743,-4.266024879,-607.9193064,1.77121257,5.723103016,0.031741538,0.040370265,1.472747954,5.738285654,0.029602162,-0.006681842,6.89295e-13,1.75009e-13,42
130,-26,11000,119.5709296,6.547457951,3.363780661,5.634235937,0.793733213,0.01643163,0.015729568,0.357327053,42.53513147,314.7636467,-10.2526216,-1.553864977,-5.130639445,-663.7190733,1.655142645,4.960305064,0.025941321,0.035207819,1.350682113,5.142488204,0.028132094,0.007092197,6.12203e-13,1.23868e-13,43
130,-26,12000,201.5547562,5.8516295,4.139454545,2.729526002,8.652413565,0.22909155,0.219598133,1.01320217,29.77678545,232.2006081,-10.08023309,-0.827749668,-7.255846513,-717.4885902,1.494976913,4.376891142,0.014384573,0.024708796,1.209205391,4.18398093,0.020537618,-0.006736021,6.873e-13,9.77529e-14,44
130,-26,13000,42858.89431,-37124.41056,37134.38909,4.785202719,172189.5521,298368.0054,298368.0054,1.592685714,9.627122577,134.0729456,-9.930896309,-0.243158593,-9.603967527,-766.5865818,1.00517574,4.959031715,0.007493052,0.016416118,1.022380808,3.290727297,0.86643367,0,NA,0,45
130,-26,14000,39982.27508,-25625.63285,25635.53435,6.708741818,NA,NA,NA,3.572625614,0.000938923,5.317975902,-9.865513928,-0.000296755,-12.32131978,-803.9081585,0.05444732,102.807779,0.004345286,0.011472022,0.981874136,2.798969392,0.641172477,0,NA,0,46
130,-26,15000,81.01981292,9.790491819,-0.008944501,14.04238673,17.95313298,0.000944811,0.001441455,13.33572005,0.000191757,2.614535552,-9.833318476,-4.01223e-05,-18.23470786,-840.6815581,0.063474823,288.4920999,0.002829921,0.008853967,1.454554275,3.125326593,-0.000110399,-2.0057e-05,2.72814e-10,4.08062e-11,47
130,-26,16000,172.3395854,9.794873908,-0.014068051,5.92099659,1.94957314,0.000178463,0.00016681,0.361380282,0.00019657,2.038395177,-9.800066301,-9.25293e-06,-31.25548726,-873.0790459,0.187413356,647.821665,0.001483915,0.005881195,2.760628112,3.912607696,-8.16298e-05,-1.79183e-05,3.16574e-10,4.39782e-11,48
130,-24,1000,45.733435,0.236588849,0.113666088,2.787574333,0.167794979,9.15797e-05,0.000227936,0.090624715,103.2924147,437.0120544,-0.333669804,-0.051864019,-2.334540202,-69.40661144,4.333572665,9.063272396,0.001246494,0.001421988,2.052524843,5.341420844,0.002485405,-0.000228067,2.54167e-12,9.09472e-13,49
130,-24,2000,55.73507658,0.519025539,0.429485993,-4.395176611,0.355771656,0.000699392,0.001420051,0.179762874,68.61418728,341.9351941,-0.88904647,-0.156809218,-2.869760401,-125.2851312,3.349196147,7.513288434,0.003711234,0.004836055,1.872739756,5.456405959,0.007705847,-0.000999234,9.96328e-13,2.72175e-13,50
130,-24,3000,67.93576329,0.78783455,0.826005792,-3.609826989,0.523083199,0.001902694,0.003112796,0.242853178,64.46585533,349.5533023,-1.573120815,-0.339340451,-3.546178528,-193.6126813,3.004408433,7.47024809,0.008080195,0.010249621,1.806710684,5.51571354,0.01215863,-0.002211619,6.12651e-13,1.2365e-13,51
130,-24,4000,78.20497621,1.069606872,1.310006235,-2.202669793,0.727850013,0.004109286,0.005757119,0.313875581,58.58621395,356.0957218,-2.390623764,-0.579553921,-3.936084129,-261.0903632,2.65156782,7.540047454,0.014216552,0.017559538,1.756566642,5.726035012,0.016750932,0.003126346,5.53585e-13,1.22004e-13,52
130,-24,5000,87.20471898,1.387395087,1.906311049,-0.634014608,0.936893044,0.007595277,0.009484107,0.378071078,52.9778107,363.0980272,-3.390494731,-0.89375999,-4.092489265,-332.4264211,2.339486759,7.62852215,0.022570728,0.027190563,1.71630104,6.029213323,0.021860182,0.004179903,4.95894e-13,7.78883e-14,53
130,-24,6000,94.58126928,1.702267302,2.509881095,0.79032839,1.088439892,0.011523422,0.013290131,0.415543455,48.79566748,367.3961728,-4.402966202,-1.21638316,-4.19765799,-399.6167018,2.102020859,7.567901969,0.030800105,0.036539746,1.675081637,6.284739871,0.026536767,0.005121569,5.0337e-13,1.09689e-13,54
130,-24,7000,102.7295371,2.051608104,3.167314389,1.975040379,1.185986687,0.01573716,0.016883782,0.425507086,44.93570152,368.1814001,-5.503696667,-1.551706323,-4.291921065,-468.6773262,1.89150524,7.382918323,0.0387453,0.045589525,1.629075701,6.532829896,0.030831584,0.006144231,4.72816e-13,1.07829e-13,55
130,-24,8000,110.531687,2.405451619,3.804836343,3.169997602,1.258433791,0.019960081,0.020273095,0.425106741,41.51116071,366.4002106,-6.571775875,-1.853064598,-4.406089828,-534.6753307,1.713499235,7.145741593,0.045287271,0.053111142,1.583639866,6.783368113,0.034423037,0.007091013,5.00868e-13,8.57571e-14,56
130,-24,9000,118.4341007,2.76445367,4.428309508,4.266719882,1.285394613,0.023636149,0.023010561,0.408271774,38.36189184,363.5383994,-7.62653126,-2.129572952,-4.49192917,-598.6600833,1.556603523,6.909820876,0.050923635,0.059639565,1.539700407,7.077746019,0.037390494,0.008026812,4.88943e-13,7.48282e-14,57
130,-24,10000,126.9486743,3.178712711,5.083621034,5.377084494,1.290322438,0.027147831,0.025572897,0.383324444,34.93864533,358.5739247,-8.760066931,-2.392397112,-4.578138562,-665.0758621,1.399857793,6.673348893,0.056193276,0.065877496,1.493031524,7.478305829,0.040044696,0.008990832,4.78364e-13,1.15608e-13,58
130,-24,11000,135.0330315,3.594577894,5.680079513,6.411818565,1.248965557,0.029284812,0.027006832,0.348104872,31.85644846,352.9675557,-9.831344858,-2.609369901,-4.654525183,-727.0325817,1.264495789,6.462325613,0.060413177,0.071020594,1.449193928,7.951789735,0.042064371,-0.009611838,4.82663e-13,1.16327e-13,59
130,-24,12000,158.379467,3.777665391,6.232678845,6.925237385,1.924484605,0.049225349,0.044299706,0.445169042,29.87373652,340.49014,-10.66708835,-2.647541824,-4.963593486,-782.9340443,1.147862145,5.866547469,0.056464785,0.067779733,1.361452238,7.819445381,0.039352821,-0.00958612,5.17926e-13,1.00242e-13,60
130,-24,13000,145.2129373,5.235112356,4.838617263,6.911249795,2.737699526,0.085017158,0.077636566,0.801403404,25.92936499,283.0260892,-10.49257814,-1.877978467,-6.619170619,-834.0900241,1.088391681,4.82063402,0.035353416,0.048567426,1.25076071,6.396775023,0.033320841,0.011032125,5.89014e-13,2.72253e-13,61
130,-24,14000,230.1819985,3.510582684,6.543447192,4.926803737,13.48329921,0.543025497,0.528616318,1.067274624,17.80650541,224.4881394,-10.26857409,-1.169151806,-8.013454301,-885.3510311,0.905337423,4.394060742,0.023436228,0.037200212,1.125512801,5.508627908,0.028427276,-0.00829093,6.66548e-13,1.59154e-13,62
130,-24,15000,45282.43121,-65975.07293,65985.11076,7.544454246,NA,NA,NA,1.29415897,8.40963969,158.9430286,-10.09331524,-0.554879103,-9.622272118,-941.9809495,0.645695452,4.480308391,0.015097495,0.027803929,0.979050266,4.69764229,1.457190107,0,NA,0,63
130,-24,16000,8507.685622,-49.43225473,55.88962992,17.29646846,178990.0855,2349.096665,2349.096329,1.291259169,1769478.455,17243.99025,-7.295225667,0.375973816,42277.62336,900.4575452,3057956321,9933512.993,0.220269312,519.6039271,9720437.622,37.07626603,0.006569311,0,NA,0,64
130,-22,1000,41.27137161,0.233875189,0.118094118,4.189106267,0.240021812,0.000139993,0.000384965,0.133438908,70.51656337,314.7967231,-0.308977808,-0.029467389,-3.463160776,-44.29646827,3.900984537,7.403610701,0.000687956,0.000977293,1.978231108,5.417747321,0.002861405,0.000225065,2.59922e-12,1.01849e-12,65
130,-22,2000,55.70491337,0.512763997,0.425683917,-4.636578401,0.351331144,0.000684627,0.001390892,0.177557033,68.30970452,342.649225,-0.879570154,-0.1557118,-2.825505242,-125.3459704,3.332571932,7.546624787,0.003707367,0.004817168,1.873422344,5.47694877,0.007641766,-0.001028093,9.17761e-13,2.11694e-13,66
130,-22,3000,67.77252964,0.779325915,0.821712115,-3.681274112,0.530765574,0.001921391,0.003151779,0.246705292,64.20307498,349.5167707,-1.559076622,-0.337192055,-3.531210311,-192.4948478,2.99682721,7.491345958,0.008065605,0.010223251,1.807761914,5.530079424,0.01212456,-0.002099427,5.959e-13,1.30435e-13,67
130,-22,4000,78.24490981,1.06312749,1.315191222,-2.281150263,0.72835173,0.004128103,0.005780301,0.314001529,58.53423751,355.9742472,-2.387141368,-0.580842043,-3.975219252,-262.0158382,2.65014431,7.53744788,0.014245821,0.017599303,1.756622319,5.728224132,0.016808649,-0.003407127,5.19767e-13,1.18963e-13,68
130,-22,5000,86.87157951,1.373105487,1.900622378,-0.721800406,0.934494696,0.007556403,0.009472498,0.378040902,52.79056497,362.4582068,-3.364004409,-0.887147751,-4.179653865,-332.0259801,2.335968836,7.628289971,0.022439138,0.027051725,1.716200327,6.033720896,0.021878529,0.004185567,4.92788e-13,8.22598e-14,69
130,-22,6000,94.95040772,1.685528525,2.504978127,0.650020887,1.08409173,0.011450932,0.013158709,0.412726384,48.5517374,366.6194722,-4.378027588,-1.209054224,-4.227365921,-398.7958036,2.098427611,7.576936822,0.030721234,0.036471644,1.675956648,6.296335804,0.026381963,0.005107837,5.068e-13,7.48887e-14,70
130,-22,7000,102.4684341,2.031626983,3.159985051,2.006902018,1.196051828,0.015836974,0.017026177,0.429981262,44.91884447,368.4529698,-5.47402146,-1.548569965,-4.284298387,-468.253258,1.892950294,7.403407519,0.038777258,0.045600697,1.631431527,6.54697219,0.030838619,0.006069923,5.17422e-13,1.3896e-13,71
130,-22,8000,110.6647699,2.387010748,3.814627697,3.184176412,1.277130619,0.020307262,0.020608837,0.430976958,41.35845214,366.7993832,-6.565732031,-1.859665455,-4.413021643,-535.3316681,1.708246369,7.170193017,0.045641614,0.053462914,1.584581704,6.812116949,0.034470118,0.007049099,4.88806e-13,1.25097e-13,72
130,-22,9000,118.369654,2.73626766,4.424556644,4.282249343,1.310785495,0.024083251,0.023452859,0.416548744,38.21930007,363.5170011,-7.592607086,-2.126152943,-4.511252333,-597.4268935,1.555324549,6.940089549,0.051143288,0.059863751,1.542419058,7.104320367,0.037379147,0.008004514,4.71044e-13,9.30436e-14,73
130,-22,10000,126.9443932,3.147386045,5.078894884,5.395290843,1.316986912,0.027683066,0.026077505,0.391261383,34.88783607,359.3154913,-8.736974191,-2.399268802,-4.590696624,-664.6403045,1.398250173,6.70469226,0.056625467,0.06627802,1.49494433,7.512050766,0.040008816,0.008968827,5.04598e-13,7.57525e-14,74
130,-22,11000,134.3651552,3.567378002,5.677786169,6.397993656,1.279145305,0.02998604,0.027693464,0.358414152,31.77776857,353.3950249,-9.799797088,-2.613098848,-4.624559977,-725.9909746,1.264456178,6.499652189,0.060895558,0.07150042,1.452836725,7.993774658,0.042256388,0.009891413,4.7849e-13,9.15067e-14,75
130,-22,12000,157.5272347,3.768012419,6.236701493,6.889299192,1.89013975,0.048388153,0.043555916,0.440209706,29.81247302,341.483367,-10.67281614,-2.668890014,-4.951572366,-783.0245057,1.145811937,5.90210474,0.057263592,0.06857686,1.364096081,7.880390391,0.039591259,-0.009426878,5.19874e-13,1.22447e-13,76
130,-22,13000,142.1324552,5.247275214,4.822697591,6.895745948,2.512910314,0.077492523,0.070726016,0.775377703,26.2856492,287.1391726,-10.5128389,-1.938105032,-6.496951834,-831.7849416,1.091855833,4.866564878,0.036584549,0.049715606,1.257069173,6.488317882,0.033931009,-0.010837626,5.30807e-13,1.35862e-13,77
130,-22,14000,223.5868158,3.680416821,6.374696643,4.826409236,12.117912,0.480251956,0.466154244,1.046554556,18.15267007,227.2760229,-10.27996705,-1.204640999,-8.005420397,-884.0585688,0.911219301,4.402960338,0.023997186,0.037801045,1.130446086,5.560427801,0.028511058,0.008130575,6.45237e-13,1.34013e-13,78
130,-22,15000,39796.72951,-52018.43321,52028.46892,7.17762844,84308.67594,220430.3335,220430.3335,1.26068046,8.802219485,162.2458336,-10.10168409,-0.583137369,-9.486967101,-940.940272,0.655928636,4.450667889,0.015488464,0.028313366,0.984500328,4.744115516,1.307355392,0,NA,0,79
130,-22,16000,12567.11511,-119.1762341,125.5866991,19.84800706,278251.2444,5558.45984,5558.45967,1.290233284,1957802.651,17758.29277,-7.255811354,0.382584118,43504.80575,903.5291598,3582874716,10832856.62,0.219845664,560.0838533,10611988.64,36.84188152,0.00999328,0,NA,0,80
130,-20,1000,41.33977142,0.231517801,0.117709821,3.869871462,0.226475552,0.0001316,0.000361315,0.125852051,70.02129174,314.6645258,-0.306079739,-0.029183199,-3.382548974,-45.23339405,3.867668966,7.399376903,0.000682845,0.000968752,1.972366812,5.419607915,0.002847375,0.000225833,2.48104e-12,7.77705e-13,81
130,-20,2000,55.59143191,0.50834503,0.424545765,-4.708754239,0.363421138,0.000706608,0.001438676,0.183809119,68.08686681,342.9025334,-0.873180953,-0.155233258,-2.851079609,-125.0828596,3.324033084,7.56921221,0.003711612,0.004816057,1.874728352,5.492013511,0.007636892,0.000947121,1.00294e-12,1.96034e-13,82
130,-20,3000,67.49503955,0.771151649,0.817088543,-3.774095876,0.525549068,0.001893135,0.003119577,0.244761115,64.03270306,350.0704287,-1.546571249,-0.335868309,-3.545367691,-192.0932338,2.98597794,7.511828562,0.008063094,0.010200642,1.80721504,5.540689859,0.012105905,-0.002121379,6.58274e-13,1.24325e-13,83
130,-20,4000,78.31904909,1.051672902,1.306579423,-2.425354568,0.717784272,0.004041042,0.005652628,0.309280466,58.25091007,355.5445518,-2.367032036,-0.575924046,-3.978571611,-261.2489593,2.64227311,7.547295291,0.014172807,0.017510553,1.756348155,5.737963709,0.016682779,0.003145897,5.60476e-13,9.82287e-14,84
