"Temperature (C) ","Detuning (GHz) ","Laser Power (uW) ","G(1D)","C(1D)","A(1D)","By(1D)","Error G(1D)","Error C(1D)","Error A(1D)","Error By(1D)","G1(2D)","G2(2D)","C(2D)","A(2D)","Bx(2D)","Bz(2D)","Error G1(2D)","Error G2(2D)","Error C(2D)","Error A(2D)","Error Bx(2D)","Error Bz(2D)","Sensitivity (T/sqrt(Hz)"
130,-0.454545,781.818182,90.086,0.034264,0.36301,-39.713,0.42669,1.3098e-07,1.053e-06,0.20883,-0.093481,-0.65122,0.36159,0.32182,-20.521,171.97,0.0047699,0.23148,2.5569e-06,2.6746e-06,0.93985,5.3592,3.3237e-12
130,-0.454545,1145.454545,114.83,0.046976,0.73975,-38.488,0.76517,7.4453e-07,4.3443e-06,0.43978,-0.537,-3.2722,0.75159,0.6818,-20.924,245.88,0.031222,1.1607,1.4828e-05,1.5736e-05,1.3392,6.0994,1.602e-12
130,-0.454545,1327.272727,130.19,0.056765,1.018,-38.013,1.6062,2.6272e-06,1.3271e-05,0.98268,-0.041748,-0.23727,1.0446,0.94393,-20.339,271.92,0.010049,0.32448,3.1845e-05,3.4242e-05,1.5986,7.5612,1.1846e-12
130,-0.454545,1509.090909,147.33,0.072198,1.3211,-35.461,3.6465,8.8873e-06,4.1304e-05,2.4422,0.0042828,0.022789,1.3775,1.2323,-17.279,303.5,785.13,22228,7.9109e-05,0.00010707,1.2739,7.6793,8.8138e-13
130,-0.454545,1690.909091,163.09,0.094341,1.6484,-34.829,6.5752,2.3074e-05,9.7792e-05,4.5283,-0.21227,-1.0479,1.7354,1.5312,-20.184,317.84,0.025822,0.62739,9.9983e-05,0.00011012,2.1423,8.8902,7.1088e-13
130,-0.454545,1872.727273,176.69,0.11976,1.9211,-33.467,8.8569,3.9674e-05,0.00015987,6.2819,-0.0017093,-0.008002,2.0482,1.7801,-17.213,354.36,261.22,5726,0.00020742,0.00031659,1.0911,8.4951,6.329e-13
130,-0.454545,2054.545455,188.77,0.1481,2.1702,-33.203,12.352,6.7736e-05,0.00025592,8.7682,-0.054708,-0.24279,2.3427,2.0038,-20.341,369.99,0.027404,0.53937,0.00018899,0.00021279,2.5961,9.8313,6.3013e-13
130,-0.454545,2236.363636,201.35,0.17916,2.4085,-31.604,14.882,9.5995e-05,0.00035172,10.769,0.0037664,0.015992,2.611,2.1977,-16.867,394.36,1571.3,28335,0.00026469,0.00032609,2.6015,9.5836,6.0917e-13
130,-0.454545,2418.181818,212.88,0.2155,2.6491,-31.435,17.605,0.00013337,0.0004607,12.61,-0.001759,-0.0071469,2.8943,2.3928,-18.186,408.39,341.06,5630,0.0004221,0.00067138,1.175,9.7661,6.0226e-13
130,-0.454545,2600,216.78,0.26622,2.8653,-32.796,16.745,0.00014832,0.00048566,11.665,-0.067531,-0.26508,3.1696,2.584,-20.37,419.02,0.033003,0.50789,0.00034778,0.00040285,3.2037,10.89,7.9216e-13
130,1.818182,781.818182,94.615,0.06136,0.37848,-40.15,0.17226,5.4672e-08,4.0818e-07,0.085909,-0.00028793,-0.001663,0.40051,0.33106,-22.656,163.59,3.0278,101,3.4436e-06,4.9883e-06,0.30905,3.9996,3.0117e-12
130,1.818182,963.636364,105.53,0.073642,0.53654,-38.158,0.27748,1.5385e-07,1.0051e-06,0.15416,-0.0022029,-0.012146,0.56649,0.47815,-23.8,200.5,195.81,5952.7,8.2701e-06,1.2013e-05,0.57516,4.7205,2.1891e-12
130,1.818182,1327.272727,135.18,0.11197,1.045,-35.882,2.1162,3.4655e-06,1.7505e-05,1.3744,-0.00019168,-0.00095561,1.1156,0.95368,-20.998,269.65,2.1289,52.911,4.297e-05,6.4468e-05,0.20885,6.1773,1.1692e-12
130,1.818182,1509.090909,152.13,0.13942,1.3641,-33.709,3.854,9.6415e-06,4.5209e-05,2.6945,-0.60768,-2.8709,1.4689,1.2479,-21.801,299.64,0.15067,3.3683,5.7091e-05,6.3142e-05,1.8869,7.0983,9.963e-13
130,1.818182,1690.909091,168.96,0.17157,1.689,-31.765,6.9491,2.445e-05,0.00010805,5.0985,-0.058255,-0.2599,1.84,1.5463,-20.411,321.07,0.015226,0.3028,9.4389e-05,0.00010591,2.1469,8.1436,7.0059e-13
130,1.818182,1872.727273,180.17,0.213,1.9623,-31.376,9.0046,4.0988e-05,0.00017084,6.6429,-0.61865,-2.6305,2.1764,1.8051,-18.816,351.78,0.26953,4.8775,0.00013691,0.00015491,2.3748,8.2599,5.5117e-13
130,1.818182,2054.545455,191.33,0.25164,2.2198,-31.554,12.142,6.8382e-05,0.00026559,8.8707,-0.00070692,-0.0028779,2.4804,2.0309,-20.395,371.35,2.9428,48.771,0.00018345,0.00021793,2.4045,8.8376,5.768e-13
130,1.818182,2236.363636,201.23,0.29219,2.4401,-31.206,14.62,9.6578e-05,0.00035771,10.655,-0.0059034,-0.023208,2.7449,2.2157,-17.63,390.28,1454.7,22478,0.00024764,0.0003099,2.588,9.0991,5.4673e-13
130,1.818182,2418.181818,217.04,0.33154,2.7077,-27.091,18.443,0.00014091,0.00053056,14.142,-0.005374,-0.020234,3.0531,2.4251,-18.394,409.19,1373.2,19469,0.00034117,0.00048809,2.1016,9.3001,5.9056e-13
130,1.818182,2600,222.57,0.39268,2.9431,-29.935,17.753,0.00016104,0.00054787,12.863,-0.084818,-0.30635,3.3625,2.6317,-20.371,418.89,0.039115,0.50959,0.00033078,0.00039037,3.1344,9.8819,7.7823e-13
130,4,781.818182,100.47,0.10256,0.3705,-40.647,0.23192,6.6438e-08,4.534e-07,0.11833,0.0013087,0.0067171,0.42452,0.31269,-18.551,159.16,169.51,4465.2,3.0294e-06,4.4477e-06,0.60397,4.3271,3.0743e-12
130,4,963.636364,110.53,0.12248,0.52383,-39.322,0.48966,2.502e-07,1.5169e-06,0.27101,-0.0005371,-0.0027065,0.59414,0.45434,-18.168,190.18,32.999,837.84,7.2955e-06,1.0906e-05,0.51369,4.7025,2.4786e-12
130,4,1145.454545,124.92,0.14806,0.74583,-37.117,1.1154,1.0067e-06,5.4234e-06,0.68584,-0.026164,-0.12724,0.83756,0.65686,-20.338,223.38,0.019865,0.46975,1.2175e-05,1.3416e-05,1.4204,5.8117,1.7395e-12
130,4,1327.272727,139.54,0.18351,1.022,-35.761,2.306,3.5168e-06,1.7207e-05,1.5151,0.00020841,0.0009778,1.151,0.91407,-18.187,261.68,8.7447,192.52,3.8917e-05,5.9266e-05,0.5747,5.9361,1.2452e-12
130,4,1509.090909,154.15,0.22505,1.3482,-35.067,3.6072,8.8265e-06,3.9469e-05,2.4557,0.00051581,0.0023431,1.5215,1.2109,-16.025,297.52,90.987,1877.5,7.7616e-05,0.00011921,0.92801,6.4964,9.6196e-13
130,4,1690.909091,168.08,0.27755,1.6669,-33.8,5.6866,1.9846e-05,8.3609e-05,4.0053,0.0042862,0.018544,1.9079,1.5125,-20.381,322.24,0.27075,5.068,8.8537e-05,9.9965e-05,2.1556,7.952,7.9402e-13
130,4,1872.727273,183.39,0.32356,1.9743,-31.744,9.6281,4.4006e-05,0.00017816,7.0429,0.00036102,0.001502,2.2774,1.7891,-15.43,350.39,10.456,180.96,0.00019305,0.00030444,1.1075,7.1066,7.6167e-13
130,4,2054.545455,195.17,0.37262,2.2356,-29.52,13.041,7.2721e-05,0.00029141,9.8579,0.00053138,0.0021244,2.5988,2.0235,-19.44,366.91,24.292,388.28,0.00025379,0.00040519,0.46724,7.6633,7.1273e-13
130,4,2236.363636,202.47,0.42312,2.454,-30.856,14.963,9.9434e-05,0.000369,10.959,-0.094969,-0.36659,2.8791,2.2211,-20.27,369.74,0.063154,0.94027,0.00021904,0.0002538,2.7304,9.1057,7.5891e-13
130,4,2418.181818,216.74,0.47376,2.7304,-26.455,19.994,0.00015485,0.00059372,15.506,0.0021147,0.0078996,3.211,2.4453,-15.581,402.98,428.07,5972.7,0.00039441,0.00064345,1.3364,7.7276,8.8437e-13
130,4,2600,221.83,0.54736,2.9889,-28.588,19.361,0.00017998,0.00063541,14.364,0.0004082,0.0014712,3.5498,2.6684,-20.395,420.34,7.9849,103.72,0.00041597,0.00062604,1.4272,8.8907,9.2046e-13
130,6.285714,1327.272727,145.46,0.30167,0.96745,-32.362,2.5092,3.2272e-06,1.6414e-05,1.7933,-0.0067326,-0.028887,1.2054,0.84868,-18.017,258.25,310.24,5711.4,3.2604e-05,5.0487e-05,0.86428,5.9764,1.4513e-12
130,6.285714,1509.090909,159.62,0.36509,1.2799,-31.344,4.0828,8.536e-06,4.0519e-05,3.0158,-0.33104,-1.3875,1.5772,1.1254,-20.149,268.65,0.048982,0.85837,4.5807e-05,5.1943e-05,2.0518,7.2946,1.2353e-12
130,6.285714,1690.909091,175.38,0.43679,1.5856,-28.189,6.7311,1.9891e-05,9.3319e-05,5.298,-0.22099,-0.89502,1.9722,1.4122,-20.419,270.82,0.064114,1.0499,8.1842e-05,9.3479e-05,2.3912,8.2668,1.0559e-12
130,6.285714,1872.727273,188.55,0.50262,1.8728,-26.738,9.5805,3.7528e-05,0.00016904,7.6798,-0.1065,-0.41878,2.3367,1.6724,-20.342,320.72,0.041027,0.63378,0.00011515,0.00013257,2.471,8.355,1.0908e-12
130,6.285714,2054.545455,198.53,0.57199,2.1275,-26.739,12.195,5.9972e-05,0.00025409,9.6644,6.347e-05,0.00024401,2.6738,1.9042,-19.914,368.81,4.8955,72.382,0.00022115,0.00035707,0.32815,7.7421,8.3874e-13
130,6.285714,2236.363636,206.25,0.63397,2.3531,-27.234,13.616,8.0592e-05,0.00032175,10.585,-0.0005357,-0.0020119,2.971,2.1027,-15.398,392.27,25.045,353.28,0.00027714,0.00045132,1.3225,7.5424,9.4477e-13
130,6.285714,2418.181818,217.78,0.7024,2.5954,-24.732,18.681,0.00012914,0.00051486,14.897,0.00025841,0.00094105,3.293,2.3097,-15.845,402.96,6.1211,81.175,0.0003416,0.00056211,1.3447,7.7024,9.5299e-13
130,6.285714,2600,222.47,0.8008,2.8502,-25.569,21.104,0.00017509,0.00066458,16.452,0.00080127,0.0028181,3.6584,2.5434,-20.399,420.36,2.4929,30.835,0.00029446,0.00036026,2.8566,9.0998,1.2126e-12
130,8.571429,600,102.06,0.19478,0.1777,-41.175,0.4124,2.6886e-08,1.7869e-07,0.20973,0.0011546,0.004713,0.33183,0.13279,-23.31,91.773,91.922,1531.6,6.1141e-07,9.6692e-07,0.58706,4.3709,9.3706e-12
130,8.571429,963.636364,122.63,0.30017,0.43436,-35.945,1.0345,3.1829e-07,1.7903e-06,0.64898,-0.00081626,-0.0032761,0.67414,0.35617,-20.721,170.83,38.872,626.19,4.2367e-06,6.65e-06,0.43396,4.6265,2.6078e-12
130,8.571429,1145.454545,136.28,0.36917,0.63965,-33.641,1.7294,1.0334e-06,5.4465e-06,1.1841,-0.00095029,-0.0037808,0.93339,0.53463,-20.248,219.33,55.921,885.2,1.0513e-05,1.6181e-05,1.1148,5.2469,2.0589e-12
130,8.571429,1327.272727,152.16,0.4471,0.87769,-30.69,3.2116,3.2471e-06,1.6497e-05,2.3963,0.0014043,0.0056022,1.2559,0.75551,-18.787,258.45,179.25,2852.6,2.5283e-05,4.014e-05,1.1231,5.9794,1.8964e-12
130,8.571429,1509.090909,167.07,0.53498,1.161,-27.458,4.4594,7.24e-06,3.6614e-05,3.5747,0.0018231,0.0072228,1.6254,1.0078,-17.612,295.88,418.73,6572.6,5.1563e-05,8.2049e-05,1.3705,6.7504,1.5049e-12
130,8.571429,1690.909091,181.01,0.62792,1.4468,-25.746,6.1427,1.4597e-05,7.099e-05,5.0564,0.13793,0.5392,2.0103,1.2655,-20.263,319.48,0.046627,0.712,6.1073e-05,7.0395e-05,2.2988,7.7274,1.1834e-12
130,8.571429,1872.727273,193.58,0.71955,1.7233,-22.611,11.454,3.6508e-05,0.00017971,9.8742,-0.00047788,-0.0018355,2.3747,1.5075,-16.757,352.09,66.012,974.13,0.00013279,0.0002143,1.3103,7.5079,1.3492e-12
130,8.571429,2054.545455,202.41,0.80945,1.9816,-23.463,11.914,4.9349e-05,0.00022382,9.9727,0.057142,0.21469,2.7244,1.7313,-20.316,370.1,0.051807,0.73104,0.00012782,0.000149,2.6784,8.7188,1.2489e-12
130,8.571429,2236.363636,214.92,0.8796,2.2098,-19.199,15.31,7.4811e-05,0.00035337,13.527,-0.000402,-0.001484,3.0373,1.9287,-15.743,396.19,13.953,190.13,0.00023424,0.00038364,1.4558,7.8804,1.3753e-12
130,8.571429,2418.181818,227.97,0.96479,2.4427,-15.689,20.078,0.0001147,0.00054764,18.305,0.0045264,0.016296,3.3764,2.1349,-17.531,408.02,35.119,455.19,0.000293,0.00048411,1.1375,8.0747,1.313e-12
130,8.571429,2600,230.65,1.0839,2.6795,-18.498,24.575,0.00017064,0.00074178,21.222,-46.924,0.30359,2.2871,0.0072526,-19.787,123.29,1764100,73.994,0.00025992,0.00075388,7.9343,0.048492,9.9851e-13
130,10.857143,600,104.72,0.27443,0.16071,-41.768,0.6628,3.4623e-08,2.2074e-07,0.33733,0.0013587,0.0050407,0.39442,0.1172,-23.373,91.587,131.08,1804.2,5.0012e-07,8.1258e-07,0.68168,4.551,1.5679e-11
130,10.857143,781.818182,120.64,0.35391,0.28356,-41.88,1.4051,1.9843e-07,1.0391e-06,0.76554,0.17283,0.64762,0.5897,0.22371,-20.658,122.47,0.030117,0.42308,1.1265e-06,1.3087e-06,1.3948,4.5014,4.3218e-12
130,10.857143,963.636364,129.14,0.42073,0.3941,-37.889,1.2478,3.0769e-07,1.5725e-06,0.76332,-0.00069038,-0.0025812,0.75921,0.31963,-21.157,167.35,51.624,721.63,3.5222e-06,5.6928e-06,0.63618,4.6508,3.4702e-12
130,10.857143,1145.454545,144.94,0.50637,0.56638,-31.991,2.794,1.2311e-06,6.3461e-06,2.0122,-0.0010348,-0.0038792,1.0059,0.46815,-20.69,216.64,68.761,966.18,8.3798e-06,1.3489e-05,1.3074,5.2382,2.6797e-12
130,10.857143,1327.272727,158.58,0.61601,0.80316,-25.855,3.456,2.7439e-06,1.5432e-05,2.872,-0.0013772,-0.0052536,1.3394,0.67157,-19.993,267.15,53.189,773.95,2.0269e-05,3.254e-05,0.85165,6.1601,2.1186e-12
130,10.857143,1509.090909,174.15,0.73798,1.067,-23.314,4.6464,6.0416e-06,3.3148e-05,4.0433,-0.00042813,-0.00163,1.725,0.90915,-18.404,304.19,19.388,281.03,4.2448e-05,6.8565e-05,1.5199,6.955,1.4133e-12
130,10.857143,1690.909091,189.91,0.8508,1.354,-19.708,6.8741,1.3423e-05,7.407e-05,6.3054,0.0014674,0.0055773,2.1149,1.1461,-18.084,341.48,355.45,5135,7.5012e-05,0.00012123,1.6297,7.7071,1.595e-12
130,10.857143,1872.727273,204.04,0.96658,1.6197,-15.874,8.9136,2.3523e-05,0.00013223,8.5681,2.1599e-09,8.1075e-09,2.4921,1.3732,-19.261,364.03,5.4132e-10,7.633e-09,5.3313e-14,5.9231e-13,5.8947e-20,5.9357e-22,1.6438e-12
130,10.857143,2054.545455,214.83,1.0688,1.8477,-13.032,13.311,4.3994e-05,0.000249,13.147,0.00035865,0.0013418,2.8341,1.5739,-16.979,389.71,47.396,663.48,0.0001575,0.00025687,1.4685,8.3121,1.2075e-12
130,10.857143,2236.363636,222.4,1.1662,2.057,-12.326,14.984,6.027e-05,0.00032926,14.697,-0.00053824,-0.0019738,3.1346,1.7506,-16.682,401.89,146.67,1972.5,0.00019854,0.00032603,1.4992,8.3544,1.0056e-12
130,10.857143,2418.181818,234.41,1.274,2.2902,-11.661,18.498,8.9996e-05,0.00045904,17.759,0.012538,0.044918,3.4963,1.9568,-20.377,420.04,0.1357,1.7415,0.00017597,0.00020809,3.0362,9.5043,9.1954e-13
130,10.857143,2600,238.32,1.4136,2.5215,-12.289,22.329,0.00013127,0.00064026,20.982,0.0016515,0.0058069,3.8781,2.1686,-15.545,442.82,259.15,3204,0.00031115,0.00051929,1.602,8.2978,1.5793e-12
130,13.142857,600,112.48,0.36412,0.14428,-37.608,1.6644,6.2262e-08,3.7755e-07,0.96716,0.00075315,0.0026789,0.46943,0.10326,-23.594,94.193,50.876,643.57,4.3375e-07,7.1404e-07,0.9347,5.177,1.3883e-11
130,13.142857,781.818182,127.81,0.46618,0.25374,-42.585,1.8577,2.0044e-07,9.6427e-07,1.0222,-0.00016459,-0.00058728,0.67511,0.19775,-21.034,121.48,17.446,222.1,1.343e-06,2.2045e-06,0.28468,4.5361,6.4619e-12
130,13.142857,963.636364,142.54,0.55264,0.35009,-35.885,2.6756,4.7138e-07,2.2477e-06,1.7627,0.00018362,0.00065366,0.85654,0.28543,-21.189,167.53,1.6766,21.245,2.8474e-06,4.6752e-06,0.63891,4.6852,4.0595e-12
130,13.142857,1145.454545,142.78,0.6672,0.50854,-31.718,1.7646,6.3246e-07,3.3354e-06,1.2752,0.0024073,0.0087375,1.1126,0.41916,-20.567,218.67,121.92,1606.2,5.8792e-06,8.3784e-06,1.5431,5.3333,2.787e-12
130,13.142857,1327.272727,164.03,0.79758,0.72858,-26.753,2.4918,1.6037e-06,8.4533e-06,2.0289,-0.030004,-0.11057,1.4502,0.60109,-20.371,271.2,0.0461,0.62621,1.1286e-05,1.316e-05,1.9591,6.2369,2.1994e-12
130,13.142857,1509.090909,180.85,0.94031,0.97098,-22.264,3.6324,3.8032e-06,2.061e-05,3.2069,0.0011882,0.0044034,1.8323,0.80919,-20.182,318.88,30.228,415.08,3.4416e-05,5.581e-05,0.56285,7.2567,1.9327e-12
130,13.142857,1690.909091,195.82,1.0932,1.2307,-16.912,4.4493,6.9533e-06,4.0184e-05,4.2654,-0.00069871,-0.0026058,2.2392,1.0313,-18.185,352.71,75.339,1047.6,6.2985e-05,0.00010263,1.7561,8.046,1.5472e-12
130,13.142857,1872.727273,213.37,1.2297,1.4943,-7.516,10.639,2.243e-05,0.00015213,11.686,0.034053,0.12554,2.6171,1.2411,-20.381,370.39,0.021711,0.295,6.7019e-05,7.8462e-05,2.7735,8.8765,1.572e-12
130,13.142857,2054.545455,220.27,1.3685,1.7305,-10.089,9.6704,2.7328e-05,0.00016205,9.9306,-0.00016684,-0.0006086,2.9874,1.4434,-18.231,406.9,8.8319,117.56,0.0001369,0.00022535,1.3959,8.8515,1.2701e-12
130,13.142857,2236.363636,233.41,1.4778,1.9287,-5.0967,13.853,4.639e-05,0.00028689,14.937,-0.0068912,-0.024959,3.2992,1.6047,-20.387,420.12,0.17157,2.2507,0.00012154,0.00014337,3.0918,9.7741,1.251e-12
130,13.142857,2418.181818,238.13,1.6266,2.1554,-8.2739,13.954,5.8795e-05,0.00032042,14.036,0.0010723,0.0038301,3.6806,1.8066,-16.298,444.9,112,1428.8,0.00022786,0.00037881,1.8363,9.1969,1.0629e-12
130,13.142857,2600,248.38,1.7642,2.3729,-3.8617,22.039,0.00010858,0.00061708,23.099,0.00023017,0.00080824,4.0447,1.9884,-16.93,452.42,65.17,803.55,0.00027435,0.00045895,1.651,9.1327,9.526e-13
130,15.428571,600,120.03,0.44267,0.12377,-38.241,2.5727,6.7043e-08,3.7164e-07,1.5168,0.0014674,0.0049895,0.53249,0.085669,-22.821,91.958,182.29,2107.3,3.1031e-07,5.1759e-07,1.0009,5.4735,1.5141e-11
130,15.428571,781.818182,128.49,0.57146,0.21788,-44.344,1.7766,1.4304e-07,6.6845e-07,0.94458,-0.0030851,-0.010538,0.74786,0.16588,-22.089,115.11,398.89,4654.1,9.82e-07,1.6144e-06,0.79298,4.7267,8.4709e-12
130,15.428571,963.636364,137.11,0.68419,0.3132,-39.787,1.4397,2.1679e-07,9.9835e-07,0.86264,-0.0003555,-0.0012372,0.94649,0.24719,-21.334,165.42,6.8874,83.413,2.2196e-06,3.6705e-06,0.91644,4.8754,4.177e-12
130,15.428571,1145.454545,153.06,0.81164,0.4491,-31.036,3.1151,8.2344e-07,4.1181e-06,2.3083,0.0080881,0.028213,1.2012,0.36171,-20.532,219.45,12.884,156.77,3.5507e-06,4.2044e-06,1.7586,5.3176,2.9343e-12
130,15.428571,1327.272727,173.63,0.97142,0.63899,-21.428,4.6765,2.1579e-06,1.2633e-05,4.2354,-0.20231,-0.71484,1.5426,0.52334,-20.309,268.69,0.033753,0.42129,8.5053e-06,1.0013e-05,2.0136,6.1592,2.2638e-12
130,15.428571,1509.090909,177.05,1.1451,0.85797,-20.57,3.1104,2.5452e-06,1.4961e-05,2.8567,0.031893,0.11451,1.9116,0.70001,-20.374,320.45,0.037868,0.48822,1.7539e-05,2.0607e-05,2.3061,7.1859,2.3131e-12
130,15.428571,1690.909091,199.4,1.3171,1.0936,-17.248,3.6619,4.4884e-06,2.5008e-05,3.4629,-0.00031082,-0.0011219,2.3183,0.89913,-19.473,361.85,13.828,180.17,4.7552e-05,7.8233e-05,1.2993,8.089,1.7397e-12
130,15.428571,1872.727273,213.03,1.4853,1.3186,-11.309,4.7112,7.8884e-06,4.769e-05,4.8258,-0.0015711,-0.0056685,2.698,1.0861,-18.062,395.86,454.54,5916.7,7.5007e-05,0.00012374,2.1743,8.6979,1.693e-12
130,15.428571,2054.545455,227.26,1.6331,1.5631,-6.6494,7.4666,1.6717e-05,0.00010386,7.9883,0.015251,0.054869,3.0838,1.278,-20.387,419.72,0.044187,0.57193,7.6505e-05,9.0376e-05,3.0839,9.6908,1.5004e-12
130,15.428571,2236.363636,243.93,1.7522,1.7519,2.8196,15.768,4.14e-05,0.00029359,18.792,-0.00021575,-0.00077402,3.3853,1.4204,-17.622,439.41,15.576,200.54,0.00014098,0.00023406,2.0038,9.6081,1.6784e-12
130,15.428571,2418.181818,251.06,1.9059,1.953,3.9172,17.275,5.5547e-05,0.00038147,20.414,1613800000,-9260700000,3.2105,0.41565,-359380000,-6816500000,2.129e-26,5.8069e-27,2.4304e-05,2.9627e-05,3.883e-30,4.7733e-27,2.0562e-12
