"Temperature (C) ","Detuning (GHz) ","Laser Power (uW) ","Cost filtered (V/nT)","Cost unfiltered (V/nT)","Loop","Run_number","C(1D)","A(1D)","G(1D)","By(1D)","Error C(1D)","Error A(1D)","Error G(1D)","Error By(1D)","G1(2D)","G2(2D)","C(2D)","A(2D)","Bx(2D)","Bz(2D)","Error G1(2D)","Error G2(2D)","Error C(2D)","Error A(2D)","Error Bx(2D)","Error Bz(2D)","NA"
"70.000000","5.000000","300.000000","0.000096","0.000096","1.000000","1.000000","1.023253","0.018285","191.171888","14.662908","0.000120","0.000240","4.859541","2.442403","658.542310","1485.916787","-1.064470","-0.031028","-8.143785","223.907055","116.935407","232.355128","0.009037","0.009096","5.877966","16.258556",NA
"71.375000","5.000000","300.000000","0.000062","0.000062","1.000000","2.000000","1.069124","0.015479","248.709478","-48.219985","0.000566","0.000850","28.461705","12.715475","220.486141","552.482612","-1.083993","-0.004475","-11.761486","-46.975534","100.140375","121.942324","0.001489","0.001749","13.488276","28.134629",NA
"72.750000","5.000000","300.000000","0.000105","0.000105","1.000000","3.000000","1.042793","0.014934","141.983540","6.648840","0.000130","0.000353","6.005689","3.323724","1332.210082","2044.249992","-1.106730","-0.053700","-7.354971","163.771375","421.366670","633.920380","0.031540","0.031603","9.869677","18.170873",NA
"74.125000","5.000000","300.000000","0.000101","0.000101","1.000000","4.000000","1.022501","0.017785","176.030816","10.775845","0.000116","0.000253","4.735173","2.452886","591.281553","1327.734198","-1.058702","-0.025260","-1.706835","189.991356","169.095322","317.302413","0.011094","0.011208","9.882360","25.701347",NA
"75.500000","5.000000","300.000000","0.000123","0.000123","1.000000","5.000000","1.001937","0.019059","155.035415","11.309272","0.000232","0.000575","8.566587","4.623807","749.273470","1206.730753","-1.039098","-0.023321","-7.461389","161.241426","102.927730","135.270672","0.004590","0.004670","6.991064","13.281408",NA
"76.875000","5.000000","300.000000","0.000123","0.000123","1.000000","6.000000","0.990912","0.020574","167.209752","2.413708","0.000193","0.000445","6.754554","3.560228","874.815840","1442.787042","-1.038695","-0.035415","-10.415976","160.413631","160.293826","234.861375","0.010491","0.010579","7.951910","15.475646",NA
"78.250000","5.000000","300.000000","0.000132","0.000132","1.000000","7.000000","0.981143","0.021756","164.822754","-7.510642","0.000378","0.000882","12.436133","6.585712","1035.443428","1571.642973","-1.041180","-0.046124","-4.598219","111.802280","159.580735","222.482211","0.011991","0.012068","6.170715","10.682672",NA
"79.625000","5.000000","300.000000","0.000150","0.000150","1.000000","8.000000","0.974998","0.023620","157.637701","-2.318468","0.000208","0.000508","6.228657","3.344922","1060.459408","1600.096128","-1.044154","-0.054083","-5.914416","93.928391","169.628893","236.117822","0.014698","0.014788","6.134416","10.390355",NA
"81.000000","5.000000","300.000000","0.000210","0.000210","1.000000","9.000000","0.969869","0.030056","143.430041","7.711929","0.000195","0.000523","4.480009","2.472549","882.089710","1376.933517","-1.033792","-0.045499","-4.925369","98.993450","113.938492","154.951164","0.009229","0.009331","5.593735","9.845831",NA
"82.375000","5.000000","300.000000","0.000220","0.000220","1.000000","10.000000","0.968737","0.031595","143.904628","-3.294672","0.000216","0.000577","4.721938","2.603693","895.864074","1371.341065","-1.038776","-0.050986","-3.906181","103.420801","124.799081","166.496160","0.011127","0.011252","6.234472","10.844315",NA
"83.750000","5.000000","300.000000","0.000237","0.000237","1.000000","11.000000","0.965056","0.035230","148.839603","1.054858","0.000249","0.000643","4.919738","2.687250","963.535877","1493.063697","-1.055143","-0.067833","-4.662187","92.445218","133.743673","186.388223","0.015466","0.015590","5.551320","9.631926",NA
"85.125000","5.000000","300.000000","0.000283","0.000283","1.000000","12.000000","0.962826","0.041465","146.447464","7.116060","0.000171","0.000450","2.869662","1.574680","817.076927","1392.104632","-1.050719","-0.065688","-5.819388","112.663880","125.761058","186.068285","0.015968","0.016129","6.087095","11.623475",NA
"86.500000","5.000000","300.000000","0.000311","0.000311","1.000000","13.000000","0.951987","0.046117","148.163399","6.193093","0.000210","0.000546","3.176963","1.737580","923.773549","1494.846132","-1.062140","-0.082905","-2.246585","127.302063","128.106786","186.291888","0.018911","0.019056","5.573892","10.339107",NA
"87.875000","5.000000","300.000000","0.000340","0.000340","1.000000","14.000000","0.941728","0.051595","151.608421","8.517770","0.000223","0.000565","3.023277","1.642621","810.713533","1407.329894","-1.052826","-0.082574","-6.079160","144.883641","117.148579","177.649634","0.018990","0.019168","5.857216","11.707575",NA
"89.250000","5.000000","300.000000","0.000398","0.000398","1.000000","15.000000","0.919693","0.058375","146.552245","10.890001","0.000185","0.000485","2.197569","1.205652","813.538645","1380.279291","-1.041528","-0.086165","-4.577533","152.821996","108.956503","160.673787","0.018171","0.018355","5.758939","11.379872",NA
"90.625000","5.000000","300.000000","0.000420","0.000420","1.000000","16.000000","0.900738","0.062308","148.431543","9.805545","0.000276","0.000716","3.090345","1.689354","955.317673","1619.766119","-1.063652","-0.127454","-5.484352","152.241501","149.279493","233.152622","0.034044","0.034225","5.703537","11.296916",NA
"92.000000","5.000000","300.000000","0.000423","0.000423","1.000000","17.000000","0.872724","0.064539","152.408380","5.621977","0.000507","0.001280","5.509010","2.988547","1000.514528","1746.672519","-1.068300","-0.156213","-3.380601","139.516269","196.462336","320.604229","0.053833","0.054046","6.129263","12.286210",NA
"93.375000","5.000000","300.000000","0.000508","0.000508","1.000000","18.000000","0.845299","0.072160","141.960578","12.513696","0.000399","0.001081","3.809692","2.108522","907.591064","1515.780986","-1.015895","-0.130228","-7.352960","142.891844","133.514008","201.092672","0.031743","0.031967","5.780604","11.178509",NA
"94.750000","5.000000","300.000000","0.000467","0.000467","1.000000","19.000000","0.817042","0.074964","160.468110","13.032699","0.000372","0.000893","3.530293","1.885513","906.454729","1555.985214","-0.999599","-0.145252","-3.394065","159.375196","140.821846","219.874488","0.037899","0.038133","5.931352","11.959630",NA
"96.125000","5.000000","300.000000","0.000619","0.000619","1.000000","20.000000","0.772212","0.082792","133.841675","9.189692","0.000370","0.001057","3.020281","1.697498","994.990974","1604.160151","-0.986097","-0.166659","-7.622154","129.852499","163.477705","242.564437","0.046587","0.046854","6.172577","11.431102",NA
"97.500000","5.000000","300.000000","0.000603","0.000603","1.000000","21.000000","0.735536","0.084813","140.560836","9.120661","0.000315","0.000862","2.551633","1.415983","1044.892386","1760.844708","-0.992192","-0.208250","-4.743403","130.448827","220.398209","348.663611","0.077357","0.077659","6.685790","12.863059",NA
"98.875000","5.000000","300.000000","0.000652","0.000652","1.000000","22.000000","0.684270","0.091726","140.722122","8.413172","0.000564","0.001539","4.220242","2.341225","996.007514","1768.721301","-0.966677","-0.221236","-4.418548","157.127496","191.032338","318.452575","0.074911","0.075185","5.981753","12.427198",NA
"100.250000","5.000000","300.000000","0.000682","0.000682","1.000000","23.000000","0.645856","0.088808","130.152648","5.698431","0.000886","0.002602","6.696362","3.789768","1160.418504","1881.462575","-0.970981","-0.266347","-8.156024","125.691141","253.202659","392.051207","0.104675","0.104991","6.573731","12.151619",NA
"101.625000","5.000000","300.000000","0.000874","0.000874","1.000000","24.000000","0.596076","0.103311","118.251662","7.828905","0.000286","0.000917","1.805759","1.044865","1132.772858","1903.977347","-0.941128","-0.280229","-4.421284","122.408321","263.099342","421.391622","0.117354","0.117691","6.526651","12.408699",NA
"103.000000","5.000000","300.000000","0.000833","0.000833","1.000000","25.000000","0.548230","0.100805","120.968270","1.746690","0.000856","0.002688","5.574976","3.209718","1407.335160","2064.071703","-0.961499","-0.345200","-5.382272","108.561978","335.955390","481.369294","0.152563","0.152889","6.903939","11.440728",NA
"104.375000","5.000000","300.000000","0.000728","0.000728","1.000000","26.000000","0.522557","0.099027","135.960704","5.113488","0.001233","0.003476","8.462106","4.736979","2003.092967","3196.081324","-1.388332","-0.815977","-7.354067","115.848922","1076.083501","1712.533456","0.855546","0.855850","6.718327","11.988187",NA
"105.750000","5.000000","300.000000","0.000826","0.000826","1.000000","27.000000","0.470503","0.100920","122.121602","1.875693","0.000751","0.002337","4.897696","2.813741","1982.084154","3071.908650","-1.270430","-0.748066","-6.120180","106.525426","938.918261","1451.341388","0.690009","0.690301","6.487455","11.141427",NA
"107.125000","5.000000","300.000000","0.000936","0.000936","1.000000","28.000000","0.410012","0.101351","108.227867","-0.056202","0.000562","0.001945","3.512263","2.070412","1926.882771","2946.201455","-1.149784","-0.673826","-4.927611","88.280756","915.583337","1393.407294","0.620862","0.621184","6.896603","11.456275",NA
"108.500000","5.000000","300.000000","0.000865","0.000865","1.000000","29.000000","0.381832","0.097872","113.187758","2.002801","0.000447","0.001489","2.937197","1.715608","1930.745498","2922.386714","-1.076819","-0.647149","-5.935613","77.022379","824.512713","1241.533706","0.535328","0.535620","6.251602","10.163804",NA
"109.875000","5.000000","300.000000","0.000823","0.000823","1.000000","30.000000","0.342160","0.095726","116.317581","5.662157","0.000594","0.001930","4.021256","2.335192","1813.754824","3036.271978","-1.043899","-0.663324","-6.879423","115.300786","969.045794","1610.770680","0.687792","0.688093","6.882703","12.845603",NA
