"Temperature (C) ","Detuning (GHz) ","Laser Power (uW) ","G(1D)","C(1D)","A(1D)","By(1D)","Error G(1D)","Error C(1D)","Error A(1D)","Error By(1D)","G1(2D)","G2(2D)","C(2D)","A(2D)","Bx(2D)","Bz(2D)","Error G1(2D)","Error G2(2D)","Error C(2D)","Error A(2D)","Error Bx(2D)","Error Bz(2D)","Hanle (V/nT)","Demod (V/nT)","Sensitivity (T/sqrt(Hz)","Error Sensitivity","Run Number"
150,-3,6000,117.874909098082,-1.17619989041283,7.47466972008254,-10.9951049489874,0.640553039063999,0.0198689094437359,0.0194216771251706,0.204868919816627,44.3235997497357,1093.56670201388,-27.2151209649563,-24.1478738417014,0.587160439454381,821.443538980198,5.84220195415723,150.98853036486,6.38118279634154,6.39040090577457,1.96113084589905,32.5953817251967,0.0634118810972996,-0.0168477823078379,2.5308243e-13,6.5776512e-13,631
150,-1,1000,-5.66565825793486,0.0221532891321201,0.0470929038810222,1.76173370850056,0.0325120799764557,2.50806618236445e-05,0.000232687040195038,0.0322308214937068,4828.84096827451,79990.174977583,-552.846369623868,-552.814422426615,0.455598361934498,141.304781113792,NA,NA,NA,NA,4.30483701932252,23.6082439785163,0.00831199160575343,0.000200304394001333,2.71063452e-12,1.731874312e-11,632
150,-1,2000,21.1486045080734,0.021505629285279,0.969674455859273,-5.61945374964448,0.119839961960879,0.00103519858692314,0.00464460544790313,0.115508063184501,4919.99239907791,73160.0176443978,-14313.7919487522,-14313.4412970181,0.496063297084409,300.280667636479,NA,NA,NA,NA,2.5938118117514,14.6414055542496,0.0458505172522899,-0.00848323228592932,4.2772803e-13,1.05694e-12,633
150,-1,3000,36.3286675825741,0.0325896157460836,2.10705359431365,-7.27662602675482,0.0791599994313506,0.00119628064523049,0.00379192094872287,0.0735898994406599,2383.55275330622,37036.9196256099,-8211.57913693821,-8210.75453095495,0.334134396465589,442.642606550463,11713.4484250499,182016.729730556,80699.1081882603,80699.1082363554,2.39080886885818,16.6927482942413,0.0579997488078629,0.0145757706696674,2.8804167e-13,4.8694396e-13,634
150,-1,4000,51.2052657065025,0.0148309080150119,3.44173983497695,-7.53986240112491,0.120435101347205,0.00265612778471768,0.00648781041709533,0.106683675743821,80.3278888365276,1174.53934534571,-15.8746708180733,-14.4121953809247,0.756624330438858,503.586052672855,10.4629113876896,158.387071266915,3.70762165725068,3.70979994930291,2.24639606714936,15.4951651442553,0.0672145684138084,0.0174174435508969,3.0466259e-13,9.0126733e-13,635
150,-1,5000,66.9439735458596,0.017075069191451,4.77495860836762,-8.19819121428908,0.24848437537486,0.00713867838239871,0.0135906355518674,0.204265583755144,55.9469314230183,806.867564060974,-12.2405819866769,-10.0389873642194,1.03034694680502,579.908687819649,3.72742305273709,52.3042532886931,1.17866452634742,1.18236085188233,2.13075990937336,15.2309037229373,0.0713276842626703,0.0185442765565509,2.9352067e-13,9.8608281e-13,636
150,-1,6000,101.59977367986,-0.981363470128548,7.30613823500113,-8.62256917970265,0.796340878457701,0.0243840822469717,0.0264268502350251,0.288546767739066,45.103361948905,667.367880017493,-12.3116199676763,-9.26014484722058,1.20675169885419,642.348626863632,2.39461701044403,31.0473832508888,0.749839894260991,0.755834803246527,1.9947200503818,15.0823380591922,0.071910969585648,-0.019035609883342,1.4747716e-13,4.8442942e-13,637
150,1,1000,6.77797351258785,0.0219805357219817,0.150831263492649,1.73030452118958,0.0280083595889676,6.34843794277538e-05,0.000536025012332578,0.0277162581806776,6123.27279534341,87043.5980076772,-3048.50259415349,-3048.43357325581,0.919631774794491,104.411380270228,5233.43822121904,74295.5614091823,5203.49444693347,5203.49444735303,2.82339805070242,13.0750507496158,0.0222531503276798,0.000713695609443307,1.54786125e-12,4.35372135e-12,638
150,1,2000,19.9787747008066,0.0223187921067586,1.21134787288602,-4.22405055073968,0.0728556447198118,0.00080572324828427,0.00373973821782895,0.0703900589412476,611.627693745047,7250.05992640535,-186.189861891336,-185.695713387005,0.976186640227825,219.444732926488,3092.78430162215,36710.7915000715,1877.96468312977,1877.96583863421,2.25059231946713,9.55986491192277,0.0606317399853914,0.00829393921566458,4.1552779e-13,1.46119167e-12,639
150,1,3000,34.4129222962526,0.039243811785251,2.41296257082429,-5.66171434394167,0.060527351423988,0.00106863741792352,0.00351667420100491,0.0565597916630628,84.2713696151888,944.39801045457,-7.72606726115027,-6.68456853375805,0.963491238667094,342.416488421538,7.13099996348779,80.0194971169641,1.0445869269165,1.04664985157166,2.21568258271302,10.292265740127,0.0701179211126468,-0.0176796790779551,2.3746606e-13,6.196707e-13,640
150,1,4000,48.1428676549087,0.0346203940270426,3.81298051893655,-5.83946989778453,0.149617324104981,0.00372249134752572,0.00956337151160765,0.134042078259085,69.9312613956287,680.042991711055,-7.58166220680296,-5.84219143963623,1.3617180788868,389.889326817525,3.52203462330397,29.3649921271461,0.42733063590002,0.431096906881237,2.13728898493266,9.2313144106174,0.0792013584705474,0.0211357805034214,2.5032473e-13,8.5029442e-13,641
150,1,5000,63.2284709595145,0.0675583651958107,5.18682989560605,-6.25621735934042,0.318900166726836,0.0100605982847057,0.0203001945788055,0.267622429311753,62.3101831016684,598.689253382302,-8.95979422420056,-6.42325400345851,1.52155251057909,456.045233697188,2.78390899318041,20.296133043743,0.351967362022425,0.357646397178865,2.04547406411863,9.10982130925138,0.0820331381874979,0.0214086356617547,2.7354644e-13,1.03328255e-12,642
150,1,6000,93.8032427485815,-0.858412685187336,7.77907473987406,-6.65338144727468,0.679481575165292,0.0223077601199686,0.0259438375773505,0.261102624531355,55.5749216522458,550.60199224073,-10.4894686474147,-7.07063607060022,1.72172578019177,513.393355572701,2.35495137584542,16.2812480862764,0.328043148654874,0.335931799984323,1.94102787327051,9.11407349939368,0.0829296995704522,0.0200753996896535,1.3824742e-13,4.7376657e-13,643
150,3,1000,8.05660327894636,0.0239912783920586,0.287887616743503,1.86815361930153,0.0351038313780877,0.000139844669730969,0.00107727703802769,0.034664775528704,278.409618060433,2987.33085904259,-7.82645060144804,-7.68348848134413,1.16511387304965,80.8180416706122,238.873750272998,2581.33343701407,13.1652453137896,13.1655897536871,2.18876226478381,7.70913987096206,0.0357331255835589,0.00119587949963891,1.06417967e-12,3.39617106e-12,644
