"Temperature (C) ","Detuning (GHz) ","Laser Power (uW) ","C(1D)","A(1D)","G(1D)","By(1D)","Error C(1D)","Error A(1D)","Error G(1D)","Error By(1D)","G1(2D)","G2(2D)","C(2D)","A(2D)","Bx(2D)","Bz(2D)","Error G1(2D)","Error G2(2D)","Error C(2D)","Error A(2D)","Error Bx(2D)","Error Bz(2D)","Hanle (V/nT)","Demod (V/nT)","Sensitivity (T/sqrt(Hz)","Error Sensitivity","Run Number"
0,2,8000,183.817105362572,1.6387008981471,6.78088533106777,-2.7513151156795,1.07178307031367,0.0296451353007583,0.0268124931750728,0.201698686271628,33.9893705134012,325.182577345558,-9.04979226933433,-2.49247755375779,4.50400207173568,676.449315151,1.36021534453858,5.81692388062653,0.0538076322504704,0.0668979668535208,1.3576301012632,6.01956042209892,0.0368893053652038,-0.00963501005829818,2.5239996e-13,8.340248e-14,1
121.48745,8.294045,6572.704491,72.1583540971205,1.2908474259913,3.31797891657541,8.83859100408164,0.78449509898058,0.0113478116172082,0.017377562098147,0.353601076862506,47.3162171827366,380.634376297158,-4.83498227881892,-1.6092794141672,4.33799549403834,364.83124907196,2.43542276784762,10.2970279118947,0.0571454645536193,0.065513392341736,1.96343300884639,7.51370473946152,0.0459819096221295,-0.00934124876238807,3.2030111e-13,1.5870392e-13,2
141.294302,1.549115,7755.53215,174.331938428757,7.51152381418962,2.3468394886034,-3.19772983172898,1.68668392710875,0.0257665601729883,0.0241332931674092,0.300957699070079,23.6034406042529,286.078616585937,-10.1542457332091,-0.981730137373522,3.3231216013772,833.793640151626,0.954188519755967,4.92306088503065,0.0199690907092806,0.0262093137715632,1.17519762016995,6.18097381807048,0.0134619021032825,0.00351520977631939,4.1248261e-13,7.468919e-14,3
100.872077,-1.660494,8226.20997,227.713464303962,-0.476528132639846,8.18513933608678,0.200780547424434,1.36922430107733,0.0449186080428687,0.0417364983562068,0.182164259982842,19.4204752919994,340.680317328519,-8.70226234708687,-3.14496103559363,2.83534196389486,916.457254142326,0.831432558042401,7.31300653840639,0.0939167156853428,0.107470957924479,1.35746722712661,11.7218974434363,0.0359449071714131,-0.00941333506512346,2.5304716e-13,1.1395876e-13,4
123.106393,-7.535296,6703.08936,99.9999999398292,0.00440774871515476,9.51168268983922e-05,1.994672680021e-07,6.95904900386579,2.77748033292692e-06,3.04385525819841e-06,1.87645858877611,132.524793643528,150.485137748167,-0.00594817345228968,-0.000151988797916369,-0.0553400482587024,0.189955089318221,6340.33846741064,2418.71366094169,0.000971110830489218,0.00427130111206728,663.363390638211,660.754197986786,9.5116826955625e-07,2.396708600014e-08,2.32505697435e-08,1.017777483808e-08,5
146.591544,-1.139791,11975.6255,191.409192495694,2.10437237164334,7.96826287247388,-4.8754380210695,3.67218191672118,0.188817351273808,0.179613390534616,0.502813125395904,15.4143473098793,278.538132838788,-10.8544097110451,-2.85344084049554,4.50732535756824,1037.9204594767,0.657732598306238,5.23055994657018,0.0670211640020735,0.085795225293335,1.15002227767028,9.86532899725135,0.0416294680970096,0.0110862601728462,5.2416092e-13,5.2899006e-13,6
125.890805,-4.606107,9732.04484,27.6458356660081,0.00554871617205915,0.104324713982528,2.58583015814841,0.217900133219751,0.000181113560668289,0.000688690846685904,0.207059124912536,379.640241585111,23572.1463846789,-71.513556805646,-71.4898533552024,9.763213925298,913.431062033976,NA,NA,NA,NA,13.2260700875676,620.135531250877,0.00377361405322973,-0.000478290779995132,1.58438934e-12,5.1981514e-13,7
151.98416,-4.789916,3672.332161,221.623056354223,-0.650791372105167,4.5116907744512,-3.23669539220824,0.492405530986524,0.00892941695161705,0.00826529141811992,0.0687590412532455,20.6188411087609,366.850718893179,-4.61306556664266,-1.89962640483034,1.99375938852738,671.196421370429,0.926009383816444,9.1845432063463,0.0715464646268285,0.0785304043990376,1.33894084511264,9.85003162915522,0.0203574973139984,-0.00548684196367014,2.7119773e-13,5.525223e-14,8
106.033164,0.408763,5790.27949,53.3819051771565,0.0138424889407734,2.62390222202863,5.40472143417867,0.157240135306264,0.00261337142203639,0.00616215061145654,0.138097334191188,55.7120426149953,846.362826222095,-6.77816623302886,-5.66932461832246,-1.48383998390025,625.67292294914,4.26310050264151,64.6924094680781,0.7917524755439,0.793708064909339,2.33670426270392,18.5442373340882,0.0491534015753239,0.0124675100833161,2.3681291e-13,9.035609e-14,9
137.922804,6.523385,5552.449996,127.488751528408,5.29535692206905,1.77035901894359,-1.07445265382886,1.12153171092584,0.00821818934193574,0.00772547182585352,0.331480791228459,93.8856890370789,365.456982346645,-7.29163521204897,-0.908648610266347,2.28526048455356,470.172754108158,3.35348792266062,5.26256251034064,0.0125046067169343,0.0168835891685522,1.52325953349072,3.95011346464117,0.013886393879613,0.00304209861694768,4.6018561e-13,1.2404273e-13,10
104.871988,-9.995709,6094.578155,22.7225623020932,0.00409235135374162,0.0249765521509015,10.043376661941,0.108864103215623,2.34926558850516e-05,0.000100933245891609,0.104584026946909,3230.93890821547,62599.7369349913,-412.472591831342,-412.458360979327,10.3984036889667,-661.406124619833,34530.9875613142,668947.569178739,8814.9237690673,8814.92376974384,11.3327752730528,141.6808395288,0.00109919611260569,0.00010388759296072,5.25961031e-12,1.20340528e-12,11
140.876829,-9.173762,6411.502791,100.00000001132,0.00424184073486083,0.000101844198605194,-3.785685181594e-08,6.49184394388909,2.77591749130908e-06,3.04476065368808e-06,0.81337175469757,102.047673073333,108.710567597731,-0.00480417959046985,-6.41895601508947e-05,-0.00548424100383741,0.0101968087805504,2981.76059188631,1064.80728750678,0.000209197760657008,0.00116930280166951,230.422043761915,171.474183518617,1.01844198593665e-06,-1.1860699062331e-06,4.6287790732e-10,1.7161480759e-10,12
143.582768,-6.05305,9851.10855,189.470247977198,-0.755662356884103,3.50644512237242,-3.11541027115255,0.608022156042381,0.00868088767240658,0.0078750944000629,0.109389222423403,18.0957367764328,822.192343133781,-8.79564679067899,-7.05348212206151,-0.510596353125026,863.201658709109,3.18451159036767,131.451756310777,2.1584023030712,2.16688627626149,1.94163858816611,57.932663879331,0.0185065737750784,-0.00462344642575035,9.1964772e-13,2.2527576e-13,13
130.357235,-0.555881,7979.1242,229.826910725514,1.47653148782762,7.39544774075161,1.1520146186746,0.825646402197471,0.0244453607533173,0.0227430052996022,0.108082168162545,24.61706196272,319.678954227694,-9.7361458256097,-2.78501791548315,3.16774900797,816.845190862209,0.944739110686701,5.61740682237672,0.0624362345719394,0.0755507591685858,1.22671973000403,7.20801327626874,0.0321783368074948,-0.00869314269086742,2.307594e-13,9.137748e-14,14
113.87878,2,8000,164.826538636573,-0.0225881750468555,7.83759415351947,5.70157311610577,1.119262466937,0.0359529029659942,0.0323324769615041,0.245658204792546,41.3450452409234,377.413336732474,-8.85197941571773,-3.63695425376948,3.30005196852385,679.618977081234,1.67946713572442,7.28787448016197,0.0892988720882568,0.102819210393856,1.60183515434732,7.23089500318239,0.0475505596268124,-0.0121498596741203,2.2140428e-13,6.276267e-14,15
125,-11.65845,7079.125777,179.300688004788,-0.617362161358485,4.03917509612517,12.5780454722814,0.732548037774604,0.0120571590730468,0.0108875006321772,0.144389878011867,16.1446126880162,515.592653234639,-5.60244581158904,-3.4018253273426,0.185642373721843,-831.703510181045,1.07849459969034,25.8723001596446,0.297428633465887,0.305566069650724,1.67284039305378,32.747439620451,0.0225273820255354,-0.00584436261535446,8.3840029e-13,1.0996148e-13,16
126.512046,2.748686,3859.06458,20.7252548737304,0.00287517570557885,0.00170191880108513,16.1902667598598,0.527546177975053,5.61452716479744e-06,2.73415525857091e-05,0.332699090868553,111.733890793951,129.858720906648,-0.00375657082111977,-0.000153981958378347,-0.00759997313469134,0.0950326368731109,2353.18565956421,918.799404143335,0.000406787050952359,0.00196785084674458,227.16073159513,204.652394957441,8.21181120065425e-05,-3.65341622791863e-06,1.6027681836e-10,4.885506665e-11,17
150.422777,-6.55808,3830.579346,228.454088044889,-0.639874849661527,3.71503463031685,-4.07935641314049,0.615009784746189,0.00915101569095822,0.0085064506592658,0.081509859966837,12.379562836385,419.590946217939,-4.39866733736622,-2.15730425720119,1.10703642435703,656.544935406642,0.833328379916959,17.9675681928796,0.159930378235094,0.166694276552045,1.26964593960421,17.4811727041816,0.0162616246533828,-0.00434773148985684,3.5951573e-13,1.2934821e-13,18
107.628155,-3.636646,4382.21987,58.8260844634745,0.00460770832413991,1.43079968675723,4.35052636520609,0.115713932908618,0.00102314762836951,0.00221226482656053,0.0992510486890072,2763.62750533639,75899.2418357305,-21745.3571952375,-21744.8549575041,-3.03060425496759,862.967781319933,NA,NA,NA,NA,2.71577412644805,53.8183832694057,0.0243225382040449,0.00629357452293487,2.6814137e-13,1.4625267e-13,19
132.531085,2,8000,161.065499365926,-0.148100243654418,7.85784523222747,-1.72688846387783,0.978686254638934,0.0315599941390627,0.0283804534687351,0.221038771951797,45.4828270605511,384.851708983937,-8.8592879875015,-3.85114180604458,3.30638680142815,664.560782265826,1.70961078650722,6.82685848774067,0.0857607122951793,0.0986361306770922,1.52894533475965,6.53954441339972,0.0487866443351418,-0.0126019784394756,2.3813125e-13,6.872252e-14,20
125,-2.957373,9549.0183,365.633904060072,-1.81649128942532,11.7944708109405,-0.791087350880882,35.2569632309993,1.97315984295148,1.9639057774423,0.674482270555874,9.56370701969611,227.26676799226,-10.4092849765821,-1.34253308347688,4.77102613560321,946.126746086947,0.518915098065764,5.22265293768174,0.0388384863034225,0.0524989740291717,1.04495586368626,8.2853388959558,0.0322575961363876,0.0060639398254161,3.0902921e-13,1.1365905e-13,21
109.084602,-11.435131,11646.762,38.7821916844694,0.00611644628866366,0.228792230139295,16.7223072939132,0.150646278675464,0.000241479039881876,0.00073079531145085,0.139080291527621,3058.1014520573,53649.7260373257,-1860.72157404106,-1860.64601342987,7.844169353923,-476.825886384451,NA,NA,NA,NA,4.77711904336468,43.9809249293579,0.00589941465920083,-0.000755406089736164,1.85772455e-12,3.718653e-13,22
147.375935,0.393048,11955.277,81.2649146268644,-0.0291664583526756,4.47025956107044,-6.18354634197421,0.193367697550786,0.00508538464965839,0.0077229068388801,0.14322963632684,34.0588806793189,801.971008478609,-11.5661920664596,-9.45596729896867,-2.67651450000757,1055.00387982927,2.53588251936415,62.3875806748041,1.33217896095227,1.34303228966942,2.30144503277058,46.2235452924802,0.0550084816011444,0.0129810340589187,3.0488077e-13,1.4332745e-13,23
108.592074,2,8000,164.282364947757,0.0442789274480955,7.77119230012431,-0.148107018222335,1.11252726934567,0.0354547264686043,0.0318781123124638,0.244804920324616,40.5684520598663,360.212581733629,-8.57838525196223,-3.28069236518269,3.79843106645676,650.866011513944,1.65423066477696,6.83429290100732,0.0773204812897178,0.0914302792645317,1.5441689304326,6.67417426175056,0.0473038740499967,-0.0120979838625185,2.4661486e-13,1.4325642e-13,24
125,-3.433122,5669.06459,39.3498731605382,0.0022016681675119,0.356250870473117,1.38422056398456,0.178408356993171,0.000443033018665872,0.00132679629402258,0.164439007683496,1101.23242919694,51685.2943200966,-2022.29078359448,-2022.19615273438,-4.42373759044814,1160.65679649723,3002.50736911057,140676.937564085,11007.6487535989,11007.6487589172,4.19448585746769,184.668900058237,0.00905341852106353,0.00175479815780381,5.4456639e-13,1.8372791e-13,25
143.500131,3.317453,4217.89775,45.0237914870756,0.155846527364344,2.25672158629512,0.724977372787617,0.369767326083339,0.00555975003289958,0.0150570734863763,0.334843706405965,71.4604720161003,564.788373456396,-3.76443142198833,-2.57109185944717,1.60621496259023,346.7564323498,3.1849577298289,17.9587892508499,0.126261020803125,0.129553610798702,2.12179453041234,7.82843422176004,0.0501228686380827,-0.0112527772330666,2.2724725e-13,1.8652075e-13,26
131.561485,-12.876753,3889.339659,47.9843767410517,0.0116837112137944,0.741765352673696,6.34629134863698,0.224819065656886,0.00108923343142552,0.00280573825108617,0.201528801010337,2015.04645042936,55811.3413917199,-6751.12562280345,-6750.82895968855,3.34379918308138,-689.95443765106,6803.99920891412,188413.940203073,45579.3609103802,45579.3609194972,3.04323212069408,56.2119789324647,0.0154584763427613,0.00344078958211646,5.3328139e-13,9.064124e-14,27
134.249396,5.399937,4742.004166,128.517750000081,4.42123763970803,1.65297766465516,0.226433570536711,0.911975122496262,0.00623754656901981,0.00584516687430825,0.267341100460346,105.685844015299,352.512536586177,-6.22381140731159,-0.757612584310734,2.05230798181328,410.207584782793,3.92695212004175,5.13852902341876,0.00985386261150664,0.0141541301071213,1.54758671586668,3.69577320043265,0.0128618627750184,0.0028110298486094,3.9860991e-13,1.2231647e-13,28
100.716827,2,8000,161.446448795217,-0.15069290387991,7.87308303678173,1.62951590364054,1.00907635531707,0.0326003147994356,0.0293147927740406,0.227200780326151,41.5469503179449,377.828007769297,-8.68376637358293,-3.61623420058362,3.63163844060373,670.617033666868,1.71026935606803,7.41727625728638,0.0904014185691799,0.104028882741345,1.62366301052586,7.28281379185558,0.0487659102788203,-0.0126387169722518,2.7073089e-13,1.4767921e-13,29
125,1.088162,4430.69411,29.5993500728821,0.00209612620328139,1.09668851526192,3.97553092805278,0.116830472963203,0.000993385290938952,0.00361474803372294,0.110506453139601,2916.78807822897,53994.2236998396,-8884.09769639772,-8883.68708557795,-2.8442578394665,477.919686245995,11614.3044909097,214986.829556756,70742.1385309868,70742.1385417605,2.73043801149558,23.7135439643085,0.0370511012086941,-0.00728030001656301,2.7235963e-13,1.7700999e-13,30
139.404631,-3.001271,4470.9616,72.6172912873661,0.0126198802895728,2.61471483704774,-3.68626719882313,0.124144612122745,0.00192890287153967,0.00335911005126719,0.0984203403956413,48.2357780487712,775.790399789631,-6.41845760390806,-5.18813986045802,-0.7304049534086,648.798730266849,3.29458019237138,51.1148669059699,0.617776483590179,0.620271739621539,2.16939934360087,18.3937708964311,0.0360067800752938,0.0092152534043009,2.6211216e-13,1.1444525e-13,31
124.998627,9.987658,4449.143446,54.567547471776,1.40920377770029,1.50745132017833,5.61066881603404,0.630886433373462,0.00437345992803066,0.00908243537358449,0.321317799036763,61.4300708054482,352.658137020844,-2.82221232358875,-0.632087576336574,3.72381374404809,247.619755517904,4.05057169380694,11.0123379686346,0.0227171007832502,0.0282558331775795,2.53825688480237,7.96756374114387,0.0276254182205647,-0.00318658086445678,5.4781774e-13,2.2861973e-13,32
