"Temperature (C) ","Detuning (GHz) ","Laser Power (uW) ","Cost filtered (V/nT)","Cost unfiltered (V/nT)","Loop","Run_number","C(1D)","A(1D)","G(1D)","By(1D)","Error C(1D)","Error A(1D)","Error G(1D)","Error By(1D)","G1(2D)","G2(2D)","C(2D)","A(2D)","Bx(2D)","Bz(2D)","Error G1(2D)","Error G2(2D)","Error C(2D)","Error A(2D)","Error Bx(2D)","Error Bz(2D)","NA"
"123.600000","8.000000","800.000000","0.009773","0.009773","1.000000","29.000000","0.141770","1.747107","178.764923","-5.192281","0.007136","0.015172","2.960562","1.520015","712.898997","1927.667475","-6.188744","-5.062208","-1.589837","-355.735670","165.450823","431.043146","2.167121","2.171655","5.923234","24.890791",NA
"124.800000","8.000000","800.000000","0.010047","0.010047","1.000000","30.000000","0.113653","1.702381","169.437433","-4.204872","0.006429","0.014452","2.702819","1.413809","856.388274","2383.644896","-8.250286","-7.225766","-2.074244","-360.079202","291.977270","803.511357","4.733056","4.737285","6.071465","27.122531",NA
"126.000000","8.000000","800.000000","0.009691","0.009691","1.000000","31.000000","0.093992","1.584441","163.503476","-7.447369","0.006136","0.014306","2.747346","1.454122","1553.661177","4485.477553","-24.388558","-23.466594","-1.542954","-365.745166","1788.522188","5181.071789","53.764709","53.768533","6.213952","30.135204",NA
"127.200000","8.000000","800.000000","0.009226","0.009226","1.000000","32.000000","0.072400","1.469550","159.289504","-7.997336","0.006676","0.015984","3.202022","1.708911","9010.157941","26533.129528","-754.917066","-754.091817","-2.421856","-363.748881","253412.061662","746367.070906","42414.665533","42414.667990","6.418173","32.024931",NA
"128.400000","8.000000","800.000000","0.000000","NaN","1.000000","33.000000","0.000000","0.000000","0.000000","0.000000","NaN","NaN","NaN","NaN","34218.964799","102312.186814","-10219.861112","-10219.129374","-1.138538","-360.973466","117217.669133","350373.433650","69990.335214","69990.335234","6.650190","33.495381",NA
"129.600000","8.000000","800.000000","0.009260","0.009260","1.000000","34.000000","0.054161","1.268231","136.951659","-8.713796","0.004484","0.012443","2.391963","1.333118","21868.576694","66925.282083","-3967.331306","-3966.686361","-1.814482","-369.990062","NaN","NaN","NaN","NaN","6.938529","36.350816",NA
"130.800000","8.000000","800.000000","0.007261","0.007261","1.000000","35.000000","0.045359","0.707978","97.501135","-16.060899","0.002607","0.009763","2.236031","1.341361","37559.236273","90403.721504","-4624.723232","-4624.367465","-0.009569","-497.375263","302865.729786","729012.674832","74579.068765","74579.068806","8.389175","42.781254",NA
"132.000000","8.000000","800.000000","0.008785","0.008785","1.000000","36.000000","0.041320","1.051682","119.716691","-4.815831","0.003869","0.012151","2.390470","1.376443","59877.765933","92702.818577","-6018.648481","-6018.205465","0.940207","-314.606876","NaN","NaN","NaN","NaN","8.681274","20.804562",NA
"133.200000","8.000000","800.000000","0.008446","0.008446","1.000000","37.000000","0.043735","0.934413","110.638077","-10.946936","0.003282","0.011049","2.225611","1.303351","23387.785940","81213.764475","-4024.807190","-4024.380721","-1.693606","-388.731469","NaN","NaN","NaN","NaN","8.225289","50.541529",NA
"134.400000","8.000000","800.000000","0.008368","0.008368","1.000000","38.000000","0.043280","0.848077","101.342455","-11.490864","0.002974","0.010788","2.158144","1.285606","25267.902314","92629.474374","-4510.214802","-4509.846295","-2.077169","-396.186312","175714.588706","644041.730991","62711.654783","62711.654808","8.738864","57.430635",NA
"135.600000","8.000000","800.000000","0.007913","0.007913","1.000000","39.000000","0.044570","0.736181","93.030865","-10.750573","0.002545","0.009902","2.064821","1.248701","26936.229763","106543.008127","-4956.191023","-4955.879912","-2.293970","-416.851742","NaN","NaN","NaN","NaN","9.462584","69.527744",NA
"136.800000","8.000000","800.000000","0.008344","0.008344","1.000000","40.000000","0.044661","0.701456","84.069358","-3.222812","0.004181","0.017626","3.432636","2.109484","20984.995538","86686.358971","-2658.502965","-2658.243765","-1.937403","-436.098001","116353.371761","480425.130856","29463.852948","29463.852964","10.163543","80.564893",NA
"138.000000","8.000000","800.000000","0.006950","0.006950","1.000000","41.000000","0.047844","0.544646","78.362519","-10.803168","0.001847","0.008218","1.902402","1.180995","27057.127966","116656.654083","-3744.267869","-3744.054897","-2.609763","-434.371616","79205.373676","340804.755289","21875.281041","21875.281044","10.902696","89.943229",NA
"122.400000","-10.000000","800.000000","0.000000","NaN","2.000000","42.000000","0.000000","0.000000","0.000000","0.000000","NaN","NaN","NaN","NaN","1303.688370","9542.462783","-128.792314","-127.525148","-2.324343","243.947207","17137.842073","124780.264545","3333.044856","3333.051572","4.544879","44.984375",NA
"122.400000","-9.375000","800.000000","0.000000","NaN","2.000000","43.000000","0.000000","0.000000","0.000000","0.000000","NaN","NaN","NaN","NaN","1804.969528","11788.526930","-194.964514","-193.722003","-2.774673","168.720549","37004.806207","240817.638107","7911.413709","7911.420913","4.600359","35.551896",NA
"122.400000","-8.750000","800.000000","0.000000","NaN","2.000000","44.000000","0.000000","0.000000","0.000000","0.000000","NaN","NaN","NaN","NaN","2012.764945","13031.850185","-238.407650","-237.182626","-2.514190","127.337435","55047.359032","355329.714266","12929.793017","12929.800853","4.639714","33.303536",NA
"122.400000","-8.125000","800.000000","0.000000","NaN","2.000000","45.000000","0.000000","0.000000","0.000000","0.000000","NaN","NaN","NaN","NaN","2149.775153","13319.830075","-247.129198","-245.931884","-2.043278","78.556451","64464.410088","398241.711254","14701.107965","14701.116356","4.706575","30.400405",NA
"122.400000","-7.500000","800.000000","0.000000","NaN","2.000000","46.000000","0.000000","0.000000","0.000000","0.000000","NaN","NaN","NaN","NaN","2384.057213","14341.848526","-286.235845","-285.056458","-2.236043","32.861847","80677.393158","484095.950874","19238.095965","19238.104308","4.763014","28.847918",NA
"122.400000","-6.875000","800.000000","0.000000","NaN","2.000000","47.000000","0.000000","0.000000","0.000000","0.000000","NaN","NaN","NaN","NaN","2068.100945","13196.712865","-242.149779","-240.984337","-1.728029","-3.702842","67362.402852","428520.360837","15645.362325","15645.371315","4.819624","30.719602",NA
"122.400000","-6.250000","800.000000","0.000000","NaN","2.000000","48.000000","0.000000","0.000000","0.000000","0.000000","NaN","NaN","NaN","NaN","2827.885893","16215.525713","-365.140352","-363.996501","-1.561450","-43.148803","112034.351578","641165.639791","28778.191664","28778.199622","4.895102","28.424963",NA
"122.400000","-5.625000","800.000000","0.005879","0.005879","2.000000","49.000000","-0.017470","1.671225","284.273668","5.093162","0.006912","0.008877","3.248140","1.333847","1227.804682","8231.955414","-94.775134","-93.639201","-2.119768","-61.166626","16058.864698","106812.093717","2428.075224","2428.084075","4.965718","34.067013",NA
"122.400000","-5.000000","800.000000","0.000000","NaN","2.000000","50.000000","0.000000","0.000000","0.000000","0.000000","NaN","NaN","NaN","NaN","2717.214917","16186.088520","-360.587315","-359.474323","-1.691673","-108.215806","125495.059376","746116.674284","33132.983733","33132.992739","5.030583","32.382684",NA
"122.400000","-4.375000","800.000000","0.000000","NaN","2.000000","51.000000","0.000000","0.000000","0.000000","0.000000","NaN","NaN","NaN","NaN","3077.774054","17885.116393","-444.486064","-443.375532","-0.700235","-156.290816","135789.433919","787899.816326","39056.399137","39056.406482","5.119043","34.523925",NA
"122.400000","-3.750000","800.000000","0.000000","NaN","2.000000","52.000000","0.000000","0.000000","0.000000","0.000000","NaN","NaN","NaN","NaN","3386.827803","19175.307088","-509.405865","-508.306986","-1.528744","-179.606905","262359.829227","1483560.985231","78639.053712","78639.065213","5.165885","35.397604",NA
"122.400000","-3.125000","800.000000","0.000000","NaN","2.000000","53.000000","0.000000","0.000000","0.000000","0.000000","NaN","NaN","NaN","NaN","4029.087340","21848.708405","-667.643111","-666.542813","-0.983591","-218.072312","159238.650615","862750.379368","52631.993402","52631.998185","5.206123","36.490204",NA
"122.400000","-2.500000","800.000000","0.006786","0.006786","2.000000","54.000000","-0.027076","1.741776","256.683508","-0.529026","0.007542","0.010804","3.356437","1.464130","2639.475727","14970.781976","-317.470976","-316.362340","-1.473917","-256.953673","71732.114990","406128.567576","17158.918022","17158.925005","5.280110","41.580796",NA
"122.400000","-1.875000","800.000000","0.000000","NaN","2.000000","55.000000","0.000000","0.000000","0.000000","0.000000","NaN","NaN","NaN","NaN","13168.856043","63765.596701","-5757.507044","-5756.410410","-0.239816","-273.438106","99239.831328","480452.282261","86743.251654","86743.251771","5.332809","37.011947",NA
"122.400000","-1.250000","800.000000","0.007601","0.007601","2.000000","56.000000","-0.023258","1.809660","238.089042","3.094570","0.009053","0.014087","3.833932","1.740631","8574.238976","43148.172357","-2652.822495","-2651.719718","-0.916238","-301.671222","NaN","NaN","NaN","NaN","5.356430","40.728284",NA
"122.400000","-0.625000","800.000000","0.007684","0.007684","2.000000","57.000000","-0.022172","1.830033","238.160578","-0.863054","0.007808","0.012146","3.270035","1.484384","8167.671831","40470.646243","-2350.149834","-2349.044567","-0.511398","-331.623507","163036.463195","807700.569451","93757.612058","93757.612882","5.401062","42.739047",NA
"122.400000","0.000000","800.000000","0.000000","NaN","2.000000","58.000000","0.000000","0.000000","0.000000","0.000000","NaN","NaN","NaN","NaN","13313.500114","64095.489467","-5951.377537","-5950.267008","-0.821102","-357.526480","NaN","NaN","NaN","NaN","5.431512","43.777259",NA
"122.400000","0.625000","800.000000","0.008000","0.008000","2.000000","59.000000","-0.027148","1.868098","233.508048","-4.128631","0.010021","0.015933","4.098292","1.878888","11831.927738","51495.428809","-3852.127510","-3851.018675","0.309906","-360.771184","115339.174514","501931.140613","75069.334639","75069.334915","5.469530","40.083121",NA
"122.400000","1.250000","800.000000","0.008322","0.008322","2.000000","60.000000","-0.014201","1.865565","224.185776","-2.896002","0.008523","0.014176","3.466295","1.620775","11398.741662","49602.135952","-3599.605574","-3598.486905","-0.343662","-381.004221","98674.256650","429338.514237","62291.498377","62291.498650","5.495564","41.743675",NA
"122.400000","1.875000","800.000000","0.008534","0.008534","2.000000","61.000000","-0.007798","1.882367","220.567384","-2.768624","0.010839","0.018356","4.356406","2.052526","7121.439559","29681.472482","-1290.413416","-1289.291149","0.199139","-390.471680","NaN","NaN","NaN","NaN","5.504180","40.677881",NA
"122.400000","2.500000","800.000000","0.008914","0.008914","2.000000","62.000000","-0.004641","1.929470","216.456324","-3.733279","0.008757","0.015142","3.422126","1.626286","13092.612499","53000.623903","-4090.138298","-4089.019210","0.376410","-399.886324","NaN","NaN","NaN","NaN","5.538156","40.448654",NA
"122.400000","3.125000","800.000000","0.008982","0.008982","2.000000","63.000000","0.010985","1.883493","209.687578","-6.351668","0.008312","0.014883","3.307676","1.594238","10192.524767","37919.657731","-2079.859959","-2078.742658","-0.844037","-389.065848","148552.977662","552656.388752","60587.112379","60587.113215","5.567214","36.669976",NA
"122.400000","3.750000","800.000000","0.008927","0.008927","2.000000","64.000000","0.019439","1.856261","207.941937","-2.876529","0.008435","0.015242","3.400449","1.644875","6654.748012","22673.291951","-739.079278","-737.964575","-0.109728","-386.600773","230650.419350","785924.336324","51145.394512","51145.400116","5.594500","33.769702",NA
"122.400000","4.375000","800.000000","0.009364","0.009364","2.000000","65.000000","0.030711","1.908131","203.767186","-3.575338","0.007653","0.014140","2.989656","1.458710","5663.992036","17985.388737","-460.829797","-459.718724","-0.212122","-390.668570","99112.528862","314832.984291","16086.736868","16086.741378","5.584877","31.625490",NA
"122.400000","5.000000","800.000000","0.009241","0.009241","2.000000","66.000000","0.051832","1.845473","199.702272","-7.364648","0.007529","0.014218","3.028460","1.490093","1026.622710","3275.419028","-16.464677","-15.337295","0.187701","-385.018865","639.022716","2035.394421","18.791725","18.796470","5.608754","30.727686",NA
"122.400000","5.625000","800.000000","0.009381","0.009381","2.000000","67.000000","0.066330","1.865714","198.873098","-6.018011","0.007260","0.013774","2.886485","1.422649","934.862248","2863.565108","-12.806829","-11.670018","-0.298610","-383.416822","434.762604","1327.460870","10.614157","10.618753","5.610608","29.188909",NA
"122.400000","6.250000","800.000000","0.009460","0.009460","2.000000","68.000000","0.085106","1.859145","196.533528","-1.908140","0.006902","0.013262","2.746841","1.360319","830.400745","2356.376775","-9.004857","-7.860611","-1.020487","-373.349648","256.746930","720.958458","4.670407","4.674801","5.634785","26.249045",NA
"122.400000","6.875000","800.000000","0.009349","0.009349","2.000000","69.000000","0.110106","1.826717","195.401581","-3.406363","0.006538","0.012641","2.644924","1.312890","845.366019","2226.912421","-8.099520","-6.949253","-3.826780","-366.602428","218.707870","570.576384","3.439217","3.443257","5.602825","23.821356",NA
"122.400000","7.500000","800.000000","0.009452","0.009452","2.000000","70.000000","0.141829","1.792082","189.600867","-4.755661","0.006620","0.013223","2.712823","1.362631","694.099237","1785.598620","-5.640212","-4.468460","-1.182305","-356.512197","129.224000","317.209807","1.506259","1.510552","5.634808","22.327747",NA
"122.400000","8.125000","800.000000","0.009287","0.009287","2.000000","71.000000","0.170048","1.790841","192.842036","-7.273654","0.005409","0.010608","2.225892","1.110702","782.007665","1856.366996","-5.888284","-4.713785","-1.000889","-349.436295","139.734499","321.757678","1.550699","1.554460","5.593749","20.370413",NA
"122.400000","8.750000","800.000000","0.008973","0.008973","2.000000","72.000000","0.206293","1.736651","193.531397","-5.793719","0.005631","0.011001","2.391350","1.191578","695.024743","1604.858239","-4.714473","-3.513037","-1.028321","-340.372389","102.377386","220.559111","0.901435","0.905399","5.616348","19.158585",NA
"122.400000","9.375000","800.000000","0.008994","0.008994","2.000000","73.000000","0.244795","1.725004","191.792021","-6.087457","0.005459","0.010770","2.329795","1.165035","718.352973","1576.011707","-4.553088","-3.332030","-1.175334","-341.663298","96.416938","197.368246","0.774682","0.778342","5.575559","18.091266",NA
"122.400000","10.000000","800.000000","0.008911","0.008911","2.000000","74.000000","0.290716","1.677430","188.249590","-5.616327","0.005269","0.010605","2.303210","1.160071","692.192825","1478.762574","-4.122155","-2.878551","-1.502601","-333.236622","85.531219","166.329305","0.595233","0.598903","5.548593","17.115094",NA
"122.400000","10.625000","800.000000","0.008619","0.008619","2.000000","75.000000","0.331878","1.643786","190.714252","-6.276700","0.005054","0.010031","2.260610","1.132924","713.825419","1449.644597","-3.944462","-2.684202","-1.265719","-328.939274","82.364808","151.441345","0.512185","0.515619","5.552564","16.160958",NA
"122.400000","11.250000","800.000000","0.008350","0.008350","2.000000","76.000000","0.382282","1.573114","188.389128","-4.181302","0.004478","0.009006","2.087604","1.051172","668.335987","1325.777175","-3.474086","-2.191171","-2.054366","-324.129676","71.272937","122.470218","0.363756","0.367316","5.584793","15.509971",NA
"122.400000","11.875000","800.000000","0.008254","0.008254","2.000000","77.000000","0.438355","1.545016","187.178185","-2.044133","0.003788","0.007670","1.795311","0.906215","767.659305","1416.412454","-3.685730","-2.390360","-1.563510","-315.278684","79.025765","130.997976","0.399591","0.402563","5.492141","14.268676",NA
"122.400000","12.500000","800.000000","0.007601","0.007601","2.000000","78.000000","0.490969","1.428201","187.894079","-6.441946","0.003912","0.007890","2.007659","1.011943","714.803638","1298.418760","-3.275604","-1.953872","-0.919975","-311.991813","69.388574","108.032086","0.288934","0.292068","5.541988","13.906686",NA
"122.400000","13.125000","800.000000","0.007286","0.007286","2.000000","79.000000","0.552161","1.383328","189.871950","-5.898065","0.004104","0.008184","2.179110","1.093952","783.748731","1337.895808","-3.301811","-1.964468","-1.948330","-304.663490","73.005872","108.696286","0.283721","0.286446","5.518683","13.036673",NA
"122.400000","13.750000","800.000000","0.007139","0.007139","2.000000","80.000000","0.619056","1.340379","187.746179","-2.345586","0.002596","0.005239","1.419067","0.715474","779.579308","1310.049341","-3.155537","-1.793643","-3.200314","-302.787920","70.604368","102.203004","0.247369","0.249981","5.501501","12.738249",NA
"122.400000","14.375000","800.000000","0.006800","0.006800","2.000000","81.000000","0.675641","1.264802","186.013793","-3.910821","0.002963","0.006040","1.713106","0.866768","888.537512","1401.401365","-3.299777","-1.922628","-2.902895","-294.336154","78.876890","111.275558","0.271903","0.274035","5.470165","11.957049",NA
"122.400000","15.000000","800.000000","0.006321","0.006321","2.000000","82.000000","0.741122","1.168167","184.806322","-5.065222","0.002584","0.005305","1.615520","0.819396","710.677974","1157.060849","-2.679758","-1.267633","-2.586528","-292.809391","61.215801","79.050835","0.148634","0.151369","5.552961","12.091045",NA
"122.400000","6.250000","800.000000","0.009365","0.009365","3.000000","83.000000","0.140064","1.810266","193.297945","-6.046274","0.006412","0.012543","2.611681","1.301988","603.592023","1631.719745","-4.915166","-3.741756","-0.942254","-366.162900","104.779793","262.859495","1.135571","1.140208","5.649631","23.506314",NA
"122.400000","6.250000","830.000000","0.009417","0.009417","3.000000","84.000000","0.132714","1.880087","199.657639","-4.786597","0.006472","0.012226","2.555398","1.257432","2023.629719","3612.851705","-19.194772","-18.034587","-1.008992","-343.013613","830.004544","1527.104267","14.950523","14.952204","6.032066","17.287675",NA
"122.400000","6.250000","860.000000","0.009541","0.009541","3.000000","85.000000","0.138978","1.957377","205.158520","-5.953252","0.006946","0.012739","2.648688","1.288649","1632.343326","3269.402630","-17.026304","-15.779837","2.867962","-360.421529","597.881150","1231.311094","11.630543","11.632949","5.748867","18.988598",NA
"122.400000","6.250000","890.000000","0.009427","0.009427","3.000000","86.000000","0.133073","2.031543","215.501039","-4.340937","0.007085","0.012310","2.627338","1.251079","1522.488072","2838.027354","-13.593989","-12.302430","-0.035481","-357.272042","397.547191","768.412694","6.462784","6.464964","5.824663","17.684903",NA
"122.400000","6.250000","920.000000","0.009607","0.009607","3.000000","87.000000","0.127900","2.135486","222.275821","-0.506860","0.008259","0.013869","2.930236","1.375634","1238.543855","2407.641037","-10.645109","-9.286986","-1.518241","-374.339698","243.751272","490.985736","3.637075","3.639679","5.718802","18.446793",NA
"122.400000","6.250000","950.000000","0.009026","0.009026","3.000000","88.000000","0.090556","1.873542","207.564461","-11.242964","0.008501","0.015393","3.394168","1.643208","1026.375014","2493.900546","-11.811497","-10.381809","4.653451","-457.771399","233.163905","589.956661","4.744202","4.747977","5.488678","25.825063",NA
"122.400000","6.250000","980.000000","0.009885","0.009885","3.000000","89.000000","0.134531","2.356427","238.383034","-3.867770","0.008541","0.013273","2.778502","1.260673","549.321869","1358.592286","-4.964763","-3.407045","-1.363773","-416.901293","60.235918","131.670564","0.600825","0.606084","5.251130","20.953271",NA
"122.400000","6.250000","1010.000000","0.009774","0.009774","3.000000","90.000000","0.128045","2.370446","242.517579","-0.212775","0.009658","0.014726","3.131773","1.408448","907.363079","1891.153960","-8.126996","-6.555957","-0.946936","-395.777453","122.979052","258.492724","1.686650","1.690251","5.421813","18.931071",NA
"122.400000","6.250000","1040.000000","0.009645","0.009645","3.000000","91.000000","0.132548","2.427547","251.678115","-6.042273","0.009286","0.013593","2.956774","1.303857","838.816455","1894.063863","-8.512411","-6.859187","3.427064","-408.543406","115.482722","261.660269","1.789778","1.793757","5.085444","19.645227",NA
"122.400000","6.250000","1070.000000","0.009871","0.009871","3.000000","92.000000","0.117692","2.592620","262.654149","-2.486609","0.010524","0.014704","3.156558","1.359208","728.593532","1724.497782","-7.645895","-5.916722","2.938046","-426.740517","89.690066","208.530959","1.339112","1.343616","5.018308","20.642011",NA
"122.400000","6.250000","1100.000000","0.009831","0.009831","3.000000","93.000000","0.114013","2.661955","270.769379","-1.317844","0.011033","0.014917","3.235786","1.368844","483.462149","1247.620072","-5.131638","-3.304857","5.317684","-439.945715","49.940394","108.743935","0.517189","0.523605","5.193407","21.866247",NA
