"Temperature (C) ","Detuning (GHz) ","Laser Power (uW) ","G(1D)","C(1D)","A(1D)","By(1D)","Error G(1D)","Error C(1D)","Error A(1D)","Error By(1D)","G1(2D)","G2(2D)","C(2D)","A(2D)","Bx(2D)","Bz(2D)","Error G1(2D)","Error G2(2D)","Error C(2D)","Error A(2D)","Error Bx(2D)","Error Bz(2D)","Sensitivity (T/sqrt(Hz)"
122.5,25,1480,186.54,2.4924,1.9427,1.1004,5.2807,1.9199e-05,0.00022708,7.5597,0.0012855,0.0041375,4.4217,1.7838,-12.379,-536.94,122.38,1267.7,0.00016412,0.00028502,1.2987,5.285,6.2459e-13
132.5,9,2080,271.54,-0.19115,5.2025,-83.923,19.597,0.00070134,0.00088585,6.3857,0.0023407,0.0073888,5.1858,4.2302,-12.582,-649.06,1987.2,19805,0.0030666,0.0054659,4.8401,18.129,6.9641e-12
122.5,25,1600,194.32,2.7188,2.1529,-6.8099,3.5579,1.6176e-05,0.00013261,4.1912,-0.00034744,-0.0010648,4.8725,1.9783,-12.307,-546.91,32.519,305.41,0.00021666,0.0003832,1.4571,5.8677,5.7939e-13
132.5,9,2200,311.46,-0.31218,5.3632,-104.84,35.494,0.0014333,0.0014569,8.8069,0.0058107,0.014326,5.1992,4.0183,-10.574,-695.08,16240,98700,0.002988,0.0058579,6.9402,20.064,1.4195e-11
122.5,25,1720,207.41,2.9851,1.9391,-56.445,10.077,4.8848e-05,0.00010681,4.8401,-0.0065274,-0.012991,5.0087,1.8414,-8.8389,-592.44,6768.9,26804,0.00022412,0.00046822,2.8535,6.5753,5.1434e-12
132.5,11,1000,109.7,0.0795,1.6496,-29.46,2.0328,9.3306e-06,6.822e-05,1.4375,-0.0005588,-0.0045767,1.7601,1.6682,-14.043,-448.01,36.987,2481.4,0.00022986,0.00031193,0.6925,7.1439,4.3121e-13
122.5,25,1840,246.71,3.2119,1.7382,-94.323,30.051,0.00013511,0.00017431,8.8273,-0.011137,-0.013508,5.0019,1.5495,-6.1935,-638.89,37988,55869,0.00018417,0.00048604,5.4899,7.601,2.1811e-11
122.5,25,1960,323.4,3.4362,1.5124,-133.01,112.92,0.00041953,0.00037869,20.965,-0.044337,-0.030697,4.9657,1.1744,-7.7771,-647.77,966140,463860,0.00011317,0.00038596,11.081,8.7582,1.8116e-09
122.5,25,2080,463.07,3.6015,1.332,-180.88,534.45,0.0017446,0.0014697,47.673,-0.10474,-0.041087,4.9231,0.76465,-10.756,-692.88,4028900,619790,5.419e-05,0.00027877,23.893,10.442,4.4878e-09
132.5,11,1480,169.67,0.078388,3.1479,-35.709,5.3708,6.7378e-05,0.00026806,3.6448,0.0011222,0.0061813,3.3262,3.0575,-13.818,-549.49,207.22,6285.6,0.0010139,0.0015119,1.5484,10.535,3.4177e-13
132.5,11,1600,183.88,0.073246,3.5704,-40.885,8.0327,0.00012774,0.0004153,4.9654,-0.0021009,-0.010856,3.7645,3.4082,-12.878,-593.75,784.56,20951,0.0013346,0.002029,1.7282,11.55,3.8122e-13
132.5,11,1720,208.24,0.043333,4.0748,-38.401,10.907,0.00020655,0.00062142,6.9784,-0.0015089,-0.0070316,4.2494,3.7755,-13.094,-597.79,439.21,9537.1,0.0017569,0.0027531,2.155,12.411,4.1417e-13
132.5,11,1840,226.8,0.013828,4.5852,-43.519,12.576,0.00029799,0.00073902,7.2957,-0.0020051,-0.0088262,4.7412,4.1215,-12.155,-642.2,817.19,15837,0.0021882,0.0035051,2.3715,13.386,4.2293e-13
132.5,11,1960,242.06,0.007026,4.9398,-60.412,10.687,0.00031606,0.00056085,4.7917,-0.0076573,-0.028287,5.1296,4.3341,-11.598,-645.5,10231,139590,0.002551,0.0041809,3.6883,14.34,1.1655e-12
132.5,11,2080,265.42,-0.024671,5.0713,-90.388,18.518,0.000663,0.00081439,5.6282,0.0043123,0.012026,5.1981,4.1938,-9.6265,-692.38,6677.1,51918,0.0027171,0.0050945,5.0343,16.07,9.8909e-12
132.5,11,2200,298.24,-0.099502,5.1906,-112.46,41.781,0.0016864,0.0016946,9.7506,0.0046876,0.010228,5.1934,3.96,-7.2988,-738.51,10362,49321,0.0026242,0.0054718,7.343,17.207,1.5535e-11
120,5,1000,221.63,0.10973,2.0007,-23.116,6.3273,2.5553e-05,0.00010391,5.1507,-0.0011358,-0.0038135,2.1654,1.7892,-12.669,-402.35,180.14,2030.5,0.00029796,0.00050213,2.144,8.964,5.1418e-13
132.5,13,1000,115.82,0.13358,1.663,-22.47,0.95847,3.9814e-06,3.4511e-05,0.83861,0.00077735,0.0056679,1.8224,1.6813,-13.976,-445.5,59.721,3174.8,0.0002025,0.00028101,0.66269,6.5116,4.3713e-13
120,5,1120,259.75,0.093631,2.3039,-19.42,11.364,5.6026e-05,0.00019978,9.0026,-0.0015814,-0.0052069,2.4659,1.9809,-11.485,-445.82,404.66,4387.2,0.00041509,0.00070684,2.4543,10.22,5.2845e-13
120,5,1240,290.81,0.083683,2.6385,-17.395,16.293,0.00010058,0.00031663,12.219,-0.0030303,-0.0095412,2.7895,2.1677,-12.762,-452.34,18.896,187.34,0.00055567,0.0009611,2.9908,11.607,5.6229e-13
132.5,13,1240,141.4,0.16857,2.3871,-28.692,2.2707,1.7614e-05,0.00010219,1.7562,0.0040395,0.024032,2.6128,2.3879,-13.706,-498.35,1338.5,47370,0.00046252,0.0006516,1.2988,8.0055,3.7022e-13
120,5,1360,325.09,0.067393,2.9515,-13.693,20.999,0.00015477,0.00044071,14.943,-0.026403,-0.080693,3.0937,2.3223,-20.367,-468.83,0.2599,2.4271,0.00048272,0.0005965,6.8021,18.555,6.2213e-13
132.5,13,1360,153.25,0.18366,2.7527,-33.505,2.9394,2.9737e-05,0.00013908,2.066,0.001518,0.0085275,3.0169,2.7314,-13.216,-544.02,306.21,9663.1,0.00067323,0.00099751,1.1852,8.8277,3.416e-13
120,5,1480,357.83,0.048428,3.3067,-12.77,26.888,0.00024267,0.00060593,17.464,0.0013195,0.0039569,3.4178,2.468,-12.769,-500.05,391.71,3523.1,0.00085051,0.0015044,3.727,14.503,6.9588e-13
132.5,13,1480,171.26,0.19136,3.1487,-33.057,4.1954,5.1338e-05,0.00021613,3.0001,-0.0013654,-0.0069662,3.4303,3.0732,-13.746,-549.04,270.71,7045.6,0.00091511,0.0013911,1.4846,9.6723,3.6268e-13
120,5,1600,411.65,-0.013908,3.7212,-1.3454,50.812,0.00053987,0.0012751,31.442,-0.014281,-0.041535,3.7694,2.6038,-20.382,-518.01,0.44747,3.785,0.0007061,0.00088912,8.3867,21.996,7.4522e-13
132.5,13,1600,184.48,0.20792,3.5736,-36.014,4.83,7.4211e-05,0.00026818,3.261,0.00099869,0.004801,3.88,3.429,-12.901,-593.78,154.65,3574.3,0.0011952,0.0018561,1.6269,10.478,3.7367e-13
120,5,1720,454.42,-0.040824,4.1358,7.5028,62.201,0.0007777,0.0017426,36.402,0.0036649,0.010501,4.1434,2.7231,-12.131,-545.87,21550,176870,0.0011512,0.0020053,5.1904,17.115,9.2054e-13
132.5,13,1720,202.49,0.21042,4.0482,-37.719,7.5051,0.00014181,0.00044619,4.8776,-0.00080772,-0.0035278,4.3796,3.8011,-13.132,-598.44,110.54,2108.9,0.0015832,0.0025277,2.0704,11.147,3.7495e-13
120,5,1840,519.32,-0.14801,4.6778,27.841,130.02,0.0018971,0.0041832,73.491,-0.0018938,-0.0053522,4.535,2.8282,-12.787,-548.42,1025.5,8191.1,0.0013584,0.0024707,4.9195,18.484,9.5279e-13
132.5,13,1840,223.76,0.20315,4.5682,-37.34,7.73,0.00017617,0.00050261,4.9569,-0.0027199,-0.011198,4.8951,4.1612,-12.388,-642.9,1343.5,22776,0.0019853,0.0032407,2.2746,12.277,3.9032e-13
120,5,1960,571.45,-0.22629,5.1697,30.916,204.7,0.0035899,0.0069379,98.67,0.0027114,0.0075159,4.9591,2.9166,-14.611,-552.83,19.153,147.17,0.0015218,0.0027902,5.1275,20.254,1.0302e-12
132.5,13,1960,237.02,0.21286,4.7638,-66.918,7.995,0.00023177,0.00038716,3.2919,-0.0052347,-0.017759,5.1545,4.2489,-10.67,-687.95,6922.1,79658,0.0022855,0.0039699,3.3797,13.37,1.8904e-12
120,5,2080,521.72,0.126,4.7911,-70.066,147.18,0.0034659,0.0038449,32.489,-0.20075,-0.42867,5.0837,2.68,-20.298,-517.12,1.0116,4.6062,0.0010456,0.0014493,14.936,29.965,2.2968e-11
132.5,13,2080,259.14,0.21369,4.8507,-94.482,21.442,0.00073003,0.00089405,6.2503,0.0050121,0.012287,5.2018,4.088,-9.3905,-694.06,9096.2,54677,0.0023612,0.0046469,5.3342,14.699,6.7474e-12
120,5,2200,570.05,0.090573,4.8525,-116.98,230.13,0.0068766,0.0066054,28.053,-0.23357,-0.37682,5.064,2.332,-20.278,-615.09,2.1628,5.6225,0.0008476,0.001328,20.975,33.44,1.5018e-10
132.5,13,2200,297.01,0.14932,4.9392,-114.12,43.253,0.0015996,0.0016011,9.9444,0.0082349,0.01543,5.1894,3.8478,-6.9321,-740.67,32661,114620,0.0022286,0.0049431,7.695,15.509,2.0907e-11
120,7,1000,224.34,0.18137,1.9776,-16.915,4.4742,1.6975e-05,8.0283e-05,4.0289,0.0049365,0.015024,2.1993,1.7635,-11.877,-400.28,2948.1,27305,0.00025145,0.00043548,2.0729,7.7934,5.2398e-13
132.5,15,1000,122.38,0.22387,1.6125,-16.662,1.5318,5.4512e-06,5.7122e-05,1.5978,-0.00050085,-0.0033209,1.8424,1.6135,-14.326,-441.58,21.208,932.46,0.00016553,0.00023429,0.65561,6.1033,4.7118e-13
120,7,1120,254.76,0.19418,2.2741,-14.207,8.1925,3.8596e-05,0.00016061,7.1284,-0.00034422,-0.0010211,2.5089,1.9495,-11.219,-444.97,16.553,145.66,0.00034828,0.00061363,2.3845,8.9266,5.2073e-13
132.5,15,1120,133.93,0.25894,1.9457,-19.594,1.646,8.1927e-06,6.8971e-05,1.588,-0.0020587,-0.012109,2.2285,1.9525,-14.07,-449.98,789.98,27324,0.0002579,0.00036902,0.95176,6.563,4.2029e-13
120,7,1240,287.63,0.19778,2.5849,-13.428,11.189,6.5248e-05,0.00022697,8.9557,-0.00050277,-0.0014356,2.8315,2.1295,-12.697,-452.04,40.008,326.22,0.00046195,0.00082544,2.8366,10.234,5.6807e-13
132.5,15,1240,147.31,0.29295,2.3078,-21.426,2.3737,1.5803e-05,0.00011199,2.1874,-0.0010338,-0.005702,2.6552,2.3126,-13.712,-496.11,112.81,3432,0.0004022,0.00059623,0.97602,7.4884,3.695e-13
120,7,1360,331.14,0.18334,2.9272,-0.61023,22.427,0.00015269,0.00053485,18.515,-0.027439,-0.076128,3.1483,2.2886,-20.379,-468.9,0.22593,1.7392,0.00040646,0.00051587,6.3591,15.934,5.7233e-13
132.5,15,1360,160.34,0.33274,2.6777,-22.51,1.5345,1.3131e-05,8.1456e-05,1.3725,-0.00086224,-0.0045206,3.0591,2.6447,-12.952,-541.55,86.867,2387.5,0.00056668,0.00085468,1.1463,7.9459,3.4854e-13
120,7,1480,356.58,0.19949,3.222,-3.0756,22.516,0.00018489,0.00054195,16.503,0.00046546,0.0012724,3.4683,2.433,-12.675,-500.86,42.141,314.89,0.00071311,0.0013025,3.5712,12.491,6.3588e-13
132.5,15,1480,168.5,0.36397,3.0268,-31.545,2.643,2.9869e-05,0.00013318,1.9478,-0.0011005,-0.005287,3.4699,2.9766,-13.631,-547.5,153.07,3533.2,0.00076455,0.0011808,1.3717,8.9254,3.6579e-13
120,7,1600,400.7,0.17211,3.603,1.6946,31.072,0.00030663,0.00078872,20.652,0.022308,0.059729,3.8219,2.5678,-20.377,-517.93,0.38864,2.7858,0.00059651,0.00076911,7.7711,18.952,7.3168e-13
132.5,15,1600,184.93,0.39885,3.4438,-30.546,3.7008,5.0806e-05,0.00021042,2.767,-0.025783,-0.11427,3.9299,3.3286,-20.323,-566.37,0.11646,2.2869,0.00070719,0.0008113,3.7909,14.673,3.7882e-13
120,7,1720,438.81,0.16594,4.0057,7.8226,51.375,0.00060388,0.0014394,31.881,0.17515,0.46015,4.2158,2.7014,-20.232,-516.52,0.43292,2.9842,0.000719,0.00093211,8.586,20.58,8.3878e-13
132.5,15,1720,202.49,0.42369,3.9135,-34.118,4.6914,8.0938e-05,0.00027695,3.2445,6.4721e-05,0.00027029,4.4393,3.7004,-15.129,-600.5,64.005,1116,0.0013344,0.0021607,1.8752,11.455,4.0241e-13
120,7,1840,485.01,0.15298,4.4265,16.34,74.762,0.001027,0.0022727,42.859,0.0008526,0.0022295,4.6033,2.8062,-14.49,-553.38,2.3469,16.048,0.0011737,0.0021974,4.5371,16.591,8.5804e-13
132.5,15,1840,220.1,0.45776,4.3947,-32.722,5.287,0.0001093,0.00035242,3.6713,-0.0021888,-0.0086613,4.9511,4.0497,-12.5,-642.63,787.43,12331,0.00171,0.002828,2.1382,11.39,4.1866e-13
120,7,1960,523.75,0.15878,4.7679,6.0677,128.82,0.0021315,0.0038231,58.461,0.04676,0.11723,4.9917,2.8639,-20.341,-566.65,0.71675,4.5039,0.0009115,0.0012067,10.273,23.765,1.0044e-12
132.5,15,1960,228.89,0.51815,4.4707,-68.759,7.1425,0.00018829,0.0003193,2.8768,0.0049921,0.015577,5.1582,4.0769,-11.059,-688.39,5890.3,57347,0.0019301,0.0034609,3.2907,12.722,2.498e-12
120,7,2080,504.27,0.41379,4.5054,-78.032,123.51,0.0026843,0.0028926,26.487,0.0043823,0.0081519,5.0676,2.6024,-13.355,-602.32,4558.7,15774,0.0012028,0.002595,7.9585,19.775,1.4433e-11
132.5,15,2080,258.49,0.52353,4.5242,-93.483,19.95,0.00058804,0.00072603,5.8822,0.0058352,0.013033,5.1918,3.8955,-9.9745,-694.77,12061,60174,0.0019738,0.0040268,5.3804,13.96,5.9154e-12
120,7,2200,542.91,0.42255,4.5329,-126.73,174.02,0.0048019,0.0044953,20.82,1.3184e-05,1.827e-05,5.0555,2.2634,-8.4918,-645.72,0.12011,0.23043,0.001001,0.0024867,12.576,20.152,2.852e-10
132.5,15,2200,-294.72,0.48984,4.5962,-116.41,47.749,0.001556,0.0015521,10.763,0.0024784,0.0042344,5.1773,3.6568,-7.3672,-741.34,2911.3,8505.5,0.0018489,0.0042826,7.6414,14.579,2.4974e-11
120,9,1000,230.03,0.30124,1.928,-6.6918,5.0029,1.6964e-05,0.00010294,5.3025,0.076413,0.20512,2.2469,1.7011,-20.298,-370.35,0.20281,1.4611,0.0001409,0.00017915,3.9777,9.6255,5.5415e-13
120,9,1120,257.45,0.33454,2.2125,-4.4792,8.7643,3.7185e-05,0.00019405,8.8229,0.00031554,0.00082683,2.5612,1.8848,-16.412,-410.4,60.325,414.42,0.0002761,0.00050588,1.8936,8.2338,5.5648e-13
132.5,17,1120,142.04,0.4151,1.8938,-12.469,2.9644,1.2768e-05,0.00013584,3.4395,-0.0011768,-0.006375,2.3081,1.8751,-14.125,-448.06,117.79,3455.8,0.00022185,0.00032892,0.82443,6.3761,4.3878e-13
120,9,1240,284.64,0.37224,2.4913,-4.3373,9.4887,4.9436e-05,0.00021383,8.7392,0.00091784,0.0023903,2.8872,2.0578,-11.499,-450.49,113.72,771.27,0.00037014,0.0006827,2.6884,8.5515,5.5409e-13
132.5,17,1240,153.59,0.4724,2.2387,-16.161,2.7328,1.6069e-05,0.00013248,2.8481,0.00058752,0.0030159,2.7307,2.2128,-13.673,-493.7,32.824,864.79,0.00033731,0.000509,0.95948,7.0532,4.2552e-13
132.5,17,1360,167.68,0.51799,2.5754,-18.797,1.6283,1.224e-05,8.1868e-05,1.5712,0.00089145,0.0041829,3.1305,2.5337,-14.618,-501.86,82.019,1805.7,0.00046808,0.00072402,1.2017,7.5911,3.9087e-13
120,9,1360,323.51,0.38611,2.8044,3.1986,15.814,9.775e-05,0.00038545,14.102,0.00031299,0.00081205,3.214,2.2172,-10.855,-493.96,14.799,99.618,0.00046962,0.00087257,2.9363,9.5492,5.8559e-13
132.5,17,1480,175.69,0.58632,2.9359,-21.121,3.3357,3.2212e-05,0.00018775,3.0336,0.00051702,0.0023383,3.5612,2.8565,-13.359,-546.45,30.681,627.61,0.00064588,0.001014,1.332,8.261,3.9602e-13
120,9,1480,349.44,0.41583,3.1081,6.7136,19.1,0.00014056,0.00050593,16.195,-0.00014349,-0.00036296,3.5329,2.36,-12.431,-501.08,29.165,186.65,0.00058066,0.0010903,3.3654,10.757,6.2963e-13
