"Temperature (C) ","Detuning (GHz) ","Laser Power (uW) ","G(1D)","C(1D)","A(1D)","By(1D)","Error G(1D)","Error C(1D)","Error A(1D)","Error By(1D)","G1(2D)","G2(2D)","C(2D)","A(2D)","Bx(2D)","Bz(2D)","Error G1(2D)","Error G2(2D)","Error C(2D)","Error A(2D)","Error Bx(2D)","Error Bz(2D)","Sensitivity (T/sqrt(Hz)"
112.85715,16.428571,1792.857143,817.5,3.0336,1.9141,-10.985,1209.1,0.0062239,0.0054772,16.706,-0.045728,-0.020868,4.9253,0.77436,-22.332,-568.04,3769400,785370,0.00015535,0.00062875,44.943,25.617,4.9869e-10
125.714286,9.285714,1250,195.31,0.16632,2.7318,-11.528,8.1176,0.00011093,0.0004152,2.001,-0.11435,-0.38166,2.894,2.4951,-0.10859,-397.55,0.16219,1.8015,0.00096191,0.0011104,11.46,33.115,1.0516e-12
112.85715,16.428571,2064.285714,666.94,4.8733,-0.0034763,52.656,7831.4,1.3775e-07,1.1472e-07,226.34,1.7619e-05,-4.576,4.916,0.045632,-1000,512.47,1.1421e-10,1.138e-13,0.0012598,0.0012585,9.8315e-15,6.9542e-11,1.0289e-09
125.714286,9.285714,1385.714286,216.51,0.17669,3.1219,-14.382,8.6217,0.00014777,0.00044171,1.9471,-0.0015765,-0.0049973,3.2928,2.781,-4.7302,-440.71,915.6,9200.2,0.0018665,0.0030161,6.4875,34.561,2.612e-12
112.85715,16.428571,2200,907.31,4.8748,-0.0054267,-33.032,17787,7.0784e-07,6.3971e-07,169.2,-0.014187,-0.0073328,4.8696,-0.001727,-18.507,-564.13,1.154e-05,3.9065e-06,1.2605e-09,3.2339e-09,95.789,59.491,1.5561e-09
125.714286,9.285714,1521.428571,238.25,0.17728,3.5579,-13.943,9.2995,0.00020034,0.00048456,1.9159,-0.0001805,-0.00052871,3.7265,3.0709,-1.6365,-456.54,13.2,113.25,0.0024413,0.0040505,3.4637,38.318,5.948e-12
125.714286,9.285714,1657.142857,265.83,0.17048,4.0457,-11.488,10.623,0.00028663,0.00054527,1.9431,0.22894,0.60459,4.2126,3.3711,-0.20511,-463.16,0.6717,4.6693,0.0022267,0.0027407,18.171,43.059,1.7695e-12
112.85715,18.214286,300,89.831,0.58512,0.15461,6.2897,1.2963,8.9033e-08,1.4259e-06,0.47958,0.0027749,0.0047513,0.73519,0.1486,-9.8364,-98.909,603.89,1770.5,7.064e-07,1.316e-06,1.2471,2.9532,1.8981e-11
125.714286,9.285714,1792.857143,296.82,0.14633,4.5717,-13.131,11.621,0.00039,0.00058909,1.854,0.16204,0.39238,4.7243,3.6412,-0.068398,-464.58,0.44802,2.6164,0.0028553,0.0035891,21.293,46.621,1.1394e-12
112.85715,18.214286,435.714286,121.45,0.89507,0.27957,2.6917,1.8771,3.4445e-07,3.3106e-06,0.61833,0.0030438,0.0045592,1.1763,0.27066,-9.0875,-162.25,965.22,2165.7,3.0578e-06,6.0331e-06,1.9919,3.9902,4.683e-12
125.714286,9.285714,1928.571429,-350.67,0.035813,5.0463,-14.161,25.001,0.00099274,0.0011094,3.1247,-0.0058292,-0.011926,5.055,3.7073,-5.955,-509.01,336.37,1407.8,0.0045931,0.0087251,14.267,46.87,4.6491e-12
112.85715,18.214286,571.428571,151.27,1.1946,0.39774,1.3272,3.584,1.1727e-06,7.4497e-06,1.0534,0.58229,0.82118,1.5987,0.37823,-0.31798,-197.03,0.77462,1.5384,6.0308e-06,8.4619e-06,5.2714,6.9293,1.6002e-12
125.714286,9.285714,2064.285714,-453.2,-0.26669,5.4365,-13.346,115.69,0.0051937,0.0044098,8.9353,1.2102,1.6309,5.1172,3.438,-0.1073,-463.13,7.3509,13.211,0.0033101,0.0049835,42.753,55.758,1.9444e-11
112.85715,18.214286,707.142857,179.11,1.5117,0.52154,-2.7738,3.7619,1.9462e-06,8.7602e-06,0.99024,-0.0017124,-0.002404,2.0427,0.48349,-2.7867,-257.08,708.68,1396.5,1.767e-05,3.6185e-05,1.8206,8.1543,1.2086e-12
125.714286,9.285714,2200,-583.1,-0.74811,5.9353,-8.9813,360.25,0.01892,0.015351,14.915,-0.011483,-0.011371,5.0673,3.0721,-11.834,-570.24,270370,265060,0.0038281,0.0101,38.062,47.612,2.3204e-10
112.85715,18.214286,842.857143,208.92,1.8087,0.63677,-5.6115,4.8688,3.5189e-06,1.1373e-05,1.1346,-0.0067014,-0.0091535,2.4584,0.57588,-9.3002,-306.76,8153,15212,2.9777e-05,6.2505e-05,4.882,9.0988,1.5104e-12
112.85715,18.214286,978.571429,236.29,2.0879,0.74702,-6.7144,6.7439,6.4221e-06,1.5816e-05,1.4008,9.8422e-05,0.00013687,2.8488,0.65262,-10.462,-361.12,51.419,99.441,4.5483e-05,9.6081e-05,5.7191,11.01,3.3938e-12
125.714286,10.357143,300,59.616,0.056219,0.1375,1.142,0.34391,2.5575e-08,7.5322e-07,0.14146,0.0019874,0.014044,0.16069,0.10397,-1.9476,-114.91,206.1,10291,7.252e-07,9.2106e-07,0.80461,9.6544,3.6295e-12
112.85715,18.214286,1114.285714,258.76,2.367,0.84439,-6.9921,8.2772,9.8001e-06,1.9761e-05,1.561,-0.0053955,-0.0073889,3.2314,0.72339,-7.9462,-378.28,9870.3,18510,6.4401e-05,0.00013755,6.3785,13.429,6.3777e-12
125.714286,10.357143,435.714286,72.865,0.082799,0.42419,-2.7768,0.79849,4.8228e-07,1.0652e-05,0.31373,0.00058596,0.0039417,0.47563,0.39247,-1.9947,-184.51,29.902,1353.1,1.1066e-05,1.4645e-05,0.48347,9.9114,1.2745e-12
112.85715,18.214286,1250,294.25,2.654,0.95295,-8.1038,13.352,1.9507e-05,2.9978e-05,2.1542,-0.0031837,-0.0044392,3.6347,0.79185,-11.024,-430.69,25249,49087,8.6e-05,0.00018478,7.7604,14.791,1.863e-12
125.714286,10.357143,571.428571,92.989,0.10753,0.76925,-5.6436,1.5819,2.6242e-06,3.976e-05,0.57863,0.00034085,0.0019235,0.8609,0.74698,-4.2899,-240.07,216.74,6901.5,5.3544e-05,7.3213e-05,1.1058,12.102,8.3689e-13
87.14286,-5,300,295.64,0.85209,0.39446,6.0944,27.735,6.936e-06,1.0558e-05,4.447,-0.0058784,-0.015229,1.2789,0.34167,-5.1049,-94.298,15253,102380,3.6054e-05,5.8413e-05,9.3705,33.369,7.3325e-12
112.85715,18.214286,1385.714286,319.64,2.9417,1.0598,-7.8553,15.069,2.679e-05,3.5064e-05,2.169,-0.0096644,-0.013236,4.0277,0.8479,-9.413,-441.93,41468,77779,0.00011191,0.00024305,8.8595,17.445,1.6313e-12
125.714286,10.357143,707.142857,113.68,0.1364,1.1683,-5.3659,2.2683,7.5781e-06,8.1901e-05,0.76915,-0.00054978,-0.0027034,1.2975,1.1387,-4.657,-295.07,49.344,1193,0.00015896,0.00022461,1.7388,15.896,6.961e-13
87.14286,-5,435.714286,394.66,1.3146,0.57975,8.5955,50.963,2.6336e-05,2.5099e-05,5.1892,0.018623,0.048733,1.9362,0.44098,-5.5988,-103.96,61479,420930,7.3475e-05,9.8517e-05,20.45,48.851,3.9963e-12
112.85715,18.214286,1521.428571,349.63,3.2451,1.1633,-9.2294,18.882,3.9868e-05,4.4747e-05,2.3702,-0.22772,-0.31426,4.4381,0.90127,-0.1735,-465.01,3.1589,6.0114,9.9833e-05,0.00014904,18.439,24.618,1.6148e-12
125.714286,10.357143,842.857143,133.8,0.16554,1.5675,-7.8523,3.7253,2.0273e-05,0.00016309,1.1712,0.00051074,0.0022045,1.7255,1.5103,-1.0739,-325.73,0.38525,7.1774,0.00032868,0.00048088,0.82289,20.075,7.0784e-13
87.14286,-5,571.428571,458.12,1.7878,0.72468,6.5643,75.145,5.9909e-05,5.0555e-05,5.6644,0.0070262,0.018441,2.5591,0.50067,-5.4271,-108.32,42519,292940,0.00014051,0.00022436,15.831,60.163,2.7786e-12
112.85715,18.214286,1657.142857,381.55,3.5811,1.2804,-12.366,24.358,6.1609e-05,6.112e-05,2.638,-0.0071002,-0.0094158,4.892,0.94438,-12.21,-501.63,29277,51486,0.00016752,0.00037646,11.551,20.921,4.2065e-12
125.714286,10.357143,978.571429,152.89,0.19508,1.9375,-11.327,5.0609,3.9072e-05,0.00024305,1.4781,-0.00050989,-0.0020262,2.1249,1.8421,-5.3832,-366.69,61.765,975.36,0.00057121,0.00085566,3.241,22.324,7.8374e-13
87.14286,-5,707.142857,525.06,2.2955,0.86033,7.5332,134.61,0.0001498,0.00012136,7.3631,0.0094449,0.02483,3.2088,0.54232,-5.2855,-108.15,71466,493890,0.00018351,0.00028436,20.52,69.369,8.0782e-12
112.85715,18.214286,1792.857143,792.8,3.5846,1.3452,-13.503,1315.1,0.0033716,0.0029422,20.355,-0.045287,-0.018194,4.91,0.56484,-23.799,-569.23,3595600,580040,7.4191e-05,0.00032635,45.15,22.989,1.274e-09
125.714286,10.357143,1114.285714,170.38,0.22626,2.3127,-11.909,6.8465,7.13e-05,0.00035621,1.8664,0.00047015,0.0017051,2.5336,2.1705,-1.3258,-391.47,59.741,785.74,0.00086536,0.0013346,1.4885,26.193,1.0199e-12
87.14286,-5,842.857143,576.91,2.8016,0.95985,7.2742,201.4,0.00027691,0.00022442,8.588,-0.0053772,-0.014082,3.8217,0.56569,-4.0084,-113.07,30024,205880,0.00022338,0.00035989,17.884,76.8,4.7206e-12
125.714286,10.357143,1250,190.89,0.24952,2.7179,-10.19,7.9537,0.00010864,0.00042713,1.9963,-0.0014015,-0.0047716,2.9597,2.4922,-7.1038,-429.05,601.16,6969,0.0012849,0.0020244,4.2272,25.946,1.3151e-12
112.85715,18.214286,2064.285714,641.92,4.8738,-0.0038075,5.2117,8250.8,1.765e-07,1.4561e-07,257.69,-19.757,-75.838,4.8698,-0.003497,-18.382,-1868.4,185.85,3019.8,2.0056e-09,2.9403e-08,47.309,7081.8,2.0829e-07
125.714286,10.357143,1385.714286,210.35,0.27341,3.1133,-10.231,8.5666,0.00014762,0.00047005,1.9847,0.0010184,0.0031656,3.3766,2.7932,-7.0358,-439.6,357.57,3454.8,0.0017693,0.0028709,5.2138,28.671,3.6009e-12
87.14286,-5,978.571429,605.79,3.27,1.0341,8.5162,207.19,0.0003291,0.00026844,7.6949,-0.0061079,-0.016048,4.3654,0.58041,-5.3996,-109.38,47871,330440,0.00025237,0.00040472,20.016,79.919,3.4803e-12
125.714286,10.357143,1521.428571,235.69,0.27493,3.5362,-12.416,9.1815,0.00019608,0.00048572,1.9123,-0.0036703,-0.010486,3.8078,3.0767,-3.6847,-451.58,91.616,747.71,0.0023158,0.0038687,4.6187,33.36,2.5525e-12
87.14286,-5,1114.285714,644.51,3.7434,1.1168,3.6583,276.77,0.0005091,0.00042036,8.5378,-0.0069847,-0.017735,4.9161,0.5829,-6.2486,-109.78,69698,449370,0.00026913,0.00043383,21.163,81.709,1.0816e-11
125.714286,10.357143,1657.142857,258.73,0.29828,4.0071,-14.276,8.8302,0.00023544,0.00047501,1.6659,-0.051983,-0.13542,4.3028,3.3749,-0.070174,-465.57,0.88209,5.9841,0.0021193,0.0026185,17.462,40.907,1.0609e-12
125.714286,10.357143,1792.857143,287.86,0.29536,4.531,-13.616,11.413,0.00037874,0.00060896,1.8949,0.0021147,0.0052732,4.82,3.6517,-6.0681,-501.88,6241.7,38809,0.0038493,0.0067987,10.96,41.701,8.7724e-13
87.14286,-5,1521.428571,400.1,4.8712,-0.0015473,-32.688,6095.8,2.2372e-08,2.1058e-08,607.77,-0.015021,-0.035855,4.8697,-0.00089689,-42.74,-282.78,8.4753e-06,1.2934e-05,1.9116e-09,2.2899e-09,129.14,259.28,1.3185e-09
112.85715,20,300,87.626,0.59646,0.14688,4.805,1.038,6.5496e-08,1.0911e-06,0.38706,0.0020907,0.0035794,0.7396,0.14023,-9.2891,-102.52,420.89,1233.7,6.0838e-07,1.1342e-06,1.2326,2.906,2.4162e-11
125.714286,10.357143,1928.571429,-346.04,0.18826,4.9251,-15.221,32.789,0.0012425,0.0014183,4.1866,-0.0054138,-0.010297,5.0733,3.6496,-4.5129,-516.12,18157,65679,0.0042231,0.0082377,11.506,44.549,4.3313e-12
112.85715,20,435.714286,118.79,0.90843,0.26481,1.4615,1.8342,3.0618e-07,3.0618e-06,0.61024,0.00088773,0.0013378,1.1769,0.25941,-9.8346,-163.83,85.633,194.5,2.7374e-06,5.3877e-06,1.8919,3.8231,4.7582e-12
125.714286,10.357143,2064.285714,-454.47,-0.11448,5.3056,-11.746,145.37,0.0062148,0.0052681,11.157,-1.3618,-1.6718,5.1195,3.3559,-0.13886,-463.36,10.196,15.217,0.0030638,0.004784,44.638,53.83,1.6381e-11
112.85715,20,571.428571,146.79,1.2044,0.38618,0.55356,2.9197,9.1528e-07,6.1676e-06,0.87318,0.002595,0.0037263,1.5934,0.36357,-7.0269,-219.15,911.84,1880.3,7.3576e-06,1.4874e-05,2.2949,5.546,2.0092e-12
125.714286,10.357143,2200,-586.83,-0.57204,5.7681,-10.019,462.49,0.022926,0.018616,18.812,-2.7029,-2.3661,5.1043,2.9758,-0.15796,-463.36,44.11,33.466,0.0027717,0.0050368,67.393,61.194,5.197e-09
112.85715,20,707.142857,179.9,1.5251,0.50654,-2.8609,4.4844,2.184e-06,9.7404e-06,1.1767,0.0031307,0.0043779,2.0414,0.47143,-0.99942,-262.31,241.9,473.04,1.6162e-05,3.3129e-05,0.82114,8.1639,1.5982e-12
125.714286,11.428571,300,63.99,0.068888,0.13897,3.0166,0.26451,1.8984e-08,5.0613e-07,0.10718,-0.002678,-0.016638,0.17312,0.10378,-2.8207,-110.06,413.36,15955,7.653e-07,9.9763e-07,0.98217,9.5061,3.689e-12
112.85715,20,842.857143,211.82,1.8255,0.62466,-3.273,4.8661,3.3668e-06,1.0558e-05,1.1204,0.003558,0.0049058,2.463,0.56281,-9.1582,-306.72,7053.1,13408,2.8557e-05,5.9726e-05,4.8798,9.1805,1.9309e-12
112.85715,20,978.571429,234.79,2.1042,0.72736,-5.017,7.0997,6.4232e-06,1.6043e-05,1.4841,-0.67288,-0.92239,2.8477,0.63773,-0.32006,-330.22,1.5251,2.8572,3.1201e-05,4.5129e-05,10.483,13.611,3.6646e-12
125.714286,11.428571,571.428571,93.653,0.14,0.75952,-4.7677,1.5572,2.5056e-06,3.7528e-05,0.56822,0.0014283,0.0075567,0.881,0.73455,-4.728,-236.68,232.2,6499.4,4.946e-05,6.8436e-05,1.1579,11.279,9.1693e-13
87.14286,-3.214286,300,305.72,0.86375,0.3851,4.718,34.313,8.1223e-06,1.1568e-05,5.2587,-0.11457,-0.30718,1.2828,0.33152,-0.087434,-64.67,0.44366,3.1885,2.4626e-05,2.8569e-05,16.729,37.565,7.7635e-12
112.85715,20,1114.285714,260.76,2.389,0.83378,-6.9542,9.8376,1.1333e-05,2.2472e-05,1.8392,-0.0063653,-0.0087704,3.2385,0.71018,-7.839,-378.27,12450,23634,6.1279e-05,0.00013052,6.282,13.3,6.0828e-12
125.714286,11.428571,707.142857,113.3,0.17902,1.1582,-6.7128,2.1069,6.9324e-06,7.5365e-05,0.71544,-0.14164,-0.63179,1.3215,1.1216,-0.19907,-262.56,0.074666,1.4817,0.00010133,0.00010937,4.4366,16.203,7.2273e-13
87.14286,-3.214286,435.714286,391.37,1.33,0.55805,5.6909,62.819,3.0105e-05,2.896e-05,6.4944,-0.34058,-0.9052,1.9317,0.42869,-0.19269,-62.788,0.6623,4.6714,5.9357e-05,6.8984e-05,24.266,54.024,4.0188e-12
112.85715,20,1250,289.39,2.6738,0.93463,-5.819,10.606,1.496e-05,2.3783e-05,1.7485,0.0096578,0.013476,3.6324,0.77598,-10.986,-431.03,30781,59934,8.3253e-05,0.00017875,7.8516,14.927,2.1634e-12
125.714286,11.428571,842.857143,132.1,0.22005,1.5578,-8.9167,3.255,1.7628e-05,0.00014525,1.03,0.00038974,0.0016139,1.7605,1.4925,-1.3418,-324.14,28.034,480.67,0.00029927,0.00044205,0.96912,18.496,6.9135e-13
87.14286,-3.214286,571.428571,462.01,1.7986,0.70772,6.8525,94.654,7.1927e-05,6.0436e-05,7.004,-0.0080884,-0.021498,2.5546,0.48887,-6.4818,-97.956,56199,396900,0.00013629,0.00021533,16.601,59.78,2.3642e-12
112.85715,20,1385.714286,317.15,2.9681,1.0401,-9.8337,14.346,2.4597e-05,3.2668e-05,2.0886,0.006287,0.0087157,4.0315,0.83158,-9.669,-441.71,16188,31115,0.00010749,0.0002327,8.6449,17.344,1.6705e-12
125.714286,11.428571,978.571429,151.21,0.26027,1.9045,-10.502,5.2895,3.9687e-05,0.00025233,1.555,-0.0026967,-0.010427,2.1661,1.823,-5.2252,-364.93,1604.3,23981,0.0005276,0.00079423,3.2303,21.057,9.5541e-13
87.14286,-3.214286,707.142857,532.4,2.3018,0.84415,2.2947,143.73,0.00015385,0.00012449,7.5858,0.0095643,0.025332,3.2019,0.53037,-6.436,-102.76,75097,526770,0.00018072,0.00028294,19.687,68.007,8.8339e-12
112.85715,20,1521.428571,345.21,3.2695,1.1356,-10.806,21.526,4.3389e-05,4.9704e-05,2.7581,0.0068982,0.0097201,4.4379,0.88377,-10.431,-494.75,17059,33870,0.00013281,0.00029027,9.9323,19.857,1.9317e-12
125.714286,11.428571,1114.285714,169.92,0.29949,2.279,-11.358,5.8535,5.9272e-05,0.00029779,1.5987,0.00078845,0.002784,2.5825,2.1499,-1.5887,-389.86,156.89,1956,0.0007971,0.0012377,1.7346,24.446,1.4669e-12
87.14286,-3.214286,842.857143,576.63,2.8181,0.93719,4.3407,213.53,0.00027993,0.00022686,9.1136,-0.0091391,-0.0242,3.814,0.55496,-5.9727,-104.64,85800,601670,0.00021401,0.00033185,22.566,75.42,4.6486e-12
112.85715,20,1657.142857,376.86,3.603,1.2506,-10.979,26.039,6.2921e-05,6.3405e-05,2.8818,-0.0078495,-0.010674,4.8869,0.93289,-12.14,-501.41,29073,53754,0.00016053,0.0003568,11.021,20.608,4.6681e-12
125.714286,11.428571,1250,188.86,0.33536,2.6964,-13.096,7.384,9.972e-05,0.00040118,1.8687,-0.25575,-0.81255,3.0131,2.4734,-0.30787,-395.71,0.25851,2.5962,0.00082739,0.00096367,10.377,28.615,8.5016e-12
87.14286,-3.214286,978.571429,602.9,3.3008,1.0039,7.6504,245.22,0.00036725,0.00029933,9.2321,-0.0082773,-0.021997,4.3648,0.57212,-6.2318,-101.62,81125,573040,0.00024531,0.0003853,22.949,79.667,3.5593e-12
112.85715,20,1792.857143,795.81,3.601,1.3278,-11.778,1312.8,0.0032761,0.0028619,20.028,0.051062,0.020329,4.9095,0.55576,-23.846,-569.42,4633500,734100,7.0701e-05,0.00031246,44.855,22.624,2.3072e-09
125.714286,11.428571,1385.714286,209.45,0.37489,3.0525,-12.474,9.2488,0.00015345,0.0004933,2.1509,0.0046659,0.01421,3.4443,2.7722,-4.2651,-443.98,6833,63378,0.0016163,0.0026263,5.7136,30.095,1.7791e-12
87.14286,-3.214286,1114.285714,635.35,3.7741,1.0907,5.8181,203.04,0.00035684,0.00029372,6.5445,-0.0057631,-0.014805,4.9154,0.57367,-7.8052,-101.52,50212,331250,0.00026914,0.00043646,21.053,80.53,1.0522e-11
125.714286,11.428571,1521.428571,230,0.40108,3.5048,-14.777,10.366,0.00021923,0.00057333,2.212,-4.2123e-05,-0.00012072,3.8987,3.0674,-0.31449,-464.21,10.493,86.169,0.0021753,0.0036367,0.82336,35.035,9.8117e-13
87.14286,-3.214286,1250,97279,-2204,2208.9,9.6864,112.7,13754,13755,196.1,0.073412,0.028552,4.877,0.061368,-25.382,-174.32,80974000,12278000,8.4203e-06,3.2492e-05,341.67,165.31,9.9695e-08
112.85715,20,2064.285714,487.01,4.8731,-0.0031205,-3.6216,3628.5,5.3412e-08,4.3933e-08,238.15,-4262200,-0.72846,4.8696,-0.001859,2389800,-702.97,2.3633e-15,0.081422,4.9214e-08,4.2598e-08,3.1065e-14,3762.6,1.5273e-09
125.714286,11.428571,1657.142857,250.94,0.43655,3.9752,-14.527,10.845,0.00028706,0.00061926,2.1161,0.31209,0.80288,4.3884,3.366,-0.18673,-462.76,0.49482,3.2541,0.001987,0.0024603,16.57,38.316,7.3471e-13
112.85715,20,2200,1026.1,4.8739,-0.0042141,39.444,83951,1.9002e-06,1.7642e-06,491.58,-101.39,-208.52,4.8695,-0.0046957,-26.906,-2386.9,1328,4322.6,2.5953e-09,7.1958e-07,78.118,37163,1.1437e-07
125.714286,11.428571,1792.857143,280.33,0.45034,4.4832,-14.055,9.9083,0.0003239,0.00055028,1.7007,0.0019277,0.0047606,4.9176,3.6522,-5.1267,-504.55,5731.5,34958,0.0036371,0.0064554,11.237,40.524,6.4765e-13
125.714286,11.428571,1928.571429,347.05,0.33135,4.8079,-14.812,43.748,0.0015792,0.0017941,5.5599,0.00027121,0.00048679,5.0872,3.5629,-1.1512,-528.21,417.33,1344.7,0.0038519,0.0076959,3.7799,44.205,3.5829e-12
125.714286,11.428571,2064.285714,-456.76,0.079785,5.1022,-13.091,157.86,0.0062384,0.0052739,11.985,-1.8387,-2.0719,5.1157,3.2469,-0.0065975,-463.07,14.934,18.754,0.0027779,0.004494,46.24,51.818,1.628e-11
125.714286,11.428571,2200,-586.3,-0.33952,5.532,-9.8731,517.26,0.023586,0.019149,21.096,1.9039,1.5193,5.0815,2.8829,-0.10198,-530.64,32.025,20.216,0.0022421,0.0043843,66.554,56.629,3.8085e-09
125.714286,12.5,300,67.881,0.085667,0.1375,2.1575,0.44245,2.9666e-08,7.2678e-07,0.17689,0.0015545,0.0084582,0.1884,0.10188,-3.4773,-106.56,204.97,6069.5,7.8688e-07,1.0756e-06,1.0193,9.4681,3.2891e-12
87.14286,-1.428571,300,303.9,0.8644,0.38065,4.4086,27.45,6.3561e-06,9.1589e-06,4.2415,-0.068765,-0.18522,1.2774,0.32817,-0.093843,-65.254,0.62236,4.515,2.4355e-05,2.8228e-05,16.828,37.948,6.1899e-12
87.14286,-1.428571,435.714286,397.98,1.3318,0.56023,7.1008,60.822,2.9326e-05,2.7691e-05,6.0967,-0.36079,-0.96631,1.9344,0.42528,-0.20435,-62.507,0.65766,4.71,5.8542e-05,6.7922e-05,24.18,54.188,3.6317e-12
125.714286,12.5,571.428571,95.874,0.17722,0.73665,-2.882,1.7161,2.5552e-06,3.6838e-05,0.62119,0.19336,0.9214,0.88661,0.70199,-0.31618,-194.98,0.042678,0.96535,3.1586e-05,3.3586e-05,3.2608,12.48,7.6298e-13
87.14286,-1.428571,571.428571,457.68,1.8083,0.70094,6.8608,85.653,6.389e-05,5.3942e-05,6.4702,-0.0073505,-0.019752,2.5576,0.48572,-6.1913,-94.187,47616,343780,0.00013556,0.00021428,15.794,60.45,2.6465e-12
125.714286,12.5,707.142857,112.97,0.23088,1.122,-5.756,2.4549,7.5954e-06,8.2994e-05,0.83466,-0.002378,-0.01075,1.3363,1.0826,-4.0488,-288.44,769.98,15734,0.00012602,0.00018059,1.5082,13.813,6.9762e-13
87.14286,-1.428571,707.142857,526.72,2.3143,0.83812,8.2551,131.63,0.00013899,0.00011257,7.1435,-0.008547,-0.022759,3.2057,0.52744,-6.5719,-97.919,72622,515050,0.00018121,0.00028405,19.399,68.443,8.5249e-12
125.714286,12.5,978.571429,147.27,0.33941,1.8502,-9.4341,4.595,3.3006e-05,0.000221,1.3717,-0.3713,-1.3296,2.1865,1.7758,-0.38027,-327.18,0.14956,1.9015,0.00032716,0.0003682,6.951,21.009,1.2339e-12
87.14286,-1.428571,842.857143,576.04,2.8151,0.94282,3.3128,177.21,0.00023513,0.00019053,7.584,-0.0090374,-0.024006,3.8158,0.55323,-6.6333,-102.65,86641,611370,0.00021472,0.00033453,21.535,73.999,4.2774e-12
125.714286,12.5,1114.285714,165.45,0.39599,2.2236,-12.603,6.4444,6.2933e-05,0.00033398,1.7916,0.00041437,0.0014432,2.6187,2.1027,-2.0122,-388.21,40.437,490.49,0.00072451,0.0011289,1.9227,22.893,5.9611e-12
87.14286,-1.428571,978.571429,642.36,3.2556,1.042,8.5724,305.22,0.00048886,0.00040335,9.5204,-0.0078601,-0.020973,4.3639,0.56753,-6.7787,-98.877,76253,543000,0.00024439,0.00038549,21.629,78.706,3.3625e-12
125.714286,12.5,1250,182.52,0.44465,2.5925,-13.376,6.6506,8.4285e-05,0.00036463,1.7269,-0.076051,-0.24168,3.0396,2.4123,-0.072804,-398.27,0.1834,1.8495,0.0007381,0.0008601,9.7507,26.922,2.4658e-12
