"Temperature (C) ","Detuning (GHz) ","Laser Power (uW) ","G(1D)","C(1D)","A(1D)","By(1D)","Error G(1D)","Error C(1D)","Error A(1D)","Error By(1D)","G1(2D)","G2(2D)","C(2D)","A(2D)","Bx(2D)","Bz(2D)","Error G1(2D)","Error G2(2D)","Error C(2D)","Error A(2D)","Error Bx(2D)","Error Bz(2D)","Hanle (V/nT)","Demod (V/nT)","Sensitivity (T/sqrt(Hz)","Error Sensitivity","Run Number"
140,-2,6000,151.652002,-0.665576418,9.034224736,0.304960989,1.023341179,0.038024541,0.034304605,0.249276799,29.65245137,438.8844397,-11.2458426,-5.947737376,2.140264716,654.0076264,1.21337176,11.13405216,0.23324037,0.246198717,1.481648851,10.03516838,0.059572077,-0.015259779,5.62683e-14,5.66825e-14,30
140,0,1000,18.46058507,0.005790745,0.812057419,5.001554896,0.099936215,0.000766903,0.003729062,0.09684706,79.90558574,712.8608839,-1.729366124,-1.361629319,1.132797704,167.3972898,4.780581348,38.94213784,0.127979746,0.129218089,2.174675883,7.829480597,0.043988715,0.004662537,2.02883e-13,4.67986e-13,31
140,0,2000,35.84471333,0.019275766,2.216529525,-1.113261049,0.131766631,0.002105032,0.006735126,0.122657166,79.18810621,563.2692294,-3.536573219,-2.46903075,1.543871151,232.6631914,3.432254464,17.72262765,0.118692729,0.122164773,2.069806151,6.868718599,0.061837,-0.013715832,1.44377e-13,2.21488e-13,32
140,0,3000,55.1633659,0.062228298,3.530597576,-1.191129505,0.288366859,0.006392856,0.014649435,0.251399664,72.64490408,514.1046637,-5.274159975,-3.42623469,1.71423247,311.6185675,2.982274471,13.64726951,0.132469213,0.138436084,1.964742225,6.75536219,0.064002577,0.017740891,2.13555e-13,4.22893e-13,33
140,0,4000,95.52481973,-0.597143263,6.079005543,-0.86927465,0.567369641,0.014535629,0.016610686,0.215066462,62.90563455,476.1675499,-7.289062475,-4.371572036,1.873349071,399.9631036,2.477669306,11.16719002,0.145079987,0.154028746,1.816308169,6.732382694,0.063637969,0.013901729,9.68345e-14,1.01555e-13,34
140,0,5000,128.1617255,-0.819522048,8.007369333,0.191725167,0.884294807,0.029302201,0.02748819,0.259960946,52.06631299,442.2927508,-9.294457504,-5.071987452,2.127984053,478.985317,1.997802987,9.570671639,0.15318827,0.165301494,1.661599543,6.801749386,0.062478632,-0.015202177,8.25839e-14,3.51248e-14,35
140,0,6000,144.8500416,-0.485050445,9.195865763,0.931260028,1.20837912,0.045775699,0.041540298,0.310896831,43.74220287,419.2467701,-11.0118296,-5.527863604,2.306127935,541.4627767,1.651395257,8.684342469,0.159692682,0.174193991,1.540436953,6.954463364,0.06348542,-0.016127854,7.10752e-14,3.64781e-14,36
140,2,1000,19.59622247,0.012538009,1.002399116,5.10936099,0.129647368,0.000830796,0.004212223,0.082294054,88.10870023,479.0449097,-1.238781429,-0.761202815,1.214228807,126.4405047,3.949707322,12.72882226,0.027021368,0.029026707,2.200341934,6.384244751,0.051152671,0.004234007,2.47515e-13,2.73781e-13,37
140,2,2000,37.8501921,-0.003285442,2.597876351,-0.692689092,0.252131317,0.003318233,0.009891789,0.143256821,99.78177874,469.0127593,-3.16589909,-1.902839631,1.749154744,190.0935739,4.062577024,10.2659128,0.052013499,0.056868462,2.058984616,5.577605185,0.068635751,0.007720468,1.98968e-13,8.70151e-14,38
140,2,3000,59.98359491,-0.047115179,4.111371902,-0.560343986,0.309405742,0.005733449,0.010754505,0.151843564,93.66829632,452.0594302,-4.939446756,-2.826462637,1.88165743,257.7564792,3.715264396,9.266074464,0.070933304,0.07877059,1.953359342,5.450263574,0.068541606,-0.015118465,1.74489e-13,1.74448e-13,39
140,2,4000,90.22148044,-0.137431665,5.918174538,-0.146185994,0.488682765,0.012255064,0.014789391,0.192801327,81.81270712,434.8767731,-7.042927908,-3.770693483,2.075957783,334.7092074,3.140975982,8.447760356,0.089753055,0.100847553,1.814336019,5.425203983,0.06559607,0.014088583,1.43487e-13,2.08192e-13,40
140,2,5000,119.1292697,-0.081129054,7.635555713,0.659679679,1.004690305,0.031850387,0.030901708,0.317230953,69.15568972,418.1164029,-9.164330207,-4.542660358,2.264219771,407.082412,2.58242441,7.806204382,0.105055765,0.119059273,1.680293701,5.484777907,0.064094708,0.012674641,9.43539e-14,4.50571e-14,41
140,2,6000,134.923428,0.401995551,8.716039687,1.696783907,1.327376689,0.047779527,0.044053914,0.369791606,58.70699506,405.2158154,-10.97206702,-5.072495994,2.441627127,464.0180775,2.160682296,7.447648465,0.117560886,0.133651039,1.580698566,5.639577679,0.064599898,0.013816885,8.26259e-14,2.00302e-14,42
140,4,1000,19.82502513,0.151071307,0.973219021,4.969003224,0.11456208,0.000709494,0.00356739,0.072622039,119.3041853,416.4817709,-1.224273941,-0.59514976,1.214396675,96.93303297,5.532244021,8.709849687,0.013023921,0.015707486,2.23506486,5.317566713,0.049090431,0.003593784,3.21785e-13,4.49876e-13,43
140,4,2000,37.71029244,0.309199627,2.43080268,-0.468962728,0.105795063,0.001304255,0.003901241,0.060164189,127.8823604,429.0190459,-3.084586593,-1.55744886,1.692073089,162.3589323,5.337023359,8.002805728,0.030174121,0.036016712,2.07025396,4.800947049,0.064459927,0.003088777,5.56864e-13,4.48691e-13,44
140,4,3000,58.06381985,0.466585533,3.774355161,-0.22549936,0.198468622,0.003398903,0.006604084,0.098693678,119.4195985,424.2914751,-4.836513135,-2.373714357,1.944812912,224.7055865,4.788985664,7.619740555,0.0447565,0.053489919,1.961758352,4.707086057,0.065003563,0.008778931,2.29403e-13,9.77977e-14,45
140,4,4000,84.46869514,0.676710509,5.332454129,0.178205896,0.542664552,0.012350596,0.015937432,0.223481183,103.3333292,416.1882765,-6.932394062,-3.230156308,2.104506262,295.2340419,3.96834671,7.255356188,0.060960123,0.072630419,1.826311459,4.712834842,0.063129354,-0.012728896,2.76869e-13,3.45621e-13,46
140,4,5000,109.11091,1.054525092,6.760094197,0.506834973,1.051627824,0.02966132,0.030394173,0.359119002,87.02272601,407.277895,-9.060406496,-3.959901147,2.31614423,363.934814,3.23925701,6.981105355,0.076099037,0.090248387,1.709148067,4.818899359,0.061956171,0.011960842,1.35076e-13,7.66395e-14,47
140,4,6000,123.7519891,1.689630957,7.705753072,1.386798358,1.336769527,0.042690342,0.040644748,0.406980743,74.43475382,399.8607358,-10.88161561,-4.482273156,2.435608187,419.4076409,2.708271004,6.782376354,0.087933084,0.103725533,1.616142895,4.9527119,0.062267711,0.011895491,8.97047e-14,1.46808e-14,48
140,6,1000,19.20738496,0.391052505,0.841299932,4.602815603,0.105482446,0.000571843,0.002941053,0.067106293,151.2935469,397.7457679,-1.292692262,-0.477458534,1.322162608,82.48420767,7.219576167,7.645131588,0.008190966,0.010927368,2.257161399,4.697748296,0.043800858,0.002542488,4.42229e-13,5.34286e-13,49
140,6,2000,36.44219855,0.781305557,2.088094891,-0.360684526,0.102560926,0.001097536,0.003386517,0.058793243,155.9166104,415.4689533,-3.103742026,-1.268277061,1.679750556,147.4968042,6.647635371,7.236148287,0.020220258,0.025963729,2.092664436,4.349591025,0.057298818,0.004498052,3.4151e-13,5.65763e-13,50
140,6,3000,54.77084295,1.162777886,3.229743362,-0.193025058,0.228251309,0.003387449,0.007005923,0.116077925,145.695117,414.8376514,-4.830325136,-1.966746567,1.89706789,206.1548488,5.928314806,6.976834952,0.031025285,0.039411874,1.987108065,4.276142121,0.058968298,0.005078113,3.74331e-13,3.33415e-13,51
140,6,4000,77.99084965,1.66194858,4.518017229,0.024771287,0.561568973,0.01093886,0.015370228,0.242536815,125.3386577,411.2005401,-6.886170114,-2.709532506,2.103730762,274.3851716,4.841998879,6.740991975,0.04380891,0.054623712,1.854677602,4.306244626,0.057930094,-0.010223153,2.22616e-13,8.98475e-14,52
140,6,5000,99.43011852,2.313581791,5.710474146,0.542722809,1.013335853,0.024304517,0.026797915,0.372854493,105.1964872,405.7561331,-9.001390303,-3.372207992,2.297356555,339.4378782,3.902880324,6.556876282,0.05655742,0.069388093,1.737050949,4.410764755,0.057432036,0.010578442,2.23218e-13,4.88639e-14,53
140,6,6000,112.7150682,3.085792432,6.522811404,0.989854493,1.204027647,0.032703521,0.032783377,0.399786264,89.9831208,399.070849,-10.75297222,-3.816893544,2.479667663,392.2556566,3.271812764,6.430133911,0.066275536,0.080586858,1.654706271,4.552044208,0.057869915,0.010868487,1.21499e-13,3.33132e-14,54
140,8,1000,18.18001472,0.658517876,0.679827656,4.180792441,0.072652271,0.000325358,0.001739515,0.046495315,173.2646471,388.2465595,-1.373995191,-0.368474814,1.300096546,74.20089112,8.51560653,7.308916363,0.00564197,0.008077271,2.29027046,4.4189025,0.03739423,0.001559745,5.75507e-13,7.77651e-13,55
140,8,2000,34.20325567,1.285769979,1.711613838,-0.297681886,0.11675585,0.001044787,0.003410906,0.06787479,181.4936613,412.0913134,-3.162613286,-1.02237573,1.810907101,137.5573298,7.870510768,6.955197075,0.014505804,0.01959827,2.128180195,4.089339643,0.050042424,0.003596303,3.97797e-13,5.75775e-13,56
140,8,3000,50.64490423,1.873741536,2.657409733,-0.150142074,0.261138998,0.003247335,0.007289583,0.136535758,168.3427097,412.2643293,-4.854314928,-1.599785462,1.851123275,193.9927261,6.980739992,6.755038115,0.022770021,0.030210872,2.029540981,4.052449594,0.052471414,0.002943488,6.34123e-13,1.3365e-12,57
140,8,4000,70.69429975,2.630510224,3.732931984,0.103488099,0.563481315,0.009202222,0.014404129,0.256509972,145.6014006,411.0747649,-6.891082749,-2.243372282,2.043072325,258.9383704,5.697698488,6.541817863,0.032877657,0.042392637,1.897001137,4.077460188,0.052803861,-0.007243738,2.17053e-13,1.15681e-13,58
140,8,5000,88.44293699,3.514115354,4.72655699,0.235475489,0.874626888,0.017553653,0.021608231,0.34969612,123.5870185,408.3283888,-8.985905937,-2.836128211,2.312912552,321.4042665,4.609508317,6.373104514,0.043172984,0.054337975,1.779433621,4.159772492,0.053441882,-0.009802918,2.03585e-13,6.75984e-14,59
140,8,6000,102.0009781,4.390213232,5.380050851,0.854968978,0.888715056,0.020042154,0.021627094,0.32062454,107.3223757,397.8097427,-10.59775001,-3.140149718,2.43365063,372.0082107,3.923583991,6.140603783,0.048532794,0.061140575,1.689844214,4.220976324,0.052745091,0.009897183,1.87107e-13,8.79336e-14,60
140,10,1000,17.64800197,0.907259322,0.53895417,3.758410976,0.068889882,0.000247539,0.001351124,0.044222614,193.1532796,376.7855307,-1.468267906,-0.280536972,1.19318204,69.72237793,10.0047602,7.19296115,0.003998438,0.006189283,2.357884271,4.263417054,0.030539104,0.001019516,7.81117e-13,9.22359e-13,61
140,10,2000,32.04621336,1.740075536,1.378953177,-0.298622717,0.154761647,0.001139628,0.003936601,0.091179526,197.5488606,407.5279907,-3.246120944,-0.811986731,1.589433479,130.275217,8.790693769,6.868422241,0.010885557,0.015310539,2.169362035,3.982835137,0.043030144,0.003028692,3.68786e-13,4.91879e-13,62
140,10,3000,46.77997046,2.534704538,2.161547368,-0.131879839,0.301180532,0.003107536,0.007561883,0.161550425,184.7611629,412.6385098,-4.936254597,-1.300958584,1.727763526,187.0324625,7.769872082,6.694413604,0.017505448,0.023827934,2.066803126,3.939471277,0.046206685,0.001925677,9.00939e-13,2.75676e-12,63
140,10,4000,63.36238425,3.510526851,3.063104779,-0.063078703,0.498818866,0.006813467,0.012036866,0.239130111,164.5106827,414.0965582,-6.965816138,-1.860501402,2.094773935,248.6359644,6.530766702,6.496404334,0.025530456,0.033680587,1.947512511,3.942819722,0.048342638,-0.004975802,3.1221e-13,5.98587e-13,64
140,10,5000,78.46629103,4.604546068,3.89435303,0.345584044,0.611151096,0.010252896,0.014311699,0.263038078,139.0416319,411.6807781,-9.03011155,-2.364436632,2.231931737,309.7099067,5.247094753,6.330388072,0.033901223,0.043431314,1.826424534,4.027480357,0.049630905,-0.008790375,1.65061e-13,5.07124e-14,65
140,10,6000,95.8313317,5.49560172,4.408477908,0.712860284,0.588052722,0.010922382,0.012444922,0.222387804,129.4058647,394.8133771,-10.44350869,-2.500661741,2.393050327,355.3883397,4.837619508,5.917129896,0.034342467,0.045477469,1.741311284,3.931981045,0.046002469,-0.009146406,1.75994e-13,5.57137e-14,66
135,-10,1000,35.90425977,0.002483591,0.894586387,6.390854844,0.094732533,0.000610432,0.001950844,0.088169054,3723.339862,81664.81518,-14227.41861,-14227.15234,2.134525627,-245.15977,NA,NA,NA,NA,3.412327902,29.7288702,0.024915884,0.003884234,2.23708e-13,2.63566e-13,67
135,-10,2000,80.42631875,-0.242356009,2.610837889,4.652691822,0.534295404,0.005989259,0.008142706,0.226733603,1331.919948,51728.80145,-19101.25218,-19100.22373,1.402911019,-350.2339291,NA,NA,NA,NA,2.510188949,43.95591293,0.032462482,0.006572359,2.01374e-13,1.00077e-13,68
135,-10,3000,115.0293764,-0.321915927,4.042083215,7.293026728,1.010310783,0.016978706,0.016817901,0.329848641,900.7194926,43097.41398,-24242.0818,-24240.03503,1.392845543,-447.8237111,1065.515403,50881.58688,57234.7231,57234.72313,1.870259198,45.44711296,0.035139573,-0.007545582,3.49795e-13,6.52002e-13,69
135,-10,4000,131.3655952,0.224642906,5.260841873,9.377474627,1.162622336,0.025263089,0.023512906,0.334131477,329.7729648,18312.76964,-6553.759063,-6550.279907,1.272297812,-535.7074856,NA,NA,NA,NA,1.412893409,44.18707458,0.040047334,-0.00924039,4.98933e-13,8.5312e-13,70
135,-10,5000,142.7156724,1.023566595,6.26650221,10.93977037,0.967976744,0.024966181,0.022741862,0.254539753,31.86403786,2017.860334,-104.1871505,-99.11117425,1.235335792,-607.1643478,28.07390457,1746.508615,170.7454594,170.7586154,1.232703654,46.8964491,0.043908998,-0.010762475,3.5924e-13,7.21511e-13,71
135,-10,6000,151.0700407,1.804632555,7.016957719,11.88785754,0.85847927,0.024735143,0.022349346,0.211446871,18.05895805,1220.026454,-47.35604821,-40.87435137,1.170490143,-623.906489,6.410752279,407.274172,26.95600067,26.97084283,1.17527594,46.95939812,0.046448374,-0.011684584,3.12051e-13,5.50494e-13,72
135,-8,1000,34.17447725,0.002869516,0.852853859,5.243944557,0.128050263,0.000801146,0.002648979,0.119731895,2500.395296,69778.40191,-9334.457685,-9334.204539,0.681333604,166.6200222,NA,NA,NA,NA,3.71710286,34.86765308,0.024955871,-0.002804962,1.22429e-13,3.88931e-14,73
135,-8,2000,79.50395533,-0.229030764,2.507533112,-0.71432608,0.56974758,0.006143702,0.008454886,0.243367633,993.9072345,40968.01836,-11305.54798,-11304.57285,0.610202496,276.5118232,3526.868206,145317.8946,80195.68545,80195.68549,2.656106197,40.51368439,0.031539728,0.005997998,2.05308e-13,3.59419e-14,74
135,-8,3000,113.3187533,-0.272380969,3.92054507,1.111061715,1.140396141,0.018611954,0.018593808,0.376878711,468.1854957,23597.21162,-7055.50411,-7053.524534,0.664492001,334.9375192,4434.735961,223466.9705,133590.2009,133590.2015,1.947951607,38.75439005,0.034597496,-0.007036938,2.66364e-13,5.60502e-14,75
135,-8,4000,127.7970766,0.282229175,5.069167794,1.789274644,1.236768556,0.025946336,0.024368108,0.364669212,412.0172126,23350.4716,-10601.00982,-10597.58861,1.075439376,378.4752827,NA,NA,NA,NA,1.44164619,33.94989509,0.039665757,-0.008703084,1.91569e-13,4.40865e-14,76
135,-8,5000,138.8880891,1.076872631,6.02553139,2.704687392,1.150206766,0.028590357,0.026163915,0.310490118,212.4092554,12861.86892,-4001.765459,-3996.797983,1.329517765,401.7000644,5011.870204,303279.1994,188468.7557,188468.7633,1.265056686,32.72996529,0.043384076,-0.010123321,1.40493e-13,4.29068e-14,77
135,-8,6000,148.0758051,1.851870527,6.756645155,3.218443412,1.123882932,0.031254304,0.028273985,0.281879348,140.6223368,8888.052112,-2157.489418,-2151.12182,1.44734428,407.5807853,3210.399589,202627.8324,98062.77093,98062.78774,1.206946918,32.82337478,0.045629636,-0.010959161,1.32776e-13,7.21086e-14,78
135,-6,1000,31.66464645,0.002267228,0.968069488,3.723653464,0.027370571,0.000200096,0.000696508,0.025758019,3938.12874,79742.57753,-16218.13616,-16217.81096,0.314842989,319.5140054,2654.037494,53552.02485,21779.38471,21779.38471,2.917994362,22.91833469,0.030572566,-0.006256137,1.45734e-13,1.44803e-13,79
135,-6,2000,59.06509556,0.02066345,2.386150289,-2.12892804,0.319525827,0.004707214,0.010139729,0.273759672,2519.015188,58786.59009,-26149.2634,-26148.21242,0.410278618,433.963189,NA,NA,NA,NA,2.334195854,24.21867095,0.040398653,0.010160572,1.53303e-13,4.7939e-14,80
135,-6,3000,102.7856222,-0.496581646,4.46595485,-1.732455131,0.377746709,0.007067331,0.0075788,0.135467004,1417.564808,40210.37685,-21031.01795,-21029.04259,0.579454519,567.6061179,NA,NA,NA,NA,1.938672534,28.76249075,0.043449217,-0.010496829,2.30295e-13,4.0224e-13,81
135,-6,4000,129.2504773,-0.343351584,6.066070747,-1.446175893,0.654763916,0.016430351,0.015364313,0.190838362,35.83977514,1221.076523,-32.79292522,-29.48683175,1.009231494,708.5515284,7.946006099,267.0662712,12.59715286,12.60717854,1.575424855,31.67021721,0.046932676,-0.011660103,1.02977e-13,1.66863e-13,82
135,-6,5000,144.3015761,0.21563995,7.33763577,-0.724796263,0.599457189,0.01812226,0.016455814,0.154909037,17.06741646,681.678123,-17.16315822,-12.26311681,1.567627469,812.6336693,1.541563128,52.47758877,1.768523479,1.782544706,1.344524652,31.90655957,0.050849311,-0.012953154,8.74166e-14,1.13839e-13,83
135,-6,6000,151.0386578,0.930097966,8.191739717,-0.19534198,0.549134073,0.018504139,0.016700405,0.134425301,14.58776947,620.17127,-17.8760602,-11.60745274,1.918696988,845.956506,1.178554105,40.54320295,1.407730726,1.423645316,1.258584335,31.88969082,0.054236047,-0.014013944,6.91601e-14,8.87941e-14,84
135,-4,1000,24.68379401,0.002392384,0.929479626,4.591402002,0.021057148,0.000163338,0.000666977,0.020143794,4748.108157,67909.15525,-12871.96389,-12871.59382,0.727790164,227.5408235,NA,NA,NA,NA,2.323640838,11.72119579,0.03765546,-0.006975647,1.3253e-13,3.47087e-13,85
