Temperature (C) ,Detuning (GHz) ,Laser Power (uW) ,Cost filtered (V/nT),Cost unfiltered (V/nT),Loop,Run_number,C(1D),A(1D),G(1D),By(1D),Error C(1D),Error A(1D),Error G(1D),Error By(1D),G1(2D),G2(2D),C(2D),A(2D),Bx(2D),Bz(2D),Error G1(2D),Error G2(2D),Error C(2D),Error A(2D),Error Bx(2D),Error Bz(2D),NA
112,19,642,0.004797,0.004797,2,32,1.354079,0.693523,144.559725,-15.140649,0.001936,0.005148,1.930509,1.063197,801.364989,1201.898286,-2.525667,-0.794308,-4.166044,-258.410337,111.359661,134.407429,0.152433,0.15513,9.159996,17.929101,NA
129,14,797,0.009423,0.009423,2,33,0.365628,1.419659,150.666723,-21.728951,0.006134,0.015673,3.022802,1.64547,1233.314801,2905.06259,-9.539192,-8.476579,-5.290218,-329.438608,784.246135,1855.156687,10.582015,10.586467,9.56242,34.484062,NA
114,13,788,0.006121,0.006121,2,34,1.193706,1.244369,203.281029,-18.899114,0.005145,0.009633,3.104385,1.522538,570.249364,1021.00725,-2.998315,-1.04636,-2.416081,-355.781726,70.740627,90.543603,0.154295,0.159124,8.196669,20.014159,NA
126,8,917,0.012448,0.012448,2,35,0.108864,2.390011,192.000865,-23.213745,0.011972,0.023845,3.717137,1.865326,903.6975,3071.485212,-17.90314,-16.483695,-1.654377,-470.763818,698.397388,2392.444701,25.230181,25.239875,8.79905,58.982451,NA
135,11,1289,0.011938,0.011938,2,36,0.091533,2.163103,181.196173,-32.823327,0.014729,0.031203,4.988538,2.558499,26062.5143,116808.2551,-21494.76692,-21493.56679,-3.616351,-642.987524,NaN,NaN,NaN,NaN,9.344424,108.20102,NA
123,12,1408,0.012134,0.012134,2,37,0.777851,3.799459,313.116771,-21.946714,0.022122,0.026052,4.660872,1.807619,268.8326,876.329835,-5.87489,-2.420236,-2.507595,-582.190598,33.185767,70.546647,0.324156,0.340977,6.469764,35.896473,NA
135,13,1115,0.010263,0.010263,2,38,0.173013,1.619607,157.812815,-33.105918,0.011516,0.02811,5.035985,2.704157,24145.03871,91534.96399,-9796.062219,-9795.102786,-4.122754,-537.939201,333629.9074,1264781.611,270681.2533,270681.2534,9.975746,84.325157,NA
127,11,1167,0.013299,0.013299,2,39,0.275615,3.036658,228.340988,-23.021892,0.016327,0.026908,4.126032,1.921824,442.763637,1358.032173,-6.418698,-4.335077,-3.044262,-508.166929,78.1571,210.38908,1.227478,1.239759,7.861216,44.492669,NA
129,18,788,0.007033,0.007033,2,40,0.663848,1.142651,162.462091,-19.594171,0.004231,0.010029,2.642159,1.405764,824.120844,1645.120844,-3.594906,-2.33268,-5.510834,-287.384756,186.985611,348.543489,0.919464,0.923507,9.150278,24.891943,NA
112,12,727,0.005784,0.005784,3,41,1.091986,1.203296,208.045197,-8.518357,0.002528,0.004615,1.584739,0.769611,589.813222,1037.598059,-2.822658,-1.004372,-3.61886,-333.690064,71.95986,91.749726,0.148489,0.152894,7.942172,18.702081,NA
114,12,1264,0.00731,0.00731,3,42,1.609903,2.419522,330.976138,-16.791581,0.007056,0.007893,2.346051,0.873983,302.723184,844.13335,-4.743402,-1.397094,-2.697359,-529.190354,33.797083,59.394487,0.160245,0.169559,6.198425,26.485496,NA
114,13,788,0.006564,0.006564,3,43,1.150949,1.351195,205.863858,-17.548901,0.005904,0.010904,3.289428,1.604779,563.587405,1068.670761,-3.212464,-1.243754,-3.614231,-351.51799,73.205082,103.344602,0.204194,0.209394,8.127522,21.048062,NA
112,16,727,0.005464,0.005464,3,44,1.392361,0.9733,178.141363,-15.610932,0.002507,0.005405,1.879494,0.969573,681.406931,1102.761334,-2.870957,-0.920951,-4.020282,-316.922713,85.251897,104.208973,0.146455,0.14995,8.542639,18.676376,NA
114,11,1289,0.007164,0.007164,3,45,1.588588,2.477659,345.827282,-17.407642,0.010387,0.011191,3.384338,1.219198,261.42148,800.845159,-4.695451,-1.294365,-3.323078,-548.077708,30.024346,55.988713,0.146813,0.156726,5.970689,27.709932,NA
114,11,788,0.008595,0.008595,3,46,0.720207,1.747925,203.368653,-25.891126,0.012157,0.022756,5.223131,2.561537,686.546968,1288.190321,-3.735863,-1.915419,-2.194975,-485.770873,79.299207,127.43884,0.32791,0.331859,8.594288,28.790275,NA
129,18,788,0.006976,0.006976,3,47,0.666587,1.1309,162.112711,-20.694127,0.004063,0.009652,2.562312,1.364224,794.394533,1627.459068,-3.479225,-2.229985,-4.62311,-289.776673,182.33158,346.864212,0.884381,0.888441,9.118721,25.468692,NA
114,13,933,0.006582,0.006582,3,48,1.398268,1.569661,238.477286,-18.603817,0.004678,0.007346,2.303463,1.050238,465.267033,947.154044,-3.577477,-1.177366,-1.86564,-404.133197,56.762495,78.374931,0.160413,0.166844,7.6627,21.640329,NA
103,14,797,0.002677,0.002677,3,49,2.174752,0.676763,252.76885,-11.708547,0.00328,0.004831,3.780334,1.671931,621.407877,921.442038,-3.106502,-0.478983,-3.883624,-382.006103,59.466832,55.625038,0.04482,0.047166,7.220419,14.994915,NA
114,11,1231,0.007049,0.007049,3,50,1.54469,2.274081,322.595593,-20.59946,0.011252,0.012884,3.971836,1.50803,287.557343,826.57354,-4.481688,-1.295584,-3.316173,-510.695963,34.167523,61.074123,0.156503,0.165894,6.281611,26.394053,NA
129,18,788,0.007145,0.007145,3,52,0.665515,1.144564,160.183783,-20.557896,0.004119,0.009903,2.558461,1.367297,790.442294,1615.743309,-3.504791,-2.239377,-6.089016,-293.411802,179.308695,339.974057,0.875593,0.87972,9.184271,25.707209,NA
135,11,1149,0.010796,0.010796,3,53,0.107689,1.743805,161.529468,-33.802578,0.011186,0.026675,4.570649,2.43667,21149.78666,85563.98262,-9183.469998,-9182.50923,-2.777138,-584.217745,198126.178,801469.3235,172018.8488,172018.8489,10.052606,96.969479,NA
129,14,788,0.00952,0.00952,3,54,0.354646,1.416578,148.793957,-23.982483,0.005857,0.015151,2.883009,1.575059,1156.625261,2697.972024,-8.333232,-7.2802,-4.067315,-338.769261,620.254739,1454.163599,7.640045,7.644351,9.501202,34.338377,NA
123,12,648,0.010318,0.010318,3,55,0.399893,1.44808,140.34612,-17.611301,0.004433,0.01213,2.099908,1.165821,903.938371,1782.225533,-4.491983,-3.355785,-3.091083,-293.94805,230.766463,436.194416,1.540879,1.545678,9.645411,26.452824,NA
129,18,797,0.007114,0.007114,3,56,0.677684,1.154332,162.260068,-21.401349,0.004566,0.010837,2.821586,1.501846,789.935033,1590.794515,-3.448233,-2.172341,-6.772123,-289.741766,173.830913,323.130127,0.817703,0.82183,9.155456,25.080264,NA
126,8,917,0.012762,0.012762,3,57,0.113252,2.432748,190.631464,-21.407169,0.012944,0.025976,3.941922,1.98353,873.700829,2954.190169,-16.815962,-15.381525,-2.523636,-475.86679,612.684813,2089.77572,21.346752,21.356426,8.70878,58.448008,NA
135,11,1115,0.010716,0.010716,3,58,0.096947,1.632637,152.358306,-33.621166,0.010054,0.025415,4.321629,2.345156,21360.05018,88840.46148,-9345.932026,-9345.042854,-3.164475,-574.6689,NaN,NaN,NaN,NaN,10.286251,100.634723,NA
127,11,1167,0.012769,0.012769,3,59,0.269636,2.944448,230.59596,-25.669464,0.014896,0.024287,3.888985,1.803029,492.292033,1423.384992,-6.830641,-4.751358,-1.987574,-509.020909,83.536172,218.914182,1.338699,1.350083,7.807886,42.444388,NA
129,13,797,0.009637,0.009637,3,60,0.269087,1.455536,151.042531,-22.788542,0.006855,0.017473,3.297195,1.793557,1774.472132,4267.314657,-19.942387,-18.942665,-4.470512,-339.5886,2332.251473,5649.572155,49.620041,49.624454,9.600566,36.592374,NA
114,11,1289,0.007337,0.007337,4,61,1.554029,2.573667,350.763652,-14.528867,0.008071,0.008595,2.534039,0.90257,263.788334,783.027138,-4.691127,-1.251321,-3.177596,-551.151863,29.512838,52.33858,0.134077,0.143996,5.923761,26.412348,NA
114,11,1289,0.00762,0.00762,4,62,1.523212,2.578074,338.315984,-21.368962,0.012797,0.014045,4.000496,1.466214,330.997507,792.831088,-4.683439,-1.290411,-2.207717,-518.104558,37.208879,52.715417,0.134262,0.144511,6.693295,23.431254,NA
114,12,1264,0.006804,0.006804,4,63,1.602439,2.339081,343.775682,-21.157901,0.016847,0.018243,5.811982,2.103968,270.129709,788.153759,-4.620255,-1.255002,-3.848334,-534.46621,31.739105,55.571854,0.142298,0.152477,6.207247,26.608311,NA
114,12,1264,0.007274,0.007274,4,64,1.571227,2.425152,333.402215,-21.021741,0.013375,0.014868,4.43982,1.645332,343.10468,811.550851,-4.663747,-1.326578,-2.390156,-496.72493,38.379038,54.748494,0.141494,0.151323,6.650896,22.600916,NA
114,11,788,0.006676,0.006676,4,65,0.986249,1.473583,220.741701,-19.455756,0.006696,0.011455,3.466133,1.640045,502.670083,1013.095016,-3.166725,-1.257776,-4.189725,-352.070574,66.661543,96.365947,0.202092,0.208315,7.877436,21.156954,NA
114,11,1264,0.007383,0.007383,4,66,1.46591,2.539101,343.914264,-14.398464,0.015449,0.016718,4.909436,1.776046,351.083194,831.138717,-4.692489,-1.392521,-3.565004,-505.345757,37.84151,54.988401,0.146445,0.155895,6.524662,22.838147,NA
111,14,788,0.005257,0.005257,4,67,1.419919,1.094016,208.117724,-15.772095,0.00313,0.005713,2.158515,1.048182,591.67126,1033.075977,-3.025201,-0.934495,-3.27562,-348.013288,70.438228,88.59767,0.13336,0.137383,7.954206,18.900138,NA
114,12,1107,0.00719,0.00719,4,68,1.403739,2.081175,289.447785,-19.58274,0.007879,0.010035,3.005436,1.228044,351.516848,893.375282,-4.226426,-1.382035,-3.710317,-470.034834,41.569992,69.339358,0.177389,0.185694,6.686149,24.662771,NA
129,13,797,0.009497,0.009497,4,69,0.276232,1.434333,151.036489,-20.314861,0.006326,0.016125,3.087719,1.679593,1546.514351,3868.013064,-16.215842,-15.235149,-3.943332,-334.725371,1800.041867,4523.742886,35.194354,35.199076,9.651218,37.791845,NA
84,14,1125,0.001135,0.001135,4,70,4.390775,0.427665,376.656925,-14.227959,0.003283,0.003317,6.231382,2.091692,293.43923,708.568519,-4.896821,-0.175383,-4.165378,-536.968667,29.435293,38.598279,0.014355,0.015957,5.669098,18.980201,NA
123,12,648,0.010774,0.010774,4,71,0.36727,1.406145,130.518836,-16.24561,0.003991,0.011689,1.90615,1.078049,1307.857786,2790.41287,-8.527098,-7.488621,-3.156179,-280.601144,777.202641,1657.405268,8.67188,8.676264,9.780939,29.351764,NA
129,11,788,0.011495,0.011495,4,72,0.170824,1.608902,139.969481,-19.969962,0.008179,0.02244,3.484782,1.936083,34941.80763,96116.08078,-10094.80508,-10093.88577,-2.357861,-360.007822,318117.1944,875002.6214,183777.4662,183777.4663,10.185249,46.7058,NA
135,11,1115,0.011358,0.011358,4,73,0.094531,1.721082,151.529075,-31.171874,0.010437,0.026522,4.249199,2.309459,20448.85323,81096.8782,-7884.506549,-7883.606122,-3.115067,-545.702952,228482.8688,906073.5572,176158.0649,176158.065,10.35417,92.620661,NA
90,13,797,0.001723,0.001723,4,74,2.996237,0.516955,300.064738,-9.185341,0.002116,0.002597,3.261682,1.301559,430.679766,782.810535,-3.620558,-0.258111,-7.560756,-413.372123,44.105309,45.867172,0.022933,0.024934,6.488958,15.368112,NA
135,11,1149,0.011606,0.011606,4,75,0.097193,1.807759,155.761022,-34.068659,0.011117,0.027494,4.340787,2.340161,26226.64852,105495.7634,-14211.43901,-14210.4798,-4.647737,-572.901997,134592.2188,541142.501,145782.6007,145782.6008,10.205005,96.308016,NA
129,14,788,0.009604,0.009604,4,76,0.335721,1.399939,145.764422,-23.128718,0.006214,0.016398,3.077476,1.691067,1484.35558,3484.199551,-13.426063,-12.382402,-3.663008,-337.841956,1294.908569,3066.432675,21.442678,21.446965,9.620216,35.426963,NA
126,8,917,0.012443,0.012443,4,77,0.114305,2.365201,190.082997,-24.735622,0.012234,0.02463,3.829923,1.929401,970.596805,3243.499481,-19.962379,-18.535066,-1.358789,-470.020741,815.311078,2751.447549,30.943622,30.953222,8.817921,58.274148,NA
123,13,648,0.010693,0.010693,4,78,0.428416,1.443132,134.958486,-17.769713,0.004006,0.011376,1.883044,1.056136,1055.84834,2095.982565,-5.547232,-4.411397,-3.104545,-286.048081,344.512991,674.050901,2.707108,2.711433,9.582551,26.549788,NA
127,11,1167,0.01317,0.01317,4,79,0.259173,2.959808,224.745024,-22.506907,0.017109,0.028696,4.423664,2.075922,446.463851,1405.5327,-6.588293,-4.554882,-2.752702,-496.911825,86.165784,240.725755,1.437514,1.44983,7.962264,45.78833,NA
109,11,1289,0.004697,0.004697,5,81,2.256937,1.824671,388.440051,-16.286206,0.009725,0.009638,4.334802,1.416203,274.767281,743.524597,-4.469986,-0.803006,-4.443777,-557.532818,27.51277,42.411308,0.071047,0.077595,5.542426,22.077967,NA
129,13,1289,0.011923,0.011923,5,82,0.416171,2.778553,233.0504,-29.234603,0.014482,0.023341,4.014096,1.851704,395.488567,1254.315908,-5.558068,-3.460913,-3.509218,-512.802794,67.178116,178.188524,0.889419,0.901348,7.74262,44.376455,NA
129,13,629,0.008169,0.008169,5,83,0.216303,0.976001,119.474454,-24.943689,0.004952,0.015717,3.316916,1.914944,251465.984,255500.812,-43100.57139,-43099.98821,-2.684051,-312.747273,NaN,NaN,NaN,NaN,12.367923,19.233447,NA
114,11,797,0.006705,0.006705,5,84,0.998007,1.489034,222.066102,-14.491158,0.004496,0.007639,2.305473,1.08778,511.674232,1009.413968,-3.154667,-1.223774,-3.06021,-369.170652,64.275696,90.49475,0.184067,0.189866,7.790045,20.960027,NA
129,14,788,0.009145,0.009145,5,85,0.325426,1.361611,148.894785,-23.435091,0.006606,0.017077,3.383544,1.848146,1475.028632,3527.492815,-13.091538,-12.089164,-4.432519,-328.222546,1368.898648,3293.013233,22.225228,22.229509,9.561503,35.267941,NA
129,14,797,0.009366,0.009366,5,86,0.341436,1.400878,149.57809,-24.540273,0.006113,0.015732,3.047028,1.662172,158486.4374,182390.3654,-31809.47374,-31808.53096,-4.154977,-340.299444,361241.5737,415526.8969,144926.7068,144926.7068,10.856062,20.103451,NA
123,13,648,0.009149,0.009149,5,87,0.45039,1.344257,146.937448,-20.976698,0.006603,0.01729,3.413338,1.871387,902.034864,1751.094217,-4.305908,-3.144674,-0.509434,-285.713992,223.900224,414.436134,1.392975,1.397685,9.595828,25.566456,NA
129,13,788,0.009647,0.009647,5,88,0.269062,1.43135,148.366162,-18.832778,0.011017,0.028575,5.362282,2.931827,1277.649298,3295.893252,-11.927596,-10.951628,-4.812231,-335.254505,1157.067482,2989.392125,19.540967,19.545993,9.754171,39.15537,NA
123,12,648,0.010192,0.010192,5,89,0.397699,1.437835,141.081517,-15.4084,0.004698,0.012793,2.24494,1.244585,969.53424,1899.594425,-4.928176,-3.80565,-2.894188,-289.690362,267.504976,509.454052,1.927967,1.932578,9.572576,26.106345,NA
81,14,648,0.0009,0.0009,5,90,2.603811,0.213063,236.655384,-9.710507,0.000665,0.001053,2.409316,1.102558,583.735325,839.15704,-2.867848,-0.123122,-2.277003,-325.508937,62.041017,53.00048,0.011741,0.012649,7.38538,13.824836,NA
119,11,1115,0.009607,0.009607,5,91,0.848259,2.481648,258.319034,-20.318613,0.009591,0.013795,3.023961,1.321894,372.934779,1027.987786,-4.588319,-2.120224,-3.872263,-462.139712,52.09612,105.057231,0.375163,0.385353,7.318057,30.93957,NA
129,11,788,0.011694,0.011694,5,93,0.129736,1.643012,140.495781,-23.757715,0.007575,0.020709,3.163886,1.756092,25656.15743,71719.74747,-5831.989188,-5831.085511,-3.031587,-384.422588,327941.168,916730.9479,149061.8627,149061.8629,10.07798,49.025459,NA
123,12,648,0.010685,0.010685,5,94,0.333785,1.504088,140.766316,-17.157711,0.00477,0.013017,2.177568,1.207968,1010.73529,2148.854508,-6.073505,-4.984341,-2.037511,-305.298446,358.77905,753.057394,3.346377,3.351172,9.590109,29.346081,NA
126,13,648,0.010083,0.010083,5,96,0.279931,1.317651,130.677764,-19.066516,0.004226,0.012365,2.154917,1.218394,1925.393789,3984.019832,-15.359088,-14.456151,-4.470728,-277.596236,2152.257984,4480.51575,32.08994,32.093702,9.885412,29.007219,NA
126,8,917,0.012543,0.012543,5,97,0.076899,2.395662,191.000987,-23.466309,0.013029,0.026095,4.031069,2.026945,1151.883368,4013.190031,-29.51721,-28.123318,-1.953785,-476.822485,1486.468976,5222.982336,72.44922,72.458915,8.718975,61.398978,NA
123,12,648,0.01084,0.01084,5,98,0.337607,1.508837,139.197565,-17.273033,0.005006,0.013807,2.270849,1.263471,1053.961787,2215.660043,-6.337402,-5.251625,-2.553083,-296.585793,392.021306,815.321503,3.710956,3.715674,9.531306,28.516061,NA
127,11,1167,0.012894,0.012894,5,99,0.212382,2.933488,227.51677,-26.067876,0.015952,0.026399,4.170741,1.946146,423.262604,1432.317354,-6.732916,-4.736656,-1.854072,-510.254555,87.326096,263.047739,1.612598,1.6255,7.875529,49.963031,NA
135,11,676,0.00668,0.00668,5,100,0.065175,0.621857,93.087981,-23.700384,0.002511,0.009846,2.429602,1.469845,33332.86616,104217.9813,-3753.910558,-3753.635058,-3.951119,-359.979154,221442.9893,692116.5918,49855.0335,49855.03351,13.939332,72.646136,NA
119,11,1115,0.010298,0.010298,6,101,0.778146,2.906578,282.249936,-17.856818,0.010189,0.013321,2.77458,1.151634,343.759638,928.525743,-4.748125,-2.014226,-2.233794,-492.445876,43.216955,79.151914,0.287958,0.299677,6.991444,28.914787,NA
119,11,632,0.010226,0.010226,6,102,0.43714,1.568335,153.366671,-12.346848,0.003863,0.009699,1.731506,0.937601,1426.175182,2071.901447,-5.612836,-4.432349,-0.892767,-292.104599,311.839826,462.031366,1.852606,1.854879,10.107131,20.989711,NA
129,13,788,0.009758,0.009758,6,103,0.232354,1.444755,148.05112,-23.526072,0.006484,0.016853,3.124787,1.709574,1707.136691,4392.870586,-20.560526,-19.618202,-3.031885,-341.241365,2605.329725,6733.751331,59.573919,59.578734,9.704157,39.717091,NA
129,13,788,0.010018,0.010018,6,104,0.235906,1.470837,146.8153,-24.31048,0.006656,0.017443,3.143801,1.724063,102618.7811,123649.267,-15149.98073,-15149.11864,-1.770689,-353.841947,906256.6878,1092033.07,267577.0659,267577.0658,10.884675,21.625934,NA
114,13,648,0.006758,0.006758,6,105,0.882333,1.15777,171.327539,-14.92085,0.002458,0.005519,1.535033,0.802615,681.650383,1079.360629,-2.571397,-1.032541,-3.783277,-302.981038,87.584435,103.032355,0.164767,0.169145,8.762174,18.4461,NA
126,13,648,0.008882,0.008882,6,106,0.271755,1.229538,138.423042,-21.520622,0.006903,0.01914,3.836487,2.137763,1425.23931,3154.437661,-9.440635,-8.573491,-3.152651,-261.67063,1179.066906,2601.499483,13.874578,13.878991,9.977996,30.229651,NA
123,12,648,0.010446,0.010446,6,107,0.34451,1.488707,142.514304,-18.206678,0.005256,0.014174,2.432612,1.34498,1009.371001,2130.291198,-5.932017,-4.837209,-1.888397,-305.550755,348.557225,726.129539,3.155573,3.160248,9.551074,29.009159,NA
105,13,788,0.00332,0.00332,6,108,1.857055,0.858966,258.756413,-15.819642,0.003683,0.005286,3.355058,1.465082,560.726843,910.138981,-3.024869,-0.587025,-4.092302,-394.786592,55.211017,56.864978,0.057478,0.060489,7.083793,16.005769,NA
123,12,648,0.010615,0.010615,6,109,0.334036,1.48429,139.830053,-18.024484,0.004217,0.011579,1.946692,1.08182,1121.565449,2412.878221,-7.087768,-6.028636,-2.869588,-285.747966,506.900689,1081.455484,5.22596,5.230731,9.548015,28.883002,NA
123,13,1287,0.012014,0.012014,6,110,0.756982,3.358565,279.546782,-22.815825,0.014687,0.019403,3.457582,1.443863,332.842107,982.976484,-5.613175,-2.630335,-2.971004,-521.223493,43.08508,90.332618,0.413391,0.42719,6.91972,33.702229,NA
129,3,788,0.0103,0.0103,6,113,0.001077,1.55653,151.117775,-20.98802,0.010165,0.025895,4.572246,2.48674,20085.19897,95756.46058,-9522.580217,-9521.855115,-0.926604,-444.744206,NaN,NaN,NaN,NaN,11.246187,103.350636,NA
