"G1","G2","C","A","Bx","By","Bz","Error_G1","Error_G2","Error_C","Error_A","Error_Bx","Error_By","Error_Bz","MSE","Laser_Power","Laser_Detuning","Temp","PP"
-35.606,692.08,4.8683,-5.5922e-08,845.8,-323.65,1154.6,0.000111,2.8151e-05,2.2511e-11,1.2216e-14,4.7097e-05,0.006202,5.4571e-06,1.8001e-07,700,10,79.180645,0.00068056
-13.781,555.98,4.8689,-2.9656e-08,684.22,-299.88,2059.5,1.1092e-07,2.8131e-07,2.1966e-11,3.8104e-16,4.6433e-05,2.2906e-05,2.3006e-08,1.7562e-07,617.5,10,79.184338,0.00067079
-4.8014e-05,22.795,4.869,0.88225,622.54,-201.67,-508.17,4.705e-11,1.3684e-08,2.4684e-11,0.0056654,59.401,60.038,2.5323e-08,1.9199e-07,617.5,10,81.346966,0.00071743
-58048,2966.7,4.8756,0.08241,-667190,322430,-47625,1.1021e-17,4.1523e-15,3.109e-08,3.9348e-06,2.1879e-19,5.2336e-20,2.1247e-17,1.8936e-07,700,10,81.365626,0.00074467
189.65,530.29,2.4922,0.6311,1.9842,1.4653,-111.81,0.66819,2.0189,2.0197e-07,5.5448e-07,0.21612,0.21612,0.58874,0.00015216,300,5,81.686772,0.25044
186.5,538.6,2.4225,0.76921,1.7955,1.065,-104.63,0.6094,1.9758,2.7872e-07,7.8532e-07,0.2026,0.2026,0.5702,0.0002124,300,5,84.061656,0.30865
-40.685,884.11,4.869,1.0528e-06,808.71,-339.74,1186.7,0.54219,181.3,2.5144e-11,1.2545e-12,4.4537,0.48957,219.74,2.0055e-07,617.5,10,84.209131,0.00066977
-81.132,1124.9,4.8688,1.2596e-07,827.89,-334.28,631.48,0.028945,1.4993,2.9685e-11,1.8759e-12,0.9799,0.04404,1.1171,2.3723e-07,700,10,84.41133,0.00076846
2596300,-2729400,4.8665,-0.018202,-417910,10989000,-305930,5.5901e-17,2.3603e-17,1.0462,262.92,3.3114e-20,2.3412e-17,1.1505e-16,0.00013821,617.5,10,86.378059,0.031256
-2.4963,647.01,4.8688,-1.7418e-07,657.4,-310.42,536.44,1.4441e-06,8.0696e-07,3.0995e-11,4.5749e-13,0.00052132,0.0038939,4.1887e-08,2.4784e-07,700,10,86.902368,0.00087737
179.39,535.03,2.3047,0.90979,2.2401,0.94649,-107.02,0.56599,1.9879,3.7258e-07,1.1305e-06,0.20197,0.20197,0.57691,0.00029726,300,5,87.278607,0.38283
-15.692,-121.32,4.8618,7.6119,539970,-205980,48934,0.0095919,0.00015973,5.378e-08,0.04091,2.4952e-11,3.6376e-12,9.9927e-10,2.6714e-07,700,10,88.457977,0.0012722
280310000,446.2,-38515,38520,7.5762,-0.89156,-345.95,0.0056724,11.039,75101,75101,4.0219,4.02,3.1455,0.0014346,617.5,10,89.796155,0.11402
169.71,541.88,2.1457,1.0517,2.301,2.3529,-104.94,0.52202,2.1481,4.818e-07,1.6141e-06,0.2053,0.2053,0.62112,0.00040591,300,5,89.965613,0.47202
2427000,-3024400,4.8533,0.8185,67200000,-164130000,-3915200,1.9094e-15,1.758e-16,0.87589,2243600,3.7251e-19,2.4397e-19,9.3895e-16,0.002586,700,10,92.291414,0.079767
3166.2,482.93,3.0346,1.9439,5.0187,2.5197,-345.01,5287.7,9.6587,0.00084303,0.00079909,2.5824,2.5822,2.5744,0.0042123,617.5,10,92.298411,0.20843
160.5,528.17,1.9544,1.195,2.5439,0.80849,-103.81,0.4959,2.2121,6.1158e-07,2.2951e-06,0.21548,0.21548,0.645,0.00055243,300,5,92.880502,0.5846
150.87,525.24,1.7415,1.3359,2.5479,0.98025,-102.94,0.44263,2.2614,7.1464e-07,3.0165e-06,0.21417,0.21417,0.6612,0.00068941,300,5,94.319305,0.74146
1089.7,485.5,3.0483,2.0126,0.92824,1.6588,-333.7,183.83,6.6885,0.00011519,9.5869e-05,1.6437,1.6437,2.0497,0.006691,617.5,10,94.961835,0.36142
16989,509.28,-1.3108,6.2714,6.2395,-0.16302,-361.67,1993000,13.205,0.2217,0.22098,2.9472,2.9463,3.0914,0.004656,700,10,95.195155,0.24104
136.63,513.96,1.5135,1.4585,2.4861,1.4979,-100.68,0.35525,2.1963,7.3333e-07,3.7466e-06,0.20366,0.20366,0.6464,0.00078662,300,5,97.880252,0.91751
524.64,481.66,2.8125,2.3153,-1.1785,2.0107,-322.96,18.952,4.3397,3.2278e-05,2.7219e-05,0.90818,0.90818,1.4927,0.0067787,617.5,10,97.902158,0.56061
1580.1,514.15,2.5986,2.4719,2.3178,4.5559,-358.22,606.42,8.88,0.000389,0.00034201,1.9991,1.9992,2.6072,0.0095589,700,10,98.297985,0.39367
307.69,462.98,2.4547,2.6893,-1.5483,2.2237,-309.88,3.1655,2.4683,1.1468e-05,1.4779e-05,0.4503,0.4503,0.91094,0.0052183,617.5,10,100.342011,0.89337
631.65,507.03,2.4735,2.6914,-1.4389,2.1113,-340.61,35.816,5.6447,7.1096e-05,5.6975e-05,1.1223,1.1223,1.9249,0.010577,700,10,100.486002,0.65922
123.84,492.46,1.277,1.5291,2.6671,-0.0052381,-95.302,0.34578,2.4742,8.3508e-07,5.1599e-06,0.2334,0.2334,0.73353,0.00099616,300,5,100.899371,1.1947
188.38,407.9,1.9987,2.924,-1.3768,6.101,-292.29,1.0165,2.0386,6.2533e-06,1.714e-05,0.35594,0.35594,0.77011,0.0052459,590,10,102.394278,1.3346
108.41,479.03,1.0572,1.5416,2.9379,1.154,-91.319,0.26402,2.4435,7.133e-07,5.6324e-06,0.22106,0.22106,0.72774,0.00096533,300,5,102.592283,1.397
102.92,403.22,0.98344,1.4764,1.937,2.1568,-128.76,0.20825,1.5928,5.1173e-07,4.3087e-06,0.18678,0.18678,0.49714,0.00074681,300,7,102.634906,1.4289
344.65,489.9,2.1666,3.0537,-2.4456,1.1388,-328.9,5.3255,3.4972,2.3187e-05,2.5663e-05,0.60241,0.60241,1.314,0.0087872,700,10,102.809652,0.97404
101.61,333.18,1.0076,1.4601,1.2036,2.7267,-157.87,0.25026,1.4489,5.6954e-07,4.5613e-06,0.2203,0.2203,0.45376,0.00085628,300,8.5,102.846142,1.41
99.791,262.96,1.0713,1.4286,0.68269,2.641,-173.99,0.30892,1.3022,6.1091e-07,4.43e-06,0.2539,0.25391,0.38454,0.0009357,300,10,102.853442,1.2974
121.68,377.73,2.319,0.92837,16.022,0.048373,265.08,0.429,2.0673,3.6893e-07,2.1261e-06,0.30497,0.30491,0.76808,0.00047241,300,-5,102.855688,0.42022
134.64,313.44,1.4652,2.0634,-0.47612,6.3133,-228.29,0.68923,1.955,2.4621e-06,1.1654e-05,0.39455,0.39457,0.64651,0.002973,425,10,103.025561,1.3756
151.39,344.71,1.6418,2.3389,-0.36302,7.5183,-249.55,0.74118,1.8689,3.2354e-06,1.2834e-05,0.36272,0.36273,0.64881,0.003485,617.5,10,103.040305,1.3592
208.15,423.21,2.073,3.0136,-1.3009,7.0769,-303.35,1.2556,2.1249,7.6761e-06,1.7747e-05,0.37056,0.37057,0.8132,0.0057313,480,10,103.0427,1.2195
127.55,298.38,1.3836,1.9179,-0.22961,7.2015,-218.53,0.66831,1.9857,2.1025e-06,1.072e-05,0.40826,0.40829,0.64025,0.0026655,397.5,10,103.051134,1.3645
70.298,178.79,0.72627,0.84846,0.97853,9.2352,-129.63,0.53576,2.6395,3.7112e-07,3.5094e-06,0.52152,0.52314,0.62492,0.00068821,205,10,103.055529,1.1621
128.02,420.59,2.1056,1.0283,15.389,2.4656,251.36,0.48427,2.4712,5.0679e-07,2.7484e-06,0.31956,0.31952,0.91163,0.00060842,300,-3.5,103.066311,0.53597
247.66,437.82,2.1231,3.0403,-1.4744,7.3123,-311.12,2.2442,2.6751,1.2238e-05,2.1475e-05,0.4846,0.48462,1.0171,0.0074384,645,10,103.072045,1.1294
103.65,257.41,2.9454,0.56386,17.109,-2.5984,252.81,0.61124,2.343,1.8402e-07,1.1789e-06,0.48373,0.48306,0.74842,0.00027442,300,-11,103.079697,0.20235
60.555,155.66,0.62014,0.68775,0.44786,5.3627,-114.52,0.56693,3.0409,2.5449e-07,2.6539e-06,0.57516,0.57617,0.65969,0.00050235,177.5,10,103.268601,1.1007
78.18,195.68,0.83055,1.0151,1.05,6.748,-144.37,0.52995,2.4067,5.2252e-07,4.5247e-06,0.49037,0.4909,0.60474,0.00091997,232.5,10,103.268863,1.2088
178.22,391.5,1.9101,2.7825,-1.4003,7.2959,-279.45,0.96769,2.0594,5.5375e-06,1.6756e-05,0.37048,0.37049,0.75992,0.0049725,562.5,10,103.282816,1.3536
87.756,179.55,3.2279,0.28742,17.828,1.7309,191.51,0.86535,2.6929,5.8513e-08,3.8776e-07,0.64649,0.64255,0.67369,9.4852e-05,287.5,10,103.287601,0.095712
120.85,347.09,2.5424,0.83489,16.931,-0.32923,261.75,0.5477,2.3432,3.702e-07,2.1151e-06,0.38668,0.38656,0.84565,0.00048281,260,10,103.288009,0.35259
128.13,539.32,1.4328,1.3427,10.569,0.26598,145.38,0.33282,2.6565,6.2673e-07,3.5194e-06,0.21401,0.214,0.81526,0.000703,300,1,103.29075,0.94879
123.81,559.14,1.2506,1.4251,8.363,1.7538,80.202,0.2859,2.658,6.2455e-07,3.7751e-06,0.19273,0.19273,0.7508,0.00071608,300,-6.5,103.290865,1.1137
86.766,216.03,0.93242,1.1869,0.85972,8.3307,-158.83,0.54543,2.3129,7.3218e-07,5.8162e-06,0.47807,0.47855,0.6183,0.0012199,300,-18.5,103.291278,1.2598
97.143,235.37,1.0325,1.3423,0.69246,8.4266,-172.01,0.56901,2.1528,9.4856e-07,6.692e-06,0.45476,0.45503,0.60613,0.0014745,300,2.5,103.292789,1.2743
94.758,205.19,3.1673,0.37484,17.422,0.68757,223.13,0.73594,2.4116,8.9457e-08,5.7574e-07,0.56165,0.55965,0.66653,0.00014015,300,-9.5,103.295109,0.12711
112.74,286.91,2.8245,0.64212,17.687,-0.77329,260.55,0.60039,2.25,2.3286e-07,1.3798e-06,0.44349,0.44314,0.75918,0.0003259,300,-15.5,103.304846,0.25586
102.93,242.7,3.0402,0.49461,18.09,0.049126,241.99,0.66638,2.3667,1.4924e-07,9.3966e-07,0.51294,0.51196,0.72568,0.00022336,300,-12.5,103.30586,0.17413
112.6,311.74,2.6916,0.73652,17.046,-0.61199,266.55,0.47081,2.0084,2.5104e-07,1.5415e-06,0.36041,0.3602,0.70715,0.00035002,300,-8,103.321568,0.28579
160.2,359.33,1.7267,2.4891,-0.74863,5.674,-259.6,0.84471,1.9996,4.0641e-06,1.4717e-05,0.3808,0.3808,0.7087,0.0041258,507.5,10,103.457323,1.3607
375.84,472.4,2.195,3.0343,-1.9304,5.1351,-332.15,8.7107,4.379,3.4191e-05,3.5411e-05,0.84052,0.84054,1.6218,0.011819,617.5,10,103.490287,0.9322
208.93,439.3,2.0903,2.9639,-1.7949,1.8725,-297.01,0.9749,1.7343,5.8187e-06,1.3329e-05,0.28426,0.28426,0.66011,0.0042644,700,10,103.491349,1.2138
105.66,254.75,1.1282,1.4907,0.49823,7.0729,-184.13,0.5559,1.9725,1.1241e-06,7.2715e-06,0.41459,0.41469,0.5807,0.0016517,672.5,10,103.496131,1.2917
143.76,330.21,1.551,2.1998,-0.29863,7.7136,-238.36,0.74087,1.9638,2.9235e-06,1.2572e-05,0.38901,0.38903,0.66582,0.0033182,452.5,10,103.497992,1.3615
304.13,460.12,2.156,3.0541,-1.3078,7.4016,-321.02,4.3113,3.4357,2.0347e-05,2.6595e-05,0.63087,0.63089,1.2936,0.0094276,315,10,103.504423,1.0301
112.19,268.01,1.2129,1.6385,-0.012172,7.3184,-197.76,0.63382,2.1297,1.5225e-06,9.1546e-06,0.44633,0.44641,0.64792,0.0021412,342.5,10,103.514089,1.3269
127.13,454.92,1.8611,1.1239,14.517,2.4888,218.99,0.4118,2.4329,5.2624e-07,2.957e-06,0.27312,0.27309,0.85437,0.00062443,300,-2,103.519914,0.6265
91.396,190.05,3.2005,0.33032,17.911,-0.99469,215.5,0.78301,2.4561,7.1394e-08,4.5942e-07,0.58734,0.58445,0.64696,0.00011361,300,5.5,103.525027,0.10935
100.23,223.2,3.1405,0.43559,17.01,-3.1523,236.33,0.72851,2.4117,1.2202e-07,7.5981e-07,0.54999,0.54876,0.70539,0.00018526,300,-14,103.529576,0.15009
108.01,479.51,1.0081,1.4699,3.5042,1.1547,-74.47,0.20786,1.9412,5.1114e-07,4.0796e-06,0.1747,0.1747,0.57054,0.00069396,300,-17,103.531853,1.3837
130.39,502.67,1.6484,1.2401,12.97,1.0871,199.64,0.37086,2.4826,5.8104e-07,3.1273e-06,0.23477,0.23476,0.83863,0.00065482,300,-0.5,103.538271,0.76719
86.262,163.52,3.2492,0.25714,17.24,-2.0565,165.98,0.90414,2.4966,4.5379e-08,2.8948e-07,0.6264,0.62198,0.5836,7.3314e-05,300,-20,103.571333,0.090639
121.74,284.58,1.2949,1.7715,-0.14011,8.6909,-205.44,0.67348,2.0643,1.8287e-06,9.9151e-06,0.43204,0.43211,0.64623,0.0024124,370,10,103.72468,1.3288
-52.512,-138.29,0.52146,0.53362,1.2872,10.049,-98.236,0.60025,3.5405,1.6071e-07,1.8443e-06,0.63175,0.63712,0.71125,0.00033512,150,10,103.730527,1.0309
170.43,377.76,1.815,2.6411,-1.0346,6.4835,-271.16,0.88609,1.9721,4.6656e-06,1.5243e-05,0.3639,0.36391,0.71583,0.0044174,535,10,103.730531,1.3982
116.81,534.59,1.0977,1.4542,5.961,2.0465,-4.7245,0.25033,2.4196,5.8443e-07,4.0188e-06,0.18521,0.18521,0.67223,0.00071876,300,4,103.751904,1.2691
95.155,455.22,0.85889,1.4913,2.8639,0.89255,-88.654,0.21245,2.4136,5.8604e-07,5.835e-06,0.21769,0.21768,0.72396,0.0008941,300,5,105.49684,1.6407
228.97,467.44,1.8052,3.4076,-2.6453,1.8823,-316.21,1.5071,2.4134,1.1334e-05,2.1932e-05,0.37266,0.37266,0.94698,0.007302,617.5,10,106.425201,1.419
168.42,421.71,1.7052,3.1397,-2.551,2.0283,-287.64,0.5785,1.5862,4.5564e-06,1.5056e-05,0.24493,0.24493,0.60679,0.0042276,700,10,106.430244,1.6781
138.15,414.03,1.3579,3.3152,-2.7121,3.1519,-282.16,0.44645,1.8756,4.5828e-06,2.13e-05,0.26263,0.26263,0.72454,0.0051498,617.5,10,108.41358,2.178
81.818,438.16,0.68772,1.439,2.746,1.0663,-85.861,0.16997,2.5456,4.8651e-07,6.2729e-06,0.21851,0.21851,0.76576,0.00084024,300,5,108.601305,1.9541
168.17,455.4,1.4547,3.7455,-3.5132,2.4628,-310.97,0.70901,2.2354,8.2397e-06,2.6727e-05,0.30293,0.30293,0.90686,0.0074536,700,10,108.899625,2.0176
66.466,421.17,0.54814,1.409,2.9116,1.4803,-86.441,0.13017,2.913,4.1666e-07,7.5621e-06,0.22596,0.22595,0.87928,0.00083877,300,5,110.146234,2.3998
123.05,726.27,0.97993,3.1315,12.808,4.9568,194.05,0.40957,7.2053,4.7815e-06,2.4847e-05,0.2737,0.27369,2.139,0.0049039,562.5,-0.5,110.462343,2.9216
110.8,408.6,1.0588,3.5395,-3.518,3.16,-281.12,0.33405,2.2786,4.6665e-06,3.1609e-05,0.28005,0.28005,0.89682,0.0063616,617.5,10,110.610547,2.9261
129.49,450.06,1.1311,4.0676,-4.2611,3.5639,-309.68,0.44288,2.5082,7.4965e-06,3.8293e-05,0.29357,0.29356,1.0496,0.0087212,700,10,111.159386,2.7888
100.03,453.01,0.8673,4.3452,-4.9081,2.9372,-311.49,0.30606,3.1778,7.3237e-06,5.8433e-05,0.30751,0.30751,1.3791,0.010606,700,10,111.764551,3.7679
38.455,222.16,0.42404,1.412,-1.9999,7.0647,-168.12,0.20701,5.3309,7.7115e-07,2.128e-05,0.53868,0.54119,1.4609,0.0020636,287.5,10,111.790441,3.0898
572.26,587.62,3.3092,1.7557,29.865,-1.0963,460.85,35.07,9.5139,3.525e-05,2.8141e-05,1.3133,1.3113,4.2419,0.0053012,700,-6.5,112.304694,0.35665
332.97,376.19,4.1105,0.87033,31.196,-0.19853,393.36,10.783,5.2838,3.5633e-06,4.4172e-06,1.4365,1.4353,2.1047,0.0016467,617.5,-12.5,112.318432,0.17338
-20.616,797.51,4.8689,3.5448e-08,673.85,-295.24,-891.67,9.302e-07,1.3397e-07,2.0202e-11,1.1608e-15,5.5233e-05,7.6838e-05,4.3945e-09,1.6153e-07,700,-20,112.564024,0.00066483
101.2,489.59,0.79913,4.5489,-4.1924,4.1559,-316.27,0.32172,3.7551,8.5582e-06,6.6905e-05,0.31842,0.31842,1.6639,0.012049,700,10,112.930317,3.8485
88.149,410.85,0.79557,4.1118,-4.3226,6.7722,-299.75,0.31846,3.7105,7.3132e-06,7.1824e-05,0.38371,0.38373,1.5557,0.011909,617.5,4,113.027786,4.1664
105.31,812.63,0.75945,3.5073,5.4789,3.2328,-10.624,0.18796,6.5055,3.1277e-06,2.1191e-05,0.15758,0.15758,1.4041,0.0035752,645,10,113.030294,3.5542
86.558,410.13,0.81837,3.7267,-4.0434,3.109,-283.69,0.25472,3.074,4.843e-06,4.9724e-05,0.31358,0.31357,1.246,0.0080086,617.5,10,113.03549,3.7857
31.258,186.64,0.34799,0.97958,-2.0311,7.5641,-142.33,0.22682,6.7379,4.1956e-07,1.3552e-05,0.65029,0.6557,1.6626,0.0012089,232.5,10,113.055592,2.6524
34.577,207.01,0.38753,1.2082,-2.7092,7.4114,-155.57,0.20918,5.9928,5.8934e-07,1.7998e-05,0.5837,0.58726,1.5715,0.0016458,260,10,113.075207,2.9454
21.267,132.34,0.23366,0.39304,-3.028,7.7289,-100.34,0.36425,13.114,1.0596e-07,4.1829e-06,1.1381,1.152,2.5969,0.00033628,150,10,113.268968,1.7661
47.876,265.62,0.51841,2.0206,-2.7663,6.4465,-200.25,0.20559,4.4526,1.4892e-06,3.3427e-05,0.46826,0.46909,1.3739,0.003622,370,10,113.288414,3.4371
41529000,387.3,-1498.4,1503.3,11.618,-21.937,469.36,1.3311e-06,19.633,253.97,253.98,9.7044,9.7243,5.7541,0.00027619,700,-12.5,113.31221,0.039002
246.65,445.61,3.6971,1.3201,32.027,0.16507,410.11,3.365,4.3128,3.591e-06,6.0597e-06,0.76142,0.76087,2.0103,0.0021668,617.5,-9.5,113.31309,0.30427
93.226,736.99,0.68912,3.5448,2.597,3.5532,-124.85,0.17156,6.0833,3.1294e-06,2.8243e-05,0.18031,0.18031,1.5817,0.0041978,617.5,5.5,113.330308,3.8228
93.351,423.8,0.81844,4.3275,-4.2359,7.5975,-307.49,0.37083,4.0063,9.1153e-06,8.1294e-05,0.41209,0.41211,1.7123,0.014129,672.5,10,113.533295,3.9826
139.14,813.59,1.1343,3.6573,13.823,4.6195,230.82,0.51381,9.0366,7.7463e-06,2.8494e-05,0.26871,0.26869,2.7082,0.0065032,645,-0.5,113.536584,2.7068
25.118,153.1,0.27099,0.5657,-2.7954,8.4602,-112.25,0.28139,9.3368,1.732e-07,6.3335e-06,0.8562,0.86767,2.0359,0.00052989,177.5,10,113.537641,2.0778
118.05,706.98,0.92699,2.951,12.998,5.5206,193.97,0.3999,7.2559,4.2432e-06,2.4319e-05,0.28848,0.28846,2.1913,0.0046006,535,-0.5,113.546843,2.8437
-14059,5.7357,4.8718,-0.0017577,-120100,62135,-5202.3,3.6871e-07,2.3302,1.0286e-06,8.436e-07,1.2138e-08,3.345e-09,4.4563e-05,7.158e-07,700,-14,113.562272,0.0039526
84.264,634.52,0.68034,3.6745,-0.31771,3.4672,-212.94,0.15865,4.8946,3.2862e-06,3.69e-05,0.20204,0.20204,1.6518,0.0050632,617.5,10,113.565311,4.2741
83.75,439.82,0.75914,3.9344,-3.5788,3.229,-285.16,0.22098,3.2526,4.918e-06,5.4134e-05,0.28896,0.28896,1.3451,0.0082506,617.5,7,113.570579,4.0612
1495.7,497.79,3.8831,1.0739,23.591,2.7022,464.35,640.21,11.286,8.1884e-05,7.2294e-05,2.6623,2.6576,3.7255,0.0024149,700,-9.5,113.578769,0.15285
66.145,339.54,0.66222,3.0327,-2.9033,7.7482,-249.61,0.24819,3.9727,3.5884e-06,5.4708e-05,0.4247,0.42497,1.4506,0.0072653,507.5,10,113.736408,3.8479
282.16,407.6,3.9187,1.0826,31.524,-1.6337,408.6,6.0548,4.9418,3.7281e-06,5.4111e-06,1.0883,1.0875,2.1592,0.0020135,617.5,-11,113.736711,0.24095
127.62,758.86,1.0297,3.3159,12.899,4.5627,205.19,0.44868,8.097,5.7956e-06,2.7059e-05,0.27873,0.27872,2.3966,0.0055848,590,-0.5,113.783725,2.7134
86.214,541.42,0.64488,1.9132,12.422,6.1383,140.08,0.26125,5.3244,1.3621e-06,1.5794e-05,0.31906,0.31903,1.6442,0.002167,370,-0.5,113.798883,2.8219
277.64,702.82,2.4692,2.6854,25.895,0.20693,429.07,3.2313,7.3251,1.5324e-05,1.7501e-05,0.49941,0.49911,3.6785,0.0058655,700,-3.5,113.812763,0.86449
811.14,535.58,3.6348,1.3771,28.493,-1.9335,467.24,101.58,9.8965,4.2845e-05,3.4899e-05,1.8276,1.8244,3.9458,0.0038887,700,-8,113.815374,0.23972
512.45,330.5,4.3812,0.5576,24.379,4.4523,385.7,44.12,6.5292,3.7814e-06,3.6051e-06,2.637,2.6352,2.2799,0.0010807,617.5,-14,113.817185,0.099867
497.55,359.39,4.2848,0.6673,27.088,-0.78775,399.17,36.71,6.5552,4.8349e-06,4.581e-06,2.2894,2.2874,2.3914,0.0013683,617.5,-15.5,113.819528,0.13408
118.3,894.24,0.81439,4.1457,5.6122,1.6327,-12.694,0.23045,7.8921,5.044e-06,2.4845e-05,0.15355,0.15355,1.556,0.0048346,700,4,113.83265,3.6162
78.346,380.51,0.74484,3.7009,-3.5723,8.0028,-280.01,0.28805,3.8335,5.7085e-06,6.7761e-05,0.40492,0.40502,1.5242,0.010235,590,10,113.987269,4.0007
55.166,296.04,0.57628,2.412,-3.0707,7.7731,-220.89,0.2212,4.2088,2.1772e-06,4.1739e-05,0.45039,0.45106,1.3985,0.004921,425,10,114.007029,3.6326
70.484,355.07,0.69339,3.2575,-3.4968,7.3157,-262.08,0.26171,3.9225,4.2405e-06,5.9022e-05,0.41777,0.41791,1.4834,0.0082194,535,10,114.020372,3.8987
355.17,632.4,2.9178,2.2051,28.699,-0.87214,444.76,7.7197,7.7289,1.936e-05,1.8282e-05,0.76733,0.76661,3.8299,0.005719,700,-5,114.029715,0.54547
-29.69,1014,4.8691,8.4625e-08,681.89,-255.49,-280.6,0.0045747,2.5158e-05,1.9379e-11,8.4912e-13,0.0040139,0.0012399,0.00093508,1.5479e-07,205,10,114.038171,0.00063787
148.23,838.49,1.1851,3.8168,13.401,5.0294,230.02,0.57886,9.4779,9.1565e-06,2.8906e-05,0.26742,0.26741,2.7636,0.007013,672.5,-0.5,114.041287,2.4974
27.82,170.08,0.30985,0.77197,-2.5046,9.5468,-129.57,0.24546,7.9293,2.86e-07,1.0017e-05,0.73791,0.74954,1.8501,0.0008546,700,-18.5,114.042099,2.3844
82.436,511.37,0.60011,1.7465,12.51,6.7326,130.99,0.26349,5.279,1.1649e-06,1.4743e-05,0.34359,0.34354,1.6331,0.0019468,342.5,-0.5,114.047612,2.7789
135.01,784.24,1.0776,3.4715,13.582,5.7151,216.84,0.48165,8.2713,6.6134e-06,2.6796e-05,0.26887,0.26885,2.4568,0.0058799,617.5,-0.5,114.059175,2.7076
168.76,624.65,2.3011,2.596,24.41,0.90932,383.89,0.70964,4.1108,4.4594e-06,1.2401e-05,0.29149,0.2914,2.0326,0.0034565,617.5,-3.5,114.066583,1.0614
216.24,755.54,2.0278,3.1145,22.74,0.95368,386.72,1.3103,6.4556,1.0356e-05,1.6414e-05,0.31709,0.31698,2.9593,0.0052598,700,2.5,114.078771,1.1862
138.11,929.57,0.98874,4.065,9.8465,3.2585,133.58,0.31979,8.3687,6.1246e-06,2.0785e-05,0.15989,0.15988,1.8047,0.0047846,700,-2,114.080969,2.9109
95.331,587.64,0.7412,4.4783,-2.4216,4.5302,-290.07,0.22914,4.4461,6.4267e-06,5.5953e-05,0.24521,0.24521,1.8419,0.0090589,700,8.5,114.081593,4.1224
4688.5,467.56,3.8828,1.028,16.05,4.4281,470.97,22145,12.857,0.00055882,0.00054353,3.5431,3.5384,3.433,0.0010211,700,-11,114.090052,0.088079
51.81,419.35,0.43956,1.3773,2.2419,1.1101,-85.26,0.096812,3.7702,3.6052e-07,9.8164e-06,0.23834,0.23833,1.1374,0.00085276,300,5,114.247504,2.8931
55.094,301.42,0.30525,0.61599,11.451,6.8143,59.313,0.33642,6.4476,2.1007e-07,4.4612e-06,0.67009,0.66854,1.822,0.00047782,177.5,-0.5,114.285396,2.1049
102.17,441.83,0.83677,4.4789,-4.5639,7.0915,-316.85,0.42293,4.0051,1.0512e-05,8.0273e-05,0.41119,0.4112,1.7478,0.015034,700,1,114.295091,3.7758
146.19,986.83,1.2481,3.7841,14.131,7.2241,402.06,8.2518,208.03,0.00013284,0.00033564,3.4922,3.492,91.815,0.089132,700,10,114.296567,5.2258
111.89,674.89,0.87455,2.7704,13.067,6.2938,184.3,0.35023,6.4325,3.3601e-06,2.2012e-05,0.27852,0.27851,1.9551,0.0039263,507.5,-0.5,114.298215,2.7988
159.48,680.08,1.8619,2.8603,21.278,0.49736,351.24,0.56234,4.5057,4.5573e-06,1.3712e-05,0.24772,0.24767,2.0165,0.0036021,617.5,1,114.317665,1.4759
