"Temperature (C) ","Detuning (GHz) ","Laser Power (uW) ","G(1D)","C(1D)","A(1D)","By(1D)","Error G(1D)","Error C(1D)","Error A(1D)","Error By(1D)","G1(2D)","G2(2D)","C(2D)","A(2D)","Bx(2D)","Bz(2D)","Error G1(2D)","Error G2(2D)","Error C(2D)","Error A(2D)","Error Bx(2D)","Error Bz(2D)","NA"
148,2,8000,12.131,0.002241,0.13822,5.8122,0.10408,1.2129e-07,5.9294e-06,0.045656,-2.7112e-06,-0.0006459,0.10852,0.10621,9.3202,-422.88,6.2974e-12,3.5571e-07,6.5622e-06,6.4663e-06,0.10235,8.2363e-06,6.5986e-12
106,4,6000,95.582,3.8173,2.1788,7.6412,0.40233,3.3895e-05,4.4287e-05,0.057856,-0.0054359,-0.013261,6.0259,2.035,2.6786,-239.99,948.8,5646.7,5.5219e-05,0.00018624,0.36914,1.1026,6.5986e-12
118,-23.818182,3000,47.793,1.7699,0.90367,1.9514,0.080036,1.4729e-06,8.3546e-06,0.022723,0.00086249,0.0029889,2.6867,0.88816,-1.0954,-175.81,15.311,183.87,3.7711e-06,1.4583e-05,0.15908,0.66394,7.5105e-13
148,4,3000,32.217,0.0020732,0.00084372,23.598,0.13305,2.6902e-12,3.1866e-11,0.046142,2.9106,150.73,0.002797,0.00080669,-109.07,887.67,0.10803,218.41,2.5076e-09,3.0407e-09,24.368,7504.4,6.5986e-12
106,4,7000,108.25,4.4805,2.4823,6.1747,0.53107,5.6991e-05,6.0594e-05,0.062861,0.00014899,0.00039143,7.0091,2.2679,2.6671,-282.97,1.9233,13.277,8.9697e-05,0.00029061,0.44566,1.4401,6.5986e-12
118,-23.818182,4000,57.758,2.3551,1.3168,2.3175,0.082419,2.9488e-06,1.126e-05,0.020467,0.00077803,0.002912,3.6743,1.2671,-0.092443,-234.44,10.322,144.59,1.0257e-05,3.8023e-05,0.19979,0.81831,7.5105e-13
148,4,4000,43.115,0.0026126,0.00094797,9.9813,0.10293,2.2013e-12,1.5315e-11,0.031077,0.0019152,0.017668,0.003807,0.001151,-8.0625,-144.09,3310.7,281760,1.2863e-09,1.9846e-09,14.602,128.74,6.5986e-12
106,4,8000,121.33,5.2337,2.7821,5.7823,0.70974,9.4474e-05,8.7345e-05,0.068467,-0.0012983,-0.0036556,8.0568,2.4828,2.992,-327.07,304.97,2417.8,0.0001411,0.00043841,0.54636,1.8595,6.5986e-12
118,-23.818182,5000,67.61,2.9256,1.7259,2.606,0.086371,4.9977e-06,1.3518e-05,0.018702,0.00049697,0.0019016,4.6402,1.647,-1.5674,-252.08,10.664,156.13,1.8242e-05,6.6963e-05,0.20704,0.94979,7.5105e-13
148,4,5000,-24.95,0.0032207,0.0043422,9.4801,0.013912,8.9116e-12,1.5987e-10,0.0052634,-0.00052874,-0.01001,0.0070516,0.0038526,8.1819,-179.81,3098.3,1110500,1.3542e-07,1.6207e-07,85.722,1308,6.5986e-12
106,6,3000,42.467,2.3366,0.75026,8.752,0.066732,9.015e-07,6.457e-06,0.020315,-0.0051267,-0.011506,3.0878,0.73025,2.0089,-105.87,605.59,3050.4,4.785e-06,1.733e-05,0.27256,0.71266,6.5986e-12
118,-23.818182,6000,79.106,3.5284,2.1463,3.0612,0.083099,7.0878e-06,1.3573e-05,0.015253,0.00083267,0.0034006,5.705,2.0379,-1.334,-310.19,20.308,338.68,3.7396e-05,0.00013311,0.26355,1.3354,7.5105e-13
148,4,6000,-18.173,0.0037821,0.015664,9.9317,0.0033412,3.5584e-11,1.0178e-09,0.0013686,-0.00027859,-0.011771,0.015585,0.011661,9.6329,-200.49,19.151,34179,2.8377e-07,2.9493e-07,11.958,424.11,6.5986e-12
106,6,4000,57.38,3.1163,1.0307,7.8926,0.096812,2.1275e-06,8.2457e-06,0.024177,-0.0018205,-0.0038107,4.1644,1.0134,2.6961,-153.41,61.175,268.05,5.7165e-06,2.1422e-05,0.178,0.42602,6.5986e-12
118,-23.818182,7000,90.365,4.1084,2.5509,3.3795,0.10424,1.2173e-05,1.7679e-05,0.016195,0.00209,0.0089726,6.6976,2.3902,-1.5455,-367.95,162.17,2988.7,6.6909e-05,0.00023279,0.33226,1.7915,7.5105e-13
148,4,7000,-15.283,0.0040741,0.055373,8.2809,0.01729,2.6537e-09,9.6149e-08,0.0073199,5.5317e-05,0.0043633,0.04174,0.037223,8.8391,-326.41,0.44316,2756.7,8.862e-07,1.0401e-06,0.36107,56.78,6.5986e-12
106,6,5000,70.226,3.876,1.2866,7.5499,0.16785,5.3274e-06,1.326e-05,0.035044,0.0031057,0.0068266,5.1882,1.2499,1.9714,-193.87,187.47,905.75,1.1705e-05,4.2403e-05,0.22897,0.62987,6.5986e-12
118,-23.818182,8000,102.05,4.7427,3.0059,3.8533,0.12141,1.927e-05,2.2431e-05,0.015799,0.00053118,0.0024667,7.771,2.7429,-1.7649,-426.29,14.199,306.23,0.00010643,0.00035775,0.37848,2.1651,7.5105e-13
148,4,8000,15.678,0.0030023,0.18291,6.4892,0.055369,9.0774e-08,3.1785e-06,0.023336,-1.1162e-05,-0.0012833,0.14629,0.14308,9.1799,-374.99,0.034581,457.09,4.5667e-06,5.1824e-06,0.079009,21.989,6.5986e-12
106,6,6000,83.8,4.7148,1.5503,7.2632,0.28574,1.2529e-05,2.1239e-05,0.048996,0.00054255,0.0012535,6.2901,1.4798,1.9193,-237.12,13.612,72.662,2.1926e-05,7.6784e-05,0.28876,0.84078,6.5986e-12
118,-23.090909,3000,48.279,1.6758,0.96333,2.097,0.094595,1.9682e-06,1.0938e-05,0.026685,0.0012706,0.0046195,2.6522,0.95097,-1.154,-177.63,25.852,341.71,4.5789e-06,1.7212e-05,0.16166,0.72522,7.5105e-13
148,6,3000,639.16,0.011535,0.0052828,203.38,892.17,8.6579e-08,8.5339e-08,13.968,93.045,201.42,0.01697,0.012654,-12.584,871.33,125.16,281.98,1.3205e-08,2.5023e-07,41.574,861.52,6.5986e-12
106,6,7000,95.726,5.4902,1.7824,6.939,0.40461,2.2809e-05,2.971e-05,0.05804,0.00055146,0.0013526,7.3027,1.6641,2.7927,-278.85,33.965,204.32,3.7377e-05,0.00012586,0.36791,1.0868,6.5986e-12
118,-23.090909,4000,59.199,2.224,1.394,2.3106,0.12582,4.993e-06,1.8078e-05,0.030633,0.0012922,0.0050566,3.6359,1.3504,-1.2602,-236.88,13.629,208.69,1.1196e-05,4.0478e-05,0.18385,0.84294,7.5105e-13
148,6,4000,54.9,0.016027,0.01244,8.2788,0.038705,1.2631e-10,5.38e-10,0.0099977,-0.054414,-0.31727,0.028456,0.01192,-10.272,-118.32,0.09961,3.3888,3.7687e-08,5.7086e-08,8.2065,46.147,6.5986e-12
106,6,8000,107.79,6.3334,2.0167,6.6732,0.54481,3.861e-05,4.131e-05,0.064962,-0.0020001,-0.0053047,8.3801,1.8407,3.0161,-322.57,211.42,1487.1,6.1922e-05,0.00019876,0.4581,1.3982,6.5986e-12
118,-23.090909,5000,69.254,2.7673,1.8137,2.6894,0.13831,8.7665e-06,2.2484e-05,0.029259,-0.00020052,-0.00083896,4.603,1.7481,-1.9899,-295.67,2.0454,35.805,2.6412e-05,9.2325e-05,0.24878,1.1414,7.5105e-13
148,6,5000,50.939,0.019568,0.024774,9.2863,0.088423,1.1848e-09,5.9042e-09,0.02409,-0.0018681,-0.014988,0.044368,0.023913,-4.6133,-149.67,2321.9,149470,2.4427e-07,4.6058e-07,4.1122,34.693,6.5986e-12
100,-16,3000,88.794,2.125,0.78644,12.712,0.73544,8.1814e-06,1.2352e-05,0.11741,-0.0039696,-0.010979,2.9408,0.77104,1.8418,175.67,777.62,5948.2,1.1122e-05,3.8777e-05,0.53962,1.8363,6.5986e-12
118,-23.090909,6000,79.895,3.3884,2.313,3.3718,0.098767,9.758e-06,1.8291e-05,0.017921,0.00065617,0.0029301,5.6925,2.1704,-2.3698,-355.35,15.253,304.15,5.3368e-05,0.00018093,0.31615,1.4758,7.5105e-13
148,6,6000,47.346,0.023926,0.045254,8.9066,0.15739,7.2975e-09,4.2207e-08,0.044966,0.0006116,0.0087931,0.076352,0.050428,-1.2987,-229.18,128.87,26638,8.433e-07,1.331e-06,2.1848,25.875,6.5986e-12
100,-16,4000,115.88,2.8386,1.0443,11.727,0.49128,9.241e-06,9.0088e-06,0.05188,0.00080149,0.0028418,3.9126,0.96163,1.2369,269.22,54.751,688.39,1.8507e-05,5.8504e-05,0.48702,2.0028,6.5986e-12
118,-23.090909,7000,90.495,3.9208,2.7164,3.5612,0.10909,1.4444e-05,2.0917e-05,0.016917,-0.0015133,-0.0072525,6.6788,2.5215,-3.7214,-414.54,48.426,1112.3,8.9151e-05,0.00029275,0.37392,1.9079,7.5105e-13
148,6,7000,35.989,0.029298,0.099494,8.9878,0.077967,2.0427e-08,1.9896e-07,0.025773,0.00017373,0.0042324,0.13483,0.10319,6.3426,-279.31,8.9956,5339.2,3.6272e-06,5.0518e-06,0.90362,23.838,6.5986e-12
100,-16,5000,131.36,3.5717,1.2381,11.535,0.62443,1.6314e-05,1.4148e-05,0.05173,0.00015752,0.00059457,4.8399,1.1008,2.2324,312.02,2.8251,40.26,2.9205e-05,9.0866e-05,0.57928,2.5507,6.5986e-12
118,-23.090909,8000,102.6,4.5219,3.1923,3.8928,0.10351,1.8515e-05,2.136e-05,0.013355,0.026951,0.13696,7.7427,2.8947,-10.126,-460.19,0.01378,0.35589,0.00010452,0.00022864,0.74011,4.1363,7.5105e-13
148,6,8000,29.366,0.035104,0.21708,8.5838,0.029894,4.2613e-08,5.8895e-07,0.010724,-4.5115e-05,-0.0015994,0.24882,0.21193,7.4445,-326.5,0.11123,139.79,5.7069e-06,7.4242e-06,0.19461,9.2397,6.5986e-12
100,-16,6000,148.32,4.4157,1.4373,15.116,1.0255,3.5691e-05,2.9308e-05,0.065478,0.00015771,0.00058373,5.8658,1.2376,1.309,318.29,3.9449,54.032,4.4012e-05,0.00013871,0.71696,2.8861,6.5986e-12
118,-22.363636,3000,50.164,1.5776,1.0349,1.9645,0.13496,3.1795e-06,1.634e-05,0.037131,0.001319,0.004985,2.6193,1.0212,-1.2937,-180.79,22.898,327.09,5.1986e-06,1.9109e-05,0.15449,0.74107,7.5105e-13
142,-16,3000,47.036,0.0022166,0.028138,5.4359,0.10585,1.904e-09,1.1155e-08,0.030357,-5.4972e-05,-0.0011726,0.024771,0.021758,-9.0595,78.073,0.26384,120.05,6.038e-08,8.9501e-08,0.52515,19.397,6.5986e-12
100,-16,7000,158.06,5.1794,1.5873,13.301,0.97879,4.1397e-05,3.3591e-05,0.053322,0.001122,0.0042606,6.7946,1.3354,1.3242,359.96,128.15,1847.8,5.5041e-05,0.00017435,0.76112,3.3497,6.5986e-12
118,-22.363636,4000,60.117,2.1093,1.5156,2.4683,0.1619,7.5475e-06,2.6429e-05,0.038922,-0.0012383,-0.0050774,3.6136,1.4537,-1.1175,-239.46,25.943,436.19,1.404e-05,4.9426e-05,0.19011,0.95061,7.5105e-13
142,-16,4000,77.365,0.0015304,0.097505,23.982,0.050373,8.8845e-09,1.8075e-08,0.0095755,-6.542e-05,-0.0027138,0.091972,0.088945,-7.2921,268.52,0.85697,1474.5,1.2145e-06,1.6143e-06,0.26922,14.655,6.5986e-12
100,-16,8000,169.7,6.0172,1.7425,13.777,1.1051,5.5969e-05,4.5386e-05,0.050154,0.0003851,0.0014368,7.787,1.4218,1.1298,362.51,266.94,3715.2,6.8461e-05,0.00021915,0.85704,3.6153,6.5986e-12
118,-22.363636,5000,70.125,2.6161,1.9422,2.8844,0.16267,1.1774e-05,2.9374e-05,0.033988,0.00016614,0.00073521,4.5573,1.8509,-1.483,-299.65,1.005,19.681,3.0592e-05,0.00010371,0.2413,1.2609,7.5105e-13
142,-16,5000,120.72,-0.0086131,0.21209,26.019,0.067945,5.1986e-08,4.9158e-08,0.0068376,4.172e-07,1.8057e-05,0.22119,0.21895,-1.4131,291.29,6.96e-05,0.13039,3.4297e-06,4.5269e-06,0.24745,1.5621e-07,6.5986e-12
100,-14,3000,100.86,1.5788,1.1342,11.572,0.77758,1.7576e-05,2.0935e-05,0.10346,-0.0017109,-0.0059847,2.7467,1.0637,1.8951,177.16,64.788,792.8,2.1614e-05,6.629e-05,0.44166,1.8063,6.5986e-12
118,-22.363636,6000,81.021,3.1866,2.4386,3.1243,0.14091,1.542e-05,2.8047e-05,0.02515,0.00030352,0.0014419,5.643,2.3029,-3.2133,-357.68,10.952,247.16,5.8379e-05,0.0001913,0.2876,1.556,7.5105e-13
142,-16,6000,155.7,-0.037781,0.46075,26.795,0.065529,2.305e-07,1.8879e-07,0.0038943,-6.371e-06,-0.0002646,0.44447,0.44451,5.3568,316.43,0.013225,22.812,1.2253e-05,1.6408e-05,0.18088,6.3767,6.5986e-12
100,-14,4000,130.79,2.1463,1.5061,12.852,0.50751,1.9615e-05,1.7075e-05,0.042508,0.00092396,0.004397,3.6798,1.3252,1.8243,310.2,70.171,1589.2,5.0034e-05,0.00013772,0.56869,2.8609,6.5986e-12
118,-22.363636,7000,91.692,3.7239,2.8864,3.5057,0.12755,1.9017e-05,2.6842e-05,0.019427,-0.0010885,-0.0053406,6.6227,2.6938,-2.2241,-373.16,118.55,2853.3,0.00010268,0.00033092,0.35575,2.0499,7.5105e-13
142,-16,7000,181.82,-0.066753,0.70427,26.422,0.14249,1.1521e-06,9.4428e-07,0.0057043,-4.4073e-06,-0.00017259,0.70159,0.70303,5.8828,358.1,0.0052667,8.0762,3.3112e-05,4.5256e-05,0.18851,6.8221,6.5986e-12
100,-14,5000,149.42,2.7505,1.7732,12.414,0.58754,3.1162e-05,2.5508e-05,0.036629,-0.0001607,-0.00073927,4.553,1.51,0.69123,315.29,131.36,2780.5,7.7917e-05,0.0002187,0.69639,3.4022,6.5986e-12
118,-22.363636,8000,102.86,4.3002,3.3714,3.9083,0.13123,2.617e-05,3.0072e-05,0.016866,-5.5149e-05,-0.00028347,7.692,3.0967,-2.1364,-432.3,0.22109,5.8423,0.00016519,0.00052455,0.42079,2.5847,7.5105e-13
142,-16,8000,170.66,-0.076399,1.022,24.991,0.12042,2.0703e-06,1.686e-06,0.0056542,2.0515e-05,0.0006942,1.0173,1.0202,6.4429,362.01,0.038019,43.538,6.2662e-05,8.8233e-05,0.16655,6.1884,6.5986e-12
100,-14,6000,166.41,3.4551,2.0409,12.886,0.71977,5.0126e-05,4.0605e-05,0.034317,-0.00018645,-0.00083019,5.5244,1.6617,2.036,319.66,11.466,227.32,0.00011099,0.00031708,0.88053,4.0116,6.5986e-12
118,-21.636364,3000,52.319,1.457,1.1008,1.9821,0.16398,4.2842e-06,2.018e-05,0.043836,0.0029506,0.01158,2.5765,1.0919,-1.0335,-183.85,117.39,1808,6.281e-06,2.252e-05,0.15678,0.78651,7.5105e-13
142,-14,3000,58.759,0.0017149,0.0024443,2.4014,0.34549,4.2285e-11,1.5559e-10,0.084626,0.0047787,0.19876,0.0046075,0.0027948,2.609,-20.411,454.76,786400,1.1881e-07,1.5204e-07,42.074,1585.9,6.5986e-12
100,-14,7000,178.94,4.1367,2.2414,12.956,0.88737,7.4018e-05,6.034e-05,0.034715,0.0023542,0.010813,6.4027,1.7755,1.5154,360.33,614.88,12972,0.00013534,0.00038652,0.90542,4.5561,6.5986e-12
118,-21.636364,4000,62.623,1.9463,1.5843,2.4202,0.21999,1.1028e-05,3.5321e-05,0.051083,-0.0023031,-0.0099424,3.557,1.5421,-1.3213,-242.4,91.974,1714,1.6724e-05,5.7083e-05,0.19187,1.0339,7.5105e-13
142,-14,4000,80.946,0.0007879,0.019066,30.647,0.56119,3.7267e-09,6.9404e-09,0.10205,-4.3117e-06,-0.00087617,0.02518,0.023197,-1.7512,445.4,1.1726e-12,4.4594e-08,1.8831e-07,1.8417e-07,0.59143,3.1513e-07,6.5986e-12
100,-14,8000,191.86,4.8756,2.4427,13.294,1.0279,0.00010096,8.3358e-05,0.032868,0.0020906,0.0095712,7.3473,1.8653,2.319,362.33,492.24,10317,0.0001663,0.00047645,1.0188,5.175,6.5986e-12
118,-21.636364,5000,72.214,2.4429,2.0599,2.7963,0.2322,1.8731e-05,4.3789e-05,0.047089,0.00024267,0.0011267,4.5166,1.9785,-1.1171,-302.4,2.1222,45.744,3.735e-05,0.00012331,0.24475,1.3834,7.5105e-13
142,-14,5000,101.17,-0.0092035,0.10109,29.553,0.89302,1.5875e-07,1.9215e-07,0.12114,5.6073e-06,0.00083857,0.10337,0.10331,2.1159,410.15,0.016415,367.06,4.0858e-06,4.7419e-06,0.51911,76.56,6.5986e-12
100,-12,3000,113.81,0.85459,1.6522,10.735,0.7584,3.5792e-05,3.5647e-05,0.082625,-0.0011662,-0.0061903,2.5607,1.5033,3.2279,177.96,81.619,2299.7,7.0446e-05,0.00017514,0.49942,2.949,6.5986e-12
118,-21.636364,6000,82.739,2.9888,2.5834,3.4368,0.21486,2.6248e-05,4.5663e-05,0.037392,-0.00066689,-0.0033313,5.5915,2.4451,-1.7205,-362.24,96.844,2416.3,7.2261e-05,0.00023029,0.29545,1.7411,7.5105e-13
142,-14,6000,100.58,-0.026158,0.24472,26.461,0.80257,8.3889e-07,1.0204e-06,0.10922,3.2775e-05,0.0041368,0.26178,0.26603,2.7555,454.47,0.027291,434.79,7.1446e-06,8.4902e-06,0.16477,20.739,6.5986e-12
100,-12,4000,152.01,1.1928,2.2009,11.826,0.39165,3.1973e-05,2.607e-05,0.023405,-0.00052949,-0.0033153,3.4407,1.8544,1.9502,270.84,28.958,1135.2,0.00015025,0.00035721,0.67767,4.1788,6.5986e-12
118,-21.636364,7000,92.793,3.5094,3.0606,3.6618,0.17131,2.8649e-05,3.952e-05,0.025662,-0.00070737,-0.0036432,6.5782,2.8607,-2.5666,-376.58,27.279,723.58,0.00012278,0.00038542,0.36568,2.0738,7.5105e-13
142,-14,7000,100.88,-0.048045,0.43628,24.538,0.58017,1.9287e-06,2.3277e-06,0.078354,3.1253e-06,0.00028761,0.46172,0.47169,7.9904,407.53,0.0014718,12.459,2.0227e-05,2.4758e-05,0.074071,8.1304,6.5986e-12
100,-12,5000,173.18,1.6422,2.612,13.662,0.61937,7.0354e-05,5.7138e-05,0.026598,-0.0014474,-0.0089993,4.2602,2.0646,-0.25144,313.7,218.28,8437.8,0.00022904,0.0005543,0.87695,5.2018,6.5986e-12
118,-21.636364,8000,104.21,4.0483,3.5502,3.9757,0.17264,3.8104e-05,4.2876e-05,0.021729,-0.00066174,-0.0036522,7.6379,3.27,-1.8104,-435.92,32.955,1003.9,0.00020008,0.00061054,0.43144,2.6326,7.5105e-13
142,-14,8000,101.43,-0.074205,0.68303,22.73,0.35554,2.8976e-06,3.4571e-06,0.047496,36346,-0.0075567,0.17234,-3233.4,0.24995,38.277,6.1358e-20,1.3811e-06,2.1318e-05,1.0527e-14,900.17,3.0809,6.5986e-12
100,-12,6000,192.57,2.1959,2.9649,12.989,0.69942,0.00010119,8.3612e-05,0.022093,0.0025596,0.015496,5.1872,2.2485,2.5654,316.67,781.26,28635,0.00031334,0.0007622,1.0211,6.3538,6.5986e-12
118,-20.909091,3000,54.702,1.3239,1.172,2.0342,0.20386,5.9157e-06,2.5372e-05,0.052773,0.0032602,0.013367,2.5288,1.1624,-0.65022,-185.8,173.2,2911.7,8.8645e-06,3.0922e-05,0.18579,0.96349,7.5105e-13
142,-12,3000,72.52,0.0018061,3.8636e-05,6.0567,90.146,2.5542e-12,5.9195e-12,18.209,0.33319,22.74,0.0018967,5.1663e-05,-12.749,57.638,0.069048,212.8,5.3245e-11,5.1853e-11,109.49,3459,6.5986e-12
100,-12,7000,207.65,2.7629,3.2733,14.809,1.0548,0.00018352,0.00015445,0.026594,0.0014574,0.0085675,6.0172,2.3597,4.311,320.07,60.331,2084.8,0.00038714,0.00096478,1.1648,7.7191,6.5986e-12
118,-20.909091,4000,64.83,1.8002,1.6996,2.4083,0.26077,1.4851e-05,4.4075e-05,0.058717,0.0014461,0.0065675,3.5068,1.6424,-0.89506,-245.1,38.982,803.95,2.0856e-05,6.9267e-05,0.19955,1.1325,7.5105e-13
142,-12,4000,-8.9772,0.0022722,0.00098187,7.1916,0.025796,1.9825e-12,1.4019e-10,0.011718,1.6606e-06,3.7645,0.21842,0.21603,256.66,27.941,1.4491e-10,9.0913,2.1102,2.1102,2.0608,5.9408e-07,6.5986e-12
100,-12,8000,221.84,3.3834,3.5221,14.134,1.007,0.00020038,0.00017167,0.020365,0.0021031,0.012128,6.9064,2.4517,3.2185,318.43,65.32,2172.2,0.00046095,0.0011582,1.3073,8.0631,6.5986e-12
118,-20.909091,5000,74.625,2.2384,2.1867,2.8056,0.31381,2.8241e-05,6.1413e-05,0.06147,-0.00065783,-0.0031942,4.4483,2.0972,-1.7871,-303.46,21.442,505.56,4.3437e-05,0.0001398,0.24437,1.4463,7.5105e-13
142,-12,5000,34.364,0.0025043,0.0060023,25.689,0.49639,4.8702e-10,5.161e-09,0.16769,-1.0517e-05,-16.847,2.8461,2.8433,21.122,1113.5,1.715e-11,7.0427,0.0017332,0.0017288,1.0321,3.9947e-06,6.5986e-12
100,-10,3000,130.98,0.25876,1.9286,11.276,0.95688,6.0685e-05,5.2725e-05,0.079718,-0.00062404,-0.0064626,2.2502,1.703,5.8382,128.28,55.282,5929.1,0.00022051,0.00040903,0.57961,7.9322,6.5986e-12
118,-20.909091,6000,85.205,2.7694,2.7497,3.5711,0.29772,4.092e-05,6.694e-05,0.049959,0.00065226,0.0034119,5.5173,2.5896,-1.7078,-364.66,14.934,408.63,8.7643e-05,0.00027277,0.30506,1.915,7.5105e-13
142,-12,6000,39.153,0.0010563,0.044475,23.104,0.68211,3.3906e-08,2.8381e-07,0.21698,0.0053047,4.9446,0.065124,0.063379,3.4804,1014.9,8.9129e-06,9.3998,2.3657e-06,2.3629e-06,0.6228,3021.6,6.5986e-12
100,-10,4000,178.83,0.35465,2.6457,12.987,0.30176,3.5073e-05,2.8589e-05,0.011828,-0.00025652,-0.0026796,3.0211,2.0488,5.0502,177.39,20.291,2214.4,0.00043349,0.0008132,0.82151,10.345,6.5986e-12
118,-20.909091,7000,94.831,3.2716,3.2338,3.7091,0.25467,4.7355e-05,6.2703e-05,0.036993,-0.00099068,-0.0056053,6.5129,3.0109,-1.5077,-423.98,49.112,1572.2,0.0001516,0.00045571,0.36961,2.4079,7.5105e-13
142,-12,7000,46.387,-0.0044204,0.13319,22.401,0.96173,3.9003e-07,2.3577e-06,0.27883,-4.4566e-10,-1.2191e-07,0.15694,0.15645,8.8124,452.63,1.2084e-14,9.0548e-10,6.5995e-08,6.7333e-08,9.1988e-17,2.1694e-20,6.5986e-12
100,-10,5000,203.31,0.65555,3.0538,12.011,0.48255,7.3528e-05,6.1545e-05,0.012839,0.00017327,0.0017364,3.7677,2.2737,6.474,183.11,9.7079,974.71,0.00062034,0.0011845,1.0079,13.334,6.5986e-12
118,-20.909091,8000,105.77,3.8029,3.7545,4.1891,0.21378,5.2662e-05,5.7917e-05,0.026274,0.0005229,0.0030336,7.5673,3.4525,-3.0303,-437.85,23.485,790.51,0.00024617,0.00073107,0.46262,2.9416,7.5105e-13
142,-12,8000,52.892,-0.01514,0.27493,21.08,1.0818,1.7519e-06,8.1015e-06,0.28783,-9.1163e-06,-0.0014852,0.28785,0.29061,8.9352,364.44,0.027192,722.08,1.4985e-05,1.7263e-05,0.065224,15.71,6.5986e-12
100,-10,6000,222.37,1.1151,3.4245,12.066,0.69533,0.00013099,0.00011231,0.013792,0.00022641,0.0022959,4.591,2.4334,6.3979,221.16,11.316,1163.6,0.00084415,0.0016202,1.1903,17.553,6.5986e-12
118,-20.181818,3000,56.929,1.191,1.2671,2.2204,0.20577,6.859e-06,2.7019e-05,0.051682,0.0020529,0.0087639,2.4748,1.2378,-0.9929,-187.37,68.722,1252.4,1.0131e-05,3.4644e-05,0.18,0.95138,7.5105e-13
142,-10,3000,41.086,0.0018488,3.1621e-05,-1.7576,45.211,1.1057e-12,8.4347e-12,14.007,0.00034416,0.0063209,0.0019039,2.4187e-05,-2.1362,291.48,2.2998e-09,4.4005e-07,3.7644e-13,4.4768e-13,6.8264,1.0062e-05,6.5986e-12
100,-10,7000,240.9,1.5454,3.793,13.555,0.7138,0.00016146,0.00014151,0.010797,-0.0012405,-0.011894,5.3548,2.554,2.8823,186.08,6.0938,560.18,0.0010004,0.0019392,1.7441,14.439,6.5986e-12
118,-20.181818,4000,68.328,1.6103,1.8085,2.5218,0.32806,2.0768e-05,5.4873e-05,0.070316,-0.0020873,-0.0098278,3.4425,1.7417,-0.70265,-247.26,87.779,1946,2.5931e-05,8.4264e-05,0.21255,1.2302,7.5105e-13
142,-10,4000,61.588,0.0023165,3.9843e-05,8.7065,44.935,1.4335e-12,4.7655e-12,10.592,1.2145e-05,0.54496,0.0037663,0.0014056,73.209,399.64,5.3809e-07,1115,5.8077e-08,5.8194e-08,81.415,11547,6.5986e-12
100,-10,8000,255.56,2.0921,4.0782,14.071,0.79051,0.00020286,0.0001806,0.0096683,0.0047931,0.046049,6.1348,2.6049,10.17,198.18,0.022864,2.1101,0.00081209,0.0011039,3.0135,27.469,6.5986e-12
118,-20.181818,5000,78.08,2.041,2.3406,3.116,0.40363,4.1089e-05,8.0939e-05,0.075204,0.0010944,0.0055973,4.3853,2.226,-1.0458,-307.3,29.472,770.95,5.3175e-05,0.00016632,0.24987,1.5524,7.5105e-13
142,-10,5000,71.023,0.0027704,6.1943e-05,10.548,35.278,2.5851e-12,6.2816e-12,7.2873,1.3749e-06,0.14568,0.0093408,0.0065336,109.58,248.05,4.85e-12,0.0058499,2.6721e-06,2.6688e-06,2.3764,5.7228e-07,6.5986e-12
118,-20.181818,6000,88.469,2.5209,2.9021,3.4278,0.39606,6.0133e-05,9.1093e-05,0.063306,-0.0013084,-0.0072894,5.4389,2.7212,-2.7849,-365.56,72.946,2264.1,0.00010974,0.00032953,0.33207,2.213,7.5105e-13
100,-8,3000,141.48,0.011905,1.9385,8.9171,1.1883,7.5765e-05,6.3031e-05,0.083535,0.00011611,0.0021415,2.0319,1.7221,6.4271,-102.34,2.862,973.7,0.00045269,0.00067901,0.53843,12.599,6.5986e-12
142,-10,6000,58.601,0.0032839,8.8043e-05,9.5794,9.6852,1.5391e-12,5.7023e-12,2.3792,1.5459e-07,2.8319,1.6694,1.6661,194.33,-8.9051,1.2896e-16,6.4822e-20,2.2574e-09,2.2574e-09,1.7538e-21,1.703e-24,6.5986e-12
118,-20.181818,7000,98.538,2.9942,3.3992,3.7474,0.3764,7.6825e-05,9.4911e-05,0.05168,0.00076888,0.0045764,6.4379,3.1784,-2.1881,-428.34,32.288,1143.8,0.00018099,0.00053005,0.3788,2.6653,7.5105e-13
100,-8,4000,171.63,0.19964,2.4229,7.1183,1.5873,0.00015589,0.00012636,0.068713,-0.0002146,-0.00337,2.7345,2.0865,7.2756,-152.43,13.902,3428.6,0.00085728,0.0013335,0.82565,17.909,6.5986e-12
142,-10,7000,21.49,0.0037767,0.00022133,6.4047,1.6778,3.1249e-12,7.0248e-11,0.66122,-2.0436e-07,-2.5963,14.261,14.257,246.03,21.21,3.4802e-16,0.00057608,5.6623e-09,5.4016e-09,0.18842,7.7734e-12,6.5986e-12
118,-20.181818,8000,109.08,3.5209,3.946,4.2439,0.30888,8.3705e-05,8.7969e-05,0.036061,0.00034076,0.0021483,7.4875,3.6197,-1.4845,-488.21,12.771,507.65,0.00029931,0.00085937,0.46443,3.3734,7.5105e-13
100,-8,5000,191.93,0.50651,2.8089,7.3593,1.9876,0.00025919,0.00021393,0.062301,-0.00053582,-0.0079686,3.4313,2.3597,6.4459,-192.07,115.23,25486,0.0012732,0.00198,1.0431,19.717,6.5986e-12
